dataset,seed,split,strategy,center_count,radius_lambda,acceptance_mode,threshold,oos_f1,known_f1,accuracy,known_recall,false_accept_rate,false_accept_count,known_false_reject_count,auroc,aupr_oos,epoch,phase,mode,loss,trainable_parameters,device
clinc150,87,val,last2_temp10,75,1.5,normalized_union,1.0,0.8826577263029565,0.8559684540518124,0.87,0.8446666666666667,0.095,152,233,0.93455625,0.9234325246574838,1,warmup,last2_minilm_plus_projection,0.18989793337502722,198016,cuda
clinc150,87,val,last2_temp10,75,2.0,nearest_sphere,0.95,0.9023058252427184,0.8771634957887264,0.8912903225806451,0.8606666666666667,0.070625,113,209,0.9479045833333333,0.9312809205868516,2,finetune,last2_minilm_plus_projection,0.13343225722595797,3746944,cuda
clinc150,87,val,last2_temp10,75,1.0,nearest_sphere,1.1,0.9031476997578692,0.8830141307633056,0.8938709677419355,0.8586666666666667,0.0675,108,212,0.9540141666666666,0.9448243567710475,3,finetune,last2_minilm_plus_projection,0.09627274992102283,3746944,cuda
clinc150,87,val,last2_temp10,75,0.75,nearest_sphere,1.2,0.9061827130113811,0.8924761927369124,0.8990322580645161,0.8813333333333333,0.079375,127,178,0.9564916666666666,0.948103643513927,4,finetune,last2_minilm_plus_projection,0.0722041055560112,3746944,cuda
clinc150,87,val,last2_temp10,75,0.5,nearest_sphere,1.3,0.9054388133498146,0.8924537786794167,0.8987096774193548,0.886,0.084375,135,171,0.9573083333333333,0.9481418277468725,5,finetune,last2_minilm_plus_projection,0.055015836700291955,3746944,cuda
clinc150,87,val,last2_temp10,75,0.5,nearest_sphere,1.3,0.905154010369015,0.8896707738519354,0.8980645161290323,0.87,0.0725,116,195,0.9569379166666667,0.9470667829989811,6,finetune,last2_minilm_plus_projection,0.04273210443808871,3746944,cuda
clinc150,87,val,last2_temp10,75,0.75,normalized_union,1.25,0.9058539529269765,0.887791242398324,0.8980645161290323,0.858,0.061875,99,213,0.9598170833333334,0.9531612045614678,7,finetune,last2_minilm_plus_projection,0.034553193660863374,3746944,cuda
clinc150,87,val,last2_temp10,75,2.0,nearest_sphere,1.05,0.908138101109741,0.8971584799845135,0.9025806451612903,0.886,0.079375,127,171,0.9585191666666666,0.950958272075084,8,finetune,last2_minilm_plus_projection,0.02917613587105426,3746944,cuda
clinc150,87,val,last2_temp10,75,1.0,nearest_sphere,1.3,0.9113924050632911,0.9014262781573822,0.9061290322580645,0.8913333333333333,0.0775,124,163,0.9603145833333333,0.9529725713118227,9,finetune,last2_minilm_plus_projection,0.025653488815651607,3746944,cuda
