dataset,seed,split,intent,is_known,count,accepted_count,rejected_count,near_boundary_count,median_score
banking77_oos,13,val,Refund_not_showing_up,True,33,21,12,5,0.9525762860948029
banking77_oos,13,val,activate_my_card,True,32,25,7,4,0.8317110638180167
banking77_oos,13,val,age_limit,False,22,0,22,0,1.4689315330846289
banking77_oos,13,val,apple_pay_or_google_pay,False,26,1,25,1,1.2618215038354288
banking77_oos,13,val,atm_support,False,18,0,18,1,1.1546564601280125
banking77_oos,13,val,automatic_top_up,False,26,0,26,0,1.2936343199787772
banking77_oos,13,val,balance_not_updated_after_bank_transfer,True,35,25,10,12,0.9481118022138256
banking77_oos,13,val,balance_not_updated_after_cheque_or_cash_deposit,False,37,0,37,0,1.2269603579213277
banking77_oos,13,val,beneficiary_not_allowed,False,32,9,23,7,1.122371951884084
banking77_oos,13,val,cancel_transfer,False,32,0,32,0,1.1922187038375514
banking77_oos,13,val,card_about_to_expire,True,26,14,12,7,0.9924086823484799
banking77_oos,13,val,card_acceptance,False,12,0,12,3,1.0795033987993037
banking77_oos,13,val,card_arrival,True,31,20,11,5,0.9288065051145845
banking77_oos,13,val,card_delivery_estimate,False,23,1,22,7,1.1729767899278671
banking77_oos,13,val,card_linking,False,28,0,28,0,1.192568438060266
banking77_oos,13,val,card_not_working,False,23,0,23,1,1.1897972399028474
banking77_oos,13,val,card_payment_fee_charged,True,38,33,5,5,0.8843107684625089
banking77_oos,13,val,card_payment_not_recognised,False,34,0,34,7,1.0850948857013645
banking77_oos,13,val,card_payment_wrong_exchange_rate,True,34,21,13,6,0.9305826032275257
banking77_oos,13,val,card_swallowed,False,13,1,12,2,1.0765089304138207
banking77_oos,13,val,cash_withdrawal_charge,True,36,22,14,10,0.9620807572196601
banking77_oos,13,val,cash_withdrawal_not_recognised,False,32,1,31,4,1.1203437083402954
banking77_oos,13,val,change_pin,True,25,17,8,3,0.9213274784878581
banking77_oos,13,val,compromised_card,False,18,2,16,2,1.1276077737319437
banking77_oos,13,val,contactless_not_working,False,7,0,7,0,1.4267526444206702
banking77_oos,13,val,country_support,False,26,0,26,0,1.3230865697197796
banking77_oos,13,val,declined_card_payment,True,31,16,15,4,0.9997142421323398
banking77_oos,13,val,declined_cash_withdrawal,True,35,22,13,5,0.9241452396787073
banking77_oos,13,val,declined_transfer,False,27,1,26,1,1.1841031190864826
banking77_oos,13,val,direct_debit_payment_not_recognised,True,37,29,8,7,0.9049222634066244
banking77_oos,13,val,disposable_card_limits,False,25,0,25,0,1.356974442994448
banking77_oos,13,val,edit_personal_details,False,25,1,24,6,1.2308266188148573
banking77_oos,13,val,exchange_charge,False,25,0,25,0,1.270508483304826
banking77_oos,13,val,exchange_rate,False,23,0,23,0,1.3007600818212266
banking77_oos,13,val,exchange_via_app,False,24,0,24,0,1.3355874064179076
banking77_oos,13,val,extra_charge_on_statement,True,34,24,10,10,0.941801914545396
banking77_oos,13,val,failed_transfer,True,28,16,12,8,0.9427865419170183
banking77_oos,13,val,fiat_currency_support,False,26,0,26,1,1.3661212985876814
