dataset,kir,seed,target_known_recall,oos_f1_mogb_minilm_fair,oos_f1_s2c_trainable_k1,known_recall_mogb_minilm_fair,known_recall_s2c_trainable_k1,false_accept_rate_mogb_minilm_fair,false_accept_rate_s2c_trainable_k1,threshold_mogb_minilm_fair,threshold_s2c_trainable_k1,delta_oos_f1_s2c_minus_mogb,delta_known_recall_s2c_minus_mogb,delta_fa_s2c_minus_mogb,delta_threshold_s2c_minus_mogb
banking77,0.25,100,0.9,0.7216439818521484,0.882929104477612,0.9013157894736842,0.9013157894736842,0.4172413793103448,0.184051724137931,1.5321454868014237,1.1143587843441816,0.16128512262546357,0.0,-0.23318965517241377,-0.41778670245724214
banking77,0.25,100,0.95,0.5544311560870898,0.7355150214592274,0.9513157894736842,0.9513157894736842,0.6103448275862069,0.409051724137931,1.6778020462303789,1.2356283968784922,0.1810838653721376,0.0,-0.2012931034482759,-0.44217364935188663
banking77,0.25,123,0.8,0.8931690929451288,0.9029966703662596,0.8013157894736842,0.8013157894736842,0.1405172413793103,0.1232758620689655,1.335828769623325,0.975127125767418,0.009827577421130829,0.0,-0.017241379310344793,-0.3607016438559071
banking77,0.25,123,0.9,0.7473849372384938,0.8096421471172962,0.9013157894736842,0.9013157894736842,0.384051724137931,0.2978448275862069,1.5138538757780788,1.074210052793661,0.062257209878802455,0.0,-0.08620689655172409,-0.43964382298441773
banking77,0.25,123,0.95,0.4749272080232934,0.6391454965357968,0.9513157894736842,0.9513157894736842,0.6836206896551724,0.5228448275862069,1.6847269518690344,1.1586044459698,0.16421828851250336,0.0,-0.16077586206896555,-0.5261225058992345
banking77,0.5,13,0.8,0.7584138620459847,0.8514180024660912,0.8006578947368421,0.8006578947368421,0.2705128205128205,0.1147435897435897,1.456907941278479,0.9861485140625016,0.09300414042010652,0.0,-0.1557692307692308,-0.4707594272159773
banking77,0.5,13,0.9,0.6162555600485241,0.8109798471160529,0.9006578947368421,0.9006578947368421,0.5115384615384615,0.2519230769230769,1.6422137358656248,1.0713715908766244,0.19472428706752876,0.0,-0.2596153846153846,-0.5708421449890004
banking77,0.5,13,0.95,0.4421152929966651,0.6803874092009685,0.950657894736842,0.950657894736842,0.7025641025641025,0.4596153846153846,1.8055189898372888,1.1600246981272222,0.23827211620430344,0.0,-0.24294871794871792,-0.6454942917100666
banking77,0.5,42,0.8,0.7261538461538461,0.8421379738968303,0.8006578947368421,0.8006578947368421,0.3192307692307692,0.1314102564102564,1.5029710356436696,0.9884202956271344,0.11598412774298417,0.0,-0.18782051282051282,-0.5145507400165352
banking77,0.5,42,0.9,0.5469214437367304,0.772596843615495,0.9006578947368421,0.9006578947368421,0.5871794871794872,0.3096153846153846,1.6919846697372989,1.0883495554462088,0.22567539987876462,0.0,-0.2775641025641026,-0.6036351142910901
banking77,0.5,42,0.95,0.3039419087136929,0.605543710021322,0.950657894736842,0.950657894736842,0.8121794871794872,0.5448717948717948,1.870260643862248,1.1735129673273093,0.3016018013076291,0.0,-0.26730769230769236,-0.6967476765349387
banking77,0.5,87,0.8,0.725718194254446,0.856353591160221,0.8006578947368421,0.8006578947368421,0.3198717948717948,0.1057692307692307,1.4660002534390748,0.9860630228530652,0.13063539690577508,0.0,-0.2141025641025641,-0.47993723058600957
banking77,0.5,87,0.9,0.5198961937716263,0.783072546230441,0.9006578947368421,0.9006578947368421,0.6147435897435898,0.2942307692307692,1.6478718915477035,1.1084491508320633,0.26317635245881466,0.0,-0.3205128205128206,-0.5394227407156402
banking77,0.5,87,0.95,0.2798527091004734,0.6225779275484414,0.950657894736842,0.950657894736842,0.8294871794871795,0.5262820512820513,1.850103614682297,1.2047473255007053,0.34272521844796805,0.0,-0.30320512820512824,-0.6453562891815916
banking77,0.5,100,0.8,0.6857142857142857,0.8286702294875825,0.8006578947368421,0.8006578947368421,0.3769230769230769,0.1551282051282051,1.4730195662243972,0.9837505242817768,0.1429559437732968,0.0,-0.2217948717948718,-0.48926904194262044
banking77,0.5,100,0.9,0.5262704565030146,0.7804704205274412,0.9006578947368421,0.9006578947368421,0.6083333333333333,0.2980769230769231,1.6571129827263094,1.071603596971898,0.2541999640244266,0.0,-0.3102564102564102,-0.5855093857544114
banking77,0.5,100,0.95,0.3341823739174732,0.6397670549084858,0.950657894736842,0.950657894736842,0.7897435897435897,0.507051282051282,1.8439062744692143,1.1484640873625962,0.30558468099101266,0.0,-0.2826923076923077,-0.6954421871066181
banking77,0.5,123,0.8,0.7373771602846493,0.8193916349809885,0.8006578947368421,0.8006578947368421,0.3025641025641025,0.1711538461538461,1.441866822433614,0.9784077603065132,0.08201447469633927,0.0,-0.1314102564102564,-0.46345906212710075
banking77,0.5,123,0.9,0.5888659793814432,0.7236105930622901,0.9006578947368421,0.9006578947368421,0.5423076923076923,0.3782051282051282,1.6018705151728798,1.0822845238010743,0.1347446136808469,0.0,-0.16410256410256407,-0.5195859913718055
banking77,0.5,123,0.95,0.3867784903798717,0.577023498694517,0.950657894736842,0.950657894736842,0.7487179487179487,0.575,1.772807379343725,1.1677981079707604,0.19024500831464525,0.0,-0.17371794871794877,-0.6050092713729645
banking77,0.75,13,0.8,0.4645323289391086,0.6655755591925805,0.8004310344827587,0.8004310344827587,0.5131578947368421,0.1973684210526315,1.5565805126485142,0.97954679113134,0.20104323025347187,0.0,-0.3157894736842106,-0.5770337215171741
banking77,0.75,13,0.9,0.3016281062553556,0.5913290689410092,0.9004310344827586,0.9004310344827586,0.7684210526315789,0.4526315789473684,1.7899167639610547,1.0633921127288757,0.28970096268565365,0.0,-0.3157894736842105,-0.726524651232179
banking77,0.75,13,0.95,0.1540084388185654,0.4262589928057554,0.9504310344827588,0.9504310344827588,0.9039473684210526,0.6881578947368421,2.041178973022851,1.1331478858311508,0.27225055398719,0.0,-0.21578947368421053,-0.9080310871917003
banking77,0.75,42,0.8,0.5247285886610374,0.7133087848500789,0.8004310344827587,0.8004310344827587,0.4276315789473684,0.1078947368421052,1.6448139761991258,0.982092390282475,0.18858019618904143,0.0,-0.3197368421052632,-0.6627215859166509
banking77,0.75,42,0.9,0.3606286186931348,0.7121507472384665,0.9004310344827586,0.9004310344827586,0.7131578947368421,0.2789473684210526,1.8749261555694736,1.0726407139389715,0.3515221285453317,0.0,-0.4342105263157895,-0.8022854416305021
banking77,0.75,42,0.95,0.2215447154471544,0.5988791032826261,0.9504310344827588,0.9504310344827588,0.8565789473684211,0.5078947368421053,2.086495421638236,1.1478230151549424,0.3773343878354717,0.0,-0.3486842105263158,-0.9386724064832936
banking77,0.75,87,0.8,0.5611764705882353,0.6905781584582441,0.8004310344827587,0.8004310344827587,0.3723684210526315,0.1513157894736842,1.505715695968693,0.9864874733512726,0.12940168787000883,0.0,-0.2210526315789473,-0.5192282226174204
banking77,0.75,87,0.9,0.4118589743589743,0.7011795543905636,0.9004310344827586,0.9004310344827586,0.6618421052631579,0.2960526315789473,1.7273174721550446,1.080787661320985,0.2893205800315893,0.0,-0.3657894736842106,-0.6465298108340596
banking77,0.75,87,0.95,0.2993197278911564,0.5584843492586491,0.9504310344827588,0.9504310344827588,0.7973684210526316,0.5539473684210526,1.904588899065135,1.1736456642521154,0.2591646213674927,0.0,-0.24342105263157898,-0.7309432348130196
banking77,0.75,100,0.8,0.5335731414868106,0.6835306781485468,0.8004310344827587,0.8004310344827587,0.4144736842105263,0.1644736842105263,1.5541010775925612,0.9792143103032136,0.14995753666173628,0.0,-0.25,-0.5748867672893476
banking77,0.75,100,0.9,0.3833605220228385,0.6751336898395722,0.9004310344827586,0.9004310344827586,0.6907894736842105,0.3355263157894737,1.7451840827655247,1.0729862809046948,0.29177316781673374,0.0,-0.35526315789473684,-0.6721978018608299
banking77,0.75,100,0.95,0.2552342971086739,0.5760781122864117,0.9504310344827588,0.9504310344827588,0.8315789473684211,0.5342105263157895,1.8887540498139448,1.1566569354971667,0.3208438151777378,0.0,-0.2973684210526316,-0.732097114316778
banking77,0.75,123,0.8,0.5687536571094207,0.6626571897211591,0.8004310344827587,0.8004310344827587,0.3605263157894737,0.2026315789473684,1.5752778678203094,0.984553455109462,0.09390353261173834,0.0,-0.15789473684210528,-0.5907244127108474
banking77,0.75,123,0.9,0.40290088638195,0.6378006872852233,0.9004310344827586,0.9004310344827586,0.6710526315789473,0.3894736842105263,1.7908577733070237,1.0724540289085107,0.23489980090327334,0.0,-0.28157894736842104,-0.718403744398513
banking77,0.75,123,0.95,0.2534930139720558,0.5416666666666666,0.9504310344827588,0.9504310344827588,0.8328947368421052,0.5723684210526315,1.9995239029414684,1.1391639923279573,0.2881736526946108,0.0,-0.2605263157894737,-0.8603599106135111
clinc150,0.25,13,0.8,0.935157379601824,0.9558294252372124,0.8008771929824562,0.8008771929824562,0.0780701754385965,0.0390350877192982,1.1962195417510677,1.0454245627295142,0.02067204563538838,0.0,-0.0390350877192983,-0.15079497902155348
clinc150,0.25,13,0.9,0.8332084893882646,0.9490610592600922,0.9008771929824562,0.9008771929824562,0.2682017543859649,0.0745614035087719,1.3081849231421443,1.1416144445695144,0.11585256987182757,0.0,-0.193640350877193,-0.16657047857262985
clinc150,0.25,13,0.95,0.6395520188623637,0.9092627599243857,0.950877192982456,0.950877192982456,0.5241228070175439,0.156140350877193,1.4074587717687772,1.2452232950542383,0.269710741062022,0.0,-0.36798245614035086,-0.16223547671453886
clinc150,0.25,42,0.8,0.8987807683459857,0.9451300132216836,0.8008771929824562,0.8008771929824562,0.1432017543859649,0.0594298245614035,1.2413279083562816,1.041811018123853,0.046349244875697804,0.0,-0.08377192982456141,-0.1995168902324287
clinc150,0.25,42,0.9,0.7451664876476907,0.9146440599233538,0.9008771929824562,0.9008771929824562,0.3914473684210526,0.1364035087719298,1.3555183052142492,1.1152096995735707,0.16947757227566318,0.0,-0.2550438596491228,-0.24030860564067846
clinc150,0.25,42,0.95,0.535068232307204,0.8204931646863421,0.950877192982456,0.950877192982456,0.6302631578947369,0.2958333333333333,1.4482998877036717,1.1896439605515343,0.28542493237913813,0.0,-0.3344298245614036,-0.25865592715213737
clinc150,0.25,87,0.8,0.8915132569179113,0.9455947136563876,0.8008771929824562,0.8008771929824562,0.1557017543859649,0.0585526315789473,1.2672576934350446,1.031380754354701,0.05408145673847631,0.0,-0.0971491228070176,-0.23587693908034368
clinc150,0.25,87,0.9,0.7722017866526537,0.922527092460226,0.9008771929824562,0.9008771929824562,0.3554824561403509,0.1225877192982456,1.3812174795278531,1.1007687990850772,0.1503253058075723,0.0,-0.2328947368421053,-0.28044868044277593
clinc150,0.25,87,0.95,0.5097659402744148,0.8448448448448449,0.950877192982456,0.950877192982456,0.6537280701754385,0.2596491228070175,1.5021171888066889,1.182755648443297,0.3350789045704301,0.0,-0.39407894736842103,-0.3193615403633918
clinc150,0.25,100,0.8,0.936458564763386,0.9650848556912768,0.8008771929824562,0.8008771929824562,0.0756578947368421,0.0210526315789473,1.2281059729018668,1.0336719549015925,0.02862629092789082,0.0,-0.05460526315789481,-0.19443401800027438
clinc150,0.25,100,0.9,0.8342272670575028,0.9588949537707476,0.9008771929824562,0.9008771929824562,0.2666666666666666,0.0561403508771929,1.3324842118506113,1.1177738705192666,0.1246676867132448,0.0,-0.2105263157894737,-0.2147103413313447
clinc150,0.25,100,0.95,0.5525243022891189,0.9251368028874142,0.950877192982456,0.950877192982456,0.6135964912280701,0.1287280701754386,1.4648898203973058,1.2040878423835653,0.3726125005982953,0.0,-0.4848684210526315,-0.2608019780137405
clinc150,0.25,123,0.8,0.9213609734114466,0.9467546754675468,0.8008771929824562,0.8008771929824562,0.1032894736842105,0.056359649122807,1.2049932729581738,1.0404631962305957,0.025393702056100143,0.0,-0.0469298245614035,-0.16453007672757813
clinc150,0.25,123,0.9,0.8289688009021426,0.9246346795535612,0.9008771929824562,0.9008771929824562,0.2745614035087719,0.118859649122807,1.3149345580760103,1.150351131873474,0.09566587865141851,0.0,-0.1557017543859649,-0.1645834262025363
clinc150,0.25,123,0.95,0.6610587382160986,0.8848894794057254,0.950877192982456,0.950877192982456,0.5002192982456141,0.1967105263157894,1.397599462808395,1.2301805968618598,0.22383074118962676,0.0,-0.30350877192982467,-0.1674188659465352
clinc150,0.5,13,0.8,0.8611070541843143,0.9173955296404276,0.8004444444444444,0.8004444444444444,0.1455072463768116,0.0423188405797101,1.2658841634787006,1.03619813226243,0.05628847545611326,0.0,-0.10318840579710148,-0.22968603121627051
clinc150,0.5,13,0.9,0.6885597001606283,0.916384014157204,0.9004444444444445,0.9004444444444445,0.4408695652173913,0.0994202898550724,1.387744382331923,1.1277111780841975,0.22782431399657577,0.0,-0.3414492753623189,-0.2600332042477256
clinc150,0.5,13,0.95,0.4676274467627447,0.8621625938348506,0.9502222222222222,0.9502222222222222,0.6849275362318841,0.2176811594202898,1.494396525738122,1.2225383390727425,0.3945351470721059,0.0,-0.4672463768115943,-0.27185818666537953
clinc150,0.5,42,0.8,0.8599415204678362,0.903389115454929,0.8004444444444444,0.8004444444444444,0.1475362318840579,0.0689855072463768,1.284782323641548,1.0427728255287354,0.04344759498709272,0.0,-0.0785507246376811,-0.2420094981128127
clinc150,0.5,42,0.9,0.7144856543037089,0.8932068082542551,0.9004444444444445,0.9004444444444445,0.4081159420289855,0.1405797101449275,1.416693595162466,1.1287559858328342,0.17872115395054622,0.0,-0.26753623188405795,-0.28793760932963175
clinc150,0.5,42,0.95,0.4774524471040821,0.8332787422207665,0.9502222222222222,0.9502222222222222,0.676231884057971,0.2626086956521739,1.5251889915483154,1.2040231522336642,0.3558262951166844,0.0,-0.4136231884057971,-0.32116583931465126
clinc150,0.5,87,0.8,0.8321102291448256,0.9172452096639824,0.8004444444444444,0.8004444444444444,0.1947826086956521,0.0426086956521739,1.2899623484927103,1.034407811785916,0.0851349805191568,0.0,-0.1521739130434782,-0.2555545367067944
clinc150,0.5,87,0.9,0.676036036036036,0.901644245142003,0.9004444444444445,0.9004444444444445,0.456231884057971,0.1257971014492753,1.4269669185558602,1.1410277875645058,0.22560820910596702,0.0,-0.3304347826086957,-0.2859391309913544
clinc150,0.5,87,0.95,0.4751712328767123,0.8096908939014202,0.9502222222222222,0.9502222222222222,0.6782608695652174,0.2976811594202898,1.5391199007308851,1.2367703441895532,0.3345196610247079,0.0,-0.3805797101449276,-0.3023495565413319
clinc150,0.5,100,0.8,0.8165123691000151,0.9146833681280444,0.8004444444444444,0.8004444444444444,0.2202898550724637,0.0475362318840579,1.2891249739100017,1.0339134154575649,0.09817099902802928,0.0,-0.1727536231884058,-0.2552115584524368
clinc150,0.5,100,0.9,0.6472754050073638,0.9122131754256106,0.9004444444444445,0.9004444444444445,0.4904347826086956,0.1069565217391304,1.409749648848877,1.1189886638507769,0.26493777041824684,0.0,-0.3834782608695652,-0.2907609849981001
clinc150,0.5,100,0.95,0.4414788886458105,0.8692063492063492,0.9502222222222222,0.9502222222222222,0.707536231884058,0.2063768115942029,1.5503853198550173,1.202915273463978,0.42772746056053873,0.0,-0.501159420289855,-0.3474700463910392
clinc150,0.5,123,0.8,0.84061849539102,0.9118057493720346,0.8004444444444444,0.8004444444444444,0.1805797101449275,0.0530434782608695,1.276991051150938,1.0282280557390824,0.07118725398101466,0.0,-0.127536231884058,-0.24876299541185554
clinc150,0.5,123,0.9,0.6922940024915465,0.907360594795539,0.9004444444444445,0.9004444444444445,0.436231884057971,0.1156521739130434,1.3911914082310477,1.1078746852502492,0.2150665923039925,0.0,-0.3205797101449276,-0.28331672298079846
clinc150,0.5,123,0.95,0.4973634254376713,0.852263573384888,0.9502222222222222,0.9502222222222222,0.6582608695652173,0.2333333333333333,1.507870744998708,1.1747133706848685,0.3549001479472167,0.0,-0.42492753623188406,-0.3331573743138396
clinc150,0.75,13,0.8,0.7951180472188876,0.8421457412036147,0.8002976190476191,0.8002976190476191,0.1508547008547008,0.0641025641025641,1.3040636929761524,1.0291686639846844,0.04702769398472717,0.0,-0.0867521367521367,-0.274895028991468
clinc150,0.75,13,0.9,0.6005754642950563,0.8563488670371954,0.9002976190476191,0.9002976190476191,0.5094017094017094,0.144017094017094,1.4446950266523628,1.1062768437272923,0.2557734027421391,0.0,-0.36538461538461536,-0.33841818292507053
clinc150,0.75,13,0.95,0.4097684744687599,0.8121298270552002,0.950297619047619,0.950297619047619,0.7239316239316239,0.2675213675213675,1.5587354318628843,1.1818421754407766,0.4023613525864403,0.0,-0.4564102564102564,-0.3768932564221077
clinc150,0.75,42,0.8,0.7717723842545381,0.8459179762361058,0.8002976190476191,0.8002976190476191,0.1914529914529914,0.0568376068376068,1.338746554614857,1.042666208212115,0.07414559198156767,0.0,-0.1346153846153846,-0.29608034640274195
clinc150,0.75,42,0.9,0.6465975208702252,0.854389721627409,0.9002976190476191,0.9002976190476191,0.4538461538461538,0.1474358974358974,1.4664019712132608,1.1506384213294745,0.20779220075718385,0.0,-0.3064102564102564,-0.3157635498837863
clinc150,0.75,42,0.95,0.432145090681676,0.8227283399859122,0.950297619047619,0.950297619047619,0.7047008547008548,0.2512820512820513,1.5856627417525917,1.2227488612749082,0.3905832493042362,0.0,-0.4534188034188035,-0.36291388047768347
clinc150,0.75,87,0.8,0.7071704594246457,0.850105021959137,0.8002976190476191,0.8002976190476191,0.2961538461538461,0.0487179487179487,1.3381409454917066,1.029991863718977,0.14293456253449122,0.0,-0.2474358974358974,-0.3081490817727295
clinc150,0.75,87,0.9,0.559504577275175,0.8734470414824174,0.9002976190476191,0.9002976190476191,0.555982905982906,0.1136752136752136,1.4567801685819404,1.1132661576406344,0.31394246420724237,0.0,-0.4423076923076924,-0.34351401094130596
clinc150,0.75,87,0.95,0.3872627854615632,0.7976019184652278,0.950297619047619,0.950297619047619,0.7427350427350428,0.2893162393162393,1.5714755419022166,1.1960340788937358,0.4103391330036646,0.0,-0.4534188034188035,-0.3754414630084808
clinc150,0.75,100,0.8,0.778498985801217,0.8487860829669279,0.8002976190476191,0.8002976190476191,0.1799145299145299,0.0512820512820512,1.3198210687298284,1.0284682745662272,0.07028709716571091,0.0,-0.12863247863247873,-0.29135279416360116
clinc150,0.75,100,0.9,0.6082206035379812,0.870116156282999,0.9002976190476191,0.9002976190476191,0.5004273504273504,0.1196581196581196,1.4697279221435335,1.1343652623635134,0.26189555274501775,0.0,-0.38076923076923086,-0.3353626597800201
clinc150,0.75,100,0.95,0.4355694227769111,0.837737598516458,0.950297619047619,0.950297619047619,0.7017094017094017,0.2277777777777777,1.5866495236543126,1.225616723411602,0.40216817573954694,0.0,-0.47393162393162397,-0.36103280024271056
clinc150,0.75,123,0.8,0.7427974947807933,0.8452540747842762,0.8002976190476191,0.8002976190476191,0.2397435897435897,0.0581196581196581,1.300097420325623,1.0283869589500805,0.1024565800034829,0.0,-0.1816239316239316,-0.27171046137554256
clinc150,0.75,123,0.9,0.5679871520342612,0.8609750904832872,0.9002976190476191,0.9002976190476191,0.5465811965811965,0.1358974358974359,1.4346115851330026,1.1101221661222138,0.29298793844902604,0.0,-0.41068376068376067,-0.32448941901078876
clinc150,0.75,123,0.95,0.3512002630713581,0.8274087932647334,0.950297619047619,0.950297619047619,0.7717948717948718,0.244017094017094,1.5668702919135906,1.188528545635743,0.4762085301933753,0.0,-0.5277777777777778,-0.37834174627784756
stackoverflow,0.25,13,0.8,0.8984276368644554,0.9428351139993392,0.8006666666666666,0.8006666666666666,0.1302222222222222,0.0488888888888888,1.1587671276896525,0.9820980204917442,0.0444074771348838,0.0,-0.08133333333333341,-0.1766691071979083
stackoverflow,0.25,13,0.9,0.7514435343091178,0.8553490089868275,0.9006666666666666,0.9006666666666666,0.3782222222222222,0.228,1.2190499025435724,1.0392694497528332,0.10390547467770972,0.0,-0.15022222222222217,-0.17978045279073918
stackoverflow,0.25,13,0.95,0.4948996380388286,0.7080920773901991,0.9506666666666668,0.9506666666666668,0.6657777777777778,0.4428888888888889,1.268160806259382,1.0648290147423711,0.2131924393513705,0.0,-0.22288888888888891,-0.20333179151701097
stackoverflow,0.25,42,0.8,0.7701178882624296,0.9602426606001516,0.8006666666666666,0.8006666666666666,0.3322222222222222,0.0151111111111111,1.179739837187043,0.9179541962538924,0.19012477233772207,0.0,-0.3171111111111111,-0.2617856409331505
stackoverflow,0.25,42,0.9,0.4111414900888585,0.9158115671641792,0.9006666666666666,0.9006666666666666,0.7326666666666667,0.1273333333333333,1.2463633151100884,1.114039575986305,0.5046700770753207,0.0,-0.6053333333333334,-0.13232373912378326
stackoverflow,0.25,42,0.95,0.2216174183514774,0.7852874784225202,0.9506666666666668,0.9506666666666668,0.8733333333333333,0.3428888888888889,1.3246789653090747,1.2654400223990352,0.5636700600710428,0.0,-0.5304444444444444,-0.059238942910039505
stackoverflow,0.25,87,0.8,0.8609067173035841,0.961367817335786,0.8006666666666666,0.8006666666666666,0.194,0.0128888888888888,1.1558877415991111,0.9348468382597196,0.10046110003220188,0.0,-0.1811111111111112,-0.22104090333939153
stackoverflow,0.25,87,0.9,0.7259523157029323,0.9394319607619482,0.9006666666666666,0.9006666666666666,0.4113333333333333,0.0848888888888888,1.2063478175351177,1.111596400999427,0.21347964505901595,0.0,-0.3264444444444445,-0.09475141653569064
stackoverflow,0.25,87,0.95,0.5197411003236246,0.8474234597454958,0.9506666666666668,0.9506666666666668,0.6431111111111111,0.2526666666666666,1.2524281154798529,1.263359723816868,0.3276823594218712,0.0,-0.3904444444444445,0.010931608337015009
stackoverflow,0.25,100,0.8,0.8874463892430741,0.9646170442286948,0.8006666666666666,0.8006666666666666,0.1493333333333333,0.0064444444444444,1.1339602760028902,0.8786562686801764,0.0771706549856207,0.0,-0.1428888888888889,-0.25530400732271374
stackoverflow,0.25,100,0.9,0.7421536796536796,0.9596061318115698,0.9006666666666666,0.9006666666666666,0.3904444444444444,0.0471111111111111,1.1970778969975548,1.1154801456705776,0.21745245215789022,0.0,-0.3433333333333333,-0.08159775132697722
stackoverflow,0.25,100,0.95,0.4118055555555555,0.8845262772832582,0.9506666666666668,0.9506666666666668,0.7364444444444445,0.194,1.2665172964979043,1.3213578566843711,0.4727207217277027,0.0,-0.5424444444444445,0.05484056018646677
stackoverflow,0.25,123,0.8,0.861447212336892,0.9597919150319714,0.8006666666666666,0.8006666666666666,0.1931111111111111,0.016,1.113942903091277,0.9361503912111344,0.09834470269507933,0.0,-0.1771111111111111,-0.17779251188014267
stackoverflow,0.25,123,0.9,0.6650394831299354,0.880703021548092,0.9006666666666666,0.9006666666666666,0.4853333333333333,0.1871111111111111,1.1732577104835962,1.2059458715983675,0.21566353841815655,0.0,-0.29822222222222217,0.03268816111477135
stackoverflow,0.25,123,0.95,0.3084319526627219,0.7490769861889786,0.9506666666666668,0.9506666666666668,0.8146666666666667,0.3913333333333333,1.2512506588372043,1.35243785881382,0.44064503352625667,0.0,-0.42333333333333334,0.10118719997661563
stackoverflow,0.5,13,0.8,0.7977284115583765,0.8707248195795418,0.8003333333333333,0.8003333333333333,0.204,0.075,1.1824394559310143,0.9316222111469428,0.07299640802116536,0.0,-0.129,-0.2508172447840715
stackoverflow,0.5,13,0.9,0.6112397390023153,0.7299326275264677,0.9003333333333333,0.9003333333333333,0.516,0.368,1.2541498919019556,1.1177509189181103,0.11869288852415238,0.0,-0.14800000000000002,-0.1363989729838453
stackoverflow,0.5,13,0.95,0.3637308391790075,0.4827752348831607,0.9503333333333334,0.9503333333333334,0.7666666666666667,0.666,1.3193204494411517,1.2220133900141172,0.1190443957041532,0.0,-0.10066666666666668,-0.09730705942703444
stackoverflow,0.5,42,0.8,0.7841216216216216,0.8835117108732744,0.8003333333333333,0.8003333333333333,0.2263333333333333,0.0506666666666666,1.2232546536888929,0.9519281613740248,0.09939008925165282,0.0,-0.1756666666666667,-0.27132649231486805
stackoverflow,0.5,42,0.9,0.6006362672322375,0.795325908343984,0.9003333333333333,0.9003333333333333,0.528,0.274,1.2882033704060112,1.106442650990968,0.19468964111174647,0.0,-0.254,-0.18176071941504324
stackoverflow,0.5,42,0.95,0.3598958333333333,0.6631288473784759,0.9503333333333334,0.9503333333333334,0.7696666666666667,0.4793333333333333,1.338116355237657,1.1883515611375313,0.3032330140451426,0.0,-0.29033333333333344,-0.14976479410012566
stackoverflow,0.5,87,0.8,0.7642918454935622,0.8774173424828446,0.8003333333333333,0.8003333333333333,0.258,0.0623333333333333,1.1707662982456537,0.9315331440568246,0.11312549698928243,0.0,-0.1956666666666667,-0.23923315418882907
stackoverflow,0.5,87,0.9,0.5913748932536294,0.774744661095636,0.9003333333333333,0.9003333333333333,0.5383333333333333,0.3046666666666666,1.2277911373726371,1.1404124057614715,0.18336976784200665,0.0,-0.23366666666666674,-0.0873787316111656
stackoverflow,0.5,87,0.95,0.3594686116176087,0.5808922938260478,0.9503333333333334,0.9503333333333334,0.77,0.5703333333333334,1.2839155524796662,1.2424976960716776,0.2214236822084391,0.0,-0.19966666666666666,-0.04141785640798856
