dataset,representation,linear_probe_val_macro_f1,purity_at_10,relative_separation,effective_rank,uniformity,same_intent_alignment,dataset_label,representation_label
banking77,ce,0.92392632248953,0.9024719841618557,0.9141350853977572,27.312016417361534,-3.093138839167393,0.8362146758039751,Banking77,CE
banking77,frozen,0.9170895855735982,0.8676844069187643,0.5473852680041046,70.99042100562009,-2.7599833351965493,0.5465827472923434,Banking77,Frozen
banking77,supcon,0.9278057268300614,0.8903985078697806,0.7772437470519241,40.15220102354394,-2.5140775541054174,0.7420429636755119,Banking77,SupCon
clinc150,ce,0.9712707645276333,0.9683999999999999,0.9693718916121226,63.06994474636235,-3.5213392516193114,0.9394773429400799,CLINC150,CE
clinc150,frozen,0.9704410289472634,0.9034,0.6611720383281986,149.76737223022835,-3.507844033114521,0.5219629477641772,CLINC150,Frozen
clinc150,supcon,0.9756372308137514,0.9596888888888889,0.8318106993599038,86.56043299957959,-3.5372249364497415,0.7106155198134024,CLINC150,SupCon
stackoverflow,ce,0.9362783760993735,0.9276553106212425,0.9483638294999829,12.341983803933358,-2.4312632549120767,0.8968260914476781,StackOverflow,CE
stackoverflow,frozen,0.9171086869343554,0.8305277221108884,0.4245644645712796,148.00977909443554,-3.7021049923769116,0.23807270483366016,StackOverflow,Frozen
stackoverflow,supcon,0.9373673489874889,0.9238810955243822,0.9088589585580156,15.554317173891647,-1.8979807373950115,0.8969477935262389,StackOverflow,SupCon
