dataset,representation,k1_oos_f1_mean,k2_oos_f1_mean,k2_minus_k1_oos_f1_mean,k1_near_oos_f1_mean,k2_near_oos_f1_mean,k2_minus_k1_near_oos_f1_mean,k1_medium_oos_f1_mean,k2_medium_oos_f1_mean,k2_minus_k1_medium_oos_f1_mean,k1_far_oos_f1_mean,k2_far_oos_f1_mean,k2_minus_k1_far_oos_f1_mean,k1_id_recall_mean,k2_id_recall_mean,k2_minus_k1_id_recall_mean,k1_false_accept_mean,k2_false_accept_mean,k2_minus_k1_false_accept_mean,k1_auroc_mean,k2_auroc_mean,k2_minus_k1_auroc_mean,k1_aupr_oos_mean,k2_aupr_oos_mean,k2_minus_k1_aupr_oos_mean
banking77,ce,0.9114825855060156,0.882806465880702,-0.02867611962531358,0.3900456327164287,0.4702288314753,0.08018319875887125,0.9416438018125834,0.8778562730207794,-0.06378752879180405,0.9121949985672076,0.90187518751306,-0.010319811054147698,0.8206666666666665,0.802,-0.018666666666666498,0.8862554112554113,0.8412337662337662,-0.045021645021645074,0.920414935064935,0.8989542207792208,-0.021460714285714166,0.9680704705471872,0.9595367410114608,-0.008533729535726398
banking77,frozen,0.8482265965039684,0.8557166723785059,0.007490075874537538,0.1113877021238813,0.362002122091944,0.25061441996806266,0.8556091302895426,0.8292006988494075,-0.02640843144013505,0.9539087213934596,0.9414879820126658,-0.0124207393807938,0.8883333333333333,0.8610000000000001,-0.02733333333333321,0.7634199134199134,0.7817099567099567,0.018290043290043245,0.9113760822510822,0.9084559523809522,-0.002920129870130017,0.9679501153977044,0.9669932115736998,-0.0009569038240045957
banking77,supcon,0.904098152183906,0.8781029324261169,-0.025995219757789068,0.2541477114868317,0.4863438827859792,0.2321961712991475,0.9383716643991092,0.8414974736513005,-0.09687419074780879,0.9400284489355692,0.9237140103683996,-0.01631443856716963,0.8530000000000001,0.8140000000000001,-0.039000000000000035,0.8643939393939394,0.8299783549783549,-0.034415584415584455,0.9263959956709956,0.9036559523809524,-0.0227400432900432,0.9738333552955868,0.9658793944849224,-0.007953960810664351
clinc150,ce,0.8973319533892256,0.894581378256635,-0.0027505751325905825,0.5345837078806153,0.5375999547197418,0.0030162468391264907,0.8620921464704662,0.853728472540826,-0.008363673929640214,0.7285604675007967,0.7157812628227086,-0.01277920467808813,0.7296296296296297,0.7121481481481481,-0.017481481481481653,0.9661538461538464,0.9705641025641024,0.004410256410256053,0.9492488205128206,0.943115851851852,-0.006132968660968574,0.957657934845042,0.9477703267906352,-0.009887608054406805
clinc150,frozen,0.8802432322955465,0.880683748388044,0.00044051609249751156,0.4566813242232235,0.48473129491366,0.02804997069043652,0.8499241253608091,0.8377350218315721,-0.012189103529236966,0.75101435978514,0.7258162480180577,-0.02519811176708231,0.7367407407407408,0.7000000000000001,-0.03674074074074074,0.9294358974358974,0.9502564102564104,0.020820512820513004,0.90449403988604,0.9043441595441594,-0.00014988034188068156,0.9046398779868292,0.9082832717749706,0.0036433937881413803
clinc150,supcon,0.8986226176476294,0.8947031497896867,-0.003919467857942727,0.5238786974343695,0.531883290018118,0.008004592583748416,0.8685743603718694,0.854730335444677,-0.013844024927192389,0.758348563436584,0.73798010183561,-0.02036846160097394,0.7528888888888888,0.7245925925925926,-0.028296296296296264,0.9555897435897436,0.963794871794872,0.00820512820512842,0.9515828148148148,0.94781501994302,-0.003767794871794794,0.9612193633019656,0.955973749965966,-0.005245613335999599
stackoverflow,ce,0.8812990748601317,0.7343572668729147,-0.146941807987217,0.4633951620743031,0.356471974386911,-0.10692318768739212,0.8722168894704069,0.688216278490581,-0.1840006109798259,0.7024851885860081,0.7888628089599404,0.08637762037393237,0.8234482045149288,0.9046008366373776,0.08115263212244872,0.928567189337952,0.6854607298558544,-0.24310645948209764,0.9265168377933936,0.912410817810384,-0.014106019983009532,0.8881841509226153,0.8728857288570561,-0.015298422065559203
stackoverflow,frozen,0.790219571500888,0.727983150467729,-0.06223642103315896,0.395047985938582,0.2970256048992261,-0.0980223810393559,0.7645907938834604,0.7188355758269709,-0.04575521805648952,0.7015766440126373,0.7122556818872455,0.010679037874608222,0.8322375535749171,0.8725344762740771,0.040296922699159965,0.7647521553105306,0.6493719620018947,-0.11538019330863591,0.8874807075983998,0.8740416862320437,-0.013439021366356108,0.8432654185602594,0.8340180271394653,-0.009247391420794115
stackoverflow,supcon,0.8963497395439338,0.7189501145718106,-0.17739962497212325,0.555461372271182,0.2327666547683593,-0.32269471750282264,0.880462906463984,0.7118648489470473,-0.16859805751693668,0.7049573415049507,0.8304777918297456,0.12552045032479486,0.8359131674148644,0.933207528895434,0.09729436148056958,0.9461467041757426,0.6126708312851107,-0.33347587289063196,0.934624174895468,0.8984966968785765,-0.036127478016891534,0.908632458359586,0.8877096717147502,-0.02092278664483571
