dataset,method_group,representation,scope,n_seeds,oos_f1_mean,f1_all_mean,known_recall_mean,false_accept_rate_mean,false_reject_rate_mean,auroc_mean,aupr_oos_mean,oos_f1_std,f1_all_std,known_recall_std,false_accept_rate_std,false_reject_rate_std,auroc_std,aupr_oos_std,dataset_label,method_label,oos_f1_mean_pct,oos_f1_std_pct,f1_all_mean_pct,f1_all_std_pct,known_recall_mean_pct,known_recall_std_pct,false_accept_rate_mean_pct,false_accept_rate_std_pct,false_reject_rate_mean_pct,false_reject_rate_std_pct,auroc_mean_pct,auroc_std_pct,aupr_oos_mean_pct,aupr_oos_std_pct
clinc150,energy,trainable_minilm,trainable_native,3,0.8830116210468443,0.8558951167106711,0.9502222222222222,0.18367149758454104,0.04977777777777773,0.9628395061728394,0.972887868078458,0.010036845622716653,0.0071517329478407105,0.008231226301089809,0.019651090845563043,0.008231226301089845,0.003932431296298419,0.002753453558025652,CLINC150,Energy,88.30116210468442,1.0036845622716652,85.58951167106711,0.7151732947840711,95.02222222222223,0.8231226301089809,18.367149758454104,1.9651090845563042,4.977777777777773,0.8231226301089846,96.28395061728395,0.3932431296298419,97.2887868078458,0.2753453558025652
clinc150,knn,frozen_minilm,frozen_native,3,0.7479425790030682,0.727321125181406,0.9571851851851852,0.384927536231884,0.042814814814814785,0.9198804079441759,0.9451893038784855,0.03750691650224797,0.013944450215293594,0.0021003625005567325,0.0498171409459745,0.002100362500556728,0.00797274377750152,0.005553656293138132,CLINC150,kNN,74.79425790030682,3.7506916502247964,72.7321125181406,1.3944450215293593,95.71851851851852,0.21003625005567325,38.492753623188406,4.98171409459745,4.281481481481478,0.2100362500556728,91.98804079441759,0.7972743777501521,94.51893038784856,0.5553656293138133
clinc150,knn,trainable_minilm,trainable_native,3,0.8680568054315865,0.8367070489853309,0.946074074074074,0.20599033816425116,0.0539259259259259,0.9577105743424585,0.9700494568086281,0.011554371075357128,0.009105722429530567,0.004955771461830466,0.021261088552527667,0.004955771461830416,0.0036007775173890417,0.0010364218002192514,CLINC150,kNN,86.80568054315864,1.1554371075357128,83.67070489853309,0.9105722429530567,94.6074074074074,0.49557714618304655,20.599033816425116,2.1261088552527667,5.39259259259259,0.4955771461830416,95.77105743424585,0.36007775173890416,97.0049456808628,0.10364218002192514
clinc150,lof,frozen_minilm,frozen_native,3,0.6311086667986504,0.6807262205414708,0.9616296296296296,0.5261835748792271,0.03837037037037039,0.9071210735373055,0.9218087235575906,0.047694271704055186,0.006808446531949988,0.005264994264864182,0.051917512761542765,0.005264994264864197,0.006659793027800596,0.005962256737010885,CLINC150,LOF,63.11086667986504,4.7694271704055184,68.07262205414708,0.6808446531949988,96.16296296296296,0.5264994264864182,52.61835748792271,5.191751276154276,3.837037037037039,0.5264994264864197,90.71210735373056,0.6659793027800596,92.18087235575906,0.5962256737010885
clinc150,lof,trainable_minilm,trainable_native,3,0.7870128215222798,0.7891427102707124,0.9564444444444445,0.3320772946859903,0.043555555555555535,0.9418560601180891,0.9529421116192367,0.027756365720549236,0.0012941831072571773,0.006012333003763883,0.04049819279533029,0.006012333003763858,0.0006478379448587234,0.00023225051043941603,CLINC150,LOF,78.70128215222798,2.775636572054924,78.91427102707124,0.12941831072571772,95.64444444444446,0.6012333003763883,33.20772946859903,4.049819279533029,4.355555555555553,0.6012333003763858,94.18560601180891,0.06478379448587235,95.29421116192367,0.023225051043941604
clinc150,msp,frozen_minilm,frozen_native,3,0.8540583217852138,0.8337069422099709,0.9536296296296296,0.2318840579710145,0.046370370370370395,0.9536066559312936,0.9677702914302833,0.01615664412435428,0.010378770318710408,0.00810222750451871,0.02763977481563216,0.008102227504518736,0.002670080515556795,0.003416751613079031,CLINC150,MSP,85.40583217852138,1.6156644124354282,83.3706942209971,1.0378770318710409,95.36296296296297,0.810222750451871,23.18840579710145,2.763977481563216,4.6370370370370395,0.8102227504518735,95.36066559312935,0.2670080515556795,96.77702914302833,0.3416751613079031
clinc150,msp,trainable_minilm,trainable_native,3,0.8837789072333955,0.862742491800288,0.9506666666666667,0.18212560386473428,0.049333333333333264,0.9629242726784756,0.9723322216285092,0.02165031424142412,0.009518725500827045,0.011657668487648041,0.04198631850590046,0.011657668487647998,0.0008200311039952406,0.001747735860062602,CLINC150,MSP,88.37789072333955,2.1650314241424122,86.27424918002879,0.9518725500827045,95.06666666666666,1.165766848764804,18.212560386473427,4.198631850590046,4.9333333333333265,1.1657668487647999,96.29242726784756,0.08200311039952406,97.23322216285092,0.1747735860062602
clinc150,trainable_k1,trainable_minilm,trainable_gate,3,0.9043025833372952,0.8190383882947754,0.7426666666666666,0.03613526570048307,0.25733333333333336,0.9513123778851315,0.9618995379320204,0.0062487196963865975,0.010077844399131845,0.0032049344670791553,0.010572097055687188,0.003204934467079161,0.006073446334924897,0.0068477379725991145,CLINC150,Trainable Gate K=1,90.43025833372951,0.6248719696386598,81.90383882947754,1.0077844399131846,74.26666666666665,0.3204934467079155,3.6135265700483066,1.0572097055687188,25.733333333333334,0.3204934467079161,95.13123778851315,0.6073446334924898,96.18995379320204,0.6847737972599115
stackoverflow,energy,frozen_minilm,frozen_native,3,0.4513484431944416,0.7063957264397911,0.9540000000000001,0.692888888888889,0.045999999999999965,0.8835838148148148,0.8399792332973487,0.07637251589193729,0.015238677695773068,0.0035118845842841942,0.06856005747869154,0.00351188458428425,0.011520768176405799,0.020848496058731274,StackOverflow,Energy,45.13484431944416,7.637251589193729,70.63957264397911,1.5238677695773069,95.4,0.35118845842841945,69.2888888888889,6.856005747869154,4.599999999999996,0.351188458428425,88.35838148148149,1.1520768176405798,83.99792332973487,2.0848496058731274
stackoverflow,energy,trainable_minilm,trainable_native,3,0.429474837805609,0.6980347119956186,0.9565555555555556,0.7143333333333333,0.0434444444444444,0.8829404444444444,0.8405658728671487,0.03116847228922548,0.0033247187424948832,0.003469443332443568,0.026104490886520705,0.003469443332443563,0.017129536934564073,0.0179621819175103,StackOverflow,Energy,42.9474837805609,3.116847228922548,69.80347119956186,0.3324718742494883,95.65555555555557,0.3469443332443568,71.43333333333332,2.6104490886520706,4.34444444444444,0.3469443332443563,88.29404444444444,1.7129536934564074,84.05658728671487,1.79621819175103
stackoverflow,knn,frozen_minilm,frozen_native,3,0.6160597443691169,0.7111046196629557,0.9497777777777777,0.5242222222222223,0.050222222222222244,0.8977992037037037,0.8773683903281694,0.12278615526641377,0.03740404723163853,0.011082184568703718,0.13266848128295552,0.011082184568703732,0.014125053482946162,0.026328112350036077,StackOverflow,kNN,61.605974436911694,12.278615526641378,71.11046196629557,3.740404723163853,94.97777777777777,1.1082184568703717,52.422222222222224,13.266848128295553,5.022222222222225,1.1082184568703732,89.77992037037038,1.4125053482946162,87.73683903281693,2.632811235003608
stackoverflow,knn,trainable_minilm,trainable_native,3,0.6883318869318287,0.7721988930219353,0.9516666666666667,0.44588888888888895,0.048333333333333305,0.9295838518518518,0.9071722849081674,0.08014090147653297,0.024220719806993155,0.011140516644712235,0.0956500179086545,0.011140516644712236,0.005462954685241667,0.02003471367940167,StackOverflow,kNN,68.83318869318286,8.014090147653297,77.21988930219354,2.4220719806993154,95.16666666666667,1.1140516644712235,44.588888888888896,9.56500179086545,4.83333333333333,1.1140516644712237,92.95838518518518,0.5462954685241667,90.71722849081674,2.003471367940167
stackoverflow,lof,frozen_minilm,frozen_native,3,0.33503326065040007,0.6287070027888563,0.9560000000000001,0.7897777777777778,0.04399999999999989,0.8061425925925926,0.7642991973541609,0.02104947133094764,0.01273584125475526,0.0011547005383792605,0.016028909068490173,0.0011547005383792531,0.023815836885367127,0.023137012222420296,StackOverflow,LOF,33.50332606504001,2.1049471330947642,62.87070027888563,1.273584125475526,95.60000000000001,0.11547005383792605,78.97777777777777,1.6028909068490174,4.39999999999999,0.11547005383792532,80.61425925925926,2.3815836885367125,76.42991973541609,2.3137012222420297
stackoverflow,lof,trainable_minilm,trainable_native,3,0.6353420715995679,0.7606330182135137,0.9493333333333333,0.507,0.0506666666666666,0.8945970185185187,0.8779232151782974,0.08216930952960183,0.019865757256782773,0.005196152422706636,0.0922701348095784,0.005196152422706632,0.016965970004646398,0.01975195838526179,StackOverflow,LOF,63.53420715995679,8.216930952960183,76.06330182135137,1.9865757256782772,94.93333333333332,0.5196152422706636,50.7,9.22701348095784,5.06666666666666,0.5196152422706631,89.45970185185188,1.6965970004646398,87.79232151782975,1.9751958385261792
stackoverflow,msp,frozen_minilm,frozen_native,3,0.5003189790371282,0.7238980160085738,0.9535555555555556,0.6504444444444445,0.046444444444444365,0.8842473703703705,0.8450712881053631,0.03322008664579729,0.006010622255714143,0.0034694433324434903,0.031013139389858828,0.003469443332443527,0.0073263364620205435,0.009861891600182186,StackOverflow,MSP,50.03189790371282,3.3220086645797284,72.38980160085738,0.6010622255714143,95.35555555555555,0.34694433324434903,65.04444444444445,3.1013139389858826,4.644444444444437,0.3469443332443527,88.42473703703705,0.7326336462020544,84.50712881053632,0.9861891600182187
stackoverflow,msp,trainable_minilm,trainable_native,3,0.4561272357964752,0.7095457140277995,0.9560000000000001,0.6904444444444445,0.04399999999999996,0.8826637037037037,0.8431583954340645,0.050961478163732025,0.008374419854669581,0.004371625682868079,0.04640921045239633,0.004371625682868017,0.015321216122126391,0.014194335458091414,StackOverflow,MSP,45.61272357964752,5.096147816373202,70.95457140277995,0.8374419854669581,95.60000000000001,0.43716256828680794,69.04444444444445,4.640921045239633,4.399999999999996,0.4371625682868017,88.26637037037037,1.532121612212639,84.31583954340644,1.4194335458091414
stackoverflow,trainable_k1,trainable_minilm,trainable_gate,3,0.8670909818700716,0.856539550407569,0.8392222222222222,0.11144444444444444,0.1607777777777778,0.9175097777777778,0.8877702922396727,0.009628993510880545,0.003713175493914943,0.0038920621973637963,0.02018066548108014,0.0038920621973637963,0.010667097090274096,0.024782914420508246,StackOverflow,Trainable Gate K=1,86.70909818700716,0.9628993510880545,85.6539550407569,0.3713175493914943,83.92222222222222,0.38920621973637964,11.144444444444444,2.0180665481080142,16.07777777777778,0.38920621973637964,91.75097777777778,1.0667097090274096,88.77702922396728,2.4782914420508244
