dataset,method_group,representation,scope,n_seeds,oos_f1_mean,f1_all_mean,known_recall_mean,false_accept_rate_mean,false_reject_rate_mean,auroc_mean,aupr_oos_mean,oos_f1_std,f1_all_std,known_recall_std,false_accept_rate_std,false_reject_rate_std,auroc_std,aupr_oos_std,dataset_label,method_label,oos_f1_mean_pct,oos_f1_std_pct,f1_all_mean_pct,f1_all_std_pct,known_recall_mean_pct,known_recall_std_pct,false_accept_rate_mean_pct,false_accept_rate_std_pct,false_reject_rate_mean_pct,false_reject_rate_std_pct,auroc_mean_pct,auroc_std_pct,aupr_oos_mean_pct,aupr_oos_std_pct
banking77,energy,frozen_minilm,frozen_native,3,0.6291820049250856,0.7503097327491756,0.931798245614035,0.5079059829059829,0.06820175438596494,0.8710540373369321,0.8578341826371941,0.060740814354052014,0.017731850433407186,0.015193428136569258,0.07368263739939727,0.015193428136569213,0.007107837440599937,0.0071845380486803756,Banking77,Energy,62.91820049250856,6.074081435405201,75.03097327491756,1.7731850433407186,93.1798245614035,1.5193428136569258,50.79059829059829,7.368263739939727,6.820175438596494,1.5193428136569214,87.10540373369321,0.7107837440599938,85.78341826371941,0.7184538048680376
banking77,energy,trainable_minilm,trainable_native,3,0.6951611103617953,0.780682110726134,0.9285087719298245,0.4301282051282051,0.07149122807017537,0.8888250674763832,0.8818827469418529,0.001799451240559297,0.0013280993131811172,0.0026588499238996703,0.0033919888603392693,0.002658849923899573,0.007543312300758407,0.005479970047514523,Banking77,Energy,69.51611103617952,0.1799451240559297,78.06821107261341,0.13280993131811172,92.85087719298245,0.26588499238996705,43.01282051282051,0.33919888603392695,7.1491228070175366,0.26588499238995733,88.88250674763832,0.7543312300758407,88.18827469418528,0.5479970047514523
banking77,knn,frozen_minilm,frozen_native,3,0.6102137799985528,0.7460645659879162,0.943859649122807,0.5365384615384615,0.05614035087719301,0.8974111560953667,0.8800158255578054,0.02573339216282341,0.005500675877560636,0.0024907492744737853,0.02895988973865774,0.0024907492744737944,0.006900170403868316,0.004089202171208142,Banking77,kNN,61.021377999855275,2.5733392162823407,74.60645659879161,0.5500675877560636,94.3859649122807,0.24907492744737852,53.65384615384615,2.8959889738657743,5.6140350877193015,0.24907492744737944,89.74111560953666,0.6900170403868316,88.00158255578054,0.4089202171208142
banking77,knn,trainable_minilm,trainable_native,3,0.6734709967108099,0.775517371736736,0.9478070175438597,0.4664529914529914,0.0521929824561403,0.9086278396311291,0.8967968498506415,0.01071562928634746,0.011328407038542232,0.005478068419647842,0.010732793465704611,0.005478068419647726,0.0027566017025570867,0.004360142653677869,Banking77,kNN,67.347099671081,1.0715629286347461,77.5517371736736,1.1328407038542232,94.78070175438596,0.5478068419647841,46.64529914529914,1.073279346570461,5.21929824561403,0.5478068419647726,90.86278396311292,0.27566017025570866,89.67968498506414,0.43601426536778687
banking77,lof,frozen_minilm,frozen_native,3,0.4571302999851335,0.7117806746237006,0.9675438596491227,0.6935897435897437,0.03245614035087726,0.872526287674314,0.8522482377017787,0.04370397846286592,0.01197399332987144,0.0048494176288368,0.03890766898844489,0.004849417628836837,0.004730649118806377,0.007337486212891199,Banking77,LOF,45.71302999851335,4.370397846286592,71.17806746237007,1.197399332987144,96.75438596491227,0.48494176288368,69.35897435897436,3.890766898844489,3.245614035087726,0.4849417628836837,87.25262876743139,0.4730649118806377,85.22482377017788,0.7337486212891199
banking77,lof,trainable_minilm,trainable_native,3,0.5765866980603374,0.7458972333680602,0.9504385964912281,0.5745726495726496,0.0495614035087719,0.8852552153621231,0.8656280564958295,0.03683358119887512,0.013997346522340092,0.009334998532365205,0.04094710699055963,0.009334998532365222,0.016506621282177517,0.013954392722724081,Banking77,LOF,57.658669806033735,3.683358119887512,74.58972333680603,1.3997346522340093,95.04385964912281,0.9334998532365204,57.45726495726496,4.094710699055963,4.95614035087719,0.9334998532365222,88.52552153621231,1.6506621282177516,86.56280564958296,1.395439272272408
banking77,msp,frozen_minilm,frozen_native,3,0.661556220090635,0.7705981958619228,0.938157894736842,0.47564102564102567,0.06184210526315792,0.8916495164192533,0.8771262511977292,0.023065231986677974,0.006825690021708537,0.006344507079600602,0.027286918786913777,0.00634450707960057,0.0012190721247729954,0.00806656380115603,Banking77,MSP,66.15562200906349,2.306523198667797,77.05981958619228,0.6825690021708537,93.81578947368419,0.6344507079600602,47.56410256410257,2.728691878691378,6.184210526315792,0.634450707960057,89.16495164192533,0.12190721247729953,87.71262511977292,0.8066563801156029
banking77,msp,trainable_minilm,trainable_native,3,0.7255917191237814,0.8024707417832588,0.9385964912280702,0.39658119658119656,0.06140350877192979,0.9051176619433198,0.8992305124859884,0.002889084445039529,0.0030553314383655367,0.0031090892277977726,0.002251208066848868,0.003109089227797798,0.007101738877625075,0.0003195512019960448,Banking77,MSP,72.55917191237813,0.2889084445039529,80.24707417832589,0.30553314383655367,93.85964912280701,0.3109089227797773,39.65811965811966,0.22512080668488677,6.140350877192979,0.31090892277977983,90.51176619433198,0.7101738877625074,89.92305124859884,0.031955120199604475
banking77,trainable_k1,trainable_minilm,trainable_gate,3,0.8476968183476892,0.8230769867738129,0.8190789473684211,0.13461538461538455,0.18092105263157895,0.9080357343679712,0.8922386315593206,0.007122469721089224,0.008265884758620284,0.0017406258625424784,0.012229989761755738,0.0017406258625424704,0.006431324491320066,0.007273137783153509,Banking77,Trainable Gate K=1,84.76968183476892,0.7122469721089224,82.3076986773813,0.8265884758620284,81.90789473684211,0.17406258625424784,13.461538461538455,1.2229989761755737,18.092105263157894,0.17406258625424703,90.80357343679712,0.6431324491320066,89.22386315593207,0.7273137783153509
clinc150,energy,frozen_minilm,frozen_native,3,0.8428525108808921,0.8183845108442821,0.9565925925925925,0.2509178743961353,0.043407407407407374,0.9512007729468599,0.9659090064008793,0.007818479207110932,0.006028162575167911,0.006445721457128128,0.014040279719306607,0.006445721457128115,0.0025445202539636446,0.0033419657190865,CLINC150,Energy,84.28525108808921,0.7818479207110932,81.83845108442821,0.6028162575167911,95.65925925925926,0.6445721457128127,25.091787439613526,1.4040279719306608,4.3407407407407375,0.6445721457128115,95.12007729468598,0.25445202539636447,96.59090064008792,0.33419657190865
