dataset,seed,split,intent,is_known,count,accepted_count,rejected_count,near_boundary_count,median_score
stackoverflow,87,val,ajax,False,100,1,99,1,1.139422957242159
stackoverflow,87,val,apache,True,100,76,24,12,0.6293775829933039
stackoverflow,87,val,bash,False,100,1,99,0,1.0361101943828954
stackoverflow,87,val,cocoa,False,100,26,74,18,0.8252079603450824
stackoverflow,87,val,drupal,False,100,3,97,4,1.0063300823240953
stackoverflow,87,val,excel,True,100,88,12,7,0.6023839617885741
stackoverflow,87,val,haskell,False,100,3,97,14,0.8735169698532175
stackoverflow,87,val,hibernate,False,100,10,90,12,0.8552065071635707
stackoverflow,87,val,linq,True,100,92,8,1,0.6389736892893354
stackoverflow,87,val,magento,False,100,0,100,3,0.9825697305456811
stackoverflow,87,val,matlab,True,100,86,14,6,0.6263128637338597
stackoverflow,87,val,oracle,False,100,2,98,3,1.016064971106791
stackoverflow,87,val,osx,True,100,67,33,9,0.6850611064338479
stackoverflow,87,val,qt,True,100,90,10,5,0.5331453716603347
stackoverflow,87,val,scala,True,100,81,19,11,0.6649971891323139
stackoverflow,87,val,sharepoint,True,100,76,24,9,0.6206580249502411
stackoverflow,87,val,spring,True,98,78,20,5,0.6044082366756538
stackoverflow,87,val,svn,False,100,3,97,3,0.9682165832902696
stackoverflow,87,val,visual-studio,True,100,82,18,3,0.5966212155062407
stackoverflow,87,val,wordpress,False,100,2,98,3,0.977437823883492
stackoverflow,87,test,ajax,False,300,3,297,5,1.134888371356197
stackoverflow,87,test,apache,True,299,227,72,23,0.6058047565842358
stackoverflow,87,test,bash,False,300,6,294,4,1.0335791285259681
stackoverflow,87,test,cocoa,False,299,69,230,55,0.8466966726991404
stackoverflow,87,test,drupal,False,300,5,295,4,1.0113174670426155
stackoverflow,87,test,excel,True,299,266,33,22,0.5783658339793595
stackoverflow,87,test,haskell,False,298,14,284,42,0.8622945277411375
stackoverflow,87,test,hibernate,False,300,38,262,58,0.8587732600814615
stackoverflow,87,test,linq,True,297,270,27,10,0.640986562020328
stackoverflow,87,test,magento,False,300,9,291,16,0.9920935024649141
stackoverflow,87,test,matlab,True,300,250,50,18,0.6281937990280714
stackoverflow,87,test,oracle,False,300,3,297,8,1.0012360866847472
stackoverflow,87,test,osx,True,300,209,91,35,0.67148529926684
stackoverflow,87,test,qt,True,300,262,38,7,0.5489900531599847
stackoverflow,87,test,scala,True,300,242,58,34,0.6741061895654724
stackoverflow,87,test,sharepoint,True,300,217,83,20,0.6117143632138025
stackoverflow,87,test,spring,True,299,243,56,23,0.5967964356178119
stackoverflow,87,test,svn,False,300,10,290,4,0.9741554842977667
stackoverflow,87,test,visual-studio,True,300,229,71,17,0.5827193804425683
stackoverflow,87,test,wordpress,False,299,20,279,24,0.9730361930699584
