dataset,kir,seed,k1_oos_f1,k1_oos_precision,k1_oos_recall,k1_f1_all,k1_f1_k,k1_accuracy,k1_known_recall,k1_false_accept_rate,k1_false_reject_rate,k1_auroc,k1_aupr_oos,k1_fpr95,k2_oos_f1,k2_oos_precision,k2_oos_recall,k2_f1_all,k2_f1_k,k2_accuracy,k2_known_recall,k2_false_accept_rate,k2_false_reject_rate,k2_auroc,k2_aupr_oos,k2_fpr95,k2_minus_k1_oos_f1,k2_minus_k1_oos_precision,k2_minus_k1_oos_recall,k2_minus_k1_f1_all,k2_minus_k1_f1_k,k2_minus_k1_accuracy,k2_minus_k1_known_recall,k2_minus_k1_false_accept_rate,k2_minus_k1_false_reject_rate,k2_minus_k1_auroc,k2_minus_k1_aupr_oos,k2_minus_k1_fpr95,checkpoint_sha256
stackoverflow,0.5,13,0.8565782973818541,0.8464041653107712,0.867,0.8523954175911279,0.8519771296120553,0.8496666666666667,0.8426666666666667,0.133,0.15733333333333333,0.9058574444444444,0.8624639062641226,0.22266666666666668,0.621721222631693,0.889026658400496,0.478,0.75424927466179,0.7675020798647998,0.6871666666666667,0.9403333333333334,0.522,0.059666666666666666,0.8917012222222223,0.8635643954922207,0.433,-0.23485707475016104,0.04262249308972477,-0.389,-0.09814614292933788,-0.0844750497472555,-0.16249999999999998,0.09766666666666668,0.389,-0.09766666666666665,-0.014156222222222126,0.0011004892280981338,0.21033333333333332,152cdbf20179569d4cd37d4e3e46f2b5ad776f83da48cc3f8cabe7f439f78225
stackoverflow,0.5,42,0.8754826254826255,0.8460820895522388,0.907,0.8576590966593717,0.8558767437770463,0.8648333333333333,0.835,0.093,0.165,0.9267934444444444,0.9119942660488355,0.20066666666666666,0.7623839009287926,0.9086715867158671,0.6566666666666666,0.7847455020590115,0.7869816621720334,0.7645,0.9339999999999999,0.3433333333333333,0.066,0.9123943333333333,0.9097331444229778,0.402,-0.11309872455383285,0.06258949716362827,-0.2503333333333334,-0.07291359460036018,-0.0688950816050129,-0.10033333333333339,0.09899999999999998,0.2503333333333333,-0.099,-0.01439911111111114,-0.002261121625857676,0.20133333333333336,d773b9e4aebf6bb6abb519880946a5c70495411ed3c4ae1f11a611fe2e3a607a
stackoverflow,0.5,87,0.8692120227457352,0.8478605388272583,0.8916666666666667,0.8595641369722073,0.8585993483948545,0.8601666666666666,0.84,0.10833333333333334,0.16,0.9198784444444444,0.8888527044060599,0.212,0.6453389830508475,0.8854651162790698,0.5076666666666667,0.7652160154551413,0.7772037186955707,0.6951666666666667,0.9343333333333333,0.49233333333333335,0.06566666666666666,0.8795430000000001,0.8528643100858477,0.4806666666666667,-0.2238730396948877,0.03760457745181145,-0.384,-0.09434812151706606,-0.08139562969928382,-0.16499999999999992,0.09433333333333338,0.384,-0.09433333333333334,-0.04033544444444437,-0.03598839432021217,0.2686666666666667,2da86a1b091de974a353059ac682e23ddc100d9e00f209bd062d610d556a2efc
