dataset,kir,n_seeds,oos_f1_mean,f1_all_mean,f1_k_mean,accuracy_mean,known_recall_mean,false_accept_rate_mean,false_reject_rate_mean,auroc_mean,aupr_oos_mean,oos_f1_std,f1_all_std,f1_k_std,accuracy_std,known_recall_std,false_accept_rate_std,false_reject_rate_std,auroc_std,aupr_oos_std
banking77,0.25,5,0.9165382964914104,0.7851015718978599,0.7781838495508309,0.8752597402597402,0.8184210526315789,0.10327586206896551,0.18157894736842106,0.922975612522686,0.9670141428061454,0.017976090268549322,0.02562200500192768,0.026107672824781616,0.023364670465048185,0.007784315504078432,0.03360770085085234,0.00778431550407845,0.014044005787949702,0.005979889497426346
banking77,0.5,5,0.8356406184886493,0.8167355797722488,0.816238078753396,0.8216883116883118,0.8221052631578948,0.15743589743589742,0.17789473684210527,0.9014173414304993,0.8863032438146086,0.01825114454581141,0.010483055215298541,0.010337099838880103,0.015263884488375939,0.004803082170643177,0.03434605574205226,0.004803082170643156,0.011115850513844113,0.010931170548119639
banking77,0.75,5,0.6865343253584566,0.8413111725848881,0.8439797389163782,0.7968831168831169,0.8241379310344827,0.19605263157894737,0.17586206896551723,0.8890411751361162,0.6985107098502167,0.02708454008995989,0.0077123704045817245,0.0074778817530542505,0.012071199777073513,0.004054932698755789,0.04580761890928739,0.004054932698755775,0.016986688566853356,0.03324601660180583
clinc150,0.25,5,0.9516427437131567,0.7968993956538231,0.7928272022838406,0.9208421052631579,0.7363157894736843,0.03236842105263158,0.2636842105263158,0.9588536088027085,0.9876229578269167,0.006493831244299081,0.019459710746000582,0.019801353224410623,0.010334063060642508,0.008358687192681824,0.011023527540387056,0.008358687192681822,0.012065791586742374,0.004416140820934197
clinc150,0.5,5,0.9043941395821135,0.8181661694793956,0.8170164632113595,0.8734035087719298,0.7444444444444445,0.036927536231884064,0.25555555555555554,0.9532673752012883,0.9649131913639692,0.004441963320551523,0.00920341014264694,0.00927877765171319,0.006461048858704844,0.0033847880470506474,0.007571267501376485,0.0033847880470506265,0.0054882480901170365,0.006769500983847939
clinc150,0.75,5,0.828493223497581,0.8291245798894671,0.8291302170001089,0.8305964912280702,0.7511904761904762,0.040170940170940174,0.2488095238095238,0.9500434472934473,0.9244287014099977,0.005076623944875152,0.007668826723022182,0.007697151327186658,0.006342050665849344,0.008669352180731848,0.003974588726012453,0.008669352180731855,0.004167084976489982,0.009783406283360921
stackoverflow,0.25,5,0.9547969095009252,0.8763726851882936,0.8606878403257671,0.9304666666666666,0.8429333333333332,0.03848888888888889,0.15706666666666666,0.9529569185185187,0.9772978254353099,0.01210146632890305,0.023711704285174266,0.026060341631193713,0.017585663352730124,0.005899152481501032,0.02139135627903921,0.0058991524815010426,0.016086084130192205,0.0091285791422889
stackoverflow,0.5,5,0.8767066651336372,0.8655077750537566,0.8643878860457684,0.8681333333333333,0.8389333333333333,0.09340000000000001,0.16106666666666666,0.9235181333333333,0.8935448620562013,0.016570048659296042,0.012976894988666438,0.01274134362521636,0.015964109050547654,0.0035699361961307454,0.03261168842949139,0.003569936196130742,0.014917396867995614,0.028480838411641684
stackoverflow,0.75,5,0.7630378449085173,0.87280021593395,0.8801177073356452,0.8443999999999999,0.8411555555555555,0.088,0.15884444444444445,0.9290362370370371,0.7729399457737551,0.02911415051443791,0.006839113989012046,0.006123217765311279,0.01174769480933742,0.006726399069669037,0.059708551406905785,0.006726399069669046,0.01009602523621894,0.026186619936618524
