dataset,kir,method,method_label,metric,n_pairs,mean_delta,median_delta,ci95_low,ci95_high,wins,ties,losses,reference,seed
stackoverflow,0.75,mogb_partition_ours_boundary,MOGB partition + s2c boundary,oos_f1,5,-0.14038112749438325,-0.134882531906502,-0.18903033516019635,-0.10245984865286681,0,0,5,single_centroid,paired same split/seed
stackoverflow,0.75,mogb_partition_ours_boundary,MOGB partition + s2c boundary,f1_all,5,-0.3165398906879699,-0.3220320318499699,-0.34024071143077367,-0.2928390699451661,0,0,5,single_centroid,paired same split/seed
stackoverflow,0.75,mogb_partition_ours_boundary,MOGB partition + s2c boundary,id_recall,5,-0.48555555555555563,-0.5048888888888889,-0.5165333333333333,-0.45457777777777786,0,0,5,single_centroid,paired same split/seed
stackoverflow,0.75,mogb_partition_ours_boundary,MOGB partition + s2c boundary,false_accept_rate,5,-0.3102666666666667,-0.33399999999999996,-0.3694666666666667,-0.24000000000000005,5,0,0,single_centroid,paired same split/seed
banking77,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,oos_f1,5,0.05504953370196939,0.05873272336721336,0.03677863599319966,0.07332043141073911,5,0,0,single_centroid,paired same split/seed
banking77,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,f1_all,5,-0.03794784241359728,-0.03554901502311669,-0.06763161291272886,-0.010606885903857744,1,0,4,single_centroid,paired same split/seed
banking77,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,id_recall,5,-0.30026315789473684,-0.29605263157894746,-0.31578947368421056,-0.2839473684210526,0,0,5,single_centroid,paired same split/seed
banking77,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,false_accept_rate,5,-0.17327586206896553,-0.1758620689655172,-0.1988793103448276,-0.14508620689655172,5,0,0,single_centroid,paired same split/seed
banking77,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,oos_f1,5,0.0643145102449226,0.06282213555198635,0.04866157317544488,0.08048828432151249,5,0,0,single_centroid,paired same split/seed
banking77,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,f1_all,5,-0.08835874369995773,-0.09365497851359372,-0.0956560268278436,-0.0770569569947456,0,0,5,single_centroid,paired same split/seed
banking77,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,id_recall,5,-0.3176315789473684,-0.3171052631578948,-0.3344736842105263,-0.3007894736842105,0,0,5,single_centroid,paired same split/seed
banking77,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,false_accept_rate,5,-0.29602564102564105,-0.3121794871794872,-0.32166666666666666,-0.26974358974358975,5,0,0,single_centroid,paired same split/seed
banking77,0.75,ours_partition_mogb_boundary,s2c partition + MOGB boundary,oos_f1,5,0.014102944614794766,0.010608338855191413,-0.012160748232476126,0.04705828424261366,3,0,2,single_centroid,paired same split/seed
banking77,0.75,ours_partition_mogb_boundary,s2c partition + MOGB boundary,f1_all,5,-0.12537450953882817,-0.1251019351387519,-0.13054429683680818,-0.12020472224084813,0,0,5,single_centroid,paired same split/seed
banking77,0.75,ours_partition_mogb_boundary,s2c partition + MOGB boundary,id_recall,5,-0.3285344827586207,-0.32974137931034486,-0.3352586206896552,-0.32181034482758625,0,0,5,single_centroid,paired same split/seed
banking77,0.75,ours_partition_mogb_boundary,s2c partition + MOGB boundary,false_accept_rate,5,-0.39868421052631586,-0.40263157894736845,-0.4336842105263158,-0.36473684210526325,5,0,0,single_centroid,paired same split/seed
clinc150,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,oos_f1,5,-0.01569470637994763,-0.015955059284250006,-0.019791776990446874,-0.011597635769448389,0,0,5,single_centroid,paired same split/seed
clinc150,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,f1_all,5,-0.21769494713959664,-0.22494557918889635,-0.22679797979184763,-0.20732872835954633,0,0,5,single_centroid,paired same split/seed
clinc150,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,id_recall,5,-0.3605263157894737,-0.35964912280701755,-0.36894736842105263,-0.35333333333333333,0,0,5,single_centroid,paired same split/seed
clinc150,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,false_accept_rate,5,-0.048552631578947375,-0.050877192982456104,-0.05570175438596494,-0.041271929824561404,5,0,0,single_centroid,paired same split/seed
clinc150,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,oos_f1,5,-0.05620087538544458,-0.055535604476694145,-0.05911386342550222,-0.053119341954029856,0,0,5,single_centroid,paired same split/seed
clinc150,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,f1_all,5,-0.2386002903929957,-0.24045611012396362,-0.24439733431608116,-0.23095694066362885,0,0,5,single_centroid,paired same split/seed
clinc150,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,id_recall,5,-0.36515555555555557,-0.3635555555555556,-0.37075555555555556,-0.3603555555555556,0,0,5,single_centroid,paired same split/seed
clinc150,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,false_accept_rate,5,-0.07130434782608697,-0.07188405797101449,-0.07553623188405799,-0.06684057971014494,5,0,0,single_centroid,paired same split/seed
clinc150,0.75,ours_partition_mogb_boundary,s2c partition + MOGB boundary,oos_f1,5,-0.11706120897233767,-0.11821060150532225,-0.12161022593058998,-0.11229508951179894,0,0,5,single_centroid,paired same split/seed
clinc150,0.75,ours_partition_mogb_boundary,s2c partition + MOGB boundary,f1_all,5,-0.24811956586903108,-0.2493132533586111,-0.2522042320107262,-0.2433615738206746,0,0,5,single_centroid,paired same split/seed
clinc150,0.75,ours_partition_mogb_boundary,s2c partition + MOGB boundary,id_recall,5,-0.3622619047619048,-0.3625000000000001,-0.36726190476190473,-0.35726190476190484,0,0,5,single_centroid,paired same split/seed
clinc150,0.75,ours_partition_mogb_boundary,s2c partition + MOGB boundary,false_accept_rate,5,-0.08222222222222224,-0.08247863247863249,-0.0890598290598291,-0.07598290598290595,5,0,0,single_centroid,paired same split/seed
stackoverflow,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,oos_f1,5,0.011537794241959175,0.011164366503170542,-0.009225120417346022,0.034202637064720466,3,0,2,single_centroid,paired same split/seed
stackoverflow,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,f1_all,5,-0.11958547025656044,-0.10912510552346932,-0.14203396981939448,-0.10155088823032028,0,0,5,single_centroid,paired same split/seed
stackoverflow,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,id_recall,5,-0.31466666666666665,-0.32866666666666666,-0.3316,-0.2977333333333333,0,0,5,single_centroid,paired same split/seed
stackoverflow,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,false_accept_rate,5,-0.10519999999999999,-0.10577777777777769,-0.1476444444444444,-0.06626666666666668,5,0,0,single_centroid,paired same split/seed
stackoverflow,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,oos_f1,5,-0.031974136146964184,-0.024842233864653673,-0.06754836275891596,0.003600090464987593,1,0,4,single_centroid,paired same split/seed
stackoverflow,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,f1_all,5,-0.16392694295922894,-0.15720806049282154,-0.17405809099843964,-0.15460865379596533,0,0,5,single_centroid,paired same split/seed
stackoverflow,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,id_recall,5,-0.32653333333333334,-0.32799999999999996,-0.3334,-0.31973333333333337,0,0,5,single_centroid,paired same split/seed
stackoverflow,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,false_accept_rate,5,-0.14013333333333333,-0.14866666666666667,-0.192,-0.08826666666666666,5,0,0,single_centroid,paired same split/seed
stackoverflow,0.75,ours_partition_mogb_boundary,s2c partition + MOGB boundary,oos_f1,5,-0.17125885328198115,-0.1584908481659298,-0.2146496479651014,-0.13513432839975828,0,0,5,single_centroid,paired same split/seed
stackoverflow,0.75,ours_partition_mogb_boundary,s2c partition + MOGB boundary,f1_all,5,-0.200181398338206,-0.2039474941610897,-0.20526614612266184,-0.19317525761288884,0,0,5,single_centroid,paired same split/seed
stackoverflow,0.75,ours_partition_mogb_boundary,s2c partition + MOGB boundary,id_recall,5,-0.34124444444444446,-0.3460000000000001,-0.3476888888888888,-0.3320444444444445,0,0,5,single_centroid,paired same split/seed
stackoverflow,0.75,ours_partition_mogb_boundary,s2c partition + MOGB boundary,false_accept_rate,5,-0.09453333333333333,-0.10533333333333339,-0.14733333333333334,-0.035733333333333325,4,0,1,single_centroid,paired same split/seed
