dataset,kir,method,method_label,n_seeds,oos_f1_mean,oos_f1_std,known_recall_mean,known_recall_std,f1_all_mean,f1_all_std,accuracy_mean,accuracy_std,false_accept_mean,false_accept_std,auroc_mean,auroc_std
banking77,0.25,Trainable MiniLM K=1,Trainable MiniLM K=1,3,0.921700942110359,0.0078298327528756,0.8192982456140351,0.0074818956619438,0.7926740021734607,0.0229213865998313,0.8824675324675324,0.012012987012987,0.0945402298850574,0.0161412678297034,0.9286603901996372,0.0039269061517458
banking77,0.5,Trainable MiniLM K=1,Trainable MiniLM K=1,3,0.8476968183476892,0.0071224697210892,0.8190789473684211,0.0017406258625424,0.8230769867738129,0.0082658847586202,0.8318181818181819,0.0079595134234618,0.1346153846153846,0.0122299897617557,0.9080357343679712,0.00643132449132
banking77,0.75,Trainable MiniLM K=1,Trainable MiniLM K=1,3,0.6952825227774913,0.0336846198561114,0.8261494252873564,0.0041864374380268,0.841967233520775,0.0106553973114896,0.8001082251082251,0.0155855428885209,0.1833333333333333,0.0588635055080968,0.8917386947973381,0.0220126096642143
clinc150,0.25,Trainable MiniLM K=1,Trainable MiniLM K=1,3,0.949379906352469,0.0029868410680138,0.7333333333333334,0.0060773712546276,0.7901392609290481,0.0094830537630801,0.9173684210526316,0.0048903017069356,0.0361111111111111,0.0053597376549191,0.9531843772442804,0.0102926136080917
clinc150,0.5,Trainable MiniLM K=1,Trainable MiniLM K=1,3,0.9043025833372952,0.0062487196963866,0.7426666666666666,0.0032049344670791,0.8190383882947754,0.0100778443991318,0.8739766081871346,0.0084690396870294,0.036135265700483,0.0105720970556871,0.9513123778851316,0.0060734463349249
clinc150,0.75,Trainable MiniLM K=1,Trainable MiniLM K=1,3,0.8254718838737372,0.0041515747190649,0.745734126984127,0.0055387003381777,0.8242638237950222,0.0035947969149501,0.8266666666666667,0.0042541598782394,0.0405982905982906,0.0050383872318596,0.9479089930131596,0.004061453177043
stackoverflow,0.25,Trainable MiniLM K=1,Trainable MiniLM K=1,3,0.9504615702473552,0.0139952738871062,0.8417777777777777,0.0075816542707697,0.8658501537918392,0.0251858472026193,0.9237222222222222,0.0198839224090814,0.0464444444444444,0.024347281644093,0.9486251358024692,0.0182794687062534
stackoverflow,0.5,Trainable MiniLM K=1,Trainable MiniLM K=1,3,0.8670909818700716,0.0096289935108805,0.8392222222222222,0.0038920621973637,0.856539550407569,0.0037131754939149,0.8582222222222221,0.0077680494715592,0.1114444444444444,0.0201806654810801,0.9175097777777778,0.010667097090274
stackoverflow,0.75,Trainable MiniLM K=1,Trainable MiniLM K=1,3,0.7667789806300779,0.015940381169081,0.8426666666666667,0.0090512941575183,0.8706715063935598,0.0029356945584814,0.8441111111111111,0.0044388854123195,0.0842222222222222,0.0440521576383335,0.9315802469135802,0.0046491286115596
