dataset,selection,n_seeds,k2_minus_k1_test_oos_f1_mean,k2_minus_k1_test_oos_f1_std,k2_wins_test_oos_f1,k1_wins_test_oos_f1,k2_minus_k1_test_f1_all_mean,k2_minus_k1_test_f1_all_std,k2_wins_test_f1_all,k1_wins_test_f1_all,k2_minus_k1_test_f1_k_mean,k2_minus_k1_test_f1_k_std,k2_wins_test_f1_k,k1_wins_test_f1_k,k2_minus_k1_test_accuracy_mean,k2_minus_k1_test_accuracy_std,k2_wins_test_accuracy,k1_wins_test_accuracy,k2_minus_k1_test_known_recall_mean,k2_minus_k1_test_known_recall_std,k2_wins_test_known_recall,k1_wins_test_known_recall,k2_minus_k1_test_false_accept_rate_mean,k2_minus_k1_test_false_accept_rate_std,k2_wins_test_false_accept_rate,k1_wins_test_false_accept_rate,k2_minus_k1_test_false_reject_rate_mean,k2_minus_k1_test_false_reject_rate_std,k2_wins_test_false_reject_rate,k1_wins_test_false_reject_rate,k2_minus_k1_test_auroc_mean,k2_minus_k1_test_auroc_std,k2_wins_test_auroc,k1_wins_test_auroc,k2_minus_k1_test_aupr_oos_mean,k2_minus_k1_test_aupr_oos_std,k2_wins_test_aupr_oos,k1_wins_test_aupr_oos,source
clinc150,fixed_lambda_1,3,-0.0027935078975739,0.0043723695255961,1,2,-0.0154006128738006,0.0053685767050107,0,3,-0.0155687076068169,0.005400864685219,0,3,-0.0052631578947368,0.0050145985712128,0,3,-0.0325925925925925,0.0087357173261069,0,3,-0.0119806763285024,0.0072772290077876,0,3,0.0325925925925925,0.0087357173261069,3,0,0.003524551798175,0.0036074433140369,3,0,0.0029786062522488,0.0035468748875279,2,1,results/diagnostics/minilm_trainable_lambda_control_v1/k_delta_by_lambda.csv
clinc150,known_only_selected,3,0.0078745712441986,0.0061462641038673,3,0,0.0007124413206126,0.0062338160728903,2,1,0.0006169462549648,0.0062467711415989,2,1,0.0075438596491227,0.0068376053578614,3,0,-0.0188148148148148,0.0044739759616418,0,3,-0.0244444444444444,0.0092813990017567,0,3,0.0188148148148148,0.0044739759616418,3,0,0.0025031025228128,0.0036488298124954,2,1,0.0019909220481652,0.0041735933180145,2,1,results/diagnostics/minilm_trainable_lambda_control_v1/k_delta_by_lambda.csv
banking77,fixed_lambda_1,3,0.0012653566059615,0.0050123045984654,1,2,-0.0054691948878698,0.0067186952520146,0,3,-0.0056464199271812,0.0068045596385834,0,3,-0.0003246753246753,0.0058711497792289,1,2,-0.0195175438596491,0.0021148356932002,0,3,-0.0162393162393162,0.0092524081600901,0,3,0.0195175438596491,0.0021148356932001,3,0,-0.0009843117408907,0.0066596996287397,1,2,-0.0029375501627019,0.0120629448216147,1,2,results/diagnostics/minilm_trainable_lambda_control_v1/k_delta_by_lambda.csv
banking77,known_only_selected,3,0.0208222889786345,0.0279756594285527,2,1,0.0007454730715029,0.0093029410877646,1,2,0.0002171358107888,0.0088707528540029,1,2,0.0103896103896103,0.0190896942806351,2,1,-0.0120614035087719,0.0049378641443849,0,3,-0.0326923076923077,0.0342274078825962,0,3,0.0120614035087719,0.0049378641443849,3,0,0.0006775753486279,0.0054731173760307,2,1,-0.0022046843187329,0.0134258153448545,2,1,results/diagnostics/minilm_trainable_lambda_control_v1/k_delta_by_lambda.csv
stackoverflow,fixed_lambda_1,3,-0.1906096129996272,0.0673506913644258,0,3,-0.0884692863489213,0.0136048116853637,0,3,-0.0782552536838507,0.0082510801091162,0,3,-0.1426111111111111,0.0366349610395639,0,3,0.097,0.0024037008503094,3,0,0.3411111111111111,0.0786556018583782,3,0,-0.097,0.0024037008503092,0,3,-0.0229638888888888,0.0150447979529286,0,3,-0.0123833561746172,0.0205117049374735,1,2,results/diagnostics/minilm_trainable_lambda_control_v1/k_delta_by_lambda.csv
stackoverflow,known_only_selected,3,-0.0950997763481471,0.0597466155794195,0,3,-0.0460629039231581,0.0111567593529705,0,3,-0.0411592166806591,0.007075746244304,0,3,-0.0584999999999999,0.0328417924805168,0,3,0.0226666666666667,0.0008819171036882,3,0,0.1183333333333333,0.0680816503259954,3,0,-0.0226666666666666,0.0008819171036882,0,3,-0.0238158148148147,0.0143056289026526,0,3,-0.0145839395953045,0.0185364825641738,0,3,results/diagnostics/minilm_trainable_lambda_control_v1/k_delta_by_lambda.csv
