accuracy,accuracy_mean,accuracy_std,aupr_oos,aupr_oos_mean,aupr_oos_std,auroc,auroc_mean,auroc_std,backbone,comparison_scope,contract_layer,dataset,f1_all,f1_all_mean,f1_all_std,f1_k,f1_k_mean,f1_k_std,false_accept_rate,false_accept_rate_mean,false_accept_rate_std,false_reject_rate,false_reject_rate_mean,false_reject_rate_std,kir,known_macro_f1_mean,known_macro_f1_std,known_recall,known_recall_mean,known_recall_std,method,method_id,method_label,n_seeds,oos_f1,oos_f1_mean,oos_f1_std,seed_scope,source,split_scope,status,supervision_type,test_used_for_selection
0.7438311688311688,0.7438311688311688,0.011074712922604237,0.8139938584826117,0.8139938584826117,0.01697217891876366,0.8545895748987855,0.8545895748987855,0.009753977751105713,MiniLM-frozen,same-protocol fair comparison,same_protocol_fair,banking77,0.6480972658162543,0.6480972658162543,0.019765373642870485,0.6442583843993744,0.6442583843993744,0.0201208439280535,0.03499999999999994,0.03499999999999994,0.008702380518741112,0.47815789473684206,0.47815789473684206,0.020199618424305302,0.5,,,0.5218421052631579,0.5218421052631579,0.020199618424305323,mogb_partition_ours_boundary,mogb_partition_ours_boundary,MOGB partition + s2c boundary,5,0.7939747596576892,0.7939747596576892,0.007797331809627128,,results/analysis/cross_protocol_tradeoff_v1/summary_mean_std.csv,protocol_v2_textoir_v1 / 3 datasets / 3 KIR / 5 seeds,complete_final_metrics,Known-only,False
0.6651298701298701,0.6651298701298701,0.01093003941032308,0.7871540272941482,0.7871540272941482,0.01726301690179925,0.8356215418353576,0.8356215418353576,0.012156138383550072,MiniLM-frozen,same-protocol fair comparison,same_protocol_fair,banking77,0.48600815327809965,0.48600815327809965,0.02507951184173857,0.47906266113550944,0.47906266113550944,0.025582384875183526,0.01089743589743584,0.01089743589743584,0.004902903378454608,0.6659210526315789,0.6659210526315789,0.021391192170916395,0.5,,,0.33407894736842103,0.33407894736842103,0.02139119217091644,mogb_minilm,mogb_minilm,MOGB-MiniLM,5,0.7499368546965275,0.7499368546965275,0.006406834213942418,,results/analysis/cross_protocol_tradeoff_v1/summary_mean_std.csv,protocol_v2_textoir_v1 / 3 datasets / 3 KIR / 5 seeds,complete_final_metrics,Known-only,False
0.7205194805194806,0.7205194805194806,0.020091081186982777,0.8304466815067443,0.8304466815067443,0.011469600305176561,0.8556884278002699,0.8556884278002699,0.011879021386491597,MiniLM-frozen,same-protocol fair comparison,same_protocol_fair,banking77,0.7472005675171391,0.7472005675171391,0.01685606972589213,0.7480158231905856,0.7480158231905856,0.016726207137815308,0.365,0.365,0.04076086432457639,0.14039473684210518,0.14039473684210518,0.007290471145892129,0.5,,,0.8596052631578948,0.8596052631578948,0.00729047114589217,random_partition,random_partition,Random K=2,5,0.7162208519261768,0.7162208519261768,0.026683360105673216,,results/analysis/cross_protocol_tradeoff_v1/summary_mean_std.csv,protocol_v2_textoir_v1 / 3 datasets / 3 KIR / 5 seeds,complete_final_metrics,Known-only,False
0.8216883116883118,0.8216883116883118,0.015263884488375939,0.8863032438146086,0.8863032438146086,0.010931170548119639,0.9014173414304993,0.9014173414304993,0.011115850513844113,MiniLM-trainable,same-protocol fair comparison,same_protocol_fair,banking77,0.8167355797722488,0.8167355797722488,0.010483055215298541,0.816238078753396,0.816238078753396,0.010337099838880103,0.15743589743589742,0.15743589743589742,0.034346055742052295,0.17789473684210522,0.17789473684210522,0.004803082170643149,0.5,,,0.8221052631578948,0.8221052631578948,0.004803082170643177,trainable_k1,trainable_k1,Trainable K=1,5,0.8356406184886493,0.8356406184886493,0.01825114454581141,,results/analysis/cross_protocol_tradeoff_v1/summary_mean_std.csv,protocol_v2_textoir_v1 / 3 datasets / 3 KIR / 5 seeds,complete_final_metrics,Known-only,False
0.7361038961038961,0.7361038961038961,0.008716187107485545,0.8202411325534655,0.8202411325534655,0.019952351266799576,0.8464349696356275,0.8464349696356275,0.016610261889607267,MiniLM-frozen,same-protocol fair comparison,same_protocol_fair,banking77,0.656780700176241,0.656780700176241,0.008903644780417778,0.6533119117284072,0.6533119117284072,0.008955754710422514,0.05243589743589738,0.05243589743589738,0.01632666007056647,0.46749999999999997,0.46749999999999997,0.012154149001478388,0.5,,,0.5325,0.5325,0.012154149001478381,ours_partition_mogb_boundary,ours_partition_mogb_boundary,s2c partition + MOGB boundary,5,0.7885946611939285,0.7885946611939285,0.008579758994922679,,results/analysis/cross_protocol_tradeoff_v1/summary_mean_std.csv,protocol_v2_textoir_v1 / 3 datasets / 3 KIR / 5 seeds,complete_final_metrics,Known-only,False
0.7202597402597403,0.7202597402597403,0.014093676788455141,0.5494501046486522,0.5494501046486522,0.023809211153547716,0.817510775862069,0.817510775862069,0.016750193763312073,MiniLM-frozen,same-protocol fair comparison,same_protocol_fair,banking77,0.7821185401081376,0.7821185401081376,0.008950034871067915,0.786351494741074,0.786351494741074,0.008698157003577265,0.48,0.48,0.054517208648106365,0.1358620689655172,0.1358620689655172,0.0052117755173075216,0.75,,,0.8641379310344828,0.8641379310344828,0.005211775517307497,single_centroid,single_centroid,Frozen K=1,5,0.5366071713978288,0.5366071713978288,0.04167218970527395,,results/analysis/cross_protocol_tradeoff_v1/summary_mean_std.csv,protocol_v2_textoir_v1 / 3 datasets / 3 KIR / 5 seeds,complete_final_metrics,Known-only,False
0.745,0.745,0.010253265259106704,0.5835320552322394,0.5835320552322394,0.027123453886080267,0.8322200544464609,0.8322200544464609,0.015458994332941461,MiniLM-frozen,same-protocol fair comparison,same_protocol_fair,banking77,0.802629197197889,0.802629197197889,0.007806121199534476,0.8062416037997796,0.8062416037997796,0.007722347610926403,0.3607894736842105,0.3607894736842105,0.040205927678622376,0.16862068965517235,0.16862068965517235,0.0037502477127855697,0.75,,,0.8313793103448276,0.8313793103448276,0.0037502477127855658,fixed_k2,fixed_k2,Frozen K=2,5,0.5931096142882415,0.5931096142882415,0.025728699487870366,,results/analysis/cross_protocol_tradeoff_v1/summary_mean_std.csv,protocol_v2_textoir_v1 / 3 datasets / 3 KIR / 5 seeds,complete_final_metrics,Known-only,False
0.5781818181818181,0.5781818181818181,0.014288296696932715,0.5045400009976453,0.5045400009976453,0.03570777936063577,0.8104557622504537,0.8104557622504537,0.017405568283162302,MiniLM-frozen,same-protocol fair comparison,same_protocol_fair,banking77,0.5860713489392462,0.5860713489392462,0.023848313965377746,0.5870151365349321,0.5870151365349321,0.02418144226771593,0.040526315789473646,0.040526315789473646,0.019302232443044447,0.5413793103448276,0.5413793103448276,0.024356308956183896,0.75,,,0.45862068965517244,0.45862068965517244,0.024356308956183872,mogb_partition_ours_boundary,mogb_partition_ours_boundary,MOGB partition + s2c boundary,5,0.5313316683894659,0.5313316683894659,0.005918725520325323,,results/analysis/cross_protocol_tradeoff_v1/summary_mean_std.csv,protocol_v2_textoir_v1 / 3 datasets / 3 KIR / 5 seeds,complete_final_metrics,Known-only,False
0.4599350649350649,0.4599350649350649,0.009159067315142913,0.4766882118952923,0.4766882118952923,0.03278835104006226,0.7977400181488203,0.7977400181488203,0.020251212273134873,MiniLM-frozen,same-protocol fair comparison,same_protocol_fair,banking77,0.42392825044969384,0.42392825044969384,0.016952957950860666,0.4230245231887255,0.4230245231887255,0.01717652787796857,0.00763157894736838,0.00763157894736838,0.003767847648230625,0.7123275862068965,0.7123275862068965,0.012201397797159093,0.75,,,0.2876724137931034,0.2876724137931034,0.012201397797159093,mogb_minilm,mogb_minilm,MOGB-MiniLM,5,0.4763444315858617,0.4763444315858617,0.0041037737354307265,,results/analysis/cross_protocol_tradeoff_v1/summary_mean_std.csv,protocol_v2_textoir_v1 / 3 datasets / 3 KIR / 5 seeds,complete_final_metrics,Known-only,False
0.7253246753246753,0.7253246753246753,0.01205022309084132,0.5540039774819296,0.5540039774819296,0.0268429546568434,0.8201661751361161,0.8201661751361161,0.016038769933155304,MiniLM-frozen,same-protocol fair comparison,same_protocol_fair,banking77,0.7889339625187208,0.7889339625187208,0.007869675694657068,0.7933330264996189,0.7933330264996189,0.0078160333675772,0.493157894736842,0.493157894736842,0.05563315986400823,0.1272413793103448,0.1272413793103448,0.005121879578452739,0.75,,,0.8727586206896552,0.8727586206896552,0.005121879578452791,random_partition,random_partition,Random K=2,5,0.5337882516266328,0.5337882516266328,0.04240542158941037,,results/analysis/cross_protocol_tradeoff_v1/summary_mean_std.csv,protocol_v2_textoir_v1 / 3 datasets / 3 KIR / 5 seeds,complete_final_metrics,Known-only,False
