dataset,kir,seed,variant,selection,checkpoint,gate_config,threshold,known_f1,oos_f1,overall_accuracy,f1_all,known_recall,false_accept_rate
banking77_oos,0.5,13,Frozen MiniLM,Known validation 90% coverage quantile,pretrained all-MiniLM-L6-v2,"{'k': 1, 'distance': 'euclidean', 'boundary': 'mean_std_0.0', 'rule': 'nearest_sphere', 'fusion': 'inverse_margin', 'fusion_weight': 1.0, 'threshold': 6.749317237258335}",26.86822994731263,51.99993113775571,68.20161792159303,59.80392156862745,52.62307293713406,90.3,46.62337662337662
banking77_oos,0.5,13,Without Gate,Known validation 90% coverage quantile,fixed Router/Expert,intent confidence rejection,0.5671212673187256,55.993202954312906,72.28479485116654,64.1421568627451,56.619802642653426,90.5,41.65584415584416
banking77_oos,0.5,13,Cascade-MiniLM,Known validation 90% coverage quantile for frozen MiniLM Gate,Known-only MiniLM logistic heads,"{'k': 1, 'distance': 'euclidean', 'boundary': 'mean_std_0.0', 'rule': 'nearest_sphere', 'fusion': 'inverse_margin', 'fusion_weight': 1.0, 'threshold': 26.86822994731263}",26.86822994731263,56.53750595549278,68.20161792159303,60.61274509803921,56.98612564649663,90.3,46.62337662337662
banking77_oos,0.5,13,Cascade-SmolLM,Known validation 90% coverage quantile,pretrained/fixed SmolLM prototype Gate,SmolLM prototype cosine support,0.2532617449760437,42.40429576229927,43.77154111275234,40.88235294117647,42.45688212193208,90.7,71.13636363636363
banking77_oos,0.5,42,Ours,locked Known-only Gate config,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_known_training/banking77_oos_kir50_seed42_compact_margin/checkpoint.pt,"{'k': 1, 'distance': 'euclidean', 'boundary': 'mean_std_0.0', 'rule': 'nearest_sphere', 'fusion': 'inverse_margin', 'fusion_weight': 1.0, 'threshold': 5.090497841859582}",5.090497841859582,66.57877169311799,88.53838065194533,81.66666666666667,67.42337203768827,90.0,17.98701298701299
banking77_oos,0.5,42,Frozen MiniLM,Known validation 90% coverage quantile,pretrained all-MiniLM-L6-v2,"{'k': 1, 'distance': 'euclidean', 'boundary': 'mean_std_0.0', 'rule': 'nearest_sphere', 'fusion': 'inverse_margin', 'fusion_weight': 1.0, 'threshold': 5.090497841859582}",23.726516619690955,52.75007254868028,73.4726368159204,64.90196078431373,53.54709425126644,90.10000000000001,40.064935064935064
banking77_oos,0.5,42,Without Gate,Known validation 90% coverage quantile,fixed Router/Expert,intent confidence rejection,0.5476722419261932,58.45225821297334,80.20930667165015,72.08333333333333,59.2890677690763,87.5,30.324675324675326
banking77_oos,0.5,42,Cascade-MiniLM,Known validation 90% coverage quantile for frozen MiniLM Gate,Known-only MiniLM logistic heads,"{'k': 1, 'distance': 'euclidean', 'boundary': 'mean_std_0.0', 'rule': 'nearest_sphere', 'fusion': 'inverse_margin', 'fusion_weight': 1.0, 'threshold': 23.726516619690955}",23.726516619690955,54.676425411977824,73.4726368159204,65.61274509803921,55.39935661982177,90.10000000000001,40.064935064935064
banking77_oos,0.5,42,Cascade-SmolLM,Known validation 90% coverage quantile,pretrained/fixed SmolLM prototype Gate,SmolLM prototype cosine support,0.23849523067474365,39.69794826665213,44.346116027531956,41.127450980392155,39.87672394976289,91.4,70.71428571428572
banking77_oos,0.5,87,Ours,locked Known-only Gate config,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_known_training/banking77_oos_kir50_seed87_compact_margin/checkpoint.pt,"{'k': 1, 'distance': 'euclidean', 'boundary': 'mean_std_0.0', 'rule': 'nearest_sphere', 'fusion': 'inverse_margin', 'fusion_weight': 1.0, 'threshold': 7.796187027800742}",7.796187027800742,56.25007151847542,79.162702188392,70.24509803921568,57.131326544241446,90.5,32.467532467532465
banking77_oos,0.5,87,Frozen MiniLM,Known validation 90% coverage quantile,pretrained all-MiniLM-L6-v2,"{'k': 1, 'distance': 'euclidean', 'boundary': 'mean_std_0.0', 'rule': 'nearest_sphere', 'fusion': 'inverse_margin', 'fusion_weight': 1.0, 'threshold': 7.796187027800742}",27.327522888883475,49.529729618811544,69.77687626774848,60.686274509803916,50.30846602838604,87.0,44.15584415584416
banking77_oos,0.5,87,Without Gate,Known validation 90% coverage quantile,fixed Router/Expert,intent confidence rejection,0.6056074500083923,51.89118486222577,70.51671732522796,61.911764705882355,52.60755149541816,88.5,43.506493506493506
banking77_oos,0.5,87,Cascade-MiniLM,Known validation 90% coverage quantile for frozen MiniLM Gate,Known-only MiniLM logistic heads,"{'k': 1, 'distance': 'euclidean', 'boundary': 'mean_std_0.0', 'rule': 'nearest_sphere', 'fusion': 'inverse_margin', 'fusion_weight': 1.0, 'threshold': 27.327522888883475}",27.327522888883475,54.565816546441624,69.77687626774848,61.66666666666667,55.150857304953426,87.0,44.15584415584416
banking77_oos,0.5,87,Cascade-SmolLM,Known validation 90% coverage quantile,pretrained/fixed SmolLM prototype Gate,SmolLM prototype cosine support,0.2476140856742859,38.631251608464915,42.45727025018578,39.28921568627451,38.77840617160802,90.0,72.17532467532467
banking77_oos,0.75,13,Ours,locked Known-only Gate config,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_known_training/banking77_oos_kir75_seed13_lr_high/checkpoint.pt,"{'k': 1, 'distance': 'euclidean', 'boundary': 'mean_std_0.0', 'rule': 'nearest_sphere', 'fusion': 'inverse_margin', 'fusion_weight': 1.0, 'threshold': 9.11295339117679}",9.11295339117679,65.84113076995291,79.38488968130154,72.69607843137254,66.18840663947468,90.39473684210526,30.429687500000004
banking77_oos,0.75,13,Frozen MiniLM,Known validation 90% coverage quantile,pretrained all-MiniLM-L6-v2,"{'k': 1, 'distance': 'euclidean', 'boundary': 'mean_std_0.0', 'rule': 'nearest_sphere', 'fusion': 'inverse_margin', 'fusion_weight': 1.0, 'threshold': 9.11295339117679}",35.603543580044736,58.28140137238296,65.50522648083623,61.029411764705884,58.466627657215085,90.65789473684211,48.59375
banking77_oos,0.75,13,Without Gate,Known validation 90% coverage quantile,fixed Router/Expert,intent confidence rejection,0.6022635996341705,61.886612380893915,71.0,65.83333333333333,62.120288986512016,90.19736842105263,41.7578125
banking77_oos,0.75,13,Cascade-MiniLM,Known validation 90% coverage quantile for frozen MiniLM Gate,Known-only MiniLM logistic heads,"{'k': 1, 'distance': 'euclidean', 'boundary': 'mean_std_0.0', 'rule': 'nearest_sphere', 'fusion': 'inverse_margin', 'fusion_weight': 1.0, 'threshold': 35.603543580044736}",35.603543580044736,62.709518669785155,65.50522648083623,62.59803921568627,62.78120348545313,90.65789473684211,48.59375
banking77_oos,0.75,13,Cascade-SmolLM,Known validation 90% coverage quantile,pretrained/fixed SmolLM prototype Gate,SmolLM prototype cosine support,0.24038326740264893,51.30096356903486,49.2239467849224,49.31372549019608,51.247706728416595,89.47368421052632,65.3125
banking77_oos,0.75,42,Ours,locked Known-only Gate config,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_known_training/banking77_oos_kir75_seed42_lr_high/checkpoint.pt,"{'k': 1, 'distance': 'euclidean', 'boundary': 'mean_std_0.0', 'rule': 'nearest_sphere', 'fusion': 'inverse_margin', 'fusion_weight': 1.0, 'threshold': 10.39576975918917}",10.39576975918917,67.46429479790889,82.16615919965203,75.34313725490196,67.84126568000485,90.19736842105263,26.210937499999996
banking77_oos,0.75,42,Frozen MiniLM,Known validation 90% coverage quantile,pretrained all-MiniLM-L6-v2,"{'k': 1, 'distance': 'euclidean', 'boundary': 'mean_std_0.0', 'rule': 'nearest_sphere', 'fusion': 'inverse_margin', 'fusion_weight': 1.0, 'threshold': 10.39576975918917}",33.031990528555625,59.378591940085656,68.89211417513305,63.259803921568626,59.62252840765097,90.13157894736842,44.375
banking77_oos,0.75,42,Without Gate,Known validation 90% coverage quantile,fixed Router/Expert,intent confidence rejection,0.6329714059829712,63.88998836674203,74.19056429232192,68.43137254901961,64.15410569816716,89.47368421052632,37.34375
banking77_oos,0.75,42,Cascade-MiniLM,Known validation 90% coverage quantile for frozen MiniLM Gate,Known-only MiniLM logistic heads,"{'k': 1, 'distance': 'euclidean', 'boundary': 'mean_std_0.0', 'rule': 'nearest_sphere', 'fusion': 'inverse_margin', 'fusion_weight': 1.0, 'threshold': 33.031990528555625}",33.031990528555625,62.505300466234374,68.89211417513305,64.41176470588236,62.66906492030869,90.13157894736842,44.375
banking77_oos,0.75,42,Cascade-SmolLM,Known validation 90% coverage quantile,pretrained/fixed SmolLM prototype Gate,SmolLM prototype cosine support,0.22329574823379517,51.69728868324317,49.43385805026236,49.38725490196079,51.639252000346225,89.07894736842105,65.0390625
banking77_oos,0.75,87,Ours,locked Known-only Gate config,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_known_training/banking77_oos_kir75_seed87_lr_high/checkpoint.pt,"{'k': 1, 'distance': 'euclidean', 'boundary': 'mean_std_0.0', 'rule': 'nearest_sphere', 'fusion': 'inverse_margin', 'fusion_weight': 1.0, 'threshold': 10.08772774515583}",10.08772774515583,65.71932420372477,78.18263607737292,71.78921568627452,66.03889630304907,90.26315789473685,32.109375
banking77_oos,0.75,87,Frozen MiniLM,Known validation 90% coverage quantile,pretrained all-MiniLM-L6-v2,"{'k': 1, 'distance': 'euclidean', 'boundary': 'mean_std_0.0', 'rule': 'nearest_sphere', 'fusion': 'inverse_margin', 'fusion_weight': 1.0, 'threshold': 10.08772774515583}",36.19669175928006,58.207584722506866,62.755102040816325,59.09313725490196,58.32418773066864,91.44736842105263,51.953125
banking77_oos,0.75,87,Without Gate,Known validation 90% coverage quantile,fixed Router/Expert,intent confidence rejection,0.5722360014915466,64.06448499436686,73.89410955764383,68.48039215686275,64.31652664983551,87.4342105263158,37.03125
banking77_oos,0.75,87,Cascade-MiniLM,Known validation 90% coverage quantile for frozen MiniLM Gate,Known-only MiniLM logistic heads,"{'k': 1, 'distance': 'euclidean', 'boundary': 'mean_std_0.0', 'rule': 'nearest_sphere', 'fusion': 'inverse_margin', 'fusion_weight': 1.0, 'threshold': 36.19669175928006}",36.19669175928006,61.755426141879056,62.755102040816325,60.343137254901954,61.781058857236424,91.44736842105263,51.953125
banking77_oos,0.75,87,Cascade-SmolLM,Known validation 90% coverage quantile,pretrained/fixed SmolLM prototype Gate,SmolLM prototype cosine support,0.23167955875396729,51.88934606763597,47.15539201811492,48.259803921568626,51.76796263046876,90.78947368421053,67.4609375
