dataset,kir,baseline,metric,n_seeds,mean_delta,median_delta,std_delta,ci95_low,ci95_high,wins,ties,losses,effect_size_d,bootstrap_seed,bootstrap_samples
banking77,0.5,mogb_partition_ours_boundary,known_recall,5,0.3002631578947369,0.3013157894736842,0.018877108401623578,0.28578947368421054,0.31473684210526315,5,0,0,15.90620509807063,20260806,10000
banking77,0.5,mogb_partition_ours_boundary,false_accept_rate,5,0.12243589743589749,0.11282051282051286,0.02640294272643461,0.1025641025641026,0.14372756410256404,5,0,0,4.637206492642759,20260806,10000
banking77,0.5,mogb_partition_ours_boundary,auroc,5,0.046827766531713964,0.05262651821862363,0.010131411244213922,0.038032135627530404,0.0536573886639677,5,0,0,4.6220378783318505,20260806,10000
banking77,0.5,mogb_partition_ours_boundary,aupr_oos,5,0.07230938533199685,0.07672362593854631,0.01816893979770202,0.05706521237850313,0.08563557100696792,5,0,0,3.979835154781152,20260806,10000
banking77,0.5,ours_partition_mogb_boundary,oos_f1,5,0.04704595729472083,0.04859460113950986,0.013753133450006932,0.03611818669873699,0.05797372789070467,5,0,0,3.420744622724294,20260806,10000
banking77,0.5,ours_partition_mogb_boundary,f1_all,5,0.1599548795960077,0.1603270655589022,0.005235939475690054,0.1557807528067476,0.16404276279354843,5,0,0,30.549413403012448,20260806,10000
banking77,0.5,ours_partition_mogb_boundary,known_recall,5,0.28960526315789475,0.28157894736842115,0.015326264730250345,0.2781578947368421,0.30157894736842106,5,0,0,18.896010753767282,20260806,10000
banking77,0.5,ours_partition_mogb_boundary,false_accept_rate,5,0.10500000000000005,0.09807692307692316,0.032501327540782304,0.07935897435897443,0.13064102564102567,5,0,0,3.2306372676084454,20260806,10000
banking77,0.5,ours_partition_mogb_boundary,auroc,5,0.054982371794871886,0.05866101551956804,0.017874005741944223,0.0407772435897437,0.06738706140350888,5,0,0,3.0761079854554887,20260806,10000
banking77,0.5,ours_partition_mogb_boundary,aupr_oos,5,0.066062111261143,0.0661128208604097,0.021219212440031745,0.04995755034211582,0.08246118773929172,5,0,0,3.11331588992019,20260806,10000
banking77,0.75,single_centroid,oos_f1,5,0.1499271539606277,0.14211391353227265,0.02603596074349489,0.1322202167265821,0.17233471245697443,5,0,0,5.758464434545099,20260806,10000
banking77,0.75,single_centroid,f1_all,5,0.05919263247675031,0.059712038115792954,0.005836479370933544,0.05502480874472031,0.06384098046796627,5,0,0,10.141838720708519,20260806,10000
banking77,0.75,single_centroid,known_recall,5,-0.039999999999999966,-0.03749999999999998,0.007585472143101531,-0.04646551724137928,-0.0347413793103448,0,0,5,-5.273238006203376,20260806,10000
banking77,0.75,single_centroid,false_accept_rate,5,-0.2839473684210526,-0.275,0.024954945551517938,-0.30394736842105263,-0.26499999999999996,0,0,5,-11.378400639458855,20260806,10000
banking77,0.75,single_centroid,auroc,5,0.07153039927404721,0.07364337568058066,0.01224352375676098,0.06056692377495469,0.07923502722323048,5,0,0,5.842304935664253,20260806,10000
banking77,0.75,single_centroid,aupr_oos,5,0.1490606052015645,0.16367164491927844,0.025590491199372758,0.12677008259213643,0.16718202616065747,5,0,0,5.824843456120064,20260806,10000
banking77,0.75,fixed_k2,oos_f1,5,0.093424711070215,0.09260847751145063,0.020887521194779574,0.07713912906393465,0.10869372663621486,5,0,0,4.47275242471398,20260806,10000
banking77,0.75,fixed_k2,f1_all,5,0.03868197538699889,0.03625739558700758,0.007269383935126864,0.034195433540150776,0.045190961309168,5,0,0,5.321217827012988,20260806,10000
banking77,0.75,fixed_k2,known_recall,5,-0.007241379310344809,-0.006896551724137945,0.00602986276348746,-0.011724137931034485,-0.002586206896551668,1,0,4,-1.2009194229416675,20260806,10000
banking77,0.75,fixed_k2,false_accept_rate,5,-0.16473684210526313,-0.1736842105263158,0.02881849302385895,-0.18578947368421053,-0.13999999999999996,0,0,5,-5.71635865792416,20260806,10000
banking77,0.75,fixed_k2,auroc,5,0.05682112068965521,0.05505955081669689,0.011267575424952263,0.04789938747731395,0.06603312159709633,5,0,0,5.0428879813685334,20260806,10000
banking77,0.75,fixed_k2,aupr_oos,5,0.11497865461797734,0.12784958760451737,0.030444787063722323,0.09042716389868415,0.1352054749820159,5,0,0,3.776628635218298,20260806,10000
banking77,0.75,random_partition,oos_f1,5,0.15274607373182375,0.14681745878723618,0.02511613227844314,0.1377848285818973,0.17444044515490167,5,0,0,6.08159218300199,20260806,10000
banking77,0.75,random_partition,f1_all,5,0.05237721006616709,0.05169535308799422,0.006617463604114146,0.04802095853960966,0.0580311987027947,5,0,0,7.914997829924388,20260806,10000
banking77,0.75,random_partition,known_recall,5,-0.04862068965517239,-0.04655172413793096,0.007920954989325841,-0.05517241379310347,-0.04293103448275857,0,0,5,-6.138235821399427,20260806,10000
banking77,0.75,random_partition,false_accept_rate,5,-0.2971052631578947,-0.2947368421052631,0.02210369668635127,-0.3155263157894736,-0.2821052631578947,0,0,5,-13.441428706418739,20260806,10000
banking77,0.75,random_partition,auroc,5,0.06887500000000002,0.06918897459165163,0.013172264742818867,0.05800102087114338,0.07777200544464616,5,0,0,5.228789532001219,20260806,10000
banking77,0.75,random_partition,aupr_oos,5,0.1445067323682871,0.16050706608543308,0.0283288437991044,0.1193312323817447,0.16398545102192155,5,0,0,5.10104589488596,20260806,10000
banking77,0.75,mogb_minilm,oos_f1,5,0.21018989377259484,0.20787427246962198,0.02776370948821111,0.1909396252324563,0.23362063613635278,5,0,0,7.570670405618696,20260806,10000
