dataset,kir,distance,intent,seed_count,mode_best_k,mode_agreement,all_seeds_multi_center,all_seeds_k1,mean_delta_oos_f1,mean_delta_known_recall
banking77,0.4,euclidean,visa_or_mastercard,3,1,1.0,False,True,0.0,0.0
banking77,0.4,euclidean,why_verify_identity,2,5,1.0,True,False,0.10795054188963185,-0.05
banking77,0.4,euclidean,wrong_amount_of_cash_received,2,2,0.5,True,False,0.15852526528606964,0.05
banking77,0.4,euclidean,wrong_exchange_rate_for_cash_withdrawal,4,5,1.0,True,False,0.10317433965382636,-0.0125
banking77,0.4,mahalanobis_diag,Refund_not_showing_up,3,5,1.0,True,False,0.06491459873102369,-0.06666666666666667
banking77,0.4,mahalanobis_diag,activate_my_card,2,4,0.5,False,False,0.00610884857460195,0.0
banking77,0.4,mahalanobis_diag,age_limit,1,2,1.0,True,False,0.0152207001522068,0.0249999999999999
banking77,0.4,mahalanobis_diag,apple_pay_or_google_pay,2,2,1.0,True,False,0.035854167072624246,0.0625
banking77,0.4,mahalanobis_diag,atm_support,4,2,0.5,False,False,0.019453861226013024,-0.0125
banking77,0.4,mahalanobis_diag,automatic_top_up,3,4,1.0,True,False,0.006912668093978633,-0.125
banking77,0.4,mahalanobis_diag,balance_not_updated_after_bank_transfer,2,2,0.5,True,False,0.0947898246495797,-0.14999999999999997
banking77,0.4,mahalanobis_diag,balance_not_updated_after_cheque_or_cash_deposit,2,2,1.0,True,False,0.042024764490517744,0.0499999999999999
banking77,0.4,mahalanobis_diag,beneficiary_not_allowed,2,5,1.0,True,False,0.1471358567656901,-0.024999999999999998
banking77,0.4,mahalanobis_diag,cancel_transfer,3,1,1.0,False,True,0.0,0.0
banking77,0.4,mahalanobis_diag,card_about_to_expire,1,1,1.0,False,True,0.0,0.0
banking77,0.4,mahalanobis_diag,card_acceptance,1,1,1.0,False,True,0.0,0.0
banking77,0.4,mahalanobis_diag,card_arrival,3,4,0.6666666666666666,True,False,0.14476172272604593,3.23815048849004e-17
banking77,0.4,mahalanobis_diag,card_delivery_estimate,2,4,0.5,True,False,0.10338355802273325,-0.0249999999999999
banking77,0.4,mahalanobis_diag,card_linking,2,5,0.5,True,False,0.09192551891191035,-0.0999999999999999
banking77,0.4,mahalanobis_diag,card_payment_fee_charged,3,1,1.0,False,True,0.0,0.0
banking77,0.4,mahalanobis_diag,card_payment_not_recognised,2,5,0.5,False,False,0.1174603174603175,-0.0875
banking77,0.4,mahalanobis_diag,card_payment_wrong_exchange_rate,1,3,1.0,True,False,0.062806107749928,-0.05
banking77,0.4,mahalanobis_diag,card_swallowed,1,1,1.0,False,True,0.0,0.0
banking77,0.4,mahalanobis_diag,cash_withdrawal_charge,2,1,1.0,False,True,0.0,0.0
banking77,0.4,mahalanobis_diag,cash_withdrawal_not_recognised,1,2,1.0,True,False,0.1111971104231165,0.025
banking77,0.4,mahalanobis_diag,change_pin,2,1,1.0,False,True,0.0,0.0
banking77,0.4,mahalanobis_diag,compromised_card,3,1,1.0,False,True,0.0,0.0
banking77,0.4,mahalanobis_diag,contactless_not_working,2,1,1.0,False,True,0.0,0.0
banking77,0.4,mahalanobis_diag,country_support,1,5,1.0,True,False,0.1571900539036689,0.05
banking77,0.4,mahalanobis_diag,declined_card_payment,2,5,0.5,True,False,0.08114169182280626,-0.0375
banking77,0.4,mahalanobis_diag,declined_cash_withdrawal,2,1,0.5,False,False,0.0325576191541732,-0.075
banking77,0.4,mahalanobis_diag,declined_transfer,3,2,0.6666666666666666,False,False,0.06714044398045436,0.0666666666666666
banking77,0.4,mahalanobis_diag,direct_debit_payment_not_recognised,3,1,1.0,False,True,0.0,0.0
banking77,0.4,mahalanobis_diag,disposable_card_limits,1,2,1.0,True,False,0.0622710622710621,0.0499999999999999
banking77,0.4,mahalanobis_diag,edit_personal_details,3,1,1.0,False,True,0.0,0.0
banking77,0.4,mahalanobis_diag,exchange_charge,2,1,1.0,False,True,0.0,0.0
banking77,0.4,mahalanobis_diag,exchange_rate,4,1,1.0,False,True,0.0,0.0
banking77,0.4,mahalanobis_diag,exchange_via_app,2,2,1.0,True,False,0.09708645784595149,0.0999999999999999
banking77,0.4,mahalanobis_diag,extra_charge_on_statement,2,5,1.0,True,False,0.04311320099989245,-0.0999999999999999
banking77,0.4,mahalanobis_diag,failed_transfer,1,3,1.0,True,False,0.0981029810298101,0.025
banking77,0.4,mahalanobis_diag,fiat_currency_support,2,3,1.0,True,False,0.07306338028169,-0.1499999999999999
banking77,0.4,mahalanobis_diag,get_disposable_virtual_card,1,2,1.0,True,False,0.0501986276634163,-0.025
banking77,0.4,mahalanobis_diag,get_physical_card,1,1,1.0,False,True,0.0,0.0
banking77,0.4,mahalanobis_diag,getting_spare_card,2,1,1.0,False,True,0.0,0.0
banking77,0.4,mahalanobis_diag,getting_virtual_card,2,1,1.0,False,True,0.0,0.0
banking77,0.4,mahalanobis_diag,lost_or_stolen_card,1,1,1.0,False,True,0.0,0.0
banking77,0.4,mahalanobis_diag,lost_or_stolen_phone,2,2,1.0,True,False,0.0087353583482233,0.05
banking77,0.4,mahalanobis_diag,order_physical_card,3,5,1.0,True,False,0.1323303918039749,-0.025000000000000005
banking77,0.4,mahalanobis_diag,passcode_forgotten,3,3,1.0,True,False,0.023771139560613264,0.041666666666666664
banking77,0.4,mahalanobis_diag,pending_card_payment,2,3,1.0,True,False,0.0641327523871326,0.0749999999999999
banking77,0.4,mahalanobis_diag,pending_cash_withdrawal,3,4,1.0,True,False,0.1293257762046011,0.0749999999999999
banking77,0.4,mahalanobis_diag,pending_transfer,3,1,1.0,False,True,0.0,0.0
banking77,0.4,mahalanobis_diag,pin_blocked,1,1,1.0,False,True,0.0,0.0
banking77,0.4,mahalanobis_diag,receiving_money,3,4,1.0,True,False,0.07902296000487213,-0.025000000000000005
banking77,0.4,mahalanobis_diag,reverted_card_payment?,3,3,0.6666666666666666,True,False,0.21549080607811247,0.01666666666666667
banking77,0.4,mahalanobis_diag,supported_cards_and_currencies,1,5,1.0,True,False,0.1261595547309832,-0.05
banking77,0.4,mahalanobis_diag,terminate_account,2,1,1.0,False,True,0.0,0.0
banking77,0.4,mahalanobis_diag,top_up_by_bank_transfer_charge,2,3,1.0,True,False,0.085204081632653,-0.025
banking77,0.4,mahalanobis_diag,top_up_by_card_charge,1,3,1.0,True,False,0.1218781218781217,-0.025
banking77,0.4,mahalanobis_diag,top_up_by_cash_or_cheque,2,1,1.0,False,True,0.0,0.0
banking77,0.4,mahalanobis_diag,top_up_failed,1,3,1.0,True,False,0.1445669291338582,0.0
banking77,0.4,mahalanobis_diag,top_up_limits,1,3,1.0,True,False,0.0074723846653671,-0.05
banking77,0.4,mahalanobis_diag,top_up_reverted,2,5,1.0,True,False,0.0358345700975617,-0.25
banking77,0.4,mahalanobis_diag,topping_up_by_card,2,4,1.0,True,False,0.1017754339705559,-0.2124999999999999
banking77,0.4,mahalanobis_diag,transaction_charged_twice,2,1,1.0,False,True,0.0,0.0
banking77,0.4,mahalanobis_diag,transfer_fee_charged,3,2,1.0,True,False,0.0705225518868275,0.0
banking77,0.4,mahalanobis_diag,transfer_into_account,3,1,0.6666666666666666,False,False,0.0018264840182648668,-0.008333333333333333
banking77,0.4,mahalanobis_diag,transfer_not_received_by_recipient,1,5,1.0,True,False,0.2142651158319714,-0.1499999999999999
banking77,0.4,mahalanobis_diag,transfer_timing,1,3,1.0,True,False,0.0885167464114834,-0.025
banking77,0.4,mahalanobis_diag,unable_to_verify_identity,3,5,0.6666666666666666,True,False,0.14594406999470277,0.05833333333333333
banking77,0.4,mahalanobis_diag,verify_my_identity,2,4,0.5,False,False,0.030368028900429,-0.03749999999999995
banking77,0.4,mahalanobis_diag,verify_source_of_funds,4,1,1.0,False,True,0.0,0.0
banking77,0.4,mahalanobis_diag,verify_top_up,2,1,1.0,False,True,0.0,0.0
banking77,0.4,mahalanobis_diag,virtual_card_not_working,1,1,1.0,False,True,0.0,0.0
banking77,0.4,mahalanobis_diag,visa_or_mastercard,3,1,1.0,False,True,0.0,0.0
banking77,0.4,mahalanobis_diag,why_verify_identity,2,4,0.5,True,False,0.1046105395395126,-0.0499999999999999
banking77,0.4,mahalanobis_diag,wrong_amount_of_cash_received,2,2,0.5,True,False,0.1409610713880377,0.02500000000000005
banking77,0.4,mahalanobis_diag,wrong_exchange_rate_for_cash_withdrawal,4,4,0.75,True,False,0.0668387848454197,-0.03125
banking77,0.5,euclidean,Refund_not_showing_up,4,5,1.0,True,False,0.09907086700753204,-5.0306980803327406e-17
banking77,0.5,euclidean,activate_my_card,2,1,1.0,False,True,0.0,0.0
banking77,0.5,euclidean,age_limit,1,3,1.0,True,False,0.014809329877823,0.025
banking77,0.5,euclidean,apple_pay_or_google_pay,2,2,1.0,True,False,0.0140350877192982,0.025
banking77,0.5,euclidean,atm_support,4,2,0.75,True,False,0.1354280127620062,0.09374999999999989
banking77,0.5,euclidean,automatic_top_up,3,5,1.0,True,False,0.18243559844194498,0.0
banking77,0.5,euclidean,balance_not_updated_after_bank_transfer,2,5,0.5,True,False,0.10184279598271664,-0.075
banking77,0.5,euclidean,balance_not_updated_after_cheque_or_cash_deposit,2,2,1.0,True,False,0.0104253641095746,-0.0125
banking77,0.5,euclidean,beneficiary_not_allowed,2,5,1.0,True,False,0.18099342324559664,0.07499999999999996
banking77,0.5,euclidean,cancel_transfer,3,4,1.0,True,False,0.04464456846496406,-0.041666666666666664
banking77,0.5,euclidean,card_about_to_expire,2,4,0.5,False,False,0.0032520325203252,-0.03749999999999995
banking77,0.5,euclidean,card_acceptance,1,5,1.0,True,False,0.0404040404040404,-0.25
banking77,0.5,euclidean,card_arrival,3,2,0.3333333333333333,True,False,0.20181663435832042,-0.058333333333333265
banking77,0.5,euclidean,card_delivery_estimate,4,4,0.75,True,False,0.18606915355082349,0.15625
banking77,0.5,euclidean,card_linking,2,5,0.5,True,False,0.21427358288137535,-0.04999999999999995
banking77,0.5,euclidean,card_not_working,1,5,1.0,True,False,0.1159119235562941,-0.1499999999999999
banking77,0.5,euclidean,card_payment_fee_charged,3,1,1.0,False,True,0.0,0.0
banking77,0.5,euclidean,card_payment_not_recognised,3,5,0.6666666666666666,True,False,0.08615151382948923,-0.10833333333333332
banking77,0.5,euclidean,card_payment_wrong_exchange_rate,4,1,1.0,False,True,0.0,0.0
banking77,0.5,euclidean,card_swallowed,2,1,1.0,False,True,0.0,0.0
banking77,0.5,euclidean,cash_withdrawal_charge,2,1,1.0,False,True,0.0,0.0
banking77,0.5,euclidean,cash_withdrawal_not_recognised,1,3,1.0,True,False,0.1086495204142262,0.0
banking77,0.5,euclidean,change_pin,3,2,1.0,True,False,0.01856050382366167,0.025000000000000005
banking77,0.5,euclidean,compromised_card,3,3,0.3333333333333333,False,False,0.005397889503887033,-0.058333333333333265
banking77,0.5,euclidean,contactless_not_working,2,1,1.0,False,True,0.0,0.0
banking77,0.5,euclidean,country_support,2,3,0.5,True,False,0.1937285885677596,0.1249999999999999
banking77,0.5,euclidean,declined_card_payment,2,5,0.5,True,False,0.1344660637617612,-0.012500000000000053
banking77,0.5,euclidean,declined_cash_withdrawal,2,3,1.0,True,False,0.0464883077560272,-0.0624999999999999
banking77,0.5,euclidean,declined_transfer,3,2,1.0,True,False,0.156945805576019,0.1249999999999999
banking77,0.5,euclidean,direct_debit_payment_not_recognised,3,1,1.0,False,True,0.0,0.0
banking77,0.5,euclidean,disposable_card_limits,2,2,0.5,True,False,0.07421757438412985,0.0499999999999999
banking77,0.5,euclidean,edit_personal_details,3,2,1.0,True,False,0.0140350877192982,0.025000000000000005
banking77,0.5,euclidean,exchange_charge,2,1,1.0,False,True,0.0,0.0
banking77,0.5,euclidean,exchange_rate,4,2,0.5,False,False,0.021435749148927402,0.0
banking77,0.5,euclidean,exchange_via_app,2,2,1.0,True,False,0.1607229167483116,0.07499999999999996
banking77,0.5,euclidean,extra_charge_on_statement,2,5,1.0,True,False,0.08315770987003855,0.025
banking77,0.5,euclidean,failed_transfer,1,5,1.0,True,False,0.287817938420348,0.0
banking77,0.5,euclidean,fiat_currency_support,4,4,1.0,True,False,0.1546444320053284,-0.0874999999999999
banking77,0.5,euclidean,get_disposable_virtual_card,3,2,0.6666666666666666,True,False,0.05512240872939317,0.008333333333333333
banking77,0.5,euclidean,get_physical_card,2,2,0.5,True,False,0.11164642375168685,-0.0125
banking77,0.5,euclidean,getting_spare_card,2,3,0.5,True,False,0.1280182105400788,0.0499999999999999
banking77,0.5,euclidean,getting_virtual_card,2,1,1.0,False,True,0.0,0.0
banking77,0.5,euclidean,lost_or_stolen_card,2,3,0.5,True,False,0.01699992745017415,-0.03749999999999995
banking77,0.5,euclidean,lost_or_stolen_phone,3,2,0.6666666666666666,False,False,0.005823572232148866,0.03333333333333333
banking77,0.5,euclidean,order_physical_card,3,4,0.6666666666666666,True,False,0.16954203435701312,-0.03333333333333333
banking77,0.5,euclidean,passcode_forgotten,3,3,1.0,True,False,0.0410256410256409,0.0749999999999999
banking77,0.5,euclidean,pending_card_payment,2,3,1.0,True,False,0.06498993963782695,0.06249999999999995
banking77,0.5,euclidean,pending_cash_withdrawal,4,5,1.0,True,False,0.2072174699136222,0.13749999999999996
banking77,0.5,euclidean,pending_transfer,4,1,0.75,False,False,0.00279658522225495,-0.0125
banking77,0.5,euclidean,pin_blocked,2,1,1.0,False,True,0.0,0.0
banking77,0.5,euclidean,receiving_money,3,2,1.0,True,False,0.14089797684734404,0.0416666666666666
banking77,0.5,euclidean,reverted_card_payment?,3,3,1.0,True,False,0.12656528219877106,0.024999999999999935
banking77,0.5,euclidean,supported_cards_and_currencies,1,5,1.0,True,False,0.1956224350205199,0.1999999999999999
banking77,0.5,euclidean,terminate_account,2,1,1.0,False,True,0.0,0.0
banking77,0.5,euclidean,top_up_by_bank_transfer_charge,2,5,0.5,True,False,0.1598739532072865,0.0
banking77,0.5,euclidean,top_up_by_card_charge,2,4,1.0,True,False,0.113471223209892,0.0125
banking77,0.5,euclidean,top_up_by_cash_or_cheque,2,1,1.0,False,True,0.0,0.0
banking77,0.5,euclidean,top_up_failed,1,3,1.0,True,False,0.1941150636802812,0.0
banking77,0.5,euclidean,top_up_limits,1,4,1.0,True,False,0.0089533806730471,-0.025
banking77,0.5,euclidean,top_up_reverted,2,4,1.0,True,False,0.0856120769919584,-0.175
banking77,0.5,euclidean,topping_up_by_card,4,4,1.0,True,False,0.340444299232866,0.17500000000000002
banking77,0.5,euclidean,transaction_charged_twice,2,2,1.0,True,False,0.0242986157376564,-0.0374999999999999
banking77,0.5,euclidean,transfer_fee_charged,4,2,0.75,True,False,0.049826194975313,0.0125
banking77,0.5,euclidean,transfer_into_account,3,5,1.0,True,False,0.09416634201206601,0.0
banking77,0.5,euclidean,transfer_not_received_by_recipient,1,1,1.0,False,True,0.0,0.0
banking77,0.5,euclidean,transfer_timing,2,3,1.0,True,False,0.09459758538799154,0.012499999999999949
banking77,0.5,euclidean,unable_to_verify_identity,3,5,0.6666666666666666,True,False,0.12477018614787228,0.1249999999999999
banking77,0.5,euclidean,verify_my_identity,4,4,0.5,False,False,0.03829787234042555,-0.02499999999999995
banking77,0.5,euclidean,verify_source_of_funds,4,1,1.0,False,True,0.0,0.0
banking77,0.5,euclidean,verify_top_up,2,1,1.0,False,True,0.0,0.0
banking77,0.5,euclidean,virtual_card_not_working,3,2,0.6666666666666666,True,False,0.07496505135229033,-0.008333333333333333
banking77,0.5,euclidean,visa_or_mastercard,4,1,1.0,False,True,0.0,0.0
banking77,0.5,euclidean,why_verify_identity,3,5,1.0,True,False,0.1214918116284201,-0.041666666666666664
banking77,0.5,euclidean,wrong_amount_of_cash_received,2,2,0.5,True,False,0.15852526528606964,0.05
banking77,0.5,euclidean,wrong_exchange_rate_for_cash_withdrawal,5,4,0.4,False,False,0.038339084332101384,0.015000000000000003
banking77,0.5,mahalanobis_diag,Refund_not_showing_up,4,5,1.0,True,False,0.06364837524257799,-0.0625
banking77,0.5,mahalanobis_diag,activate_my_card,2,4,0.5,False,False,0.00610884857460195,0.0
banking77,0.5,mahalanobis_diag,age_limit,1,2,1.0,True,False,0.0152207001522068,0.0249999999999999
banking77,0.5,mahalanobis_diag,apple_pay_or_google_pay,2,2,1.0,True,False,0.035854167072624246,0.0625
banking77,0.5,mahalanobis_diag,atm_support,4,2,0.5,False,False,0.00552006552006545,-0.00625
banking77,0.5,mahalanobis_diag,automatic_top_up,3,4,1.0,True,False,0.006912668093978633,-0.125
banking77,0.5,mahalanobis_diag,balance_not_updated_after_bank_transfer,2,2,1.0,True,False,0.1341253640772486,-0.11249999999999995
banking77,0.5,mahalanobis_diag,balance_not_updated_after_cheque_or_cash_deposit,2,2,1.0,True,False,0.042024764490517744,0.0499999999999999
banking77,0.5,mahalanobis_diag,beneficiary_not_allowed,2,5,1.0,True,False,0.1471358567656901,-0.024999999999999998
banking77,0.5,mahalanobis_diag,cancel_transfer,3,1,1.0,False,True,0.0,0.0
banking77,0.5,mahalanobis_diag,card_about_to_expire,2,1,0.5,False,False,0.0072072072072072,0.0125
banking77,0.5,mahalanobis_diag,card_acceptance,1,1,1.0,False,True,0.0,0.0
banking77,0.5,mahalanobis_diag,card_arrival,3,4,0.6666666666666666,True,False,0.16021938196459803,0.06666666666666671
banking77,0.5,mahalanobis_diag,card_delivery_estimate,4,4,0.75,True,False,0.10447793719679888,-0.0374999999999999
banking77,0.5,mahalanobis_diag,card_linking,2,5,0.5,True,False,0.07179436137035165,-0.0999999999999999
banking77,0.5,mahalanobis_diag,card_not_working,1,5,1.0,True,False,0.1125541125541124,-0.175
banking77,0.5,mahalanobis_diag,card_payment_fee_charged,3,1,1.0,False,True,0.0,0.0
banking77,0.5,mahalanobis_diag,card_payment_not_recognised,3,5,0.6666666666666666,False,False,0.12243097634924079,-0.10833333333333332
banking77,0.5,mahalanobis_diag,card_payment_wrong_exchange_rate,4,1,1.0,False,True,0.0,0.0
banking77,0.5,mahalanobis_diag,card_swallowed,2,1,1.0,False,True,0.0,0.0
banking77,0.5,mahalanobis_diag,cash_withdrawal_charge,2,1,1.0,False,True,0.0,0.0
banking77,0.5,mahalanobis_diag,cash_withdrawal_not_recognised,1,2,1.0,True,False,0.0841750841750841,0.025
banking77,0.5,mahalanobis_diag,change_pin,3,1,1.0,False,True,0.0,0.0
banking77,0.5,mahalanobis_diag,compromised_card,3,1,1.0,False,True,0.0,0.0
banking77,0.5,mahalanobis_diag,contactless_not_working,2,1,1.0,False,True,0.0,0.0
banking77,0.5,mahalanobis_diag,country_support,2,5,1.0,True,False,0.1740382746734583,0.05
banking77,0.5,mahalanobis_diag,declined_card_payment,2,2,0.5,True,False,0.08242485646740955,-0.04999999999999995
banking77,0.5,mahalanobis_diag,declined_cash_withdrawal,2,1,0.5,False,False,0.0325576191541732,-0.075
banking77,0.5,mahalanobis_diag,declined_transfer,3,2,0.6666666666666666,False,False,0.06714044398045436,0.0666666666666666
banking77,0.5,mahalanobis_diag,direct_debit_payment_not_recognised,3,1,1.0,False,True,0.0,0.0
banking77,0.5,mahalanobis_diag,disposable_card_limits,2,2,1.0,True,False,0.06918674023937164,0.0499999999999999
banking77,0.5,mahalanobis_diag,edit_personal_details,3,1,1.0,False,True,0.0,0.0
banking77,0.5,mahalanobis_diag,exchange_charge,2,1,1.0,False,True,0.0,0.0
banking77,0.5,mahalanobis_diag,exchange_rate,4,1,1.0,False,True,0.0,0.0
banking77,0.5,mahalanobis_diag,exchange_via_app,2,2,1.0,True,False,0.08456846199866824,0.0999999999999999
banking77,0.5,mahalanobis_diag,extra_charge_on_statement,2,5,0.5,True,False,0.025871459694989,-0.07499999999999996
banking77,0.5,mahalanobis_diag,failed_transfer,1,3,1.0,True,False,0.0981029810298101,0.025
banking77,0.5,mahalanobis_diag,fiat_currency_support,4,3,1.0,True,False,0.07431334548794731,-0.1374999999999999
banking77,0.5,mahalanobis_diag,get_disposable_virtual_card,3,2,1.0,True,False,0.03825154886702247,0.0
banking77,0.5,mahalanobis_diag,get_physical_card,2,1,0.5,False,False,0.05416168857029065,0.0
banking77,0.5,mahalanobis_diag,getting_spare_card,2,1,1.0,False,True,0.0,0.0
banking77,0.5,mahalanobis_diag,getting_virtual_card,2,1,1.0,False,True,0.0,0.0
banking77,0.5,mahalanobis_diag,lost_or_stolen_card,2,4,0.5,False,False,0.03455882352941175,-0.02499999999999995
banking77,0.5,mahalanobis_diag,lost_or_stolen_phone,3,2,1.0,True,False,0.0087353583482233,0.05000000000000001
banking77,0.5,mahalanobis_diag,order_physical_card,3,5,0.6666666666666666,True,False,0.1160766691672735,-0.025000000000000005
banking77,0.5,mahalanobis_diag,passcode_forgotten,3,3,1.0,True,False,0.023771139560613264,0.041666666666666664
banking77,0.5,mahalanobis_diag,pending_card_payment,2,3,1.0,True,False,0.07308415903674889,0.0874999999999999
banking77,0.5,mahalanobis_diag,pending_cash_withdrawal,4,4,0.75,True,False,0.09995745770217775,0.056249999999999925
banking77,0.5,mahalanobis_diag,pending_transfer,4,1,1.0,False,True,0.0,0.0
banking77,0.5,mahalanobis_diag,pin_blocked,2,1,1.0,False,True,0.0,0.0
banking77,0.5,mahalanobis_diag,receiving_money,3,4,1.0,True,False,0.06616608725009807,-0.025000000000000005
banking77,0.5,mahalanobis_diag,reverted_card_payment?,3,3,0.6666666666666666,True,False,0.21893180951911587,0.01666666666666667
banking77,0.5,mahalanobis_diag,supported_cards_and_currencies,1,5,1.0,True,False,0.1409229068803535,0.0
banking77,0.5,mahalanobis_diag,terminate_account,2,1,1.0,False,True,0.0,0.0
banking77,0.5,mahalanobis_diag,top_up_by_bank_transfer_charge,2,3,1.0,True,False,0.08546343254157081,-0.025
banking77,0.5,mahalanobis_diag,top_up_by_card_charge,2,3,1.0,True,False,0.08865970630676505,-0.025
banking77,0.5,mahalanobis_diag,top_up_by_cash_or_cheque,2,1,1.0,False,True,0.0,0.0
banking77,0.5,mahalanobis_diag,top_up_failed,1,3,1.0,True,False,0.0973863229502327,0.0
banking77,0.5,mahalanobis_diag,top_up_limits,1,3,1.0,True,False,0.0349766822118586,0.0
banking77,0.5,mahalanobis_diag,top_up_reverted,2,5,0.5,False,False,0.0223033252230333,-0.125
banking77,0.5,mahalanobis_diag,topping_up_by_card,4,4,1.0,True,False,0.08700877651211225,-0.17499999999999993
banking77,0.5,mahalanobis_diag,transaction_charged_twice,2,1,1.0,False,True,0.0,0.0
banking77,0.5,mahalanobis_diag,transfer_fee_charged,4,2,1.0,True,False,0.06289816782381352,0.0
banking77,0.5,mahalanobis_diag,transfer_into_account,3,1,0.6666666666666666,False,False,0.0022093344380005667,-0.008333333333333333
banking77,0.5,mahalanobis_diag,transfer_not_received_by_recipient,1,5,1.0,True,False,0.2274312282061216,-0.1499999999999999
banking77,0.5,mahalanobis_diag,transfer_timing,2,3,1.0,True,False,0.1137538626811844,0.0125
banking77,0.5,mahalanobis_diag,unable_to_verify_identity,3,5,0.6666666666666666,True,False,0.13861556828417876,0.075
banking77,0.5,mahalanobis_diag,verify_my_identity,4,4,0.5,False,False,0.02025316455696195,-0.025
banking77,0.5,mahalanobis_diag,verify_source_of_funds,4,1,1.0,False,True,0.0,0.0
banking77,0.5,mahalanobis_diag,verify_top_up,2,1,1.0,False,True,0.0,0.0
banking77,0.5,mahalanobis_diag,virtual_card_not_working,3,1,0.6666666666666666,False,False,0.0075213675213675335,-0.024999999999999967
banking77,0.5,mahalanobis_diag,visa_or_mastercard,4,1,1.0,False,True,0.0,0.0
banking77,0.5,mahalanobis_diag,why_verify_identity,3,3,0.6666666666666666,True,False,0.10666364661629534,-0.05833333333333324
banking77,0.5,mahalanobis_diag,wrong_amount_of_cash_received,2,2,0.5,True,False,0.1409610713880377,0.02500000000000005
banking77,0.5,mahalanobis_diag,wrong_exchange_rate_for_cash_withdrawal,5,1,0.6,False,False,0.02315950935423376,0.004999999999999979
banking77,0.6,euclidean,Refund_not_showing_up,5,5,0.8,True,False,0.09095260003877415,-4.0245584642661923e-17
banking77,0.6,euclidean,activate_my_card,2,1,1.0,False,True,0.0,0.0
banking77,0.6,euclidean,age_limit,1,3,1.0,True,False,0.014809329877823,0.025
banking77,0.6,euclidean,apple_pay_or_google_pay,4,2,1.0,True,False,0.0140350877192982,0.025
banking77,0.6,euclidean,atm_support,4,2,0.75,True,False,0.13315061046991095,0.09374999999999989
banking77,0.6,euclidean,automatic_top_up,4,5,0.75,True,False,0.12136513536922709,0.024999999999999974
banking77,0.6,euclidean,balance_not_updated_after_bank_transfer,4,2,0.5,False,False,0.05997021954017988,-0.04375
banking77,0.6,euclidean,balance_not_updated_after_cheque_or_cash_deposit,4,1,0.75,False,False,0.002904989747095,0.0
banking77,0.6,euclidean,beneficiary_not_allowed,3,5,0.6666666666666666,True,False,0.17874042877051163,0.12499999999999993
banking77,0.6,euclidean,cancel_transfer,3,4,1.0,True,False,0.049377078753029935,-0.03333333333333333
banking77,0.6,euclidean,card_about_to_expire,4,4,0.5,False,False,0.0039002202887526,-0.03124999999999995
banking77,0.6,euclidean,card_acceptance,2,5,0.5,True,False,0.03747046604189455,-0.2
banking77,0.6,euclidean,card_arrival,3,2,0.3333333333333333,True,False,0.2005403748017046,-0.058333333333333265
banking77,0.6,euclidean,card_delivery_estimate,4,4,0.75,True,False,0.1905275035538778,0.15625
banking77,0.6,euclidean,card_linking,2,3,0.5,True,False,0.17849900027107846,0.075
banking77,0.6,euclidean,card_not_working,2,5,1.0,True,False,0.1143538515618604,-0.125
banking77,0.6,euclidean,card_payment_fee_charged,3,1,1.0,False,True,0.0,0.0
banking77,0.6,euclidean,card_payment_not_recognised,4,5,0.5,True,False,0.08576345314708085,-0.0875
banking77,0.6,euclidean,card_payment_wrong_exchange_rate,4,1,1.0,False,True,0.0,0.0
banking77,0.6,euclidean,card_swallowed,2,1,1.0,False,True,0.0,0.0
banking77,0.6,euclidean,cash_withdrawal_charge,2,1,1.0,False,True,0.0,0.0
banking77,0.6,euclidean,cash_withdrawal_not_recognised,1,3,1.0,True,False,0.091657715717866,0.0
banking77,0.6,euclidean,change_pin,3,2,1.0,True,False,0.0224561403508771,0.025000000000000005
banking77,0.6,euclidean,compromised_card,3,1,0.6666666666666666,False,False,0.005230258961602267,-0.024999999999999967
banking77,0.6,euclidean,contactless_not_working,2,1,1.0,False,True,0.0,0.0
banking77,0.6,euclidean,country_support,2,3,0.5,True,False,0.16956192190109298,0.1249999999999999
banking77,0.6,euclidean,declined_card_payment,2,5,0.5,True,False,0.1344660637617612,-0.012500000000000053
banking77,0.6,euclidean,declined_cash_withdrawal,2,3,1.0,True,False,0.037089423228037204,-0.0624999999999999
banking77,0.6,euclidean,declined_transfer,3,2,0.6666666666666666,True,False,0.14127992985590507,0.10833333333333323
banking77,0.6,euclidean,direct_debit_payment_not_recognised,3,1,1.0,False,True,0.0,0.0
banking77,0.6,euclidean,disposable_card_limits,3,2,1.0,True,False,0.0761024182076812,0.0499999999999999
banking77,0.6,euclidean,edit_personal_details,4,2,1.0,True,False,0.0140350877192982,0.025
banking77,0.6,euclidean,exchange_charge,2,1,1.0,False,True,0.0,0.0
banking77,0.6,euclidean,exchange_rate,4,2,0.5,False,False,0.021435749148927402,0.0
banking77,0.6,euclidean,exchange_via_app,2,2,1.0,True,False,0.1607229167483116,0.07499999999999996
banking77,0.6,euclidean,extra_charge_on_statement,2,5,1.0,True,False,0.0784957052080339,0.025
banking77,0.6,euclidean,failed_transfer,2,5,0.5,True,False,0.18252606717102984,0.0125
banking77,0.6,euclidean,fiat_currency_support,4,4,1.0,True,False,0.1546444320053284,-0.0874999999999999
banking77,0.6,euclidean,get_disposable_virtual_card,4,3,0.5,True,False,0.07674973738932837,0.025
