dataset,kir,method,n_seeds,oos_f1_mean,oos_f1_std,f1_all_mean,f1_all_std,f1_k_mean,f1_k_std,accuracy_mean,accuracy_std,known_recall_mean,known_recall_std,false_accept_rate_mean,false_accept_rate_std,false_reject_rate_mean,false_reject_rate_std
banking77,0.25,ADB,3,0.8382530288550956,0.024568322407703326,0.6922740931054786,0.01744725196105265,0.9181119392321307,0.0038915426523771644,0.7786796536796537,0.02850185843255106,0.8798245614035087,0.013695171049119327,0.24956896551724136,0.03657702848892548,0.12017543859649123,0.013695171049119294
banking77,0.5,ADB,3,0.7430012197773129,0.014985312495494948,0.7818126636536253,0.016650918706745323,0.9014826290833567,0.011886655775891116,0.7524891774891774,0.01221889750016908,0.8925438596491228,0.006112877133669491,0.34679487179487184,0.02373526741227387,0.1074561403508772,0.006112877133669459
banking77,0.75,ADB,3,0.6564258317569133,0.030600447090085674,0.8582490983970019,0.0035747051815200504,0.9077410569529444,0.005741960574860027,0.8076839826839827,0.007505081579041511,0.9033045977011495,0.002869969016585967,0.3666666666666667,0.04149085716239392,0.09669540229885058,0.002869969016585943
clinc150,0.25,ADB,3,0.915275255116751,0.010806411543770284,0.7687845632733564,0.01375102446254192,0.9448387612679544,0.006880801383510414,0.8712280701754386,0.01501922436899963,0.9084795321637427,0.009461222039393789,0.13676900584795323,0.01993725409250101,0.09152046783625732,0.009461222039393823
clinc150,0.5,ADB,3,0.9001244879143854,0.0045201759636656035,0.8600340038250106,0.0044323587777213794,0.9374196687529759,0.007884650264057486,0.8790643274853801,0.0034438437109557117,0.9063703703703704,0.007225924976745026,0.13159420289855073,0.011766830800106915,0.09362962962962962,0.007225924976745012
clinc150,0.75,ADB,3,0.8509218624377142,0.011586213926923935,0.8853548216784374,0.004597907080690897,0.9344542497871448,0.0054614502421719245,0.8693567251461989,0.0069077671017634045,0.9164682539682539,0.0006195434522220612,0.1705128205128205,0.020153548927438626,0.08353174603174603,0.0006195434522220689
stackoverflow,0.25,ADB,3,0.9335578244824326,0.0032087404771904957,0.8320549830227462,0.012567941748147406,0.9049484981225112,0.010584994534455591,0.9002222222222223,0.0051541065971528865,0.8364444444444444,0.01714426801954303,0.0768888888888889,0.001735611039090365,0.16355555555555554,0.017144268019543035
stackoverflow,0.5,ADB,3,0.87364018250007,0.016085425329068034,0.8565977087597924,0.01590368014292444,0.88706650202472,0.009515988335788724,0.8636666666666667,0.017186073173098913,0.8077777777777778,0.014353990282741463,0.07522222222222223,0.01965630612221865,0.1922222222222222,0.014353990282741477
stackoverflow,0.75,ADB,3,0.73080740845574,0.007416004864817222,0.8584613770230102,0.004606747025356841,0.8791087642986329,0.00808883156971587,0.824388888888889,0.002262823539379566,0.8022222222222223,0.005047918529600274,0.08244444444444445,0.02071320924041074,0.1977777777777778,0.005047918529600244
