dataset,kir,seed,method,method_label,intent,known_count,known_false_reject,known_false_reject_rate,oos_false_accept,oos_false_accept_rate
clinc150,0.5,123,fixed_k2,Frozen K=2,play_music,30,11,0.36666666666666664,20,0.005797101449275362
clinc150,0.5,123,fixed_k2,Frozen K=2,plug_type,30,5,0.16666666666666666,0,0.0
clinc150,0.5,123,fixed_k2,Frozen K=2,pto_balance,30,7,0.23333333333333334,0,0.0
clinc150,0.5,123,fixed_k2,Frozen K=2,pto_request,30,6,0.2,0,0.0
clinc150,0.5,123,fixed_k2,Frozen K=2,pto_request_status,30,8,0.26666666666666666,0,0.0
clinc150,0.5,123,fixed_k2,Frozen K=2,pto_used,30,1,0.03333333333333333,0,0.0
clinc150,0.5,123,fixed_k2,Frozen K=2,redeem_rewards,30,10,0.3333333333333333,0,0.0
clinc150,0.5,123,fixed_k2,Frozen K=2,reminder_update,30,4,0.13333333333333333,18,0.0052173913043478265
clinc150,0.5,123,fixed_k2,Frozen K=2,restaurant_reservation,30,9,0.3,6,0.0017391304347826088
clinc150,0.5,123,fixed_k2,Frozen K=2,restaurant_suggestion,30,13,0.43333333333333335,2,0.0005797101449275362
clinc150,0.5,123,fixed_k2,Frozen K=2,rewards_balance,30,5,0.16666666666666666,0,0.0
clinc150,0.5,123,fixed_k2,Frozen K=2,share_location,30,5,0.16666666666666666,0,0.0
clinc150,0.5,123,fixed_k2,Frozen K=2,shopping_list_update,30,10,0.3333333333333333,24,0.006956521739130435
clinc150,0.5,123,fixed_k2,Frozen K=2,spelling,30,13,0.43333333333333335,4,0.0011594202898550724
clinc150,0.5,123,fixed_k2,Frozen K=2,spending_history,30,5,0.16666666666666666,5,0.0014492753623188406
clinc150,0.5,123,fixed_k2,Frozen K=2,sync_device,30,8,0.26666666666666666,0,0.0
clinc150,0.5,123,fixed_k2,Frozen K=2,taxes,30,4,0.13333333333333333,0,0.0
clinc150,0.5,123,fixed_k2,Frozen K=2,tell_joke,30,11,0.36666666666666664,0,0.0
clinc150,0.5,123,fixed_k2,Frozen K=2,text,30,11,0.36666666666666664,0,0.0
clinc150,0.5,123,fixed_k2,Frozen K=2,time,30,5,0.16666666666666666,22,0.006376811594202898
clinc150,0.5,123,fixed_k2,Frozen K=2,timer,30,7,0.23333333333333334,0,0.0
clinc150,0.5,123,fixed_k2,Frozen K=2,tire_change,30,8,0.26666666666666666,0,0.0
clinc150,0.5,123,fixed_k2,Frozen K=2,todo_list_update,30,5,0.16666666666666666,19,0.0055072463768115944
clinc150,0.5,123,fixed_k2,Frozen K=2,transactions,30,5,0.16666666666666666,2,0.0005797101449275362
clinc150,0.5,123,fixed_k2,Frozen K=2,transfer,30,7,0.23333333333333334,0,0.0
clinc150,0.5,123,fixed_k2,Frozen K=2,translate,30,11,0.36666666666666664,17,0.004927536231884058
clinc150,0.5,123,fixed_k2,Frozen K=2,travel_alert,30,10,0.3333333333333333,0,0.0
clinc150,0.5,123,fixed_k2,Frozen K=2,travel_notification,30,11,0.36666666666666664,0,0.0
clinc150,0.5,123,fixed_k2,Frozen K=2,uber,30,4,0.13333333333333333,1,0.0002898550724637681
clinc150,0.5,123,fixed_k2,Frozen K=2,update_playlist,30,7,0.23333333333333334,0,0.0
clinc150,0.5,123,fixed_k2,Frozen K=2,vaccines,30,16,0.5333333333333333,0,0.0
clinc150,0.5,123,fixed_k2,Frozen K=2,what_are_your_hobbies,30,10,0.3333333333333333,1,0.0002898550724637681
clinc150,0.5,123,fixed_k2,Frozen K=2,what_can_i_ask_you,30,10,0.3333333333333333,0,0.0
clinc150,0.5,123,fixed_k2,Frozen K=2,what_is_your_name,30,5,0.16666666666666666,22,0.006376811594202898
clinc150,0.5,123,fixed_k2,Frozen K=2,where_are_you_from,30,7,0.23333333333333334,0,0.0
clinc150,0.5,123,fixed_k2,Frozen K=2,yes,30,11,0.36666666666666664,13,0.0037681159420289855
clinc150,0.5,123,random_partition,Random K=2,accept_reservations,30,5,0.16666666666666666,6,0.0017391304347826088
clinc150,0.5,123,random_partition,Random K=2,apr,30,7,0.23333333333333334,0,0.0
clinc150,0.5,123,random_partition,Random K=2,are_you_a_bot,30,9,0.3,0,0.0
clinc150,0.5,123,random_partition,Random K=2,bill_due,30,3,0.1,8,0.002318840579710145
clinc150,0.5,123,random_partition,Random K=2,book_flight,30,6,0.2,0,0.0
clinc150,0.5,123,random_partition,Random K=2,calculator,30,3,0.1,6,0.0017391304347826088
clinc150,0.5,123,random_partition,Random K=2,calendar,30,6,0.2,1,0.0002898550724637681
clinc150,0.5,123,random_partition,Random K=2,calendar_update,30,3,0.1,2,0.0005797101449275362
clinc150,0.5,123,random_partition,Random K=2,cancel_reservation,30,1,0.03333333333333333,1,0.0002898550724637681
clinc150,0.5,123,random_partition,Random K=2,carry_on,30,7,0.23333333333333334,0,0.0
clinc150,0.5,123,random_partition,Random K=2,change_accent,30,7,0.23333333333333334,0,0.0
clinc150,0.5,123,random_partition,Random K=2,change_ai_name,30,6,0.2,2,0.0005797101449275362
clinc150,0.5,123,random_partition,Random K=2,change_speed,30,3,0.1,1,0.0002898550724637681
clinc150,0.5,123,random_partition,Random K=2,change_user_name,30,8,0.26666666666666666,4,0.0011594202898550724
clinc150,0.5,123,random_partition,Random K=2,credit_limit,30,11,0.36666666666666664,1,0.0002898550724637681
clinc150,0.5,123,random_partition,Random K=2,credit_limit_change,30,4,0.13333333333333333,0,0.0
clinc150,0.5,123,random_partition,Random K=2,current_location,30,7,0.23333333333333334,1,0.0002898550724637681
clinc150,0.5,123,random_partition,Random K=2,date,30,2,0.06666666666666667,0,0.0
clinc150,0.5,123,random_partition,Random K=2,direct_deposit,30,5,0.16666666666666666,0,0.0
clinc150,0.5,123,random_partition,Random K=2,directions,30,11,0.36666666666666664,9,0.0026086956521739132
clinc150,0.5,123,random_partition,Random K=2,distance,30,7,0.23333333333333334,11,0.003188405797101449
clinc150,0.5,123,random_partition,Random K=2,do_you_have_pets,30,3,0.1,0,0.0
clinc150,0.5,123,random_partition,Random K=2,find_phone,30,3,0.1,0,0.0
clinc150,0.5,123,random_partition,Random K=2,flight_status,30,9,0.3,0,0.0
clinc150,0.5,123,random_partition,Random K=2,food_last,30,8,0.26666666666666666,0,0.0
clinc150,0.5,123,random_partition,Random K=2,freeze_account,30,3,0.1,9,0.0026086956521739132
clinc150,0.5,123,random_partition,Random K=2,fun_fact,30,5,0.16666666666666666,2,0.0005797101449275362
clinc150,0.5,123,random_partition,Random K=2,how_busy,30,9,0.3,7,0.002028985507246377
clinc150,0.5,123,random_partition,Random K=2,improve_credit_score,30,6,0.2,12,0.0034782608695652175
clinc150,0.5,123,random_partition,Random K=2,interest_rate,30,10,0.3333333333333333,0,0.0
clinc150,0.5,123,random_partition,Random K=2,international_fees,30,9,0.3,0,0.0
clinc150,0.5,123,random_partition,Random K=2,jump_start,30,4,0.13333333333333333,0,0.0
clinc150,0.5,123,random_partition,Random K=2,last_maintenance,30,4,0.13333333333333333,0,0.0
clinc150,0.5,123,random_partition,Random K=2,make_call,30,7,0.23333333333333334,4,0.0011594202898550724
clinc150,0.5,123,random_partition,Random K=2,mpg,30,2,0.06666666666666667,1,0.0002898550724637681
clinc150,0.5,123,random_partition,Random K=2,next_holiday,30,3,0.1,2,0.0005797101449275362
clinc150,0.5,123,random_partition,Random K=2,oil_change_when,30,8,0.26666666666666666,1,0.0002898550724637681
clinc150,0.5,123,random_partition,Random K=2,order_checks,30,3,0.1,0,0.0
clinc150,0.5,123,random_partition,Random K=2,order_status,30,10,0.3333333333333333,1,0.0002898550724637681
clinc150,0.5,123,random_partition,Random K=2,play_music,30,10,0.3333333333333333,25,0.007246376811594203
clinc150,0.5,123,random_partition,Random K=2,plug_type,30,5,0.16666666666666666,0,0.0
clinc150,0.5,123,random_partition,Random K=2,pto_balance,30,1,0.03333333333333333,0,0.0
clinc150,0.5,123,random_partition,Random K=2,pto_request,30,9,0.3,0,0.0
clinc150,0.5,123,random_partition,Random K=2,pto_request_status,30,6,0.2,0,0.0
clinc150,0.5,123,random_partition,Random K=2,pto_used,30,8,0.26666666666666666,0,0.0
clinc150,0.5,123,random_partition,Random K=2,redeem_rewards,30,3,0.1,0,0.0
clinc150,0.5,123,random_partition,Random K=2,reminder_update,30,3,0.1,25,0.007246376811594203
clinc150,0.5,123,random_partition,Random K=2,restaurant_reservation,30,8,0.26666666666666666,3,0.0008695652173913044
clinc150,0.5,123,random_partition,Random K=2,restaurant_suggestion,30,11,0.36666666666666664,1,0.0002898550724637681
clinc150,0.5,123,random_partition,Random K=2,rewards_balance,30,6,0.2,0,0.0
clinc150,0.5,123,random_partition,Random K=2,share_location,30,5,0.16666666666666666,0,0.0
clinc150,0.5,123,random_partition,Random K=2,shopping_list_update,30,8,0.26666666666666666,32,0.00927536231884058
clinc150,0.5,123,random_partition,Random K=2,spelling,30,2,0.06666666666666667,3,0.0008695652173913044
clinc150,0.5,123,random_partition,Random K=2,spending_history,30,4,0.13333333333333333,5,0.0014492753623188406
clinc150,0.5,123,random_partition,Random K=2,sync_device,30,4,0.13333333333333333,0,0.0
clinc150,0.5,123,random_partition,Random K=2,taxes,30,3,0.1,0,0.0
clinc150,0.5,123,random_partition,Random K=2,tell_joke,30,8,0.26666666666666666,0,0.0
clinc150,0.5,123,random_partition,Random K=2,text,30,8,0.26666666666666666,2,0.0005797101449275362
clinc150,0.5,123,random_partition,Random K=2,time,30,5,0.16666666666666666,13,0.0037681159420289855
clinc150,0.5,123,random_partition,Random K=2,timer,30,2,0.06666666666666667,0,0.0
clinc150,0.5,123,random_partition,Random K=2,tire_change,30,3,0.1,0,0.0
clinc150,0.5,123,random_partition,Random K=2,todo_list_update,30,3,0.1,24,0.006956521739130435
clinc150,0.5,123,random_partition,Random K=2,transactions,30,7,0.23333333333333334,1,0.0002898550724637681
clinc150,0.5,123,random_partition,Random K=2,transfer,30,5,0.16666666666666666,0,0.0
clinc150,0.5,123,random_partition,Random K=2,translate,30,12,0.4,19,0.0055072463768115944
clinc150,0.5,123,random_partition,Random K=2,travel_alert,30,15,0.5,0,0.0
clinc150,0.5,123,random_partition,Random K=2,travel_notification,30,3,0.1,0,0.0
clinc150,0.5,123,random_partition,Random K=2,uber,30,6,0.2,1,0.0002898550724637681
clinc150,0.5,123,random_partition,Random K=2,update_playlist,30,6,0.2,0,0.0
clinc150,0.5,123,random_partition,Random K=2,vaccines,30,12,0.4,0,0.0
clinc150,0.5,123,random_partition,Random K=2,what_are_your_hobbies,30,10,0.3333333333333333,0,0.0
clinc150,0.5,123,random_partition,Random K=2,what_can_i_ask_you,30,6,0.2,1,0.0002898550724637681
clinc150,0.5,123,random_partition,Random K=2,what_is_your_name,30,4,0.13333333333333333,23,0.006666666666666667
clinc150,0.5,123,random_partition,Random K=2,where_are_you_from,30,6,0.2,0,0.0
clinc150,0.5,123,random_partition,Random K=2,yes,30,11,0.36666666666666664,22,0.006376811594202898
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,accept_reservations,30,16,0.5333333333333333,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,apr,30,19,0.6333333333333333,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,are_you_a_bot,30,24,0.8,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,bill_due,30,21,0.7,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,book_flight,30,27,0.9,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,calculator,30,26,0.8666666666666667,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,calendar,30,26,0.8666666666666667,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,calendar_update,30,28,0.9333333333333333,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,cancel_reservation,30,19,0.6333333333333333,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,carry_on,30,17,0.5666666666666667,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,change_accent,30,19,0.6333333333333333,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,change_ai_name,30,30,1.0,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,change_speed,30,16,0.5333333333333333,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,change_user_name,30,28,0.9333333333333333,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,credit_limit,30,27,0.9,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,credit_limit_change,30,12,0.4,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,current_location,30,17,0.5666666666666667,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,date,30,19,0.6333333333333333,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,direct_deposit,30,17,0.5666666666666667,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,directions,30,30,1.0,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,distance,30,28,0.9333333333333333,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,do_you_have_pets,30,10,0.3333333333333333,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,find_phone,30,18,0.6,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,flight_status,30,27,0.9,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,food_last,30,19,0.6333333333333333,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,freeze_account,30,15,0.5,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,fun_fact,30,21,0.7,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,how_busy,30,24,0.8,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,improve_credit_score,30,12,0.4,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,interest_rate,30,18,0.6,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,international_fees,30,21,0.7,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,jump_start,30,16,0.5333333333333333,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,last_maintenance,30,11,0.36666666666666664,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,make_call,30,19,0.6333333333333333,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,mpg,30,11,0.36666666666666664,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,next_holiday,30,20,0.6666666666666666,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,oil_change_when,30,18,0.6,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,order_checks,30,18,0.6,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,order_status,30,25,0.8333333333333334,1,0.0002898550724637681
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,play_music,30,26,0.8666666666666667,2,0.0005797101449275362
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,plug_type,30,14,0.4666666666666667,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,pto_balance,30,28,0.9333333333333333,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,pto_request,30,21,0.7,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,pto_request_status,30,14,0.4666666666666667,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,pto_used,30,21,0.7,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,redeem_rewards,30,28,0.9333333333333333,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,reminder_update,30,29,0.9666666666666667,8,0.002318840579710145
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,restaurant_reservation,30,28,0.9333333333333333,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,restaurant_suggestion,30,25,0.8333333333333334,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,rewards_balance,30,24,0.8,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,share_location,30,16,0.5333333333333333,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,shopping_list_update,30,21,0.7,3,0.0008695652173913044
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,spelling,30,23,0.7666666666666667,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,spending_history,30,20,0.6666666666666666,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,sync_device,30,22,0.7333333333333333,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,taxes,30,14,0.4666666666666667,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,tell_joke,30,19,0.6333333333333333,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,text,30,27,0.9,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,time,30,23,0.7666666666666667,2,0.0005797101449275362
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,timer,30,12,0.4,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,tire_change,30,14,0.4666666666666667,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,todo_list_update,30,22,0.7333333333333333,2,0.0005797101449275362
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,transactions,30,23,0.7666666666666667,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,transfer,30,21,0.7,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,translate,30,26,0.8666666666666667,1,0.0002898550724637681
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,travel_alert,30,21,0.7,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,travel_notification,30,29,0.9666666666666667,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,uber,30,15,0.5,1,0.0002898550724637681
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,update_playlist,30,26,0.8666666666666667,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,vaccines,30,20,0.6666666666666666,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,what_are_your_hobbies,30,17,0.5666666666666667,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,what_can_i_ask_you,30,22,0.7333333333333333,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,what_is_your_name,30,24,0.8,4,0.0011594202898550724
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,where_are_you_from,30,19,0.6333333333333333,0,0.0
clinc150,0.5,123,mogb_minilm,MOGB-MiniLM,yes,30,23,0.7666666666666667,2,0.0005797101449275362
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,accept_reservations,30,8,0.26666666666666666,1,0.0002898550724637681
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,apr,30,12,0.4,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,are_you_a_bot,30,14,0.4666666666666667,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,bill_due,30,11,0.36666666666666664,1,0.0002898550724637681
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,book_flight,30,18,0.6,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,calculator,30,20,0.6666666666666666,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,calendar,30,22,0.7333333333333333,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,calendar_update,30,18,0.6,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,cancel_reservation,30,6,0.2,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,carry_on,30,11,0.36666666666666664,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,change_accent,30,12,0.4,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,change_ai_name,30,30,1.0,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,change_speed,30,5,0.16666666666666666,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,change_user_name,30,27,0.9,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,credit_limit,30,26,0.8666666666666667,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,credit_limit_change,30,5,0.16666666666666666,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,current_location,30,11,0.36666666666666664,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,date,30,15,0.5,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,direct_deposit,30,13,0.43333333333333335,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,directions,30,30,1.0,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,distance,30,28,0.9333333333333333,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,do_you_have_pets,30,6,0.2,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,find_phone,30,7,0.23333333333333334,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,flight_status,30,18,0.6,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,food_last,30,8,0.26666666666666666,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,freeze_account,30,7,0.23333333333333334,5,0.0014492753623188406
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,fun_fact,30,13,0.43333333333333335,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,how_busy,30,18,0.6,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,improve_credit_score,30,10,0.3333333333333333,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,interest_rate,30,13,0.43333333333333335,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,international_fees,30,16,0.5333333333333333,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,jump_start,30,5,0.16666666666666666,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,last_maintenance,30,5,0.16666666666666666,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,make_call,30,18,0.6,1,0.0002898550724637681
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,mpg,30,3,0.1,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,next_holiday,30,14,0.4666666666666667,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,oil_change_when,30,8,0.26666666666666666,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,order_checks,30,5,0.16666666666666666,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,order_status,30,16,0.5333333333333333,1,0.0002898550724637681
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,play_music,30,22,0.7333333333333333,8,0.002318840579710145
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,plug_type,30,7,0.23333333333333334,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,pto_balance,30,27,0.9,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,pto_request,30,15,0.5,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,pto_request_status,30,9,0.3,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,pto_used,30,20,0.6666666666666666,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,redeem_rewards,30,19,0.6333333333333333,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,reminder_update,30,20,0.6666666666666666,10,0.002898550724637681
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,restaurant_reservation,30,26,0.8666666666666667,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,restaurant_suggestion,30,15,0.5,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,rewards_balance,30,13,0.43333333333333335,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,share_location,30,17,0.5666666666666667,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,shopping_list_update,30,16,0.5333333333333333,18,0.0052173913043478265
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,spelling,30,13,0.43333333333333335,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,spending_history,30,16,0.5333333333333333,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,sync_device,30,12,0.4,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,taxes,30,3,0.1,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,tell_joke,30,10,0.3333333333333333,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,text,30,15,0.5,1,0.0002898550724637681
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,time,30,14,0.4666666666666667,5,0.0014492753623188406
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,timer,30,4,0.13333333333333333,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,tire_change,30,11,0.36666666666666664,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,todo_list_update,30,15,0.5,6,0.0017391304347826088
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,transactions,30,16,0.5333333333333333,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,transfer,30,11,0.36666666666666664,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,translate,30,22,0.7333333333333333,7,0.002028985507246377
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,travel_alert,30,19,0.6333333333333333,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,travel_notification,30,24,0.8,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,uber,30,10,0.3333333333333333,1,0.0002898550724637681
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,update_playlist,30,15,0.5,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,vaccines,30,16,0.5333333333333333,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,what_are_your_hobbies,30,12,0.4,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,what_can_i_ask_you,30,16,0.5333333333333333,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,what_is_your_name,30,18,0.6,5,0.0014492753623188406
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,where_are_you_from,30,13,0.43333333333333335,0,0.0
clinc150,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,yes,30,19,0.6333333333333333,9,0.0026086956521739132
