dataset,kir,method,method_label,intent,known_count_mean,known_false_reject_rate_mean,oos_false_accept_rate_mean
banking77,0.25,fixed_k2,Frozen K=2,Refund_not_showing_up,40.0,0.0625,0.007974137931034483
banking77,0.25,fixed_k2,Frozen K=2,activate_my_card,40.0,0.125,0.0008620689655172414
banking77,0.25,fixed_k2,Frozen K=2,apple_pay_or_google_pay,40.0,0.1,0.0
banking77,0.25,fixed_k2,Frozen K=2,atm_support,40.0,0.11666666666666665,0.0010057471264367816
banking77,0.25,fixed_k2,Frozen K=2,automatic_top_up,40.0,0.26666666666666666,0.0004310344827586207
banking77,0.25,fixed_k2,Frozen K=2,balance_not_updated_after_bank_transfer,40.0,0.05,0.01293103448275862
banking77,0.25,fixed_k2,Frozen K=2,balance_not_updated_after_cheque_or_cash_deposit,40.0,0.15,0.0008620689655172414
banking77,0.25,fixed_k2,Frozen K=2,beneficiary_not_allowed,40.0,0.225,0.039655172413793106
banking77,0.25,fixed_k2,Frozen K=2,cancel_transfer,40.0,0.1875,0.000646551724137931
banking77,0.25,fixed_k2,Frozen K=2,card_about_to_expire,40.0,0.175,0.0
banking77,0.25,fixed_k2,Frozen K=2,card_acceptance,40.0,0.25,0.006896551724137931
banking77,0.25,fixed_k2,Frozen K=2,card_arrival,40.0,0.09166666666666667,0.01293103448275862
banking77,0.25,fixed_k2,Frozen K=2,card_linking,40.0,0.125,0.026724137931034484
banking77,0.25,fixed_k2,Frozen K=2,card_payment_fee_charged,40.0,0.225,0.011206896551724138
banking77,0.25,fixed_k2,Frozen K=2,card_payment_wrong_exchange_rate,40.0,0.125,0.003879310344827586
banking77,0.25,fixed_k2,Frozen K=2,cash_withdrawal_charge,40.0,0.2,0.0021551724137931034
banking77,0.25,fixed_k2,Frozen K=2,compromised_card,40.0,0.45,0.007902298850574712
banking77,0.25,fixed_k2,Frozen K=2,contactless_not_working,40.0,0.375,0.0540948275862069
banking77,0.25,fixed_k2,Frozen K=2,country_support,40.0,0.2,0.0008620689655172414
banking77,0.25,fixed_k2,Frozen K=2,declined_cash_withdrawal,40.0,0.175,0.011206896551724138
banking77,0.25,fixed_k2,Frozen K=2,declined_transfer,40.0,0.15,0.015948275862068966
banking77,0.25,fixed_k2,Frozen K=2,direct_debit_payment_not_recognised,40.0,0.21666666666666667,0.04295977011494253
banking77,0.25,fixed_k2,Frozen K=2,exchange_charge,40.0,0.175,0.0
banking77,0.25,fixed_k2,Frozen K=2,exchange_rate,40.0,0.075,0.0017241379310344827
banking77,0.25,fixed_k2,Frozen K=2,exchange_via_app,40.0,0.175,0.003017241379310345
banking77,0.25,fixed_k2,Frozen K=2,extra_charge_on_statement,40.0,0.225,0.020689655172413793
banking77,0.25,fixed_k2,Frozen K=2,failed_transfer,40.0,0.125,0.008620689655172414
banking77,0.25,fixed_k2,Frozen K=2,getting_spare_card,40.0,0.25,0.0017241379310344827
banking77,0.25,fixed_k2,Frozen K=2,getting_virtual_card,40.0,0.2,0.002586206896551724
banking77,0.25,fixed_k2,Frozen K=2,lost_or_stolen_card,40.0,0.225,0.013362068965517242
banking77,0.25,fixed_k2,Frozen K=2,lost_or_stolen_phone,40.0,0.225,0.0017241379310344827
banking77,0.25,fixed_k2,Frozen K=2,order_physical_card,40.0,0.15,0.028879310344827585
banking77,0.25,fixed_k2,Frozen K=2,passcode_forgotten,40.0,0.15,0.0
banking77,0.25,fixed_k2,Frozen K=2,pending_card_payment,40.0,0.275,0.0
banking77,0.25,fixed_k2,Frozen K=2,pending_cash_withdrawal,40.0,0.19999999999999998,0.016091954022988506
banking77,0.25,fixed_k2,Frozen K=2,pending_transfer,40.0,0.06666666666666667,0.014367816091954025
banking77,0.25,fixed_k2,Frozen K=2,pin_blocked,40.0,0.325,0.006896551724137931
banking77,0.25,fixed_k2,Frozen K=2,receiving_money,40.0,0.15,0.003232758620689655
banking77,0.25,fixed_k2,Frozen K=2,reverted_card_payment?,40.0,0.125,0.01831896551724138
banking77,0.25,fixed_k2,Frozen K=2,terminate_account,40.0,0.3,0.0
banking77,0.25,fixed_k2,Frozen K=2,top_up_by_bank_transfer_charge,40.0,0.075,0.014655172413793103
banking77,0.25,fixed_k2,Frozen K=2,top_up_by_card_charge,40.0,0.1,0.0021551724137931034
banking77,0.25,fixed_k2,Frozen K=2,top_up_by_cash_or_cheque,40.0,0.125,0.013793103448275862
banking77,0.25,fixed_k2,Frozen K=2,top_up_failed,40.0,0.2,0.026724137931034484
banking77,0.25,fixed_k2,Frozen K=2,top_up_limits,40.0,0.1,0.0021551724137931034
banking77,0.25,fixed_k2,Frozen K=2,top_up_reverted,40.0,0.275,0.01875
banking77,0.25,fixed_k2,Frozen K=2,transaction_charged_twice,40.0,0.16249999999999998,0.00021551724137931034
banking77,0.25,fixed_k2,Frozen K=2,transfer_fee_charged,40.0,0.125,0.006178160919540231
banking77,0.25,fixed_k2,Frozen K=2,transfer_into_account,40.0,0.2375,0.003232758620689655
banking77,0.25,fixed_k2,Frozen K=2,transfer_not_received_by_recipient,40.0,0.225,0.03793103448275862
banking77,0.25,fixed_k2,Frozen K=2,transfer_timing,40.0,0.225,0.004310344827586207
banking77,0.25,fixed_k2,Frozen K=2,unable_to_verify_identity,40.0,0.17499999999999996,0.016379310344827588
banking77,0.25,fixed_k2,Frozen K=2,verify_my_identity,40.0,0.15,0.017241379310344827
banking77,0.25,fixed_k2,Frozen K=2,verify_source_of_funds,40.0,0.125,0.0
banking77,0.25,fixed_k2,Frozen K=2,verify_top_up,40.0,0.15,0.0
banking77,0.25,fixed_k2,Frozen K=2,why_verify_identity,40.0,0.05,0.016594827586206895
banking77,0.25,fixed_k2,Frozen K=2,wrong_amount_of_cash_received,40.0,0.1,0.01293103448275862
banking77,0.25,fixed_k2,Frozen K=2,wrong_exchange_rate_for_cash_withdrawal,40.0,0.275,0.0125
banking77,0.25,mogb_minilm,MOGB-MiniLM,Refund_not_showing_up,40.0,0.38749999999999996,0.0015086206896551724
banking77,0.25,mogb_minilm,MOGB-MiniLM,activate_my_card,40.0,0.35,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,apple_pay_or_google_pay,40.0,0.525,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,atm_support,40.0,0.5,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,automatic_top_up,40.0,0.7000000000000001,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,balance_not_updated_after_bank_transfer,40.0,0.725,0.0004310344827586207
banking77,0.25,mogb_minilm,MOGB-MiniLM,balance_not_updated_after_cheque_or_cash_deposit,40.0,0.75,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,beneficiary_not_allowed,40.0,0.6,0.0008620689655172414
banking77,0.25,mogb_minilm,MOGB-MiniLM,cancel_transfer,40.0,0.5125,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,card_about_to_expire,40.0,0.575,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,card_acceptance,40.0,0.825,0.0004310344827586207
banking77,0.25,mogb_minilm,MOGB-MiniLM,card_arrival,40.0,0.65,0.0007183908045977011
banking77,0.25,mogb_minilm,MOGB-MiniLM,card_linking,40.0,0.6,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,card_payment_fee_charged,40.0,0.675,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,card_payment_wrong_exchange_rate,40.0,0.475,0.0008620689655172414
banking77,0.25,mogb_minilm,MOGB-MiniLM,cash_withdrawal_charge,40.0,0.575,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,compromised_card,40.0,0.8416666666666667,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,contactless_not_working,40.0,0.5874999999999999,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,country_support,40.0,0.425,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,declined_cash_withdrawal,40.0,0.8,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,declined_transfer,40.0,0.5375000000000001,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,direct_debit_payment_not_recognised,40.0,0.6749999999999999,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,exchange_charge,40.0,0.65,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,exchange_rate,40.0,0.475,0.000646551724137931
banking77,0.25,mogb_minilm,MOGB-MiniLM,exchange_via_app,40.0,0.625,0.0004310344827586207
banking77,0.25,mogb_minilm,MOGB-MiniLM,extra_charge_on_statement,40.0,0.625,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,failed_transfer,40.0,0.5,0.001293103448275862
banking77,0.25,mogb_minilm,MOGB-MiniLM,getting_spare_card,40.0,0.625,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,getting_virtual_card,40.0,0.45,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,lost_or_stolen_card,40.0,0.8,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,lost_or_stolen_phone,40.0,0.85,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,order_physical_card,40.0,0.55,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,passcode_forgotten,40.0,0.475,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,pending_card_payment,40.0,0.6125,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,pending_cash_withdrawal,40.0,0.725,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,pending_transfer,40.0,0.7083333333333334,0.0011494252873563218
banking77,0.25,mogb_minilm,MOGB-MiniLM,pin_blocked,40.0,0.525,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,receiving_money,40.0,0.8,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,reverted_card_payment?,40.0,0.5874999999999999,0.001939655172413793
banking77,0.25,mogb_minilm,MOGB-MiniLM,terminate_account,40.0,0.525,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,top_up_by_bank_transfer_charge,40.0,0.475,0.001293103448275862
banking77,0.25,mogb_minilm,MOGB-MiniLM,top_up_by_card_charge,40.0,0.725,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,top_up_by_cash_or_cheque,40.0,0.475,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,top_up_failed,40.0,0.475,0.003879310344827586
banking77,0.25,mogb_minilm,MOGB-MiniLM,top_up_limits,40.0,0.45,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,top_up_reverted,40.0,0.6375,0.001293103448275862
banking77,0.25,mogb_minilm,MOGB-MiniLM,transaction_charged_twice,40.0,0.65,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,transfer_fee_charged,40.0,0.5833333333333334,0.00014367816091954023
banking77,0.25,mogb_minilm,MOGB-MiniLM,transfer_into_account,40.0,0.6375,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,transfer_not_received_by_recipient,40.0,0.725,0.00646551724137931
banking77,0.25,mogb_minilm,MOGB-MiniLM,transfer_timing,40.0,0.6,0.0004310344827586207
banking77,0.25,mogb_minilm,MOGB-MiniLM,unable_to_verify_identity,40.0,0.525,0.008189655172413794
banking77,0.25,mogb_minilm,MOGB-MiniLM,verify_my_identity,40.0,0.35,0.002586206896551724
banking77,0.25,mogb_minilm,MOGB-MiniLM,verify_source_of_funds,40.0,0.475,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,verify_top_up,40.0,0.4375,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,why_verify_identity,40.0,0.4875,0.006465517241379311
banking77,0.25,mogb_minilm,MOGB-MiniLM,wrong_amount_of_cash_received,40.0,0.675,0.0004310344827586207
banking77,0.25,mogb_minilm,MOGB-MiniLM,wrong_exchange_rate_for_cash_withdrawal,40.0,0.6625000000000001,0.00021551724137931034
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,Refund_not_showing_up,40.0,0.1875,0.004956896551724137
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,activate_my_card,40.0,0.225,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,apple_pay_or_google_pay,40.0,0.275,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,atm_support,40.0,0.375,0.00014367816091954023
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,automatic_top_up,40.0,0.425,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,balance_not_updated_after_bank_transfer,40.0,0.55,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,balance_not_updated_after_cheque_or_cash_deposit,40.0,0.5,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,beneficiary_not_allowed,40.0,0.5,0.004310344827586207
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,cancel_transfer,40.0,0.2875,0.00021551724137931034
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,card_about_to_expire,40.0,0.35,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,card_acceptance,40.0,0.6,0.001293103448275862
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,card_arrival,40.0,0.3416666666666666,0.002586206896551724
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,card_linking,40.0,0.325,0.0004310344827586207
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,card_payment_fee_charged,40.0,0.5,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,card_payment_wrong_exchange_rate,40.0,0.175,0.002586206896551724
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,cash_withdrawal_charge,40.0,0.225,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,compromised_card,40.0,0.7083333333333334,0.00014367816091954023
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,contactless_not_working,40.0,0.575,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,country_support,40.0,0.25,0.0017241379310344827
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,declined_cash_withdrawal,40.0,0.65,0.0004310344827586207
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,declined_transfer,40.0,0.4625,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,direct_debit_payment_not_recognised,40.0,0.5166666666666667,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,exchange_charge,40.0,0.45,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,exchange_rate,40.0,0.2875,0.0008620689655172414
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,exchange_via_app,40.0,0.275,0.0008620689655172414
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,extra_charge_on_statement,40.0,0.35,0.0008620689655172414
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,failed_transfer,40.0,0.225,0.003017241379310345
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,getting_spare_card,40.0,0.25,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,getting_virtual_card,40.0,0.125,0.001293103448275862
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,lost_or_stolen_card,40.0,0.525,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,lost_or_stolen_phone,40.0,0.45,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,order_physical_card,40.0,0.275,0.0004310344827586207
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,passcode_forgotten,40.0,0.225,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,pending_card_payment,40.0,0.5125,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,pending_cash_withdrawal,40.0,0.43333333333333335,0.0010057471264367816
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,pending_transfer,40.0,0.5333333333333333,0.002586206896551724
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,pin_blocked,40.0,0.325,0.002586206896551724
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,receiving_money,40.0,0.675,0.0004310344827586207
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,reverted_card_payment?,40.0,0.425,0.003663793103448276
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,terminate_account,40.0,0.175,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,top_up_by_bank_transfer_charge,40.0,0.275,0.002586206896551724
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,top_up_by_card_charge,40.0,0.6,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,top_up_by_cash_or_cheque,40.0,0.35,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,top_up_failed,40.0,0.25,0.007327586206896552
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,top_up_limits,40.0,0.2,0.001293103448275862
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,top_up_reverted,40.0,0.3875,0.011422413793103449
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,transaction_charged_twice,40.0,0.375,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,transfer_fee_charged,40.0,0.26666666666666666,0.0011494252873563218
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,transfer_into_account,40.0,0.4125,0.00021551724137931034
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,transfer_not_received_by_recipient,40.0,0.625,0.015086206896551725
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,transfer_timing,40.0,0.5,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,unable_to_verify_identity,40.0,0.3833333333333333,0.012356321839080461
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,verify_my_identity,40.0,0.15,0.0125
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,verify_source_of_funds,40.0,0.175,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,verify_top_up,40.0,0.1625,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,why_verify_identity,40.0,0.225,0.01271551724137931
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,wrong_amount_of_cash_received,40.0,0.4,0.0028017241379310344
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,wrong_exchange_rate_for_cash_withdrawal,40.0,0.525,0.0028017241379310344
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,Refund_not_showing_up,40.0,0.4,0.001293103448275862
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,activate_my_card,40.0,0.3,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,apple_pay_or_google_pay,40.0,0.375,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,atm_support,40.0,0.3499999999999999,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,automatic_top_up,40.0,0.6,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,balance_not_updated_after_bank_transfer,40.0,0.35,0.0034482758620689655
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,balance_not_updated_after_cheque_or_cash_deposit,40.0,0.55,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,beneficiary_not_allowed,40.0,0.4,0.01206896551724138
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,cancel_transfer,40.0,0.4,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,card_about_to_expire,40.0,0.475,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,card_acceptance,40.0,0.475,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,card_arrival,40.0,0.5,0.001293103448275862
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,card_linking,40.0,0.475,0.0017241379310344827
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,card_payment_fee_charged,40.0,0.55,0.0017241379310344827
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,card_payment_wrong_exchange_rate,40.0,0.45,0.0008620689655172414
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,cash_withdrawal_charge,40.0,0.5,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,compromised_card,40.0,0.6750000000000002,0.004885057471264368
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,contactless_not_working,40.0,0.5625,0.010991379310344829
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,country_support,40.0,0.35,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,declined_cash_withdrawal,40.0,0.5,0.0008620689655172414
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,declined_transfer,40.0,0.325,0.001939655172413793
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,direct_debit_payment_not_recognised,40.0,0.425,0.014080459770114942
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,exchange_charge,40.0,0.4,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,exchange_rate,40.0,0.425,0.0008620689655172414
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,exchange_via_app,40.0,0.425,0.0008620689655172414
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,extra_charge_on_statement,40.0,0.575,0.0017241379310344827
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,failed_transfer,40.0,0.35,0.004310344827586207
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,getting_spare_card,40.0,0.45,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,getting_virtual_card,40.0,0.475,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,lost_or_stolen_card,40.0,0.525,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,lost_or_stolen_phone,40.0,0.55,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,order_physical_card,40.0,0.6,0.001293103448275862
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,passcode_forgotten,40.0,0.3,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,pending_card_payment,40.0,0.6,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,pending_cash_withdrawal,40.0,0.4749999999999999,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,pending_transfer,40.0,0.5083333333333333,0.004885057471264369
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,pin_blocked,40.0,0.575,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,receiving_money,40.0,0.425,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,reverted_card_payment?,40.0,0.3125,0.0021551724137931034
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,terminate_account,40.0,0.55,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,top_up_by_bank_transfer_charge,40.0,0.475,0.004310344827586207
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,top_up_by_card_charge,40.0,0.425,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,top_up_by_cash_or_cheque,40.0,0.45,0.0004310344827586207
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,top_up_failed,40.0,0.375,0.0047413793103448275
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,top_up_limits,40.0,0.4,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,top_up_reverted,40.0,0.65,0.00603448275862069
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,transaction_charged_twice,40.0,0.475,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,transfer_fee_charged,40.0,0.4000000000000001,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,transfer_into_account,40.0,0.5,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,transfer_not_received_by_recipient,40.0,0.6,0.011206896551724138
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,transfer_timing,40.0,0.55,0.002586206896551724
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,unable_to_verify_identity,40.0,0.3499999999999999,0.010057471264367816
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,verify_my_identity,40.0,0.35,0.0021551724137931034
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,verify_source_of_funds,40.0,0.35,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,verify_top_up,40.0,0.4,0.0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,why_verify_identity,40.0,0.25,0.00603448275862069
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,wrong_amount_of_cash_received,40.0,0.5125,0.0017241379310344827
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,wrong_exchange_rate_for_cash_withdrawal,40.0,0.6,0.001293103448275862
banking77,0.25,random_partition,Random K=2,Refund_not_showing_up,40.0,0.0625,0.00668103448275862
banking77,0.25,random_partition,Random K=2,activate_my_card,40.0,0.075,0.0008620689655172414
banking77,0.25,random_partition,Random K=2,apple_pay_or_google_pay,40.0,0.125,0.001293103448275862
banking77,0.25,random_partition,Random K=2,atm_support,40.0,0.16666666666666666,0.011063218390804597
banking77,0.25,random_partition,Random K=2,automatic_top_up,40.0,0.17499999999999996,0.01264367816091954
banking77,0.25,random_partition,Random K=2,balance_not_updated_after_bank_transfer,40.0,0.025,0.01810344827586207
banking77,0.25,random_partition,Random K=2,balance_not_updated_after_cheque_or_cash_deposit,40.0,0.1,0.0008620689655172414
banking77,0.25,random_partition,Random K=2,beneficiary_not_allowed,40.0,0.175,0.0353448275862069
banking77,0.25,random_partition,Random K=2,cancel_transfer,40.0,0.125,0.0034482758620689655
banking77,0.25,random_partition,Random K=2,card_about_to_expire,40.0,0.05,0.0021551724137931034
banking77,0.25,random_partition,Random K=2,card_acceptance,40.0,0.1,0.006896551724137931
banking77,0.25,random_partition,Random K=2,card_arrival,40.0,0.05833333333333333,0.03175287356321839
banking77,0.25,random_partition,Random K=2,card_linking,40.0,0.125,0.021551724137931036
banking77,0.25,random_partition,Random K=2,card_payment_fee_charged,40.0,0.175,0.00603448275862069
banking77,0.25,random_partition,Random K=2,card_payment_wrong_exchange_rate,40.0,0.05,0.00603448275862069
banking77,0.25,random_partition,Random K=2,cash_withdrawal_charge,40.0,0.05,0.003879310344827586
banking77,0.25,random_partition,Random K=2,compromised_card,40.0,0.35833333333333334,0.015948275862068966
banking77,0.25,random_partition,Random K=2,contactless_not_working,40.0,0.075,0.0008620689655172414
banking77,0.25,random_partition,Random K=2,country_support,40.0,0.3,0.009051724137931035
banking77,0.25,random_partition,Random K=2,declined_cash_withdrawal,40.0,0.125,0.013362068965517242
banking77,0.25,random_partition,Random K=2,declined_transfer,40.0,0.275,0.0125
banking77,0.25,random_partition,Random K=2,direct_debit_payment_not_recognised,40.0,0.31666666666666665,0.011063218390804597
banking77,0.25,random_partition,Random K=2,exchange_charge,40.0,0.15,0.0021551724137931034
banking77,0.25,random_partition,Random K=2,exchange_rate,40.0,0.075,0.004310344827586207
banking77,0.25,random_partition,Random K=2,exchange_via_app,40.0,0.2625,0.015086206896551725
banking77,0.25,random_partition,Random K=2,extra_charge_on_statement,40.0,0.275,0.019827586206896553
banking77,0.25,random_partition,Random K=2,failed_transfer,40.0,0.075,0.02413793103448276
banking77,0.25,random_partition,Random K=2,getting_spare_card,40.0,0.225,0.0047413793103448275
