dataset,kir,comparison_method,gold_type,transition,rate_mean,rate_std,n_seeds
stackoverflow,0.25,fixed_k2,oos,both_correct,0.7977333333333333,0.08491235859387793,5
stackoverflow,0.25,fixed_k2,oos,both_incorrect,0.030933333333333334,0.01868676167045524,5
stackoverflow,0.25,fixed_k2,oos,comparison_only_correct,0.007555555555555556,0.002927097749404331,5
stackoverflow,0.25,fixed_k2,oos,trainable_only_correct,0.16377777777777777,0.07777841269582121,5
stackoverflow,0.25,mogb_minilm,known,both_correct,0.3257333333333333,0.04880710330815931,5
stackoverflow,0.25,mogb_minilm,known,both_incorrect,0.15666666666666668,0.006324555320336752,5
stackoverflow,0.25,mogb_minilm,known,comparison_only_correct,0.0004,0.0005962847939999439,5
stackoverflow,0.25,mogb_minilm,known,trainable_only_correct,0.5172,0.05118246227414663,5
stackoverflow,0.25,mogb_minilm,oos,both_correct,0.9576444444444444,0.018710002606383194,5
stackoverflow,0.25,mogb_minilm,oos,both_incorrect,0.005511111111111111,0.005888679241551245,5
stackoverflow,0.25,mogb_minilm,oos,comparison_only_correct,0.03297777777777778,0.016172373944858737,5
stackoverflow,0.25,mogb_minilm,oos,trainable_only_correct,0.0038666666666666667,0.004114413088367331,5
stackoverflow,0.25,mogb_partition_ours_boundary,known,both_correct,0.5873333333333333,0.04972368092211637,5
stackoverflow,0.25,mogb_partition_ours_boundary,known,both_incorrect,0.15333333333333332,0.007845734863959883,5
stackoverflow,0.25,mogb_partition_ours_boundary,known,comparison_only_correct,0.0037333333333333337,0.0025647178748895126,5
stackoverflow,0.25,mogb_partition_ours_boundary,known,trainable_only_correct,0.2556,0.05144274055253623,5
stackoverflow,0.25,mogb_partition_ours_boundary,oos,both_correct,0.9520444444444445,0.01633930351961714,5
stackoverflow,0.25,mogb_partition_ours_boundary,oos,both_incorrect,0.010844444444444445,0.010020226458099883,5
stackoverflow,0.25,mogb_partition_ours_boundary,oos,comparison_only_correct,0.027644444444444444,0.013471139704504274,5
stackoverflow,0.25,mogb_partition_ours_boundary,oos,trainable_only_correct,0.009466666666666667,0.0112267317672081,5
stackoverflow,0.25,ours_partition_mogb_boundary,known,both_correct,0.5250666666666667,0.02602818984613923,5
stackoverflow,0.25,ours_partition_mogb_boundary,known,both_incorrect,0.14066666666666666,0.013224556283251586,5
stackoverflow,0.25,ours_partition_mogb_boundary,known,comparison_only_correct,0.016399999999999998,0.013479202086506785,5
stackoverflow,0.25,ours_partition_mogb_boundary,known,trainable_only_correct,0.31786666666666663,0.02675983723584449,5
stackoverflow,0.25,ours_partition_mogb_boundary,oos,both_correct,0.9318666666666667,0.03088073433528452,5
stackoverflow,0.25,ours_partition_mogb_boundary,oos,both_incorrect,0.01471111111111111,0.011682423222331872,5
stackoverflow,0.25,ours_partition_mogb_boundary,oos,comparison_only_correct,0.02377777777777778,0.010043116923090371,5
stackoverflow,0.25,ours_partition_mogb_boundary,oos,trainable_only_correct,0.029644444444444445,0.0258455048984691,5
stackoverflow,0.25,random_partition,known,both_correct,0.82,0.00714920352984238,5
stackoverflow,0.25,random_partition,known,both_incorrect,0.11613333333333334,0.026379284802031052,5
stackoverflow,0.25,random_partition,known,comparison_only_correct,0.040933333333333335,0.023216852116990844,5
stackoverflow,0.25,random_partition,known,trainable_only_correct,0.022933333333333333,0.012243819302452611,5
stackoverflow,0.25,random_partition,oos,both_correct,0.8384,0.07521186536284036,5
stackoverflow,0.25,random_partition,oos,both_incorrect,0.03373333333333334,0.0206172647297907,5
stackoverflow,0.25,random_partition,oos,comparison_only_correct,0.004755555555555556,0.002512192490855569,5
stackoverflow,0.25,random_partition,oos,trainable_only_correct,0.12311111111111113,0.081120090827134,5
stackoverflow,0.25,single_centroid,known,both_correct,0.8190666666666667,0.0076825921551401935,5
stackoverflow,0.25,single_centroid,known,both_incorrect,0.12,0.026574841903992993,5
stackoverflow,0.25,single_centroid,known,comparison_only_correct,0.037066666666666664,0.023120938081699405,5
stackoverflow,0.25,single_centroid,known,trainable_only_correct,0.023866666666666668,0.01244900710007741,5
stackoverflow,0.25,single_centroid,oos,both_correct,0.8456444444444445,0.07013401633240167,5
stackoverflow,0.25,single_centroid,oos,both_incorrect,0.03368888888888889,0.021044104185915215,5
stackoverflow,0.25,single_centroid,oos,comparison_only_correct,0.0048000000000000004,0.0029254101748913816,5
stackoverflow,0.25,single_centroid,oos,trainable_only_correct,0.11586666666666667,0.07647780279916294,5
stackoverflow,0.5,fixed_k2,known,both_correct,0.7775333333333333,0.013973387404475556,5
stackoverflow,0.5,fixed_k2,known,both_incorrect,0.06973333333333334,0.011033786496232581,5
stackoverflow,0.5,fixed_k2,known,comparison_only_correct,0.09133333333333334,0.010389631583672468,5
stackoverflow,0.5,fixed_k2,known,trainable_only_correct,0.061399999999999996,0.01173645791729534,5
stackoverflow,0.5,fixed_k2,oos,both_correct,0.5162,0.06435776738065285,5
stackoverflow,0.5,fixed_k2,oos,both_incorrect,0.08126666666666667,0.025444274623402242,5
stackoverflow,0.5,fixed_k2,oos,comparison_only_correct,0.012133333333333333,0.007865536642001398,5
stackoverflow,0.5,fixed_k2,oos,trainable_only_correct,0.39039999999999997,0.039395008144010674,5
stackoverflow,0.5,mogb_minilm,known,both_correct,0.27066666666666667,0.02372059583287625,5
stackoverflow,0.5,mogb_minilm,known,both_incorrect,0.1608,0.0037756529972384316,5
stackoverflow,0.5,mogb_minilm,known,comparison_only_correct,0.0002666666666666667,0.00027888667551135855,5
stackoverflow,0.5,mogb_minilm,known,trainable_only_correct,0.5682666666666666,0.024919202769484117,5
stackoverflow,0.5,mogb_minilm,oos,both_correct,0.9064,0.032739205175989765,5
stackoverflow,0.5,mogb_minilm,oos,both_incorrect,0.007733333333333333,0.002465314944946746,5
stackoverflow,0.5,mogb_minilm,oos,comparison_only_correct,0.08566666666666667,0.030273751006441203,5
stackoverflow,0.5,mogb_minilm,oos,trainable_only_correct,0.0002,0.00018257418583505537,5
stackoverflow,0.5,mogb_partition_ours_boundary,known,both_correct,0.5020666666666667,0.04930596087470336,5
stackoverflow,0.5,mogb_partition_ours_boundary,known,both_incorrect,0.15926666666666667,0.004323064756499599,5
stackoverflow,0.5,mogb_partition_ours_boundary,known,comparison_only_correct,0.0018,0.0013249737942901195,5
stackoverflow,0.5,mogb_partition_ours_boundary,known,trainable_only_correct,0.3368666666666667,0.05035407960963375,5
stackoverflow,0.5,mogb_partition_ours_boundary,oos,both_correct,0.9063333333333332,0.032749893977775744,5
stackoverflow,0.5,mogb_partition_ours_boundary,oos,both_incorrect,0.018333333333333333,0.006859705209085559,5
stackoverflow,0.5,mogb_partition_ours_boundary,oos,comparison_only_correct,0.07506666666666667,0.025816015700852575,5
stackoverflow,0.5,mogb_partition_ours_boundary,oos,trainable_only_correct,0.0002666666666666667,0.00027888667551135855,5
stackoverflow,0.5,ours_partition_mogb_boundary,known,both_correct,0.5126000000000001,0.014870552556422842,5
stackoverflow,0.5,ours_partition_mogb_boundary,known,both_incorrect,0.1287333333333333,0.010231758836528977,5
stackoverflow,0.5,ours_partition_mogb_boundary,known,comparison_only_correct,0.03233333333333334,0.00972111104761179,5
stackoverflow,0.5,ours_partition_mogb_boundary,known,trainable_only_correct,0.3263333333333333,0.01424195679439218,5
stackoverflow,0.5,ours_partition_mogb_boundary,oos,both_correct,0.7981333333333334,0.04651439442676736,5
stackoverflow,0.5,ours_partition_mogb_boundary,oos,both_incorrect,0.048466666666666665,0.012902626778209844,5
stackoverflow,0.5,ours_partition_mogb_boundary,oos,comparison_only_correct,0.04493333333333333,0.02320129306741329,5
stackoverflow,0.5,ours_partition_mogb_boundary,oos,trainable_only_correct,0.10846666666666667,0.01730382102953628,5
stackoverflow,0.5,random_partition,known,both_correct,0.8166,0.006166216199763219,5
stackoverflow,0.5,random_partition,known,both_incorrect,0.10126666666666666,0.0174998412691214,5
stackoverflow,0.5,random_partition,known,comparison_only_correct,0.0598,0.016670999436813085,5
stackoverflow,0.5,random_partition,known,trainable_only_correct,0.022333333333333334,0.006177917664283546,5
stackoverflow,0.5,random_partition,oos,both_correct,0.6722,0.09277349956869267,5
stackoverflow,0.5,random_partition,oos,both_incorrect,0.0754,0.023655396377524042,5
stackoverflow,0.5,random_partition,oos,comparison_only_correct,0.018,0.009116529554118229,5
stackoverflow,0.5,random_partition,oos,trainable_only_correct,0.23440000000000003,0.06551903879365481,5
stackoverflow,0.5,single_centroid,known,both_correct,0.8155999999999999,0.006592925501373939,5
stackoverflow,0.5,single_centroid,known,both_incorrect,0.1052,0.016132437991684817,5
stackoverflow,0.5,single_centroid,known,comparison_only_correct,0.05586666666666666,0.015269068224500288,5
stackoverflow,0.5,single_centroid,known,trainable_only_correct,0.023333333333333334,0.006728876412728784,5
stackoverflow,0.5,single_centroid,oos,both_correct,0.683,0.0919993961332839,5
stackoverflow,0.5,single_centroid,oos,both_incorrect,0.07346666666666667,0.02312958663222882,5
stackoverflow,0.5,single_centroid,oos,comparison_only_correct,0.019933333333333334,0.00966494237495036,5
stackoverflow,0.5,single_centroid,oos,trainable_only_correct,0.22360000000000002,0.06420730314985809,5
stackoverflow,0.75,fixed_k2,known,both_correct,0.7744888888888889,0.00830350216162718,5
stackoverflow,0.75,fixed_k2,known,both_incorrect,0.05311111111111111,0.008289514423819772,5
stackoverflow,0.75,fixed_k2,known,comparison_only_correct,0.10573333333333332,0.01092895124468226,5
stackoverflow,0.75,fixed_k2,known,trainable_only_correct,0.06666666666666667,0.006316742401578621,5
stackoverflow,0.75,fixed_k2,oos,both_correct,0.37573333333333336,0.09217929389088542,5
stackoverflow,0.75,fixed_k2,oos,both_incorrect,0.0804,0.05546290051316585,5
stackoverflow,0.75,fixed_k2,oos,comparison_only_correct,0.0076,0.004437216344611664,5
stackoverflow,0.75,fixed_k2,oos,trainable_only_correct,0.5362666666666667,0.1271312532603827,5
stackoverflow,0.75,mogb_minilm,known,both_correct,0.21155555555555555,0.014687695362504234,5
stackoverflow,0.75,mogb_minilm,known,both_incorrect,0.15866666666666668,0.006834913999657656,5
stackoverflow,0.75,mogb_minilm,known,comparison_only_correct,0.00017777777777777779,0.0001859244503409057,5
stackoverflow,0.75,mogb_minilm,known,trainable_only_correct,0.6296,0.020885578933977543,5
stackoverflow,0.75,mogb_minilm,oos,both_correct,0.9117333333333333,0.059860207520893584,5
stackoverflow,0.75,mogb_minilm,oos,both_incorrect,0.0064,0.00458499969707984,5
stackoverflow,0.75,mogb_minilm,oos,comparison_only_correct,0.08159999999999999,0.05574066937364694,5
stackoverflow,0.75,mogb_minilm,oos,trainable_only_correct,0.0002666666666666667,0.00036514837167011074,5
stackoverflow,0.75,mogb_partition_ours_boundary,known,both_correct,0.38995555555555556,0.02986405411853959,5
stackoverflow,0.75,mogb_partition_ours_boundary,known,both_incorrect,0.15813333333333332,0.006708387968491562,5
stackoverflow,0.75,mogb_partition_ours_boundary,known,comparison_only_correct,0.0007111111111111111,9.938079899999067e-05,5
stackoverflow,0.75,mogb_partition_ours_boundary,known,trainable_only_correct,0.45120000000000005,0.03460628644810641,5
stackoverflow,0.75,mogb_partition_ours_boundary,oos,both_correct,0.9110666666666667,0.06057612290883815,5
stackoverflow,0.75,mogb_partition_ours_boundary,oos,both_incorrect,0.017066666666666667,0.009621734655340365,5
stackoverflow,0.75,mogb_partition_ours_boundary,oos,comparison_only_correct,0.07093333333333333,0.051338960730510405,5
stackoverflow,0.75,mogb_partition_ours_boundary,oos,trainable_only_correct,0.0009333333333333332,0.0011155467020454342,5
stackoverflow,0.75,ours_partition_mogb_boundary,known,both_correct,0.4982666666666667,0.013165986855399093,5
stackoverflow,0.75,ours_partition_mogb_boundary,known,both_incorrect,0.12213333333333334,0.009202254152189091,5
stackoverflow,0.75,ours_partition_mogb_boundary,known,comparison_only_correct,0.03671111111111111,0.007161970899165524,5
stackoverflow,0.75,ours_partition_mogb_boundary,known,trainable_only_correct,0.3428888888888889,0.013125227805195275,5
stackoverflow,0.75,ours_partition_mogb_boundary,oos,both_correct,0.7292,0.03999833329860966,5
stackoverflow,0.75,ours_partition_mogb_boundary,oos,both_incorrect,0.05093333333333333,0.03857057024324231,5
stackoverflow,0.75,ours_partition_mogb_boundary,oos,comparison_only_correct,0.037066666666666664,0.023355227823052094,5
stackoverflow,0.75,ours_partition_mogb_boundary,oos,trainable_only_correct,0.18280000000000002,0.031620668346299494,5
stackoverflow,0.75,random_partition,known,both_correct,0.8144444444444444,0.0033957126199857966,5
stackoverflow,0.75,random_partition,known,both_incorrect,0.09133333333333334,0.015891608158916555,5
stackoverflow,0.75,random_partition,known,comparison_only_correct,0.0675111111111111,0.010553099129382227,5
stackoverflow,0.75,random_partition,known,trainable_only_correct,0.026711111111111113,0.0055006172493145536,5
stackoverflow,0.75,random_partition,oos,both_correct,0.6366666666666667,0.07599415182177578,5
stackoverflow,0.75,random_partition,oos,both_incorrect,0.07026666666666667,0.04242274023314488,5
stackoverflow,0.75,random_partition,oos,comparison_only_correct,0.017733333333333334,0.017954262879760773,5
stackoverflow,0.75,random_partition,oos,trainable_only_correct,0.2753333333333333,0.0989421828926144,5
stackoverflow,0.75,single_centroid,known,both_correct,0.8129333333333333,0.0029118743698310656,5
stackoverflow,0.75,single_centroid,known,both_incorrect,0.09555555555555555,0.016797266091484894,5
stackoverflow,0.75,single_centroid,known,comparison_only_correct,0.06328888888888888,0.011275889278116636,5
stackoverflow,0.75,single_centroid,known,trainable_only_correct,0.02822222222222222,0.005639367795755342,5
stackoverflow,0.75,single_centroid,oos,both_correct,0.6537333333333334,0.07631164175056558,5
stackoverflow,0.75,single_centroid,oos,both_incorrect,0.06999999999999999,0.042559761904095904,5
stackoverflow,0.75,single_centroid,oos,comparison_only_correct,0.018,0.01782008853949821,5
stackoverflow,0.75,single_centroid,oos,trainable_only_correct,0.25826666666666664,0.09818531232091465,5
