dataset,kir,seed,method,method_label,n_samples,n_known,n_oos,oos_f1,known_recall,false_accept_rate,false_reject_rate,source_oos_f1,source_known_recall,metric_recompute_delta,source_prediction_path
banking77,0.5,87,random_partition,Random K=2,3080,1520,1560,0.7561911405650505,0.8532894736842105,0.30512820512820515,0.14671052631578949,0.7561911405650505,0.8532894736842105,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/random_partition/predictions.tsv
banking77,0.5,87,mogb_minilm,MOGB-MiniLM,3080,1520,1560,0.7592275727206063,0.35657894736842105,0.004487179487179487,0.6434210526315789,0.7592275727206063,0.3565789473684211,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/mogb_minilm/predictions.tsv
banking77,0.5,87,mogb_partition_ours_boundary,MOGB partition + ours,3080,1520,1560,0.807315133845746,0.5460526315789473,0.023717948717948717,0.45394736842105265,0.807315133845746,0.5460526315789473,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/mogb_partition_ours_boundary/predictions.tsv
banking77,0.5,87,ours_partition_mogb_boundary,Ours partition + MOGB,3080,1520,1560,0.7970045466702327,0.5467105263157894,0.04487179487179487,0.4532894736842105,0.7970045466702327,0.5467105263157894,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/ours_partition_mogb_boundary/predictions.tsv
banking77,0.5,100,trainable_k1,Trainable K=1,3080,1520,1560,0.8259473346178549,0.8236842105263158,0.17564102564102563,0.1763157894736842,0.8259473346178549,0.8236842105263158,0.0,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_extension_v1/kir_0.50/runs/banking77/seed_100/predictions.jsonl
banking77,0.5,100,single_centroid,Frozen K=1,3080,1520,1560,0.7304534094966083,0.8565789473684211,0.34423076923076923,0.14342105263157895,0.7304534094966083,0.8565789473684211,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/single_centroid/predictions.tsv
banking77,0.5,100,fixed_k2,Frozen K=2,3080,1520,1560,0.783212161269002,0.8151315789473684,0.2403846153846154,0.18486842105263157,0.783212161269002,0.8151315789473684,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/fixed_k2/predictions.tsv
banking77,0.5,100,random_partition,Random K=2,3080,1520,1560,0.7137681159420289,0.8585526315789473,0.3685897435897436,0.14144736842105263,0.7137681159420289,0.8585526315789473,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/random_partition/predictions.tsv
banking77,0.5,100,mogb_minilm,MOGB-MiniLM,3080,1520,1560,0.7444901913296198,0.32105263157894737,0.014743589743589743,0.6789473684210526,0.7444901913296198,0.3210526315789473,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/mogb_minilm/predictions.tsv
banking77,0.5,100,mogb_partition_ours_boundary,MOGB partition + ours,3080,1520,1560,0.7884665792922674,0.5059210526315789,0.035897435897435895,0.49407894736842106,0.7884665792922674,0.5059210526315789,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/mogb_partition_ours_boundary/predictions.tsv
banking77,0.5,100,ours_partition_mogb_boundary,Ours partition + MOGB,3080,1520,1560,0.7932755450485947,0.5151315789473684,0.03205128205128205,0.48486842105263156,0.7932755450485947,0.5151315789473685,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/ours_partition_mogb_boundary/predictions.tsv
banking77,0.5,123,trainable_k1,Trainable K=1,3080,1520,1560,0.809165302782324,0.8296052631578947,0.2076923076923077,0.17039473684210527,0.809165302782324,0.8296052631578947,0.0,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_extension_v1/kir_0.50/runs/banking77/seed_123/predictions.jsonl
banking77,0.5,123,single_centroid,Frozen K=1,3080,1520,1560,0.7006977598237238,0.8625,0.38846153846153847,0.1375,0.7006977598237238,0.8625,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_123/single_centroid/predictions.tsv
banking77,0.5,123,fixed_k2,Frozen K=2,3080,1520,1560,0.7321304649548924,0.8243421052631579,0.32371794871794873,0.1756578947368421,0.7321304649548924,0.8243421052631579,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_123/fixed_k2/predictions.tsv
banking77,0.5,123,random_partition,Random K=2,3080,1520,1560,0.6907063197026022,0.8677631578947368,0.4044871794871795,0.13223684210526315,0.6907063197026022,0.8677631578947369,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_123/random_partition/predictions.tsv
banking77,0.5,123,mogb_minilm,MOGB-MiniLM,3080,1520,1560,0.7526987242394504,0.3539473684210526,0.016666666666666666,0.6460526315789473,0.7526987242394504,0.3539473684210527,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_123/mogb_minilm/predictions.tsv
banking77,0.5,123,mogb_partition_ours_boundary,MOGB partition + ours,3080,1520,1560,0.7932692307692307,0.5401315789473684,0.04807692307692308,0.4598684210526316,0.7932692307692307,0.5401315789473684,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_123/mogb_partition_ours_boundary/predictions.tsv
banking77,0.5,123,ours_partition_mogb_boundary,Ours partition + MOGB,3080,1520,1560,0.7758389261744967,0.5263157894736842,0.07371794871794872,0.47368421052631576,0.7758389261744967,0.5263157894736843,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_123/ours_partition_mogb_boundary/predictions.tsv
banking77,0.75,13,trainable_k1,Trainable K=1,3080,2320,760,0.6601269474899019,0.8271551724137931,0.24736842105263157,0.1728448275862069,0.6601269474899019,0.8271551724137931,0.0,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.75/runs/banking77/seed_13/predictions.jsonl
banking77,0.75,13,single_centroid,Frozen K=1,3080,2320,760,0.4677533664068037,0.8616379310344827,0.5657894736842105,0.13836206896551725,0.4677533664068037,0.8616379310344827,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_13/single_centroid/predictions.tsv
banking77,0.75,13,fixed_k2,Frozen K=2,3080,2320,760,0.5487959442332065,0.834051724137931,0.43026315789473685,0.16594827586206898,0.5487959442332065,0.834051724137931,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_13/fixed_k2/predictions.tsv
banking77,0.75,13,random_partition,Random K=2,3080,2320,760,0.464,0.8724137931034482,0.5802631578947368,0.12758620689655173,0.464,0.8724137931034482,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_13/random_partition/predictions.tsv
banking77,0.75,13,mogb_minilm,MOGB-MiniLM,3080,2320,760,0.4772510340439071,0.2961206896551724,0.013157894736842105,0.7038793103448275,0.4772510340439071,0.2961206896551724,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_13/mogb_minilm/predictions.tsv
banking77,0.75,13,mogb_partition_ours_boundary,MOGB partition + ours,3080,2320,760,0.5330882352941176,0.4676724137931034,0.046052631578947366,0.5323275862068966,0.5330882352941176,0.4676724137931034,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_13/mogb_partition_ours_boundary/predictions.tsv
banking77,0.75,13,ours_partition_mogb_boundary,Ours partition + MOGB,3080,2320,760,0.5444400159426066,0.5405172413793103,0.1013157894736842,0.45948275862068966,0.5444400159426066,0.5405172413793103,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_13/ours_partition_mogb_boundary/predictions.tsv
banking77,0.75,42,trainable_k1,Trainable K=1,3080,2320,760,0.7272727272727273,0.8297413793103449,0.13157894736842105,0.17025862068965517,0.7272727272727273,0.8297413793103449,0.0,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.75/runs/banking77/seed_42/predictions.jsonl
banking77,0.75,42,single_centroid,Frozen K=1,3080,2320,760,0.5716180371352785,0.8633620689655173,0.4328947368421053,0.13663793103448277,0.5716180371352785,0.8633620689655173,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_42/single_centroid/predictions.tsv
banking77,0.75,42,fixed_k2,Frozen K=2,3080,2320,760,0.6131736526946108,0.8284482758620689,0.3263157894736842,0.17155172413793104,0.6131736526946108,0.8284482758620689,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_42/fixed_k2/predictions.tsv
banking77,0.75,42,random_partition,Random K=2,3080,2320,760,0.5775401069518716,0.8689655172413793,0.43157894736842106,0.1310344827586207,0.5775401069518716,0.8689655172413793,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_42/random_partition/predictions.tsv
banking77,0.75,42,mogb_minilm,MOGB-MiniLM,3080,2320,760,0.47332077840552417,0.2793103448275862,0.007894736842105263,0.7206896551724138,0.4733207784055241,0.2793103448275862,5.551115123125783e-17,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_42/mogb_minilm/predictions.tsv
banking77,0.75,42,mogb_partition_ours_boundary,MOGB partition + ours,3080,2320,760,0.5281539558089807,0.4375,0.025,0.5625,0.5281539558089807,0.4375,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_42/mogb_partition_ours_boundary/predictions.tsv
banking77,0.75,42,ours_partition_mogb_boundary,Ours partition + MOGB,3080,2320,760,0.5496062992125984,0.5336206896551724,0.08157894736842106,0.4663793103448276,0.5496062992125984,0.5336206896551724,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_42/ours_partition_mogb_boundary/predictions.tsv
banking77,0.75,87,trainable_k1,Trainable K=1,3080,2320,760,0.6984478935698448,0.821551724137931,0.17105263157894737,0.17844827586206896,0.6984478935698448,0.8215517241379311,0.0,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.75/runs/banking77/seed_87/predictions.jsonl
banking77,0.75,87,single_centroid,Frozen K=1,3080,2320,760,0.5678524374176548,0.8590517241379311,0.4328947368421053,0.14094827586206896,0.5678524374176548,0.8590517241379311,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_87/single_centroid/predictions.tsv
banking77,0.75,87,fixed_k2,Frozen K=2,3080,2320,760,0.6058394160583942,0.8336206896551724,0.3447368421052632,0.16637931034482759,0.6058394160583942,0.8336206896551724,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_87/fixed_k2/predictions.tsv
banking77,0.75,87,random_partition,Random K=2,3080,2320,760,0.5516304347826086,0.868103448275862,0.46578947368421053,0.13189655172413794,0.5516304347826086,0.868103448275862,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_87/random_partition/predictions.tsv
banking77,0.75,87,mogb_minilm,MOGB-MiniLM,3080,2320,760,0.4827365728900256,0.30474137931034484,0.006578947368421052,0.6952586206896552,0.4827365728900256,0.3047413793103448,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_87/mogb_minilm/predictions.tsv
banking77,0.75,87,mogb_partition_ours_boundary,MOGB partition + ours,3080,2320,760,0.5405201658499812,0.49310344827586206,0.056578947368421055,0.506896551724138,0.5405201658499812,0.493103448275862,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_87/mogb_partition_ours_boundary/predictions.tsv
banking77,0.75,87,ours_partition_mogb_boundary,Ours partition + MOGB,3080,2320,760,0.5565217391304348,0.5405172413793103,0.07368421052631578,0.45948275862068966,0.5565217391304348,0.5405172413793103,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_87/ours_partition_mogb_boundary/predictions.tsv
banking77,0.75,100,trainable_k1,Trainable K=1,3080,2320,760,0.6801573917931422,0.821551724137931,0.20394736842105263,0.17844827586206896,0.6801573917931422,0.8215517241379311,0.0,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_extension_v1/kir_0.75/runs/banking77/seed_100/predictions.jsonl
banking77,0.75,100,single_centroid,Frozen K=1,3080,2320,760,0.5380434782608695,0.8637931034482759,0.4789473684210526,0.13620689655172413,0.5380434782608695,0.8637931034482759,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_100/single_centroid/predictions.tsv
banking77,0.75,100,fixed_k2,Frozen K=2,3080,2320,760,0.5937122128174124,0.8262931034482759,0.3539473684210526,0.17370689655172414,0.5937122128174124,0.8262931034482759,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_100/fixed_k2/predictions.tsv
banking77,0.75,100,random_partition,Random K=2,3080,2320,760,0.5431928127159641,0.8732758620689656,0.48289473684210527,0.1267241379310345,0.5431928127159641,0.8732758620689656,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_100/random_partition/predictions.tsv
banking77,0.75,100,mogb_minilm,MOGB-MiniLM,3080,2320,760,0.4722831193235202,0.27629310344827585,0.007894736842105263,0.7237068965517242,0.4722831193235202,0.2762931034482758,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_100/mogb_minilm/predictions.tsv
banking77,0.75,100,mogb_partition_ours_boundary,MOGB partition + ours,3080,2320,760,0.5249632892804699,0.46163793103448275,0.05921052631578947,0.5383620689655172,0.5249632892804699,0.4616379310344828,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_100/mogb_partition_ours_boundary/predictions.tsv
banking77,0.75,100,ours_partition_mogb_boundary,Ours partition + MOGB,3080,2320,760,0.5486518171160609,0.5271551724137931,0.07631578947368421,0.4728448275862069,0.5486518171160609,0.5271551724137931,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_100/ours_partition_mogb_boundary/predictions.tsv
banking77,0.75,123,trainable_k1,Trainable K=1,3080,2320,760,0.6666666666666666,0.8206896551724138,0.22631578947368422,0.1793103448275862,0.6666666666666666,0.8206896551724138,0.0,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_extension_v1/kir_0.75/runs/banking77/seed_123/predictions.jsonl
banking77,0.75,123,single_centroid,Frozen K=1,3080,2320,760,0.5377685377685377,0.8728448275862069,0.48947368421052634,0.1271551724137931,0.5377685377685377,0.8728448275862069,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_123/single_centroid/predictions.tsv
banking77,0.75,123,fixed_k2,Frozen K=2,3080,2320,760,0.6040268456375839,0.8344827586206897,0.34868421052631576,0.16551724137931034,0.6040268456375839,0.8344827586206897,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_123/fixed_k2/predictions.tsv
banking77,0.75,123,random_partition,Random K=2,3080,2320,760,0.5325779036827195,0.8810344827586207,0.5052631578947369,0.11896551724137931,0.5325779036827195,0.8810344827586207,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_123/random_partition/predictions.tsv
banking77,0.75,123,mogb_minilm,MOGB-MiniLM,3080,2320,760,0.47613065326633164,0.2818965517241379,0.002631578947368421,0.718103448275862,0.4761306532663316,0.2818965517241379,5.551115123125783e-17,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_123/mogb_minilm/predictions.tsv
banking77,0.75,123,mogb_partition_ours_boundary,MOGB partition + ours,3080,2320,760,0.5299326957137797,0.4331896551724138,0.015789473684210527,0.5668103448275862,0.5299326957137797,0.4331896551724138,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_123/mogb_partition_ours_boundary/predictions.tsv
banking77,0.75,123,ours_partition_mogb_boundary,Ours partition + MOGB,3080,2320,760,0.5543307086614173,0.5362068965517242,0.07368421052631578,0.46379310344827585,0.5543307086614173,0.5362068965517242,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_123/ours_partition_mogb_boundary/predictions.tsv
stackoverflow,0.25,13,trainable_k1,Trainable K=1,6000,1500,4500,0.9348581679560489,0.8333333333333334,0.07355555555555555,0.16666666666666666,0.9348581679560488,0.8333333333333334,1.1102230246251565e-16,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.25/runs/stackoverflow/seed_13/predictions.jsonl
stackoverflow,0.25,13,single_centroid,Frozen K=1,6000,1500,4500,0.9306841273425153,0.8426666666666667,0.084,0.15733333333333333,0.9306841273425152,0.8426666666666667,1.1102230246251565e-16,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_13/single_centroid/predictions.tsv
stackoverflow,0.25,13,fixed_k2,Frozen K=2,6000,1500,4500,0.8651577173127859,0.858,0.20155555555555554,0.142,0.8651577173127859,0.858,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_13/fixed_k2/predictions.tsv
stackoverflow,0.25,13,random_partition,Random K=2,6000,1500,4500,0.9301641199773628,0.8493333333333334,0.08688888888888889,0.15066666666666667,0.9301641199773628,0.8493333333333333,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_13/random_partition/predictions.tsv
stackoverflow,0.25,13,mogb_minilm,MOGB-MiniLM,6000,1500,4500,0.8917312921744385,0.332,0.01622222222222222,0.668,0.8917312921744385,0.3319999999999999,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_13/mogb_minilm/predictions.tsv
stackoverflow,0.25,13,mogb_partition_ours_boundary,MOGB partition + ours,6000,1500,4500,0.9219723366064829,0.5966666666666667,0.029777777777777778,0.4033333333333333,0.9219723366064828,0.5966666666666667,1.1102230246251565e-16,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_13/mogb_partition_ours_boundary/predictions.tsv
stackoverflow,0.25,13,ours_partition_mogb_boundary,Ours partition + MOGB,6000,1500,4500,0.9100874881416675,0.5533333333333333,0.04066666666666666,0.44666666666666666,0.9100874881416676,0.5533333333333333,-1.1102230246251565e-16,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_13/ours_partition_mogb_boundary/predictions.tsv
stackoverflow,0.25,42,trainable_k1,Trainable K=1,6000,1500,4500,0.9546207353428288,0.844,0.03933333333333333,0.156,0.9546207353428288,0.844,0.0,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.25/runs/stackoverflow/seed_42/predictions.jsonl
stackoverflow,0.25,42,single_centroid,Frozen K=1,6000,1500,4500,0.8451644818204304,0.8873333333333333,0.24066666666666667,0.11266666666666666,0.8451644818204304,0.8873333333333333,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_42/single_centroid/predictions.tsv
stackoverflow,0.25,42,fixed_k2,Frozen K=2,6000,1500,4500,0.8346554288547348,0.866,0.25177777777777777,0.134,0.8346554288547348,0.866,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_42/fixed_k2/predictions.tsv
stackoverflow,0.25,42,random_partition,Random K=2,6000,1500,4500,0.8359775140537165,0.894,0.2564444444444444,0.106,0.8359775140537165,0.894,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_42/random_partition/predictions.tsv
stackoverflow,0.25,42,mogb_minilm,MOGB-MiniLM,6000,1500,4500,0.8921178343949044,0.28933333333333333,0.004,0.7106666666666667,0.8921178343949044,0.2893333333333333,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_42/mogb_minilm/predictions.tsv
stackoverflow,0.25,42,mogb_partition_ours_boundary,MOGB partition + ours,6000,1500,4500,0.924728962312855,0.5286666666666666,0.004888888888888889,0.4713333333333333,0.924728962312855,0.5286666666666666,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_42/mogb_partition_ours_boundary/predictions.tsv
stackoverflow,0.25,42,ours_partition_mogb_boundary,Ours partition + MOGB,6000,1500,4500,0.9005748350010645,0.5573333333333333,0.06,0.44266666666666665,0.9005748350010645,0.5573333333333333,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_42/ours_partition_mogb_boundary/predictions.tsv
stackoverflow,0.25,87,trainable_k1,Trainable K=1,6000,1500,4500,0.9619058074431881,0.848,0.026444444444444444,0.152,0.961905807443188,0.848,1.1102230246251565e-16,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.25/runs/stackoverflow/seed_87/predictions.jsonl
stackoverflow,0.25,87,single_centroid,Frozen K=1,6000,1500,4500,0.8905607147055367,0.854,0.1582222222222222,0.146,0.8905607147055367,0.854,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_87/single_centroid/predictions.tsv
stackoverflow,0.25,87,fixed_k2,Frozen K=2,6000,1500,4500,0.8926064576509125,0.8446666666666667,0.15222222222222223,0.15533333333333332,0.8926064576509125,0.8446666666666667,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_87/fixed_k2/predictions.tsv
stackoverflow,0.25,87,random_partition,Random K=2,6000,1500,4500,0.888023598820059,0.8586666666666667,0.16377777777777777,0.14133333333333334,0.888023598820059,0.8586666666666667,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_87/random_partition/predictions.tsv
stackoverflow,0.25,87,mogb_minilm,MOGB-MiniLM,6000,1500,4500,0.8904790300139137,0.2786666666666667,0.0044444444444444444,0.7213333333333334,0.8904790300139137,0.2786666666666666,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_87/mogb_minilm/predictions.tsv
stackoverflow,0.25,87,mogb_partition_ours_boundary,MOGB partition + ours,6000,1500,4500,0.9250285951960071,0.554,0.011555555555555555,0.446,0.9250285951960072,0.554,-1.1102230246251565e-16,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_87/mogb_partition_ours_boundary/predictions.tsv
stackoverflow,0.25,87,ours_partition_mogb_boundary,Ours partition + MOGB,6000,1500,4500,0.9086538461538461,0.5193333333333333,0.034,0.4806666666666667,0.908653846153846,0.5193333333333333,1.1102230246251565e-16,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_87/ours_partition_mogb_boundary/predictions.tsv
stackoverflow,0.25,100,trainable_k1,Trainable K=1,6000,1500,4500,0.9664517539066768,0.8473333333333334,0.017333333333333333,0.15266666666666667,0.9664517539066768,0.8473333333333333,0.0,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_extension_v1/kir_0.25/runs/stackoverflow/seed_100/predictions.jsonl
stackoverflow,0.25,100,single_centroid,Frozen K=1,6000,1500,4500,0.9333333333333333,0.8533333333333334,0.08222222222222222,0.14666666666666667,0.9333333333333332,0.8533333333333333,1.1102230246251565e-16,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_100/single_centroid/predictions.tsv
stackoverflow,0.25,100,fixed_k2,Frozen K=2,6000,1500,4500,0.9314914645103325,0.8286666666666667,0.07844444444444444,0.17133333333333334,0.9314914645103324,0.8286666666666667,1.1102230246251565e-16,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_100/fixed_k2/predictions.tsv
stackoverflow,0.25,100,random_partition,Random K=2,6000,1500,4500,0.9324737020699015,0.854,0.084,0.146,0.9324737020699017,0.854,-1.1102230246251565e-16,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_100/random_partition/predictions.tsv
stackoverflow,0.25,100,mogb_minilm,MOGB-MiniLM,6000,1500,4500,0.8927314768271841,0.32866666666666666,0.013333333333333334,0.6713333333333333,0.8927314768271841,0.3286666666666666,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_100/mogb_minilm/predictions.tsv
stackoverflow,0.25,100,mogb_partition_ours_boundary,MOGB partition + ours,6000,1500,4500,0.922978859024753,0.6206666666666667,0.034666666666666665,0.37933333333333336,0.922978859024753,0.6206666666666667,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_100/mogb_partition_ours_boundary/predictions.tsv
stackoverflow,0.25,100,ours_partition_mogb_boundary,Ours partition + MOGB,6000,1500,4500,0.9269510926118626,0.5626666666666666,0.010222222222222223,0.43733333333333335,0.9269510926118626,0.5626666666666666,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_100/ours_partition_mogb_boundary/predictions.tsv
stackoverflow,0.25,123,trainable_k1,Trainable K=1,6000,1500,4500,0.9561480828558836,0.842,0.035777777777777776,0.158,0.9561480828558836,0.842,0.0,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_extension_v1/kir_0.25/runs/stackoverflow/seed_123/predictions.jsonl
