dataset,kir,seed,method,method_label,n_samples,n_known,n_oos,oos_f1,known_recall,false_accept_rate,false_reject_rate,source_oos_f1,source_known_recall,metric_recompute_delta,source_prediction_path
clinc150,0.75,13,mogb_partition_ours_boundary,MOGB partition + ours,5700,3360,2340,0.718701217608492,0.475,0.01623931623931624,0.525,0.718701217608492,0.475,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/mogb_partition_ours_boundary/predictions.tsv
clinc150,0.75,13,ours_partition_mogb_boundary,Ours partition + MOGB,5700,3360,2340,0.6987364895722332,0.4244047619047619,0.019230769230769232,0.575595238095238,0.6987364895722332,0.4244047619047619,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/ours_partition_mogb_boundary/predictions.tsv
clinc150,0.75,42,trainable_k1,Trainable K=1,5700,3360,2340,0.823141706334676,0.7398809523809524,0.039316239316239315,0.26011904761904764,0.823141706334676,0.7398809523809524,0.0,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.75/runs/clinc150/seed_42/predictions.jsonl
clinc150,0.75,42,single_centroid,Frozen K=1,5700,3360,2340,0.8075954272427824,0.7806547619047619,0.1094017094017094,0.2193452380952381,0.8075954272427824,0.7806547619047619,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/single_centroid/predictions.tsv
clinc150,0.75,42,fixed_k2,Frozen K=2,5700,3360,2340,0.8098617855808741,0.7482142857142857,0.0735042735042735,0.2517857142857143,0.8098617855808741,0.7482142857142857,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/fixed_k2/predictions.tsv
clinc150,0.75,42,random_partition,Random K=2,5700,3360,2340,0.8092349833692036,0.7907738095238095,0.11623931623931624,0.20922619047619048,0.8092349833692036,0.7907738095238095,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/random_partition/predictions.tsv
clinc150,0.75,42,mogb_minilm,MOGB-MiniLM,5700,3360,2340,0.6552746787176953,0.2794642857142857,0.008547008547008548,0.7205357142857143,0.6552746787176953,0.2794642857142857,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/mogb_minilm/predictions.tsv
clinc150,0.75,42,mogb_partition_ours_boundary,MOGB partition + ours,5700,3360,2340,0.7124132613723978,0.4538690476190476,0.01282051282051282,0.5461309523809523,0.7124132613723978,0.4538690476190476,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/mogb_partition_ours_boundary/predictions.tsv
clinc150,0.75,42,ours_partition_mogb_boundary,Ours partition + MOGB,5700,3360,2340,0.6984848484848485,0.4181547619047619,0.014957264957264958,0.5818452380952381,0.6984848484848485,0.4181547619047618,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/ours_partition_mogb_boundary/predictions.tsv
clinc150,0.75,87,trainable_k1,Trainable K=1,5700,3360,2340,0.8302650957290133,0.7508928571428571,0.03632478632478633,0.24910714285714286,0.8302650957290133,0.7508928571428571,0.0,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.75/runs/clinc150/seed_87/predictions.jsonl
clinc150,0.75,87,single_centroid,Frozen K=1,5700,3360,2340,0.8238724727838258,0.7961309523809523,0.09444444444444444,0.20386904761904762,0.8238724727838258,0.7961309523809523,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_87/single_centroid/predictions.tsv
clinc150,0.75,87,fixed_k2,Frozen K=2,5700,3360,2340,0.8191369606003752,0.7598214285714285,0.06709401709401709,0.24017857142857144,0.8191369606003752,0.7598214285714285,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_87/fixed_k2/predictions.tsv
clinc150,0.75,87,random_partition,Random K=2,5700,3360,2340,0.8299531981279251,0.8035714285714286,0.0905982905982906,0.19642857142857142,0.8299531981279251,0.8035714285714286,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_87/random_partition/predictions.tsv
clinc150,0.75,87,mogb_minilm,MOGB-MiniLM,5700,3360,2340,0.6600256154831364,0.29523809523809524,0.008974358974358974,0.7047619047619048,0.6600256154831364,0.2952380952380952,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_87/mogb_minilm/predictions.tsv
clinc150,0.75,87,mogb_partition_ours_boundary,MOGB partition + ours,5700,3360,2340,0.7166744803875605,0.4744047619047619,0.020085470085470087,0.5255952380952381,0.7166744803875605,0.4744047619047619,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_87/mogb_partition_ours_boundary/predictions.tsv
clinc150,0.75,87,ours_partition_mogb_boundary,Ours partition + MOGB,5700,3360,2340,0.6988393402565669,0.42857142857142855,0.022222222222222223,0.5714285714285714,0.6988393402565669,0.4285714285714286,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_87/ours_partition_mogb_boundary/predictions.tsv
clinc150,0.75,100,trainable_k1,Trainable K=1,5700,3360,2340,0.8333023601561048,0.7622023809523809,0.04188034188034188,0.23779761904761904,0.8333023601561048,0.762202380952381,0.0,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_extension_v1/kir_0.75/runs/clinc150/seed_100/predictions.jsonl
clinc150,0.75,100,single_centroid,Frozen K=1,5700,3360,2340,0.8267762771579565,0.8044642857142857,0.09743589743589744,0.19553571428571428,0.8267762771579565,0.8044642857142857,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_100/single_centroid/predictions.tsv
clinc150,0.75,100,fixed_k2,Frozen K=2,5700,3360,2340,0.8223022947088944,0.7723214285714286,0.0735042735042735,0.22767857142857142,0.8223022947088944,0.7723214285714286,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_100/fixed_k2/predictions.tsv
clinc150,0.75,100,random_partition,Random K=2,5700,3360,2340,0.8324132492113565,0.8151785714285714,0.09786324786324786,0.18482142857142858,0.8324132492113565,0.8151785714285714,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_100/random_partition/predictions.tsv
clinc150,0.75,100,mogb_minilm,MOGB-MiniLM,5700,3360,2340,0.660377358490566,0.30178571428571427,0.01282051282051282,0.6982142857142857,0.660377358490566,0.3017857142857143,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_100/mogb_minilm/predictions.tsv
clinc150,0.75,100,mogb_partition_ours_boundary,MOGB partition + ours,5700,3360,2340,0.723047739487828,0.4943452380952381,0.02264957264957265,0.5056547619047619,0.723047739487828,0.4943452380952381,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_100/mogb_partition_ours_boundary/predictions.tsv
clinc150,0.75,100,ours_partition_mogb_boundary,Ours partition + MOGB,5700,3360,2340,0.7072982564419071,0.44970238095238096,0.020512820512820513,0.5502976190476191,0.7072982564419071,0.4497023809523809,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_100/ours_partition_mogb_boundary/predictions.tsv
clinc150,0.75,123,trainable_k1,Trainable K=1,5700,3360,2340,0.8327481057105895,0.756547619047619,0.03717948717948718,0.24345238095238095,0.8327481057105895,0.756547619047619,0.0,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_extension_v1/kir_0.75/runs/clinc150/seed_123/predictions.jsonl
clinc150,0.75,123,single_centroid,Frozen K=1,5700,3360,2340,0.8168740279937792,0.7907738095238095,0.10213675213675213,0.20922619047619048,0.8168740279937792,0.7907738095238095,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_123/single_centroid/predictions.tsv
clinc150,0.75,123,fixed_k2,Frozen K=2,5700,3360,2340,0.807280915744042,0.7505952380952381,0.08076923076923077,0.2494047619047619,0.807280915744042,0.7505952380952381,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_123/fixed_k2/predictions.tsv
clinc150,0.75,123,random_partition,Random K=2,5700,3360,2340,0.82063305978898,0.7982142857142858,0.10256410256410256,0.2017857142857143,0.82063305978898,0.7982142857142858,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_123/random_partition/predictions.tsv
clinc150,0.75,123,mogb_minilm,MOGB-MiniLM,5700,3360,2340,0.665430161221287,0.3044642857142857,0.003418803418803419,0.6955357142857143,0.665430161221287,0.3044642857142857,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_123/mogb_minilm/predictions.tsv
clinc150,0.75,123,mogb_partition_ours_boundary,MOGB partition + ours,5700,3360,2340,0.7278803309993634,0.5068452380952381,0.02264957264957265,0.49315476190476193,0.7278803309993634,0.5068452380952381,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_123/mogb_partition_ours_boundary/predictions.tsv
clinc150,0.75,123,ours_partition_mogb_boundary,Ours partition + MOGB,5700,3360,2340,0.6986634264884569,0.42142857142857143,0.017094017094017096,0.5785714285714286,0.6986634264884569,0.4214285714285714,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_123/ours_partition_mogb_boundary/predictions.tsv
banking77,0.25,13,trainable_k1,Trainable K=1,3080,760,2320,0.9154867256637168,0.8276315789473684,0.10818965517241379,0.1723684210526316,0.9154867256637168,0.8276315789473684,0.0,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.25/runs/banking77/seed_13/predictions.jsonl
banking77,0.25,13,single_centroid,Frozen K=1,3080,760,2320,0.8406072106261859,0.8368421052631579,0.23620689655172414,0.1631578947368421,0.8406072106261859,0.8368421052631578,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_13/single_centroid/predictions.tsv
banking77,0.25,13,fixed_k2,Frozen K=2,3080,760,2320,0.8445179584120983,0.8355263157894737,0.22974137931034483,0.16447368421052633,0.8445179584120983,0.8355263157894737,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_13/fixed_k2/predictions.tsv
banking77,0.25,13,random_partition,Random K=2,3080,760,2320,0.8404483663248271,0.8539473684210527,0.24051724137931035,0.14605263157894738,0.8404483663248271,0.8539473684210526,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_13/random_partition/predictions.tsv
banking77,0.25,13,mogb_minilm,MOGB-MiniLM,3080,760,2320,0.8975725281231498,0.37763157894736843,0.019827586206896553,0.6223684210526316,0.8975725281231498,0.3776315789473684,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_13/mogb_minilm/predictions.tsv
banking77,0.25,13,mogb_partition_ours_boundary,MOGB partition + ours,3080,760,2320,0.916837361736993,0.5736842105263158,0.0353448275862069,0.4263157894736842,0.916837361736993,0.5736842105263158,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_13/mogb_partition_ours_boundary/predictions.tsv
banking77,0.25,13,ours_partition_mogb_boundary,Ours partition + MOGB,3080,760,2320,0.8993399339933993,0.5421052631578948,0.0603448275862069,0.45789473684210524,0.8993399339933993,0.5421052631578948,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_13/ours_partition_mogb_boundary/predictions.tsv
banking77,0.25,42,trainable_k1,Trainable K=1,3080,760,2320,0.9191208791208791,0.8171052631578948,0.09870689655172414,0.18289473684210528,0.9191208791208793,0.8171052631578948,-1.1102230246251565e-16,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.25/runs/banking77/seed_42/predictions.jsonl
banking77,0.25,42,single_centroid,Frozen K=1,3080,760,2320,0.8386023294509152,0.8381578947368421,0.2396551724137931,0.1618421052631579,0.8386023294509152,0.8381578947368421,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_42/single_centroid/predictions.tsv
banking77,0.25,42,fixed_k2,Frozen K=2,3080,760,2320,0.875835061045842,0.8421052631578947,0.18060344827586206,0.15789473684210525,0.875835061045842,0.8421052631578947,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_42/fixed_k2/predictions.tsv
banking77,0.25,42,random_partition,Random K=2,3080,760,2320,0.8347701149425287,0.8513157894736842,0.24870689655172415,0.14868421052631578,0.8347701149425287,0.8513157894736842,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_42/random_partition/predictions.tsv
banking77,0.25,42,mogb_minilm,MOGB-MiniLM,3080,760,2320,0.9093069306930693,0.42894736842105263,0.010344827586206896,0.5710526315789474,0.9093069306930692,0.4289473684210526,1.1102230246251565e-16,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_42/mogb_minilm/predictions.tsv
banking77,0.25,42,mogb_partition_ours_boundary,MOGB partition + ours,3080,760,2320,0.9243557772236076,0.6473684210526316,0.041379310344827586,0.3526315789473684,0.9243557772236076,0.6473684210526316,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_42/mogb_partition_ours_boundary/predictions.tsv
banking77,0.25,42,ours_partition_mogb_boundary,Ours partition + MOGB,3080,760,2320,0.9178921568627451,0.5671052631578948,0.03146551724137931,0.4328947368421053,0.9178921568627452,0.5671052631578948,-1.1102230246251565e-16,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_42/ours_partition_mogb_boundary/predictions.tsv
banking77,0.25,87,trainable_k1,Trainable K=1,3080,760,2320,0.9304952215464813,0.8131578947368421,0.07672413793103448,0.1868421052631579,0.9304952215464812,0.8131578947368421,1.1102230246251565e-16,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.25/runs/banking77/seed_87/predictions.jsonl
banking77,0.25,87,single_centroid,Frozen K=1,3080,760,2320,0.8788294467306813,0.8263157894736842,0.17155172413793104,0.1736842105263158,0.8788294467306813,0.8263157894736842,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_87/single_centroid/predictions.tsv
banking77,0.25,87,fixed_k2,Frozen K=2,3080,760,2320,0.852015847121883,0.8118421052631579,0.2120689655172414,0.1881578947368421,0.852015847121883,0.8118421052631579,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_87/fixed_k2/predictions.tsv
banking77,0.25,87,random_partition,Random K=2,3080,760,2320,0.869364161849711,0.8355263157894737,0.1896551724137931,0.16447368421052633,0.869364161849711,0.8355263157894737,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_87/random_partition/predictions.tsv
banking77,0.25,87,mogb_minilm,MOGB-MiniLM,3080,760,2320,0.9025600317523318,0.4144736842105263,0.019827586206896553,0.5855263157894737,0.9025600317523318,0.4144736842105263,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_87/mogb_minilm/predictions.tsv
banking77,0.25,87,mogb_partition_ours_boundary,MOGB partition + ours,3080,760,2320,0.9256026600166251,0.6513157894736842,0.04008620689655172,0.34868421052631576,0.9256026600166252,0.6513157894736843,-1.1102230246251565e-16,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_87/mogb_partition_ours_boundary/predictions.tsv
banking77,0.25,87,ours_partition_mogb_boundary,Ours partition + MOGB,3080,760,2320,0.9030936283548453,0.5302631578947369,0.05,0.4697368421052632,0.9030936283548452,0.5302631578947368,1.1102230246251565e-16,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_87/ours_partition_mogb_boundary/predictions.tsv
banking77,0.25,100,trainable_k1,Trainable K=1,3080,760,2320,0.9308176100628931,0.8092105263157895,0.075,0.19078947368421054,0.9308176100628932,0.8092105263157895,-1.1102230246251565e-16,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_extension_v1/kir_0.25/runs/banking77/seed_100/predictions.jsonl
banking77,0.25,100,single_centroid,Frozen K=1,3080,760,2320,0.8778467908902692,0.843421052631579,0.17758620689655172,0.15657894736842104,0.8778467908902692,0.843421052631579,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_100/single_centroid/predictions.tsv
banking77,0.25,100,fixed_k2,Frozen K=2,3080,760,2320,0.900088809946714,0.7934210526315789,0.12629310344827585,0.20657894736842106,0.900088809946714,0.7934210526315789,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_100/fixed_k2/predictions.tsv
banking77,0.25,100,random_partition,Random K=2,3080,760,2320,0.8817598533455545,0.8421052631578947,0.1706896551724138,0.15789473684210525,0.8817598533455545,0.8421052631578947,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_100/random_partition/predictions.tsv
banking77,0.25,100,mogb_minilm,MOGB-MiniLM,3080,760,2320,0.9044910766817023,0.37763157894736843,0.00603448275862069,0.6223684210526316,0.9044910766817024,0.3776315789473684,-1.1102230246251565e-16,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_100/mogb_minilm/predictions.tsv
banking77,0.25,100,mogb_partition_ours_boundary,MOGB partition + ours,3080,760,2320,0.9207003089598352,0.6052631578947368,0.036637931034482756,0.39473684210526316,0.9207003089598352,0.6052631578947368,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_100/mogb_partition_ours_boundary/predictions.tsv
banking77,0.25,100,ours_partition_mogb_boundary,Ours partition + MOGB,3080,760,2320,0.9161628375654978,0.5144736842105263,0.02025862068965517,0.4855263157894737,0.9161628375654978,0.5144736842105263,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_100/ours_partition_mogb_boundary/predictions.tsv
banking77,0.25,123,trainable_k1,Trainable K=1,3080,760,2320,0.8867710460630814,0.825,0.15775862068965518,0.175,0.8867710460630814,0.825,0.0,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_extension_v1/kir_0.25/runs/banking77/seed_123/predictions.jsonl
banking77,0.25,123,single_centroid,Frozen K=1,3080,760,2320,0.82273276904474,0.85,0.2668103448275862,0.15,0.82273276904474,0.85,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_123/single_centroid/predictions.tsv
banking77,0.25,123,fixed_k2,Frozen K=2,3080,760,2320,0.8164344065353195,0.8118421052631579,0.26767241379310347,0.1881578947368421,0.8164344065353195,0.8118421052631579,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_123/fixed_k2/predictions.tsv
banking77,0.25,123,random_partition,Random K=2,3080,760,2320,0.8238993710691824,0.8539473684210527,0.265948275862069,0.14605263157894738,0.8238993710691824,0.8539473684210526,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_123/random_partition/predictions.tsv
banking77,0.25,123,mogb_minilm,MOGB-MiniLM,3080,760,2320,0.9010292953285828,0.4,0.01896551724137931,0.6,0.9010292953285828,0.4,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_123/mogb_minilm/predictions.tsv
banking77,0.25,123,mogb_partition_ours_boundary,MOGB partition + ours,3080,760,2320,0.9153033754400497,0.6065789473684211,0.04741379310344827,0.39342105263157895,0.9153033754400496,0.6065789473684211,1.1102230246251565e-16,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_123/mogb_partition_ours_boundary/predictions.tsv
banking77,0.25,123,ours_partition_mogb_boundary,Ours partition + MOGB,3080,760,2320,0.8973776584761511,0.5394736842105263,0.06336206896551724,0.4605263157894737,0.8973776584761511,0.5394736842105263,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_123/ours_partition_mogb_boundary/predictions.tsv
banking77,0.5,13,trainable_k1,Trainable K=1,3080,1520,1560,0.8462021343377275,0.8171052631578948,0.1358974358974359,0.18289473684210528,0.8462021343377275,0.8171052631578948,0.0,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.50/runs/banking77/seed_13/predictions.jsonl
banking77,0.5,13,single_centroid,Frozen K=1,3080,1520,1560,0.6906422018348624,0.8526315789473684,0.3967948717948718,0.14736842105263157,0.6906422018348624,0.8526315789473684,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_13/single_centroid/predictions.tsv
banking77,0.5,13,fixed_k2,Frozen K=2,3080,1520,1560,0.7343804537521815,0.8335526315789473,0.32564102564102565,0.16644736842105262,0.7343804537521815,0.8335526315789474,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_13/fixed_k2/predictions.tsv
banking77,0.5,13,random_partition,Random K=2,3080,1520,1560,0.6940740740740741,0.8664473684210526,0.3993589743589744,0.13355263157894737,0.6940740740740741,0.8664473684210526,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_13/random_partition/predictions.tsv
banking77,0.5,13,mogb_minilm,MOGB-MiniLM,3080,1520,1560,0.7496965282835639,0.33223684210526316,0.010256410256410256,0.6677631578947368,0.7496965282835639,0.3322368421052631,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_13/mogb_minilm/predictions.tsv
banking77,0.5,13,mogb_partition_ours_boundary,MOGB partition + ours,3080,1520,1560,0.7925322114120431,0.5157894736842106,0.03397435897435897,0.4842105263157895,0.7925322114120431,0.5157894736842106,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_13/mogb_partition_ours_boundary/predictions.tsv
banking77,0.5,13,ours_partition_mogb_boundary,Ours partition + MOGB,3080,1520,1560,0.7840085859940972,0.5355263157894737,0.06346153846153846,0.4644736842105263,0.7840085859940972,0.5355263157894736,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_13/ours_partition_mogb_boundary/predictions.tsv
banking77,0.5,42,trainable_k1,Trainable K=1,3080,1520,1560,0.8414403032217309,0.8197368421052632,0.14615384615384616,0.18026315789473685,0.8414403032217309,0.8197368421052631,0.0,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.50/runs/banking77/seed_42/predictions.jsonl
banking77,0.5,42,single_centroid,Frozen K=1,3080,1520,1560,0.7456445993031359,0.8421052631578947,0.3141025641025641,0.15789473684210525,0.7456445993031359,0.8421052631578947,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_42/single_centroid/predictions.tsv
banking77,0.5,42,fixed_k2,Frozen K=2,3080,1520,1560,0.7649456521739131,0.8302631578947368,0.2782051282051282,0.16973684210526316,0.7649456521739131,0.8302631578947368,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_42/fixed_k2/predictions.tsv
banking77,0.5,42,random_partition,Random K=2,3080,1520,1560,0.7263646093471281,0.8519736842105263,0.3474358974358974,0.14802631578947367,0.7263646093471281,0.8519736842105263,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_42/random_partition/predictions.tsv
banking77,0.5,42,mogb_minilm,MOGB-MiniLM,3080,1520,1560,0.7435712569093967,0.30657894736842106,0.008333333333333333,0.6934210526315789,0.7435712569093967,0.306578947368421,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_42/mogb_minilm/predictions.tsv
banking77,0.5,42,mogb_partition_ours_boundary,MOGB partition + ours,3080,1520,1560,0.7882906429691584,0.5013157894736842,0.03333333333333333,0.4986842105263158,0.7882906429691584,0.5013157894736842,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_42/mogb_partition_ours_boundary/predictions.tsv
banking77,0.5,42,ours_partition_mogb_boundary,Ours partition + MOGB,3080,1520,1560,0.792845702082221,0.5388157894736842,0.04807692307692308,0.4611842105263158,0.792845702082221,0.5388157894736842,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_42/ours_partition_mogb_boundary/predictions.tsv
banking77,0.5,87,trainable_k1,Trainable K=1,3080,1520,1560,0.8554480174836091,0.8203947368421053,0.12179487179487179,0.17960526315789474,0.8554480174836091,0.8203947368421053,0.0,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.50/runs/banking77/seed_87/predictions.jsonl
banking77,0.5,87,single_centroid,Frozen K=1,3080,1520,1560,0.7539627842866988,0.8368421052631579,0.2987179487179487,0.1631578947368421,0.7539627842866988,0.8368421052631578,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/single_centroid/predictions.tsv
banking77,0.5,87,fixed_k2,Frozen K=2,3080,1520,1560,0.7584097859327217,0.8243421052631579,0.2846153846153846,0.1756578947368421,0.7584097859327217,0.8243421052631579,0.0,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/fixed_k2/predictions.tsv
