dataset,seed,split,k,radius_lambda,threshold,acceptance_mode,oos_f1,known_f1,accuracy,known_recall,false_accept_rate,false_reject_rate,auroc,aupr_oos
banking77_oos,13,val,1,0.25,0.2,nearest_sphere,0.7864314789687924,0.0,0.6480322003577818,0.0,0.0,1.0,0.8901954903833253,0.9308306433266746
banking77_oos,13,test,1,0.25,0.2,nearest_sphere,0.8603351955307262,0.0,0.7549019607843137,0.0,0.0,1.0,0.9194425324675325,0.9716641647420896
banking77_oos,13,val,1,0.25,0.3,nearest_sphere,0.7864314789687924,0.0,0.6480322003577818,0.0,0.0,1.0,0.8901954903833253,0.9308306433266746
banking77_oos,13,test,1,0.25,0.3,nearest_sphere,0.8603351955307262,0.0,0.7549019607843137,0.0,0.0,1.0,0.9194425324675325,0.9716641647420896
banking77_oos,13,val,1,0.25,0.4,nearest_sphere,0.7864314789687924,0.0,0.6480322003577818,0.0,0.0,1.0,0.8901954903833253,0.9308306433266746
banking77_oos,13,test,1,0.25,0.4,nearest_sphere,0.8603351955307262,0.0,0.7549019607843137,0.0,0.0,1.0,0.9194425324675325,0.9716641647420896
banking77_oos,13,val,1,0.25,0.5,nearest_sphere,0.7864314789687924,0.0,0.6480322003577818,0.0,0.0,1.0,0.8901954903833253,0.9308306433266746
banking77_oos,13,test,1,0.25,0.5,nearest_sphere,0.8603351955307262,0.0,0.7549019607843137,0.0,0.0,1.0,0.9194425324675325,0.9716641647420896
banking77_oos,13,val,1,0.25,0.6,nearest_sphere,0.7879282218597063,0.018045727692786517,0.6511627906976745,0.008894536213468869,0.0,0.9911054637865311,0.8901954903833253,0.9308306433266746
banking77_oos,13,test,1,0.25,0.6,nearest_sphere,0.861900097943193,0.02073521864786754,0.7575980392156862,0.013,0.0,0.987,0.9194425324675325,0.9716641647420896
banking77_oos,13,val,1,0.25,0.7,nearest_sphere,0.7960417811984607,0.10377437703462267,0.6681574239713775,0.05844980940279543,0.0006901311249137336,0.9415501905972046,0.8901954903833253,0.9308306433266746
