dataset,kir,known_f1_mean,known_f1_std,f1_u_mean,f1_u_std,f1_all_mean,f1_all_std,accuracy_mean,accuracy_std
banking,0.5,17.96848,2.9562369402671353,69.28434,0.5602213160885615,19.284280000000003,2.8918665247552475,55.488,0.9612855975203188
stackoverflow,0.5,37.59162,1.7321331276781264,72.05123999999999,0.3901844474091751,40.7243,1.6098037861801684,61.488,0.6911729161360405
