dataset,seed,sample_id,oos_source,transition,frozen_distance,trainable_distance,delta_distance,frozen_radius,trainable_radius,delta_radius,frozen_score,trainable_score,delta_score,score_distance_contribution,score_radius_contribution
clinc150,13,c32c7b9f9a79fd7260d5730cf9b212fb16423a65ce5b57c3804d89763abe454f,test,both_correct,23.61472821242806,25.576426119236388,1.961697906808329,20.37097126758731,23.044615304485244,2.673644036897933,1.159234280105336,1.109865614213936,-0.04936866589139988,0.0962986929312315,-0.14566735882263138
clinc150,13,cc07336bc08b7fe1d80866712d009ba0918604de7b8129b1df670a6d3e6fe448,test,both_correct,24.46766375829156,28.973496222332052,4.505832464040491,20.37097126758731,20.796193626813576,0.4252223592262645,1.2011044263374218,1.3932115050599967,0.19210707872257493,0.22118888711064155,-0.02908180838806662
clinc150,13,efc943cbe86ced4e7cbed6439304ba66b27762ef8f83ce832e75cfd7fae4fd0c,test,both_correct,24.30352751963973,28.164419202383602,3.8608916827438726,20.37097126758731,20.796193626813576,0.4252223592262645,1.1930470668479902,1.3543064518340415,0.1612593849860513,0.18952909176633237,-0.028269706780281068
clinc150,13,a88c5a667dbd041e7741374366ec39a23bd0bc0133ee0c2176c2519e4c4e172f,test,both_wrong,18.808685233816533,20.54041310752034,1.7317278737038073,22.074090111025235,22.44266465880608,0.3685745477808453,0.8520706918933095,0.9152394967261905,0.06316880483288101,0.07845070238427942,-0.015281897551398416
clinc150,13,7be3ffa4d378894776290ce8327862781448a14c46f37ea89ae4e41720f46a6c,test,both_correct,23.069966348651967,27.750938168142326,4.68097181949036,22.99696486284927,23.044615304485244,0.047650441635973095,1.0031743965448514,1.204226575339753,0.20105217879490156,0.2035473745082026,-0.002495195713301035
clinc150,13,426a7f75c7c23cd2247b85cba22a792de4a509dfa8d5a9ee19f6956452308ee9,test,both_correct,23.55614071967497,27.17718386190602,3.6210431422310485,20.37097126758731,20.796193626813576,0.4252223592262645,1.1563582516635156,1.3068345270100348,0.1504762753465192,0.17775505618588583,-0.027278780839366634
clinc150,13,d28606d0f908f4ddc4e052ee0766776e29c484da7d471819356022196ac05c6a,test,trainable_only,22.424457126670173,26.71459800551675,4.290140878846575,22.99696486284927,23.044615304485244,0.047650441635973095,0.9751050741002799,1.1592555420231816,0.18415046792290168,0.18655248222678023,-0.0024020143038785413
clinc150,13,2c4b2cfe9691a47465c5ac9e3d1cce71f5d3cd51a621ee7e5fca3eb7ad446745,test,both_correct,23.391615714088054,26.964853854866313,3.5732381407782583,20.37097126758731,20.796193626813576,0.4252223592262645,1.1482818078147778,1.2966244851701696,0.14834267735539175,0.17540833443046067,-0.027065657075068916
clinc150,13,4c2935eb27eb41cded415c522fca6ebedd31b819c16ada2830ef3ce8f612fedf,test,both_correct,23.93619048200976,27.789262905440612,3.853072423430852,20.37097126758731,20.796193626813576,0.4252223592262645,1.1750146896576867,1.3362667901692606,0.1612521005115739,0.18914524854107273,-0.027893148029498827
clinc150,13,5e72075fb6fecb5c4aa33c1470de0a63a9b5271137eb23ab6250d3800ceedc1d,test,both_correct,23.846851389641632,26.56718380480642,2.720332415164787,20.37097126758731,23.044615304485244,2.673644036897933,1.1706290817652307,1.152858637637382,-0.017770444127848783,0.13353965205837603,-0.15131009618622482
clinc150,13,ac05c9f1a19f31b2bd2c1acac87dd88be9f5a616c9d62b3c23d76043ea05d1e2,test,both_correct,21.254779603884543,21.874301385769037,0.6195217818844938,20.37097126758731,20.796193626813576,0.4252223592262645,1.043385674874692,1.0518415907402114,0.008455915865519525,0.030411990363474972,-0.021956074497955447
clinc150,13,205cac6521b0f4affb9a35e44cb2e5a0eaf798c2de726bd9062fe343f5759602,test,both_correct,22.868988604172404,25.057269523019336,2.1882809188469317,20.37097126758731,20.796193626813576,0.4252223592262645,1.1226263246740593,1.2048969139579342,0.08227058928387487,0.10742153086871964,-0.025150941584844766
clinc150,13,c912be84a383b42d82fd5dc03ba1dce829e192ca363ea4b4404cdfb77695e6cf,test,both_correct,20.937706633466593,21.495265291792432,0.5575586583258385,20.37097126758731,20.796193626813576,0.4252223592262645,1.0278207336525493,1.0336153662311311,0.005794632578581815,0.02737025402480353,-0.021575621446221716
clinc150,13,4bee2372fa6cf67e501e5d609d41b2150bcd26488a5fac14bb821c9cf3b2f6c4,test,both_correct,21.397762486176244,22.17226854791181,0.7745060617355648,20.37097126758731,20.796193626813576,0.4252223592262645,1.0504046275016194,1.0661695570733671,0.015764929571747688,0.038020085128090964,-0.022255155556343276
clinc150,13,0c993ac4b471d126723c38d549c1385db88a38283a5380dfddd37060ad392df2,test,both_correct,21.136767806962254,21.969295645776057,0.8325278388138031,20.37097126758731,20.796193626813576,0.4252223592262645,1.0375925393696577,1.0564094583852086,0.018816919015550937,0.04086834289234198,-0.022051423876791043
clinc150,13,92bd15f7164dbdfe61572148f0832e769e75dcab35839e23551c4c890ac8a8c9,test,both_correct,21.46793033694637,22.506329723054822,1.038399386108452,20.37097126758731,20.796193626813576,0.4252223592262645,1.0538491294769265,1.0822331301068615,0.028384000629934958,0.050974466188594025,-0.022590465558659067
clinc150,13,bddd1e6a00f351cd2410075d8894302a3295eb735b2b0ba0a1c0437fd81a4703,test,both_correct,20.812472897324838,21.47413209913869,0.6616592018138512,20.37097126758731,20.796193626813576,0.4252223592262645,1.0216730770437052,1.0325991613893715,0.01092608434566622,0.03248049359662253,-0.021554409250956308
clinc150,13,95094fd6b2fad3d27d6e91af0ebfda7e9812b3fc80ca91d2e01bf42452f3d001,test,both_correct,21.12701495534431,21.72197335639637,0.5949584010520574,20.37097126758731,20.796193626813576,0.4252223592262645,1.0371137771403152,1.0445167873600263,0.007403010219711126,0.029206187237557524,-0.021803177017846398
clinc150,13,4239282386e969a84c6a93783c5029964ea07bfddc26aac0d3bd067e5d1ad4cd,test,both_correct,21.1050154723077,21.93356465352015,0.8285491812124519,20.37097126758731,20.796193626813576,0.4252223592262645,1.0360338343753075,1.054691307799717,0.0186574734244096,0.040673032735104364,-0.022015559310694766
clinc150,13,4634ab6933f2beab9693bb1e0cd6e4dc504f2dcf8dfbac0453668f7f9a05c7a2,test,both_correct,22.51472611684606,24.465258795840402,1.9505326789943425,20.37097126758731,20.796193626813576,0.4252223592262645,1.1052357701112525,1.1764296502940863,0.07119388018283379,0.09575059791566631,-0.024556717732832523
clinc150,13,d04c199daea92408c55e23eff49121c0077c453586a182aca65b889e3f3b5c01,test,both_correct,22.962461245477282,25.14444305161971,2.181981806142428,20.37097126758731,20.796193626813576,0.4252223592262645,1.1272148462559244,1.2090887160811832,0.0818738698252588,0.10711231082114492,-0.025238440995886124
clinc150,13,43f3dfd795163bca2d22d36b9d111bb04d7cbdc4c3aca0a438e875273e0687f5,test,both_correct,22.784984070131138,24.839969365789116,2.0549852956579784,20.37097126758731,20.796193626813576,0.4252223592262645,1.1185025873746537,1.1944478788542197,0.07594529147956597,0.10087812056991652,-0.02493282909035055
clinc150,13,dc709d0d25a4d13a0d631381fbb35ba541893a04fb8308c24afd1fd5ecc17bb5,test,both_correct,22.655217793849925,24.86796997471701,2.212752180867085,20.37097126758731,20.796193626813576,0.4252223592262645,1.1121324308133078,1.1957943083706188,0.08366187755731103,0.10862281193179246,-0.024960934374481436
clinc150,13,4beb6d214fc7940bb5a0269d47127afc6682f34a1427809dbbd4a52c25915a17,test,both_correct,22.603376579719477,25.507708156084124,2.9043315763646476,20.37097126758731,20.796193626813576,0.4252223592262645,1.10958757355297,1.2265565811618409,0.11696900760887075,0.1425720717099921,-0.025603064101121342
clinc150,13,ad960e58815ba205efc969135d1131f57a162374c0f194bd78b7e7f9129be37f,test,both_correct,22.36508122594099,24.54659955091125,2.181518324970259,20.37097126758731,20.796193626813576,0.4252223592262645,1.0978897830721772,1.1803409792868098,0.0824511962146326,0.10708955878021009,-0.0246383625655775
clinc150,13,e40730ab0bc066b76e5fe403c8febe48c89590595098107fc585af175fb37584,test,both_correct,21.324367554875163,22.336454454385915,1.0120868995107521,20.37097126758731,20.796193626813576,0.4252223592262645,1.0468017098823768,1.0740645550436885,0.027262845161311722,0.0496828004033909,-0.02241995524207918
clinc150,13,c8c05cdbc5596b35c58bdfc9ab8faef669b86737e8b33c265b8f155a57b6ca95,test,both_correct,21.123624612434163,22.00448312148658,0.8808585090524161,20.37097126758731,20.796193626813576,0.4252223592262645,1.0369473470341797,1.0581014735848149,0.0211541265506352,0.04324086944513872,-0.02208674289450352
clinc150,13,c37385515be72ebfa37b68d1cb0471e85341113e625d80fd59b9579da963052a,test,both_correct,21.85005395738837,22.833604774503556,0.9835508171151872,20.37097126758731,20.796193626813576,0.4252223592262645,1.0726073720478149,1.09797038747817,0.02536301543035524,0.048281979498941974,-0.022918964068586734
clinc150,13,9ca5993c6e11f47f1ba88fccc6ab4c245811fc611b8a948685309503ca8eb36f,test,both_correct,21.708926833406913,22.620332038559393,0.9114052051524801,20.37097126758731,20.796193626813576,0.4252223592262645,1.0656795175961222,1.087715013837622,0.022035496241499697,0.04474039029266308,-0.022704894051163382
clinc150,13,dcb479d2a092e80330f80ef5d8aec7df32edcd34b740c3f35a11ea4484f85bc5,test,both_correct,21.952499856471384,22.981392142696617,1.0288922862252328,20.37097126758731,20.796193626813576,0.4252223592262645,1.077636386017611,1.1050768498839882,0.027440463866377218,0.050507767779454316,-0.023067303913077097
clinc150,13,acfd6ebb669c5044e6e34b3cf4986b6c4e3a589815a8b9ae6b0462dd33290263,test,both_correct,21.453436357358633,22.633384824145324,1.1799484667866906,20.37097126758731,20.796193626813576,0.4252223592262645,1.0531376278309152,1.088342666465798,0.03520503863488278,0.05792303426710599,-0.02271799563222321
clinc150,13,fc8cea7884b34fffc1c243ee009b7b3726a70ad09a1530b426ae5e39e309634a,test,both_correct,21.88388774230108,23.0028818230545,1.1189940807534207,20.37097126758731,20.796193626813576,0.4252223592262645,1.07426825431348,1.106110196694636,0.03184194238115601,0.05493081630986718,-0.023088873928711173
clinc150,13,f3fb6437cd63bcfb52ebbbf7bb96e49b62e0ca4b3e6011278ebd87ae56e7c06f,test,both_correct,21.155036715345272,21.85203507139406,0.6969983560487876,20.37097126758731,20.796193626813576,0.4252223592262645,1.038489350235622,1.0507708989215765,0.012281548685954435,0.034215273630953336,-0.0219337249449989
clinc150,13,20013c1e497dfd8b2a0f53c57f2f8ed660a7b584e1bbd7f1f203de671ba9e524,test,both_correct,23.65097351631358,27.348445702966263,3.697472186652682,20.37097126758731,20.796193626813576,0.4252223592262645,1.1610135425376182,1.315069776408724,0.15405623387110579,0.18150691678289332,-0.02745068291178754
clinc150,13,af96a16d52001de279f9e18b7a0a137e2e328485248c9356f26358d8769275aa,test,both_correct,21.30247335704857,22.669314957207934,1.3668416001593648,20.37097126758731,20.796193626813576,0.4252223592262645,1.0457269355115821,1.0900703928808995,0.04434345736931733,0.06709751745289516,-0.02275406008357783
clinc150,13,ce388ac9701f93a5da216aa15c678852d6fee8fe41aa69c0e0610f5a7d512edd,test,both_correct,22.015244266987214,23.62598632037156,1.610742053384346,20.37097126758731,20.796193626813576,0.4252223592262645,1.0807164753119132,1.1360726267671113,0.05535615145519812,0.0790704592444853,-0.02371430778928718
clinc150,13,f90bd445cb2a15924aa90217e240e6608cad3c5ed599e7d7205f10515c03a2eb,test,both_correct,21.2903783213886,22.508633391842075,1.2182550704534734,20.37097126758731,20.796193626813576,0.4252223592262645,1.0451331967300046,1.082343903685363,0.03721070695535844,0.05980348479465314,-0.022592777839294698
clinc150,13,eb368e70b3a9212092c4fcd784dafd95a9b7d57e0417d19d9a3fa44339fee61c,test,both_correct,22.891622679870792,25.400031416946664,2.5084087370758716,20.37097126758731,20.796193626813576,0.4252223592262645,1.1237374192508014,1.221378867342201,0.09764144809139963,0.12313643292340481,-0.025494984832005185
clinc150,13,4731348f3b966684ae6f33280abe3c7e48dc12f47258ead79cc098a5ebb025c4,test,both_correct,22.76642356398991,23.99675175171944,1.2303281877295298,20.37097126758731,20.796193626813576,0.4252223592262645,1.117591462131904,1.1539011504864634,0.03630968835455928,0.06039614761457801,-0.024086459260018733
clinc150,13,354cc0d52a18110c7dc007ec0897ef42ec8a4c48cd43fe4ed254ded2bfbcbb5f,test,both_correct,22.078232241430747,23.018559578294514,0.940327336863767,20.37097126758731,20.796193626813576,0.4252223592262645,1.0838085210281503,1.1068640728857002,0.023055551857549927,0.046160162149948114,-0.023104610292398187
clinc150,13,5707cb782fccf4822cfea797bfd917f424a013a5292f3f8598404da96f23aaba,test,both_correct,24.16655145618912,26.990670736827536,2.824119280638417,20.37097126758731,20.796193626813576,0.4252223592262645,1.1863229857204225,1.297865908597192,0.11154292287676948,0.13863449334553501,-0.027091570468765536
clinc150,13,9126f03c08c8ebd8dacceb5bcf25e3658a77e76b3b5cccf08ada5f8cfdf897b8,test,both_correct,24.21761909265623,27.37935145488901,3.161732362232783,20.37097126758731,20.796193626813576,0.4252223592262645,1.188829868470209,1.3165559018255841,0.12772603335537513,0.155207737554639,-0.02748170419926388
clinc150,13,b420fc97b55cc39ef96e9b32172e0723721b7f069d7292217aeb4ab779c48cd7,test,trainable_only,21.56861550610049,23.150938795729036,1.5823232896285475,21.778686294133443,21.73500312598204,-0.043683168151403606,0.9903542947817958,1.0651454090684895,0.07479111428669372,0.0726546710971625,0.002136443189531212
clinc150,13,fefc5e55e3acd1f9be81e609c1b62d68148fa1edf2f08279cb64699ce19cee61,test,both_correct,22.73080563361264,25.029709409031728,2.298903775419088,21.778686294133443,21.73500312598204,-0.043683168151403606,1.0437179417812574,1.1515852684240562,0.10786732664279874,0.1055575044505026,0.0023098221922961404
clinc150,13,1aa6eb0e109078215014d5a27e843f1182646182cc0d7fc3f64cc8cc5fcf14a5,test,both_correct,23.315903065014677,25.71136109437908,2.395458029364402,21.778686294133443,21.73500312598204,-0.043683168151403606,1.0705835398021835,1.1829472002073786,0.11236366040519519,0.10999093320011988,0.002372727205075309
clinc150,13,b4cddc3e262889bc2de6353b7048f66dfed30190fc1f262f20b4629464c2285b,test,both_correct,23.80230450502812,26.516470546423022,2.714166041394904,20.37097126758731,20.796193626813576,0.4252223592262645,1.168442299209389,1.275063649736075,0.10662135052668598,0.13323694809355846,-0.026615597566872484
clinc150,13,8c8f1a80e1204cc0794ac6da202231da8d7797a5db5f5717c1a71d7a181f4717,test,both_correct,24.2038935029111,27.580832940161507,3.3769394372504067,20.37097126758731,20.796193626813576,0.4252223592262645,1.1881560866674252,1.3262442846560225,0.13808819798859728,0.16577213687515857,-0.027683938886561288
clinc150,13,8ae20a2a03144419a88a29c49efe5e2b95384a4f0dc4b7975b0aa10aa7b01835,test,both_correct,21.902914710959887,23.61922040466827,1.7163056937083816,21.778686294133443,21.73500312598204,-0.043683168151403606,1.0057041281163,1.0866904535400703,0.08098632542377038,0.07880666769926825,0.0021796577245021265
clinc150,13,f051c64aaca73b7f5824fb355dcd70ef6cbf8bcb3256d1a51492c0098a547ed3,test,both_correct,24.468424701347566,27.6358137218104,3.167389020462835,20.37097126758731,20.796193626813576,0.4252223592262645,1.2011417806219087,1.328888075276341,0.12774629465443232,0.15548541985833242,-0.027739125203900095
clinc150,13,bea9a98587e8ba3979f388011b91d02ba277da61310a83caa4b83721e5530879,test,both_correct,24.26589861865802,26.992458295560525,2.726559676902504,20.37097126758731,20.796193626813576,0.4252223592262645,1.191199884379986,1.2979518646507404,0.10675198027075439,0.13384534498071732,-0.02709336470996293
clinc150,13,37c836407f06e0275a2b1fd8dfc8bd4bbaef62461bc97d2fc9f4aa25c0105b2c,test,both_correct,23.92580465082932,26.59031141854712,2.6645067677178,20.37097126758731,20.796193626813576,0.4252223592262645,1.174504854802784,1.2786143414371223,0.10410948663433817,0.13079920111405552,-0.026689714479717352
clinc150,13,559199e092b6df38b1b0b48119f83d793ae1397e077b83c681e3fe343141642e,test,both_correct,23.89308641918361,26.2488569649972,2.355770545813588,20.37097126758731,20.796193626813576,0.4252223592262645,1.1728987344457362,1.262195257268293,0.08929652282255685,0.11564350638312004,-0.026346983560563197
clinc150,13,8877474ae02ecb7802ab7147fb45f2fb85ae5f32eee32205f826fb78a2b784bf,test,both_correct,24.090744001665247,26.812713849496284,2.721969847831037,20.37097126758731,20.796193626813576,0.4252223592262645,1.1826016386364722,1.2893087230600366,0.10670708442356447,0.13362003274542045,-0.02691294832185598
clinc150,13,413f77e9564b3d067f40adb3ffd995b20e73342b23e40c6071439193f54f95e6,test,both_correct,23.798895965459796,26.23752644108962,2.438630475629825,20.37097126758731,20.796193626813576,0.4252223592262645,1.1682749758391113,1.2616504208376027,0.09337544499849137,0.1197110556780363,-0.02633561067954493
clinc150,13,5ff8f7f48f69e97a96173d9280a99e870c1e6e304d86ba02db8a912d21ad2e13,test,both_correct,23.331015236248433,25.65524792948047,2.3242326932320374,20.37097126758731,20.796193626813576,0.4252223592262645,1.1453069630200161,1.2336511377929216,0.08834417477290546,0.11409533019813223,-0.025751155425226768
clinc150,13,d866dfddf98fbb876e2ed7346a5430c96e3a0e05cf4099a0ac58369e7646ffcd,test,both_correct,24.116107591914755,26.951257099355036,2.8351495074402813,20.37097126758731,20.796193626813576,0.4252223592262645,1.1838467236113779,1.2959706753550049,0.11212395174362699,0.13917596123417764,-0.027052009490550644
clinc150,13,0a27b384af40884397fa62dfceef303f52eafc4d7a3c02fc9379ee1a825b01b9,test,both_correct,24.206559282370172,26.773757915448307,2.567198633078135,20.37097126758731,20.796193626813576,0.4252223592262645,1.188286948344272,1.287435498817801,0.099148550473529,0.1260223972316361,-0.02687384675810711
clinc150,13,3288df6a78040e1f443137984b7d9cdf6a45046e0534f7f6d5df47a178d87913,test,both_correct,23.872127181425295,26.20676237166625,2.334635190240956,20.37097126758731,20.796193626813576,0.4252223592262645,1.1718698567607695,1.2601711083261198,0.08830125156535029,0.11460598316957249,-0.026304731604222198
clinc150,13,e1f1c6540b28e8ddb88e3160c58abc08d87c8ebd8bf243ef012cfaf0d98da0aa,test,both_correct,24.161565179586315,26.873095880547105,2.7115307009607896,20.37097126758731,20.796193626813576,0.4252223592262645,1.1860782120894893,1.2922122366613413,0.10613402457185206,0.13310758065204098,-0.02697355608018892
clinc150,13,80f9a189fa015e8386a3995a976ab82d40e2810da140f86a78836827f9dce370,test,both_correct,24.347503935707458,27.697915858871315,3.3504119231638576,20.37097126758731,20.796193626813576,0.4252223592262645,1.19520584541039,1.3318743014182655,0.13666845600787547,0.1644699155064231,-0.02780145949854762
clinc150,13,138d1143a9b5fea4174a07984b3e2f83f6cbda1691f150177b8bf23d4b1cff84,test,both_correct,24.10267552476826,27.452616777211666,3.349941252443408,20.37097126758731,20.796193626813576,0.4252223592262645,1.1831873506747586,1.3200789177984777,0.1368915671237192,0.16444681053443788,-0.02755524341071869
clinc150,13,70d42469391903e3c60dbfe74014f485993600f513810070e2074850713df2a1,test,both_correct,23.857598082207744,27.250526049228267,3.3929279670205226,20.37097126758731,20.796193626813576,0.4252223592262645,1.1711566311110595,1.3103612390919843,0.13920460798092482,0.16655700518409167,-0.027352397203166845
clinc150,13,0a429011f0552ed9b140e69088aaa6ba8d9e1855d3b2ad269c634540cdbe1893,test,both_correct,23.625705839940572,26.745270249309772,3.1195644093692003,20.37097126758731,20.796193626813576,0.4252223592262645,1.1597731659232144,1.2860656488034308,0.12629248288021633,0.15313773547620713,-0.0268452525959908
clinc150,13,c4d879d049d6d19fec17092cda370ab5a678e29547f24e5e2dd19700b39d39f6,test,both_correct,24.527891825659555,27.706901539985306,3.179009714325751,20.37097126758731,20.796193626813576,0.4252223592262645,1.2040609897028527,1.3323063843886032,0.12824539468575047,0.15605587345675276,-0.02781047877100229
clinc150,13,bbb357c868901ac6aeea78c889712c4035be4ff9e403b70b9f98e76f86f95494,test,trainable_only,21.09274972680408,23.436549268943917,2.3437995421398377,21.778686294133443,21.73500312598204,-0.043683168151403606,0.9685042266523608,1.0782859856563742,0.10978175900401344,0.1076189587602071,0.0021628002438063287
clinc150,13,ee20eaed59075ba4b051be0234306e939501b06c5790147d2d7260c6e12ab871,test,both_correct,24.50583275512688,27.756734066258268,3.2509013111313863,20.37097126758731,20.796193626813576,0.4252223592262645,1.2029781218197797,1.3347026174285144,0.13172449560873467,0.15958499319587993,-0.02786049758714526
clinc150,13,c3e75f6275483283a97d6cb2509b9d7961e9dce300f469c32ccaa844fa3ed06f,test,both_correct,24.49535466266098,27.513099550511665,3.017744887850686,20.37097126758731,20.796193626813576,0.4252223592262645,1.2024637579081006,1.322987275663641,0.12052351775554038,0.14813947004344774,-0.027615952287907364
clinc150,13,774f94bb21a5370c8e65a5944f6705038f76e8116d6a069e97e701fc77ef6c4a,test,both_correct,24.66744957565144,27.69963450840613,3.032184932754692,20.37097126758731,21.73500312598204,1.3640318583947284,1.2109118044312568,1.2744251449080293,0.06351334047677248,0.14884832406490456,-0.08533498358813207
clinc150,13,aa03a8ea1e16d2efc64257c4b01fe0366bc0ce5f453ec4c3f4311d44bf0a50b4,test,both_correct,24.827223248192485,28.2817052719371,3.454482023744614,20.37097126758731,20.796193626813576,0.4252223592262645,1.2187550079016414,1.3599462372514208,0.14119122934977946,0.16957866065233307,-0.028387431302553612
clinc150,13,42f9cbf1c4ecc0641927fb289706db80917392255c5da3814b3dc05866eb2658,test,both_correct,24.4471377419474,27.894534102500756,3.4473963605533555,20.37097126758731,20.796193626813576,0.4252223592262645,1.200096815258179,1.3413288317596224,0.14123201650144335,0.16923082926529776,-0.027998812763854408
