source_summary,source_sha256,complete_rows,failed_rows
artifacts/s2c/runs/protocol_v2/summaries/gate_core_dense.csv,956948892077daa18d2076c70d12f2e9b75ea9b1c9678381f887298966a7b7e3,3300,0
