dataset,seed,split,intent,is_known,count,accepted_count,rejected_count,near_boundary_count,median_score
clinc150,87,val,accept_reservations,False,20,1,19,5,1.205982616946411
clinc150,87,val,account_blocked,True,20,19,1,0,0.9056531331631406
clinc150,87,val,alarm,True,20,20,0,0,0.8115819689513849
clinc150,87,val,application_status,False,20,0,20,0,1.3748962717301725
clinc150,87,val,apr,True,20,16,4,2,0.8494473898256454
clinc150,87,val,are_you_a_bot,True,20,15,5,3,0.9468585810939153
clinc150,87,val,balance,True,20,15,5,5,0.9739447934137553
clinc150,87,val,bill_balance,False,20,7,13,6,1.1994538224069853
clinc150,87,val,bill_due,False,20,0,20,0,1.3029011232937742
clinc150,87,val,book_flight,True,20,19,1,3,0.829438864277108
clinc150,87,val,book_hotel,True,20,16,4,7,0.9553259115801428
clinc150,87,val,calculator,False,20,0,20,0,1.2864983351370878
clinc150,87,val,calendar,True,20,17,3,6,0.991377735906281
clinc150,87,val,calendar_update,True,20,20,0,0,0.8474472673531798
clinc150,87,val,calories,False,20,1,19,3,1.3720674622099318
clinc150,87,val,cancel,False,20,2,18,2,1.2191054988651313
clinc150,87,val,cancel_reservation,False,20,0,20,3,1.2008744222232715
clinc150,87,val,car_rental,False,20,0,20,5,1.183480264686044
clinc150,87,val,card_declined,True,20,20,0,1,0.90728424872521
clinc150,87,val,carry_on,False,20,0,20,0,1.3103978263098082
clinc150,87,val,change_accent,False,20,0,20,4,1.2916093076852202
clinc150,87,val,change_ai_name,False,20,7,13,8,1.1287530981087692
clinc150,87,val,change_language,False,20,1,19,2,1.2479038154111195
clinc150,87,val,change_speed,True,20,20,0,0,0.8039141570397734
clinc150,87,val,change_user_name,False,20,7,13,6,1.1263161000734718
clinc150,87,val,change_volume,False,20,0,20,0,1.2811754084287115
clinc150,87,val,confirm_reservation,True,20,17,3,3,0.9669448142030073
clinc150,87,val,cook_time,False,20,0,20,0,1.2682749785071534
clinc150,87,val,credit_limit,True,20,16,4,2,0.8112652096132928
clinc150,87,val,credit_limit_change,True,20,20,0,1,0.8004154407282582
clinc150,87,val,credit_score,False,20,3,17,8,1.1561205441487465
clinc150,87,val,current_location,False,20,0,20,3,1.2624618687502651
clinc150,87,val,damaged_card,False,20,0,20,0,1.3171841614966504
clinc150,87,val,date,False,20,2,18,6,1.1812651081394878
clinc150,87,val,definition,True,20,17,3,6,1.005831144319496
clinc150,87,val,direct_deposit,False,20,2,18,5,1.1799979799988165
clinc150,87,val,directions,True,20,18,2,4,0.9392811778618579
clinc150,87,val,distance,True,20,20,0,1,0.887613651494954
clinc150,87,val,do_you_have_pets,True,20,15,5,1,0.9500011497104894
clinc150,87,val,exchange_rate,False,20,0,20,0,1.3151488605947037
clinc150,87,val,expiration_date,True,20,13,7,4,0.9539099947977885
clinc150,87,val,find_phone,True,20,18,2,1,0.8084179286782283
clinc150,87,val,flight_status,False,20,3,17,3,1.2219117523054952
clinc150,87,val,flip_coin,False,20,1,19,2,1.2714726502712488
clinc150,87,val,food_last,True,20,20,0,3,0.9069224496575319
clinc150,87,val,freeze_account,True,20,15,5,6,1.0392887772573793
clinc150,87,val,fun_fact,False,20,0,20,1,1.31163204298886
