dataset,kir,seed,method,population,bin_center,density,n,display_max,overflow_in_last_bin
stackoverflow,0.5,42,frozen_k1,Known,1.0633521614796397,1.3089174689176675,2993,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,Known,1.0867225386550166,0.6115694484627444,2993,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,Known,1.1100929158303932,0.17632262020614248,2993,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,Known,1.1334632930057698,0.017473412813221192,2993,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,Known,1.1568336701811464,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,Known,1.1802040473565232,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,Known,1.2035744245319,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,Known,1.2269448017072766,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,Known,1.2503151788826532,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,Known,1.27368555605803,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,Known,1.2970559332334066,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,Known,1.3204263104087834,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,Known,1.34379668758416,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,Known,1.3671670647595366,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,Known,1.3905374419349135,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,Known,1.4139078191102903,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,Known,1.4372781962856669,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,Known,1.4606485734610435,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,Known,1.4840189506364203,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,Known,1.507389327811797,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,Known,1.5307597049871737,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,Known,1.5541300821625503,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,Known,1.577500459337927,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,Known,1.6008708365133038,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,Known,1.6242412136886806,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,Known,1.6476115908640572,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.011685188587688349,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.035055565763065046,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.05842594293844174,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.08179632011381843,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.10516669728919514,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.12853707446457183,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.1519074516399485,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.17527782881532522,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.19864820599070193,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.22201858316607864,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.2453889603414553,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.268759337516832,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.2921297146922087,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.31550009186758543,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.3388704690429621,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.3622408462183388,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.3856112233937155,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.4089816005690922,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.4323519777444689,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.4557223549198456,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.4790927320952223,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.502463109270599,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.5258334864459757,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.5492038636213523,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.5725742407967291,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.5959446179721057,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.6193149951474826,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.6426853723228592,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.6660557494982358,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.6894261266736126,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.7127965038489892,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.736166881024366,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.7595372581997426,0.0015863719643877598,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.7829076353751194,0.004759115893163279,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.806278012550496,0.009518231786326565,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.8296483897258728,0.014277347679489853,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.8530187669012494,0.02696832339459194,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.876389144076626,0.06345487857551041,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.8997595212520029,0.15387808054561272,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.9231298984273795,0.4410114060997972,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.9465002756027563,1.1945380891839832,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.9698706527781329,2.8158102367882787,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,0.9932410299535097,5.252477574087877,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.0166114071288863,7.911236986401766,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.039981784304263,9.088324983977477,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.0633521614796397,8.04131948748156,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.0867225386550166,5.047835590681852,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.1100929158303932,2.189193310855111,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.1334632930057698,0.49653442485336713,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.1568336701811464,0.03648655518091865,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.1802040473565232,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.2035744245319,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.2269448017072766,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.2503151788826532,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.27368555605803,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.2970559332334066,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.3204263104087834,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.34379668758416,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.3671670647595366,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.3905374419349135,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.4139078191102903,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.4372781962856669,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.4606485734610435,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.4840189506364203,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.507389327811797,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.5307597049871737,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.5541300821625503,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.577500459337927,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.6008708365133038,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.6242412136886806,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,frozen_k1,OOS,1.6476115908640572,0.0,2997,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.011685188587688349,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.035055565763065046,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.05842594293844174,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.08179632011381843,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.10516669728919514,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.12853707446457183,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.1519074516399485,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.17527782881532522,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.19864820599070193,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.22201858316607864,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.2453889603414553,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.268759337516832,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.2921297146922087,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.31550009186758543,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.3388704690429621,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.3622408462183388,0.0015884920739292073,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.3856112233937155,0.006353968295716837,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.4089816005690922,0.03494682562644258,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.4323519777444689,0.09213254028789405,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.4557223549198456,0.2144464299804432,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.4790927320952223,0.37329563737336413,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.502463109270599,0.6433392899413295,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.5258334864459757,0.9912190541318258,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.5492038636213523,1.4518817555712957,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.5725742407967291,1.914132949084695,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.5959446179721057,2.341437316971654,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.6193149951474826,2.6718436683489304,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.6426853723228592,2.8767591458857993,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.6660557494982358,2.940298828842966,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.6894261266736126,2.8735821617379385,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.7127965038489892,2.698848033605724,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.736166881024366,2.4764591432556347,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.7595372581997426,2.1889420778744477,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.7829076353751194,1.8998365204193322,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.806278012550496,1.5598992165984822,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.8296483897258728,1.2660281829215791,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.8530187669012494,0.9959845303536145,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.876389144076626,0.8148964339256841,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.8997595212520029,0.6814630997156305,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.9231298984273795,0.5877420673538067,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.9465002756027563,0.5321448447662845,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.9698706527781329,0.49719801913984224,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,0.9932410299535097,0.4670166697351874,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.0166114071288863,0.42253889166516984,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.039981784304263,0.3701186532255055,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.0633521614796397,0.36853016115157644,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.0867225386550166,0.3875920660387269,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.1100929158303932,0.41618492336945306,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.1334632930057698,0.4050654788519486,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.1568336701811464,0.4034769867780189,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.1802040473565232,0.42412738373909864,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.2035744245319,0.46066270143946997,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.2269448017072766,0.4686051618091166,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.2503151788826532,0.4304813520348154,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.27368555605803,0.37964960566908107,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.2970559332334066,0.3288178593033463,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.3204263104087834,0.29863650989869106,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.34379668758416,0.25257023975474396,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.3671670647595366,0.2080924616847259,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.3905374419349135,0.15249523909720392,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.4139078191102903,0.11913690554469042,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.4372781962856669,0.09372103236182328,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.4606485734610435,0.08101309577038958,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.4840189506364203,0.0667166671050268,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.507389327811797,0.04924325429180548,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.5307597049871737,0.038123809774300965,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.5541300821625503,0.027004365256796444,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.577500459337927,0.023827381108938,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.6008708365133038,0.0127079365914336,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.6242412136886806,0.0063539682957168,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,Known,1.6476115908640572,0.0,2993,1.6592967794517455,0
stackoverflow,0.5,42,trainable_k1,OOS,0.011685188587688349,0.0,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.035055565763065046,0.0,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.05842594293844174,0.0,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.08179632011381843,0.0,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.10516669728919514,0.0,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.12853707446457183,0.0,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.1519074516399485,0.0,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.17527782881532522,0.0,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.19864820599070193,0.0,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.22201858316607864,0.0,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.2453889603414553,0.0,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.268759337516832,0.0,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.2921297146922087,0.0,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.31550009186758543,0.0,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.3388704690429621,0.0,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.3622408462183388,0.0,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.3856112233937155,0.0,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.4089816005690922,0.0,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.4323519777444689,0.0,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.4557223549198456,0.0,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.4790927320952223,0.0,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.502463109270599,0.0,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.5258334864459757,0.0,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.5492038636213523,0.0015944111113548852,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.5725742407967291,0.004783233334064655,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.5959446179721057,0.009566466668129317,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.6193149951474826,0.012755288890839095,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.6426853723228592,0.015944111113548876,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.6660557494982358,0.017538522224903753,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.6894261266736126,0.020727344447613517,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.7127965038489892,0.025510577781678163,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.736166881024366,0.03507704444980747,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.7595372581997426,0.047832333340646564,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.7829076353751194,0.0542099777860661,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.806278012550496,0.052615566674711234,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.8296483897258728,0.039860277783872154,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.8530187669012494,0.035077044449807526,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.876389144076626,0.046237922229291704,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.8997595212520029,0.07015408889961497,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.9231298984273795,0.09885348890400289,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.9465002756027563,0.11798642224026153,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.9698706527781329,0.16262993335819848,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,0.9932410299535097,0.22002873336697437,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.0166114071288863,0.3380151556072363,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.039981784304263,0.4719456889610462,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.0633521614796397,0.6537085556555038,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.0867225386550166,0.8243105445704767,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.1100929158303932,1.0060734112649345,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.1334632930057698,1.170297755734488,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.1568336701811464,1.3488718002062332,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.1802040473565232,1.5752781780186274,2997,1.6592967794517455,18
