dataset,kir,seed,selected_frozen_cluster,selected_known_intent,oos_cohort_count,frozen_true_384d_accept_count,frozen_true_384d_reject_count,trainable_true_384d_accept_count,trainable_true_384d_reject_count,trainable_repairs_from_frozen_false_accept,projection_scope,frozen_local_inside,trainable_local_inside,coordinate_transform,display_transform
stackoverflow,0.5,42,2,drupal,2806,361,2445,27,2779,349,"radial schematic: PCA direction and exact 384-D local normalized distance; sphere inclusion equals selected-center inclusion, not necessarily full Gate decision",361,5,u=(z-center)*sqrt(inv_diag_cov)/radius; each method has its own local coordinate system,radial display clips normalized distances above 1.28 for readability while preserving inside/outside status and direction
