dataset,kir,seed,k,radius_lambda,distance,radius_method,threshold,calibration_known_recall,calibration_false_reject_rate,test_used_for_selection,oos_used_for_training,test_oos_precision,test_oos_recall,test_oos_f1,test_id_recall,test_oos_rejection,test_auroc,test_aupr_oos,test_fpr95,test_false_accept_rate,test_false_reject_rate,test_f1_all,test_f1_u,test_f1_k,test_accuracy,test_known_recall,known_only_selected_lambda,known_only_selection_constraint_met
clinc150,0.5,87,1,1.5,mahalanobis_diag,mean_std,1.0,0.8673333333333333,0.1326666666666666,False,False,0.902547065337763,0.944927536231884,0.9232512036250354,0.8435555555555556,0.944927536231884,0.9517451851851852,0.9581441349956428,0.1697777777777777,0.0550724637681159,0.1564444444444444,0.8651944955190098,0.9232512036250354,0.8644204060775962,0.9,0.8435555555555556,2.0,False
clinc150,0.5,87,1,2.0,mahalanobis_diag,mean_std,1.0,0.9213333333333332,0.0786666666666666,False,False,0.933475091130012,0.8907246376811594,0.9115989320676358,0.9026666666666668,0.8907246376811594,0.952484766505636,0.9587917010539296,0.1737777777777777,0.1092753623188405,0.0973333333333333,0.8671647429185688,0.9115989320676358,0.866572287063248,0.888421052631579,0.9026666666666668,2.0,False
clinc150,0.5,87,2,0.5,mahalanobis_diag,mean_std,1.0,0.5786666666666667,0.4213333333333333,False,False,0.7888040712468194,0.9884057971014492,0.8773961147562074,0.5942222222222222,0.9884057971014492,0.9486468276972624,0.9582924708607798,0.196,0.0115942028985507,0.4057777777777778,0.727841690525922,0.8773961147562074,0.7258476315361848,0.8319298245614035,0.5942222222222222,2.0,False
clinc150,0.5,87,2,0.75,mahalanobis_diag,mean_std,1.0,0.656,0.344,False,False,0.8130684538056486,0.9846376811594204,0.8906659674882014,0.6528888888888889,0.9846376811594204,0.9510008373590983,0.9600716617359548,0.1911111111111111,0.0153623188405797,0.3471111111111111,0.7710982475756062,0.8906659674882014,0.7695040113101049,0.8528070175438597,0.6528888888888889,2.0,False
clinc150,0.5,87,2,1.0,mahalanobis_diag,mean_std,1.0,0.7166666666666667,0.2833333333333333,False,False,0.8353145121347202,0.97768115942029,0.9009081196581196,0.7044444444444444,0.97768115942029,0.9526201610305958,0.9612915927284432,0.1857777777777777,0.0223188405797101,0.2955555555555555,0.8030693035735749,0.9009081196581196,0.8017647860257809,0.8682456140350877,0.7044444444444444,2.0,False
clinc150,0.5,87,2,1.25,mahalanobis_diag,mean_std,1.0,0.7786666666666666,0.2213333333333333,False,False,0.8636011366571945,0.9689855072463768,0.9132632154077313,0.7653333333333333,0.9689855072463768,0.9537131078904992,0.9621068281049736,0.1831111111111111,0.0310144927536231,0.2346666666666666,0.8350243284834421,0.9132632154077313,0.8339811433244516,0.8852631578947369,0.7653333333333333,2.0,False
clinc150,0.5,87,2,1.5,mahalanobis_diag,mean_std,1.0,0.838,0.162,False,False,0.8857833915614082,0.9553623188405798,0.919258122995398,0.8111111111111111,0.9553623188405798,0.9544757487922706,0.962678492292984,0.1804444444444444,0.0446376811594202,0.1888888888888888,0.8537136152532223,0.919258122995398,0.8528396884833266,0.893859649122807,0.8111111111111111,2.0,False
clinc150,0.5,87,2,2.0,mahalanobis_diag,mean_std,1.0,0.908,0.092,False,False,0.926056338028169,0.9147826086956522,0.9203849518810148,0.888,0.9147826086956522,0.9553745571658616,0.9633933185269216,0.1688888888888889,0.0852173913043478,0.112,0.8723382666698815,0.9203849518810148,0.8716976442003996,0.8971929824561403,0.888,2.0,False
stackoverflow,0.5,13,1,0.5,mahalanobis_diag,mean_std,1.0,0.775,0.225,False,False,0.8144180660104227,0.9376666666666666,0.8717074682367524,0.7863333333333333,0.9376666666666666,0.9018794444444446,0.8560558346747081,0.2306666666666666,0.0623333333333333,0.2136666666666666,0.8475865292349308,0.8717074682367524,0.8451744353347486,0.8585,0.7863333333333333,2.0,False
stackoverflow,0.5,13,1,0.75,mahalanobis_diag,mean_std,1.0,0.8049999999999999,0.195,False,False,0.8297223069880989,0.9063333333333332,0.8663374223355106,0.8140000000000001,0.9063333333333332,0.9040682222222224,0.8595302205272073,0.228,0.0936666666666666,0.186,0.8503001857599812,0.8663374223355106,0.8486964621024283,0.8556666666666667,0.8140000000000001,2.0,False
stackoverflow,0.5,13,1,1.0,mahalanobis_diag,mean_std,1.0,0.8280000000000001,0.172,False,False,0.8464041653107712,0.867,0.8565782973818541,0.8426666666666667,0.867,0.9058576666666666,0.8624649638244771,0.2226666666666666,0.133,0.1573333333333333,0.8523954175911279,0.8565782973818541,0.8519771296120553,0.8496666666666667,0.8426666666666667,2.0,False
stackoverflow,0.5,13,1,1.25,mahalanobis_diag,mean_std,1.0,0.843,0.157,False,False,0.8555240793201133,0.8053333333333333,0.8296703296703297,0.864,0.8053333333333333,0.9073552222222222,0.8648236080337044,0.2196666666666666,0.1946666666666666,0.136,0.8413692651863016,0.8296703296703297,0.8425391587378988,0.828,0.864,2.0,False
stackoverflow,0.5,13,1,1.5,mahalanobis_diag,mean_std,1.0,0.866,0.134,False,False,0.8633814102564102,0.7183333333333334,0.7842066957787481,0.8863333333333333,0.7183333333333334,0.9086117777777776,0.8666540863834931,0.2186666666666666,0.2816666666666667,0.1136666666666666,0.8229173189462106,0.7842066957787481,0.8267883812629568,0.7921666666666667,0.8863333333333333,2.0,False
stackoverflow,0.5,13,1,2.0,mahalanobis_diag,mean_std,1.0,0.931,0.069,False,False,0.8778580024067388,0.4863333333333333,0.6259116259116259,0.9323333333333332,0.4863333333333333,0.9106403333333334,0.8695139114086312,0.2203333333333333,0.5136666666666667,0.0676666666666666,0.7786314683626325,0.6259116259116259,0.7939034526077331,0.6908333333333333,0.9323333333333332,2.0,False
stackoverflow,0.5,13,2,0.5,mahalanobis_diag,mean_std,1.0,0.884,0.116,False,False,0.8672527472527473,0.6576666666666666,0.7480568720379147,0.8993333333333333,0.6576666666666666,0.8851606666666667,0.8576696924880775,0.4593333333333333,0.3423333333333333,0.1006666666666666,0.7934502708319218,0.7480568720379147,0.7979896107113225,0.7626666666666667,0.8993333333333333,1.25,True
stackoverflow,0.5,13,2,0.75,mahalanobis_diag,mean_std,1.0,0.913,0.087,False,False,0.8775090066906845,0.5683333333333334,0.6898644547845438,0.9206666666666666,0.5683333333333334,0.8889980000000002,0.8614258527499445,0.4463333333333333,0.4316666666666666,0.0793333333333333,0.7743395169973539,0.6898644547845438,0.7827870232186349,0.7263333333333334,0.9206666666666666,1.25,True
stackoverflow,0.5,13,2,1.0,mahalanobis_diag,mean_std,1.0,0.946,0.054,False,False,0.889026658400496,0.478,0.621721222631693,0.9403333333333334,0.478,0.8917014444444444,0.863565326994511,0.433,0.522,0.0596666666666666,0.75424927466179,0.621721222631693,0.7675020798647998,0.6871666666666667,0.9403333333333334,1.25,True
stackoverflow,0.5,13,2,1.25,mahalanobis_diag,mean_std,1.0,0.964,0.036,False,False,0.894695170229612,0.3766666666666666,0.5301430917194464,0.9556666666666668,0.3766666666666666,0.8935832222222222,0.8650232895662634,0.431,0.6233333333333333,0.0443333333333333,0.7276868404313874,0.5301430917194464,0.7474412153025816,0.6395,0.9556666666666668,1.25,True
stackoverflow,0.5,13,2,1.5,mahalanobis_diag,mean_std,1.0,0.971,0.029,False,False,0.8977035490605428,0.2866666666666667,0.4345629105608893,0.9673333333333334,0.2866666666666667,0.8948889999999999,0.8659487827031316,0.4283333333333333,0.7133333333333334,0.0326666666666666,0.7050819945768179,0.4345629105608893,0.7321339029784106,0.5966666666666667,0.9673333333333334,1.25,True
stackoverflow,0.5,13,2,2.0,mahalanobis_diag,mean_std,1.0,0.986,0.014,False,False,0.9151515151515152,0.151,0.2592274678111588,0.986,0.151,0.896325,0.8668312875249153,0.414,0.849,0.014,0.6686026419378069,0.2592274678111588,0.7095401593504718,0.531,0.986,1.25,True
stackoverflow,0.5,42,1,0.5,mahalanobis_diag,mean_std,1.0,0.764,0.236,False,False,0.8054938956714761,0.9676666666666668,0.8791641429436705,0.7663333333333333,0.9676666666666668,0.9251155555555556,0.9095954802825952,0.2013333333333333,0.0323333333333333,0.2336666666666666,0.849360563241951,0.8791641429436705,0.846380205271779,0.8645,0.7663333333333333,2.0,False
stackoverflow,0.5,42,1,0.75,mahalanobis_diag,mean_std,1.0,0.794,0.206,False,False,0.8273255813953488,0.9486666666666668,0.8838509316770187,0.802,0.9486666666666668,0.926037111111111,0.9109025624184196,0.202,0.0513333333333333,0.198,0.8586726267831044,0.8838509316770187,0.856154796293713,0.8708333333333333,0.802,2.0,False
stackoverflow,0.5,42,1,1.0,mahalanobis_diag,mean_std,1.0,0.819,0.181,False,False,0.8460820895522388,0.907,0.8754826254826255,0.835,0.907,0.9267938888888888,0.9119948044913428,0.2006666666666666,0.093,0.165,0.8576590966593717,0.8754826254826255,0.8558767437770463,0.8648333333333333,0.835,2.0,False
stackoverflow,0.5,42,1,1.25,mahalanobis_diag,mean_std,1.0,0.849,0.151,False,False,0.8606390210740993,0.844,0.852238303601481,0.8633333333333333,0.844,0.9274193333333332,0.9128767947099834,0.2013333333333333,0.156,0.1366666666666666,0.8444810288271907,0.852238303601481,0.8437053013497616,0.8445,0.8633333333333333,2.0,False
stackoverflow,0.5,42,1,1.5,mahalanobis_diag,mean_std,1.0,0.881,0.119,False,False,0.872445117335352,0.7683333333333333,0.8170861396667848,0.8876666666666667,0.7683333333333333,0.9279664444444444,0.9136577154161264,0.2016666666666666,0.2316666666666666,0.1123333333333333,0.8267641358402283,0.8170861396667848,0.8277319354575727,0.8155,0.8876666666666667,2.0,False
stackoverflow,0.5,42,1,2.0,mahalanobis_diag,mean_std,1.0,0.935,0.065,False,False,0.909754825247783,0.5813333333333334,0.7093756355501322,0.9423333333333334,0.5813333333333334,0.9288318888888888,0.914855077174188,0.2023333333333333,0.4186666666666667,0.0576666666666666,0.7842177385085871,0.7093756355501322,0.7917019488044326,0.7351666666666666,0.9423333333333334,2.0,False
stackoverflow,0.5,42,2,0.5,mahalanobis_diag,mean_std,1.0,0.869,0.131,False,False,0.8688462983840661,0.7706666666666667,0.8168168168168168,0.8836666666666667,0.7706666666666667,0.9081235555555556,0.9062680804609402,0.424,0.2293333333333333,0.1163333333333333,0.8100307240211286,0.8168168168168168,0.8093521147415599,0.8065,0.8836666666666667,1.5,True
stackoverflow,0.5,42,2,0.75,mahalanobis_diag,mean_std,1.0,0.899,0.101,False,False,0.8923654568210263,0.713,0.7926625903279599,0.914,0.713,0.9105512222222224,0.9082409009452832,0.4103333333333333,0.287,0.086,0.7996299904830635,0.7926625903279599,0.8003267304985737,0.7878333333333334,0.914,1.5,True
stackoverflow,0.5,42,2,1.0,mahalanobis_diag,mean_std,1.0,0.927,0.073,False,False,0.9086715867158672,0.6566666666666666,0.7623839009287926,0.934,0.6566666666666666,0.912394,0.9097329223574588,0.402,0.3433333333333333,0.066,0.7847455020590115,0.7623839009287926,0.7869816621720334,0.7645,0.934,1.5,True
stackoverflow,0.5,42,2,1.25,mahalanobis_diag,mean_std,1.0,0.946,0.054,False,False,0.9238790406673618,0.5906666666666667,0.7206181374542497,0.9513333333333334,0.5906666666666667,0.913699,0.9107779793862004,0.3946666666666666,0.4093333333333333,0.0486666666666666,0.7679881790298194,0.7206181374542497,0.7727251831873764,0.7356666666666667,0.9513333333333334,1.5,True
stackoverflow,0.5,42,2,1.5,mahalanobis_diag,mean_std,1.0,0.954,0.046,False,False,0.9382055852644088,0.5263333333333333,0.674354046551356,0.9653333333333334,0.5263333333333333,0.9146901111111112,0.9115705757413296,0.3893333333333333,0.4736666666666667,0.0346666666666666,0.7509204172777888,0.674354046551356,0.758577054350432,0.7053333333333334,0.9653333333333334,1.5,True
stackoverflow,0.5,42,2,2.0,mahalanobis_diag,mean_std,1.0,0.977,0.023,False,False,0.9533932951757972,0.3886666666666666,0.5522140658299787,0.981,0.3886666666666666,0.916003,0.9126736791870084,0.3786666666666666,0.6113333333333333,0.019,0.7179862713525857,0.5522140658299787,0.7345634919048465,0.639,0.981,1.5,True
stackoverflow,0.5,87,1,0.5,mahalanobis_diag,mean_std,1.0,0.798,0.202,False,False,0.8106643855146849,0.9476666666666668,0.8738281850315045,0.7786666666666666,0.9476666666666668,0.9167168888888888,0.8853273996623602,0.223,0.0523333333333333,0.2213333333333333,0.8464957504470515,0.8738281850315045,0.8437625069886062,0.859,0.7786666666666666,2.0,False
stackoverflow,0.5,87,1,0.75,mahalanobis_diag,mean_std,1.0,0.8280000000000001,0.172,False,False,0.8324324324324325,0.924,0.875829383886256,0.8140000000000001,0.924,0.9184686666666666,0.8873450119127355,0.2176666666666666,0.076,0.186,0.8578539861206081,0.875829383886256,0.8560564463440434,0.8641666666666666,0.8140000000000001,2.0,False
stackoverflow,0.5,87,1,1.0,mahalanobis_diag,mean_std,1.0,0.849,0.151,False,False,0.8478605388272583,0.8916666666666667,0.8692120227457352,0.84,0.8916666666666667,0.9198784444444444,0.8888527044060599,0.212,0.1083333333333333,0.16,0.8595641369722073,0.8692120227457352,0.8585993483948545,0.8601666666666666,0.84,2.0,False
stackoverflow,0.5,87,1,1.25,mahalanobis_diag,mean_std,1.0,0.879,0.121,False,False,0.8575767802902464,0.847,0.8522555760523226,0.8593333333333333,0.847,0.920982,0.8899878238441489,0.2073333333333333,0.153,0.1406666666666666,0.8527122641677434,0.8522555760523226,0.8527579329792856,0.8465,0.8593333333333333,2.0,False
stackoverflow,0.5,87,1,1.5,mahalanobis_diag,mean_std,1.0,0.901,0.099,False,False,0.868421052631579,0.792,0.8284518828451883,0.88,0.792,0.9218544444444444,0.890872757910474,0.2053333333333333,0.208,0.12,0.8391940735052362,0.8284518828451883,0.840268292571241,0.8255,0.88,2.0,False
stackoverflow,0.5,87,1,2.0,mahalanobis_diag,mean_std,1.0,0.934,0.066,False,False,0.8947626040137053,0.6093333333333333,0.7249652984334721,0.9283333333333332,0.6093333333333333,0.9230664444444444,0.8919916021637833,0.2016666666666666,0.3906666666666666,0.0716666666666666,0.8017290312139526,0.7249652984334721,0.8094054044920005,0.7491666666666666,0.9283333333333332,2.0,False
stackoverflow,0.5,87,2,0.5,mahalanobis_diag,mean_std,1.0,0.902,0.098,False,False,0.8509369676320273,0.666,0.7471952131637996,0.8833333333333333,0.666,0.8702494444444444,0.8435855586419625,0.507,0.334,0.1166666666666666,0.7900611216087685,0.7471952131637996,0.7943477124532653,0.7575,0.8833333333333333,1.25,True
stackoverflow,0.5,87,2,0.75,mahalanobis_diag,mean_std,1.0,0.926,0.074,False,False,0.8711566617862372,0.595,0.7070707070707071,0.912,0.595,0.8754473333333331,0.8489111083080779,0.4956666666666666,0.405,0.088,0.7807683237119211,0.7070707070707071,0.7881380853760425,0.7316666666666667,0.912,1.25,True
stackoverflow,0.5,87,2,1.0,mahalanobis_diag,mean_std,1.0,0.944,0.056,False,False,0.8854651162790698,0.5076666666666667,0.6453389830508475,0.9343333333333332,0.5076666666666667,0.8795428888888889,0.8528641548460583,0.4806666666666667,0.4923333333333333,0.0656666666666666,0.7652160154551413,0.6453389830508475,0.7772037186955707,0.6951666666666667,0.9343333333333332,1.25,True
stackoverflow,0.5,87,2,1.25,mahalanobis_diag,mean_std,1.0,0.959,0.041,False,False,0.8933901918976546,0.419,0.5704560925799864,0.95,0.419,0.882817888888889,0.8560149066530958,0.4646666666666667,0.581,0.05,0.7477822686065216,0.5704560925799864,0.7655148862091752,0.6548333333333334,0.95,1.25,True
stackoverflow,0.5,87,2,1.5,mahalanobis_diag,mean_std,1.0,0.97,0.03,False,False,0.8973634651600754,0.3176666666666666,0.4692269817823732,0.9636666666666668,0.3176666666666666,0.8854036666666666,0.8583796206020974,0.4606666666666666,0.6823333333333333,0.0363333333333333,0.7268134415526205,0.4692269817823732,0.7525720875296452,0.6068333333333333,0.9636666666666668,1.25,True
stackoverflow,0.5,87,2,2.0,mahalanobis_diag,mean_std,1.0,0.987,0.013,False,False,0.8962432915921288,0.167,0.2815397583590896,0.9806666666666668,0.167,0.8892665555555557,0.8618146720663491,0.4513333333333333,0.833,0.0193333333333333,0.6929132617300241,0.2815397583590896,0.7340506120671175,0.5328333333333334,0.9806666666666668,1.25,True
