dataset,selection,n_seeds,k2_minus_k1_test_oos_f1_mean,k2_minus_k1_test_oos_f1_std,k2_wins_test_oos_f1,k1_wins_test_oos_f1,k2_minus_k1_test_f1_all_mean,k2_minus_k1_test_f1_all_std,k2_wins_test_f1_all,k1_wins_test_f1_all,k2_minus_k1_test_f1_k_mean,k2_minus_k1_test_f1_k_std,k2_wins_test_f1_k,k1_wins_test_f1_k,k2_minus_k1_test_accuracy_mean,k2_minus_k1_test_accuracy_std,k2_wins_test_accuracy,k1_wins_test_accuracy,k2_minus_k1_test_known_recall_mean,k2_minus_k1_test_known_recall_std,k2_wins_test_known_recall,k1_wins_test_known_recall,k2_minus_k1_test_false_accept_rate_mean,k2_minus_k1_test_false_accept_rate_std,k2_wins_test_false_accept_rate,k1_wins_test_false_accept_rate,k2_minus_k1_test_false_reject_rate_mean,k2_minus_k1_test_false_reject_rate_std,k2_wins_test_false_reject_rate,k1_wins_test_false_reject_rate,k2_minus_k1_test_auroc_mean,k2_minus_k1_test_auroc_std,k2_wins_test_auroc,k1_wins_test_auroc,k2_minus_k1_test_aupr_oos_mean,k2_minus_k1_test_aupr_oos_std,k2_wins_test_aupr_oos,k1_wins_test_aupr_oos
clinc150,fixed_lambda_1,3,-0.0027935078975739325,0.004372369525596124,1,2,-0.015400612873800604,0.005368576705010778,0,3,-0.015568707606816981,0.0054008646852190395,0,3,-0.0052631578947368585,0.0050145985712128265,0,3,-0.03259259259259258,0.00873571732610695,0,3,-0.011980676328502434,0.007277229007787636,0,3,0.03259259259259258,0.00873571732610695,3,0,0.00352455179817505,0.0036074433140369953,3,0,0.002978606252248809,0.003546874887527992,2,1
clinc150,known_only_selected,3,0.007874571244198695,0.006146264103867389,3,0,0.0007124413206126926,0.0062338160728903445,2,1,0.0006169462549648896,0.0062467711415989955,2,1,0.007543859649122779,0.006837605357861488,3,0,-0.018814814814814878,0.004473975961641847,0,3,-0.024444444444444435,0.009281399001756799,0,3,0.0188148148148148,0.004473975961641879,3,0,0.002503102522812828,0.0036488298124954643,2,1,0.001990922048165237,0.004173593318014507,2,1
banking77,fixed_lambda_1,3,0.0012653566059615355,0.00501230459846543,1,2,-0.005469194887869899,0.006718695252014627,0,3,-0.005646419927181216,0.0068045596385834664,0,3,-0.0003246753246753202,0.005871149779228966,1,2,-0.01951754385964914,0.0021148356932002305,0,3,-0.016239316239316234,0.009252408160090151,0,3,0.019517543859649166,0.002114835693200174,3,0,-0.000984311740890716,0.006659699628739768,1,2,-0.0029375501627019554,0.012062944821614728,1,2
banking77,known_only_selected,3,0.020822288978634546,0.027975659428552763,2,1,0.0007454730715029297,0.00930294108776466,1,2,0.0002171358107888599,0.008870752854002916,1,2,0.010389610389610393,0.019089694280635186,2,1,-0.01206140350877194,0.004937864144384924,0,3,-0.03269230769230772,0.0342274078825962,0,3,0.0120614035087719,0.004937864144384947,3,0,0.0006775753486279271,0.005473117376030703,2,1,-0.00220468431873296,0.01342581534485456,2,1
stackoverflow,fixed_lambda_1,3,-0.1906096129996272,0.06735069136442588,0,3,-0.08846928634892137,0.013604811685363748,0,3,-0.07825525368385074,0.008251080109116269,0,3,-0.1426111111111111,0.036634961039563915,0,3,0.09700000000000002,0.0024037008503094,3,0,0.34111111111111114,0.0786556018583782,3,0,-0.09700000000000004,0.0024037008503092925,0,3,-0.022963888888888822,0.015044797952928665,0,3,-0.01238335617461724,0.020511704937473528,1,2
stackoverflow,known_only_selected,3,-0.0950997763481471,0.0597466155794195,0,3,-0.046062903923158115,0.011156759352970572,0,3,-0.04115921668065914,0.007075746244304095,0,3,-0.05849999999999996,0.03284179248051684,0,3,0.022666666666666762,0.0008819171036882465,3,0,0.1183333333333333,0.06808165032599543,3,0,-0.02266666666666663,0.0008819171036882217,0,3,-0.023815814814814724,0.014305628902652629,0,3,-0.014583939595304574,0.018536482564173874,0,3
