dataset,kir,comparison_method,comparison_label,metric,n_seeds,mean_better_delta,median_better_delta,std_better_delta,ci95_low,ci95_high,wins,ties,losses,sign_test_pvalue,effect_size,interpretation,effect_pp,ci95_low_pp,ci95_high_pp,significant_95,metric_label
clinc150,0.25,random_partition,Random K=2,oos_f1,5,0.0092429941894468,0.0094322949577407,0.0035631844940414,0.0064798355534683,0.0120061528254253,5,0,0,0.0625,2.594026271977609,trainable_minus_comparison,0.9242994189446799,0.6479835553468299,1.20061528254253,True,OOS F1
clinc150,0.25,mogb_minilm,MOGB MiniLM,false_accept_rate,5,-0.0257894736842105,-0.0298245614035088,0.0098520819903447,-0.0328070175438596,-0.0171052631578947,0,0,5,0.0625,-2.617667383349503,comparison_minus_trainable,-2.57894736842105,-3.2807017543859596,-1.71052631578947,True,False acceptance
clinc150,0.25,mogb_minilm,MOGB MiniLM,f1_all,5,0.2744957991824698,0.269101521060567,0.0269480885327556,0.2546679881377829,0.2964531371142354,5,0,0,0.0625,10.186095345828246,trainable_minus_comparison,27.44957991824698,25.46679881377829,29.645313711423537,True,F1-All
clinc150,0.25,mogb_minilm,MOGB MiniLM,aupr_oos,5,0.0241533034856385,0.0220395277252528,0.0062052770053534,0.0193435139013966,0.0289630930698804,5,0,0,0.0625,3.892381188591696,trainable_minus_comparison,2.4153303485638498,1.9343513901396598,2.89630930698804,True,AUPR-OOS
clinc150,0.25,mogb_minilm,MOGB MiniLM,known_recall,5,0.3652631578947368,0.368421052631579,0.0230636706192123,0.3464912280701755,0.3835087719298246,5,0,0,0.0625,15.837165034366553,trainable_minus_comparison,36.52631578947368,34.64912280701755,38.35087719298246,True,Known Recall
clinc150,0.25,mogb_minilm,MOGB MiniLM,false_reject_rate,5,0.3652631578947368,0.368421052631579,0.0230636706192123,0.3464912280701754,0.3828070175438596,5,0,0,0.0625,15.83716503436658,comparison_minus_trainable,36.52631578947368,34.64912280701754,38.28070175438596,True,False rejection
clinc150,0.25,mogb_minilm,MOGB MiniLM,f1_k,5,0.280987619169658,0.2755480120428891,0.0275883375820889,0.2607165066535371,0.3035444633407388,5,0,0,0.0625,10.185014531360624,trainable_minus_comparison,28.0987619169658,26.071650665353708,30.35444633407388,True,F1-K
clinc150,0.25,mogb_minilm,MOGB MiniLM,auroc,5,0.0527878193290244,0.0547851261926749,0.0082263766174705,0.0462796629732227,0.0592959756848262,5,0,0,0.0625,6.416897959293244,trainable_minus_comparison,5.27878193290244,4.627966297322271,5.92959756848262,True,AUROC
clinc150,0.25,mogb_minilm,MOGB MiniLM,oos_f1,5,0.027806639669319,0.0268821736728229,0.0051249423911319,0.0242748225510279,0.0322174758165862,5,0,0,0.0625,5.425746778624236,trainable_minus_comparison,2.7806639669319,2.42748225510279,3.2217475816586196,True,OOS F1
clinc150,0.25,mogb_partition_ours_boundary,MOGB partition + ours boundary,false_accept_rate,5,-0.01,-0.0109649122807017,0.0071844863173506,-0.0156140350877193,-0.0043859649122806,0,0,5,0.0625,-1.3918879594564528,comparison_minus_trainable,-1.0,-1.56140350877193,-0.43859649122806,True,False acceptance
clinc150,0.25,mogb_partition_ours_boundary,MOGB partition + ours boundary,f1_all,5,0.0952764190527604,0.0920778378807878,0.0301112781400907,0.0727226618972939,0.1190115174705344,5,0,0,0.0625,3.1641439665727003,trainable_minus_comparison,9.52764190527604,7.27226618972939,11.90115174705344,True,F1-All
clinc150,0.25,mogb_partition_ours_boundary,MOGB partition + ours boundary,aupr_oos,5,0.0141005702417854,0.0146892273421783,0.003164132903601,0.0113420356844826,0.0162033388557611,5,0,0,0.0625,4.4563773619425655,trainable_minus_comparison,1.41005702417854,1.1342035684482599,1.6203338855761098,True,AUPR-OOS
clinc150,0.25,mogb_partition_ours_boundary,MOGB partition + ours boundary,known_recall,5,0.1345614035087719,0.1421052631578947,0.041095344401606,0.1045614035087719,0.1649122807017544,5,0,0,0.0625,3.2743709894182853,trainable_minus_comparison,13.456140350877192,10.45614035087719,16.49122807017544,True,Known Recall
clinc150,0.25,mogb_partition_ours_boundary,MOGB partition + ours boundary,false_reject_rate,5,0.1345614035087719,0.1421052631578948,0.041095344401606,0.1043859649122806,0.1649122807017543,5,0,0,0.0625,3.274370989418285,comparison_minus_trainable,13.456140350877192,10.43859649122806,16.491228070175428,True,False rejection
clinc150,0.25,mogb_partition_ours_boundary,MOGB partition + ours boundary,f1_k,5,0.0975118825722303,0.094304702756538,0.030809565405887,0.0744464251071777,0.1217909256704313,5,0,0,0.0625,3.1649872787104605,trainable_minus_comparison,9.75118825722303,7.444642510717769,12.17909256704313,True,F1-K
clinc150,0.25,mogb_partition_ours_boundary,MOGB partition + ours boundary,auroc,5,0.03139188981225,0.0330113111726685,0.0080117933255233,0.0246344644506001,0.0372513080947984,5,0,0,0.0625,3.91821013558155,trainable_minus_comparison,3.1391889812250002,2.46344644506001,3.72513080947984,True,AUROC
