dataset,kir,comparison_method,comparison_label,metric,n_seeds,mean_better_delta,median_better_delta,std_better_delta,ci95_low,ci95_high,wins,ties,losses,sign_test_pvalue,effect_size,interpretation,effect_pp,ci95_low_pp,ci95_high_pp,significant_95,metric_label
clinc150,0.25,fixed_k2,Frozen K=2,aupr_oos,5,0.0108539792766913,0.0110477057149125,0.001481246379937,0.0097619632424437,0.01195481903692,5,0,0,0.0625,7.327598854386787,trainable_minus_comparison,1.08539792766913,0.9761963242443701,1.195481903692,True,AUPR-OOS
clinc150,0.25,fixed_k2,Frozen K=2,known_recall,5,-0.0071929824561403,-0.0087719298245614,0.0066920109202668,-0.0122807017543859,-0.0019298245614035,1,0,4,0.375,-1.0748611354408044,trainable_minus_comparison,-0.71929824561403,-1.22807017543859,-0.19298245614035,True,Known Recall
clinc150,0.25,fixed_k2,Frozen K=2,false_reject_rate,5,-0.0071929824561403,-0.0087719298245614,0.0066920109202669,-0.012280701754386,-0.0019298245614034,1,0,4,0.375,-1.0748611354407986,comparison_minus_trainable,-0.71929824561403,-1.2280701754385999,-0.19298245614034001,True,False rejection
clinc150,0.25,fixed_k2,Frozen K=2,f1_k,5,0.0170236733830165,0.0195919103224416,0.007964448829949,0.0102301698028712,0.0222250317744668,5,0,0,0.0625,2.1374578136533127,trainable_minus_comparison,1.70236733830165,1.02301698028712,2.2225031774466797,True,F1-K
clinc150,0.25,fixed_k2,Frozen K=2,auroc,5,0.0243659587565405,0.0273462988611882,0.0057069226580447,0.0193535703293322,0.028294052016005,5,0,0,0.0625,4.269544238906624,trainable_minus_comparison,2.4365958756540502,1.9353570329332201,2.8294052016005,True,AUROC
clinc150,0.25,fixed_k2,Frozen K=2,oos_f1,5,0.0069243532192633,0.006451323865418,0.0032340180578271,0.0046091195391436,0.0096214058382304,5,0,0,0.0625,2.141099120490245,trainable_minus_comparison,0.69243532192633,0.46091195391435996,0.9621405838230399,True,OOS F1
clinc150,0.25,random_partition,Random K=2,false_accept_rate,5,0.0293421052631578,0.0307017543859649,0.0052595016540074,0.0252631578947368,0.0334210526315789,5,0,0,0.0625,5.578875565292518,comparison_minus_trainable,2.93421052631578,2.52631578947368,3.34210526315789,True,False acceptance
clinc150,0.25,random_partition,Random K=2,f1_all,5,0.0090957686384498,0.0106592888508103,0.0068939991251929,0.0031422042519179,0.0139576318249811,4,0,1,0.375,1.3193747886057825,trainable_minus_comparison,0.90957686384498,0.31422042519179,1.39576318249811,True,F1-All
clinc150,0.25,random_partition,Random K=2,aupr_oos,5,0.0050591123824359,0.0055992636801212,0.0025937939046482,0.0029017241837435,0.006983912571654,5,0,0,0.0625,1.950468143737139,trainable_minus_comparison,0.50591123824359,0.29017241837435,0.6983912571654001,True,AUPR-OOS
clinc150,0.25,random_partition,Random K=2,known_recall,5,-0.0521052631578947,-0.0526315789473684,0.007860549760428,-0.0578947368421052,-0.045438596491228,0,0,5,0.0625,-6.628704702081504,trainable_minus_comparison,-5.21052631578947,-5.78947368421052,-4.5438596491228,True,Known Recall
clinc150,0.25,random_partition,Random K=2,false_reject_rate,5,-0.0521052631578947,-0.0526315789473684,0.0078605497604279,-0.0571929824561403,-0.0452631578947369,0,0,5,0.0625,-6.628704702081527,comparison_minus_trainable,-5.21052631578947,-5.719298245614031,-4.52631578947369,True,False rejection
clinc150,0.25,random_partition,Random K=2,f1_k,5,0.0090918942818447,0.0106113195983965,0.0069925974993025,0.0033755051168776,0.0140362906737802,4,0,1,0.375,1.300217019891619,trainable_minus_comparison,0.90918942818447,0.33755051168776,1.40362906737802,True,F1-K
clinc150,0.25,random_partition,Random K=2,auroc,5,0.0151352339181287,0.0138194444444446,0.0055701375161626,0.0110304324407511,0.0196997537703909,5,0,0,0.0625,2.717210100147689,trainable_minus_comparison,1.5135233918128699,1.1030432440751101,1.96997537703909,True,AUROC
