dataset,kir,distance,seed,best_k,best_k_oos_f1,k1_oos_f1,delta_oos_f1_vs_k1,selection_note
stackoverflow,0.10,euclidean,13,1,0.9637804187889077,0.9637804187889077,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.10,euclidean,42,1,0.9873860602154497,0.9873860602154497,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.10,euclidean,87,2,0.909523337627589,0.9084227254668256,0.0011006121607634034,test-set oracle for sensitivity analysis only
stackoverflow,0.10,euclidean,100,2,0.9606625258799173,0.9592357892745673,0.0014267366053499764,test-set oracle for sensitivity analysis only
stackoverflow,0.10,euclidean,123,1,0.9877768587446006,0.9877768587446006,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.10,mahalanobis_diag,13,1,0.9654523204367882,0.9654523204367882,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.10,mahalanobis_diag,42,1,0.9875747814081914,0.9875747814081914,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.10,mahalanobis_diag,87,5,0.9235420323776088,0.9185533666568657,0.00498866572074308,test-set oracle for sensitivity analysis only
stackoverflow,0.10,mahalanobis_diag,100,2,0.9646001123805956,0.9618032632273884,0.002796849153207215,test-set oracle for sensitivity analysis only
stackoverflow,0.10,mahalanobis_diag,123,1,0.9884276267450404,0.9884276267450404,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.20,euclidean,13,1,0.9391267396154254,0.9391267396154254,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.20,euclidean,42,1,0.8439184438715724,0.8439184438715724,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.20,euclidean,87,2,0.9003527336860669,0.8995691083858137,0.0007836253002532212,test-set oracle for sensitivity analysis only
stackoverflow,0.20,euclidean,100,1,0.9400784812811539,0.9400784812811539,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.20,euclidean,123,1,0.8856664807585053,0.8856664807585053,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.20,mahalanobis_diag,13,1,0.9422852906915175,0.9422852906915175,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.20,mahalanobis_diag,42,4,0.8812831808426522,0.8706681766704416,0.010615004172210618,test-set oracle for sensitivity analysis only
stackoverflow,0.20,mahalanobis_diag,87,2,0.9102620087336245,0.9088930009796452,0.001369007753979301,test-set oracle for sensitivity analysis only
stackoverflow,0.20,mahalanobis_diag,100,2,0.9448934606906686,0.9434121621621621,0.001481298528506536,test-set oracle for sensitivity analysis only
stackoverflow,0.20,mahalanobis_diag,123,1,0.8975824175824175,0.8975824175824175,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.25,euclidean,13,1,0.9306841273425153,0.9306841273425153,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.25,euclidean,42,1,0.8451644818204305,0.8451644818204305,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.25,euclidean,87,2,0.8926064576509125,0.8905607147055367,0.0020457429453758502,test-set oracle for sensitivity analysis only
stackoverflow,0.25,euclidean,100,1,0.9333333333333333,0.9333333333333333,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.25,euclidean,123,1,0.8743611078093427,0.8743611078093427,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.25,mahalanobis_diag,13,1,0.9337532336070183,0.9337532336070183,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.25,mahalanobis_diag,42,2,0.8672054034495236,0.8654145232683335,0.0017908801811901132,test-set oracle for sensitivity analysis only
stackoverflow,0.25,mahalanobis_diag,87,2,0.9031735001158212,0.8998380754105945,0.0033354247052267416,test-set oracle for sensitivity analysis only
stackoverflow,0.25,mahalanobis_diag,100,2,0.9376814831360286,0.9364811691961777,0.0012003139398508722,test-set oracle for sensitivity analysis only
stackoverflow,0.25,mahalanobis_diag,123,1,0.8854604955586723,0.8854604955586723,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.30,euclidean,13,1,0.9201832650108511,0.9201832650108511,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.30,euclidean,42,1,0.8387351778656127,0.8387351778656127,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.30,euclidean,87,2,0.8773869346733669,0.8756156080313171,0.0017713266420498197,test-set oracle for sensitivity analysis only
stackoverflow,0.30,euclidean,100,1,0.9174023461119846,0.9174023461119846,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.30,euclidean,123,1,0.8581650907232303,0.8581650907232303,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.30,mahalanobis_diag,13,1,0.9232616788759457,0.9232616788759457,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.30,mahalanobis_diag,42,2,0.8605485772878748,0.8564873821055314,0.00406119518234338,test-set oracle for sensitivity analysis only
stackoverflow,0.30,mahalanobis_diag,87,2,0.8885021752641391,0.8849491693528391,0.0035530059113000334,test-set oracle for sensitivity analysis only
stackoverflow,0.30,mahalanobis_diag,100,1,0.9212106653855392,0.9212106653855392,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.30,mahalanobis_diag,123,1,0.869358074222668,0.869358074222668,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.40,euclidean,13,1,0.7532509231016215,0.7532509231016215,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.40,euclidean,42,1,0.7915501708605156,0.7915501708605156,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.40,euclidean,87,1,0.8165787490580255,0.8165787490580255,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.40,euclidean,100,1,0.8921870624474937,0.8921870624474937,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.40,euclidean,123,1,0.8237747653806049,0.8237747653806049,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.40,mahalanobis_diag,13,1,0.7749846719803801,0.7749846719803801,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.40,mahalanobis_diag,42,1,0.8166396223631803,0.8166396223631803,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.40,mahalanobis_diag,87,1,0.8289163722025913,0.8289163722025913,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.40,mahalanobis_diag,100,1,0.8956799555493818,0.8956799555493818,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.40,mahalanobis_diag,123,1,0.8321637426900584,0.8321637426900584,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.50,euclidean,13,1,0.695702897141746,0.695702897141746,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.50,euclidean,42,1,0.7966284074605452,0.7966284074605452,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.50,euclidean,87,1,0.7661494045470949,0.7661494045470949,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.50,euclidean,100,1,0.8338152747065827,0.8338152747065827,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.50,euclidean,123,1,0.7351837959489872,0.7351837959489872,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.50,mahalanobis_diag,13,1,0.7185035760132037,0.7185035760132037,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.50,mahalanobis_diag,42,1,0.819705434230574,0.819705434230574,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.50,mahalanobis_diag,87,1,0.780479272345636,0.780479272345636,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.50,mahalanobis_diag,100,1,0.8400460299194477,0.8400460299194477,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.50,mahalanobis_diag,123,1,0.747394897592526,0.747394897592526,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.60,euclidean,13,1,0.7048539222452266,0.7048539222452266,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.60,euclidean,42,1,0.7388076490438695,0.7388076490438695,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.60,euclidean,87,1,0.6982142857142857,0.6982142857142857,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.60,euclidean,100,1,0.7442566103164283,0.7442566103164283,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.60,euclidean,123,1,0.7296871483232051,0.7296871483232051,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.60,mahalanobis_diag,13,1,0.7167059832725713,0.7167059832725713,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.60,mahalanobis_diag,42,1,0.7614297589359933,0.7614297589359933,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.60,mahalanobis_diag,87,1,0.7128116938950989,0.7128116938950989,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.60,mahalanobis_diag,100,1,0.7560165975103735,0.7560165975103735,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.60,mahalanobis_diag,123,1,0.7311178247734139,0.7311178247734139,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.70,euclidean,13,1,0.6592178770949721,0.6592178770949721,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.70,euclidean,42,1,0.7221129530767069,0.7221129530767069,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.70,euclidean,87,1,0.6814897165091718,0.6814897165091718,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.70,euclidean,100,1,0.6874825759687762,0.6874825759687762,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.70,euclidean,123,1,0.6491228070175439,0.6491228070175439,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.70,mahalanobis_diag,13,1,0.6639477977161501,0.6639477977161501,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.70,mahalanobis_diag,42,1,0.7390180878552971,0.7390180878552971,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.70,mahalanobis_diag,87,1,0.6787783043707214,0.6787783043707214,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.70,mahalanobis_diag,100,1,0.6971128608923886,0.6971128608923886,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.70,mahalanobis_diag,123,1,0.6460348162475823,0.6460348162475823,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.75,euclidean,13,1,0.6021580229725025,0.6021580229725025,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.75,euclidean,42,1,0.7390894819466248,0.7390894819466248,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.75,euclidean,87,1,0.6731432152930116,0.6731432152930116,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.75,euclidean,100,1,0.6219751471550031,0.6219751471550031,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.75,euclidean,123,1,0.6438992042440318,0.6438992042440318,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.75,mahalanobis_diag,13,1,0.6063091482649842,0.6063091482649842,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.75,mahalanobis_diag,42,1,0.7502150845999426,0.7502150845999426,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.75,mahalanobis_diag,87,1,0.6668626874448692,0.6668626874448692,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.75,mahalanobis_diag,100,1,0.6339530630905211,0.6339530630905211,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.75,mahalanobis_diag,123,1,0.6328173374613002,0.6328173374613002,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.80,euclidean,13,1,0.5048957002979991,0.5048957002979991,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.80,euclidean,42,1,0.7452830188679246,0.7452830188679246,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.80,euclidean,87,1,0.6143447239954938,0.6143447239954938,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.80,euclidean,100,1,0.6189047261815455,0.6189047261815455,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.80,euclidean,123,1,0.6509505703422054,0.6509505703422054,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.80,mahalanobis_diag,13,2,0.5123022847100175,0.5090497737556562,0.0032525109543612984,test-set oracle for sensitivity analysis only
stackoverflow,0.80,mahalanobis_diag,42,1,0.7342192691029901,0.7342192691029901,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.80,mahalanobis_diag,87,1,0.6050244242847175,0.6050244242847175,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.80,mahalanobis_diag,100,1,0.6180676665504011,0.6180676665504011,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.80,mahalanobis_diag,123,1,0.6310986310986311,0.6310986310986311,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.90,euclidean,13,1,0.33288590604026846,0.33288590604026846,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.90,euclidean,42,1,0.6245014245014245,0.6245014245014245,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.90,euclidean,87,1,0.6009019165727171,0.6009019165727171,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.90,euclidean,100,1,0.4189016602809706,0.4189016602809706,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.90,euclidean,123,1,0.5783540022547914,0.5783540022547914,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.90,mahalanobis_diag,13,2,0.3869565217391305,0.3378378378378379,0.04911868390129259,test-set oracle for sensitivity analysis only
stackoverflow,0.90,mahalanobis_diag,42,1,0.5761856710393541,0.5761856710393541,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.90,mahalanobis_diag,87,1,0.5612806403201601,0.5612806403201601,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.90,mahalanobis_diag,100,1,0.41133963312951644,0.41133963312951644,0.0,test-set oracle for sensitivity analysis only
stackoverflow,0.90,mahalanobis_diag,123,1,0.5350125944584384,0.5350125944584384,0.0,test-set oracle for sensitivity analysis only
