dataset,kir,distance,intent,seed,best_k,best_k_intent_oos_f1,delta_oos_f1_vs_k1,delta_intent_class_f1_vs_k1,delta_known_recall_vs_k1,best_k_intent_known_recall,best_k_false_reject_rate,best_k_false_accept_count,best_k_false_accept_rate,selection_metric_definition
banking77,0.10,euclidean,extra_charge_on_statement,42,5,0.6593406593406592,0.13206793206793188,0.13206793206793188,0.025000000000000022,0.75,0.25,21,0.007608695652173913,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,euclidean,getting_spare_card,100,4,0.8918918918918919,0.147705845380264,0.147705845380264,0.02499999999999991,0.825,0.175,1,0.00036231884057971015,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,euclidean,passcode_forgotten,42,3,0.9743589743589743,0.04102564102564099,0.04102564102564099,0.07499999999999996,0.95,0.05,0,0.0,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,euclidean,pending_card_payment,87,3,0.8450704225352113,0.08831366577845456,0.08831366577845456,0.050000000000000044,0.75,0.25,1,0.00036231884057971015,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,euclidean,pending_cash_withdrawal,13,5,0.825,0.2391414141414141,0.2391414141414141,0.09999999999999998,0.825,0.175,6,0.002173913043478261,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,euclidean,pending_cash_withdrawal,42,5,0.8148148148148149,0.26243386243386246,0.26243386243386246,0.09999999999999998,0.825,0.175,8,0.002898550724637681,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,euclidean,pending_cash_withdrawal,87,5,0.8148148148148149,0.2801613494682803,0.2801613494682803,0.1499999999999999,0.825,0.175,8,0.002898550724637681,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,euclidean,pending_transfer,13,3,0.5940594059405939,0.022630834512022524,0.022630834512022524,0.050000000000000044,0.75,0.175,31,0.011231884057971014,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,euclidean,pending_transfer,100,1,0.5166666666666667,0.0,0.0,0.0,0.775,0.2,49,0.017753623188405798,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,euclidean,receiving_money,13,4,0.8947368421052632,0.37165991902834017,0.37165991902834017,0.0,0.85,0.15,2,0.0007246376811594203,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,euclidean,reverted_card_payment?,42,3,0.6534653465346534,0.18729993300081887,0.18729993300081887,0.04999999999999993,0.825,0.175,26,0.009420289855072464,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,euclidean,reverted_card_payment?,123,5,0.6213592233009708,0.14374728300246337,0.14374728300246337,0.0,0.8,0.2,31,0.011231884057971014,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,euclidean,terminate_account,87,1,0.9189189189189189,0.0,0.0,0.0,0.85,0.15,0,0.0,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,euclidean,terminate_account,100,1,0.9189189189189189,0.0,0.0,0.0,0.85,0.15,0,0.0,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,euclidean,top_up_limits,123,1,0.9024390243902439,0.0,0.0,0.0,0.925,0.075,5,0.0018115942028985507,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,euclidean,top_up_reverted,123,4,0.56,0.09020134228187926,0.09020134228187926,-0.17500000000000004,0.7,0.3,32,0.011594202898550725,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,euclidean,transaction_charged_twice,100,2,0.8918918918918919,0.06262359920896499,0.06262359920896499,-0.025000000000000022,0.825,0.175,1,0.00036231884057971015,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,euclidean,transfer_fee_charged,87,2,0.7368421052631579,0.11866028708133958,0.11866028708133958,0.025000000000000022,0.875,0.125,20,0.007246376811594203,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,euclidean,transfer_fee_charged,100,2,0.7368421052631579,0.11298889425398351,0.11298889425398351,0.025000000000000022,0.875,0.125,19,0.006884057971014493,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,euclidean,transfer_fee_charged,123,2,0.7446808510638299,0.1320682384512173,0.1320682384512173,0.025000000000000022,0.875,0.125,19,0.006884057971014493,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,euclidean,transfer_not_received_by_recipient,42,5,0.45925925925925926,0.1400104329681795,0.1400104329681795,-0.07499999999999996,0.775,0.225,64,0.02318840579710145,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,euclidean,transfer_timing,13,3,0.7951807228915662,0.07939124920735574,0.07939124920735574,-0.025000000000000022,0.825,0.175,7,0.002536231884057971,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,euclidean,unable_to_verify_identity,87,5,0.66,0.20198473282442747,0.20198473282442747,0.07499999999999996,0.825,0.175,27,0.009782608695652175,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,euclidean,verify_source_of_funds,87,1,0.9743589743589743,0.0,0.0,0.0,0.95,0.05,0,0.0,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,euclidean,verify_source_of_funds,123,1,0.9743589743589743,0.0,0.0,0.0,0.95,0.05,0,0.0,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,euclidean,wrong_amount_of_cash_received,13,4,0.6521739130434783,0.2060200668896321,0.2060200668896321,0.025000000000000022,0.75,0.25,22,0.007971014492753623,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,euclidean,wrong_exchange_rate_for_cash_withdrawal,87,5,0.6511627906976744,0.10070407510134405,0.10070407510134405,-0.050000000000000044,0.7,0.3,18,0.006521739130434782,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,Refund_not_showing_up,42,5,0.8717948717948718,0.06744704570791515,0.06744704570791515,-0.07500000000000007,0.85,0.1,4,0.0014492753623188406,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,Refund_not_showing_up,87,5,0.8641975308641976,0.05984970477724094,0.05984970477724094,-0.050000000000000044,0.875,0.125,6,0.002173913043478261,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,atm_support,42,3,0.9189189189189189,0.06526038233355302,0.06526038233355302,-0.025000000000000022,0.85,0.15,0,0.0,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,atm_support,123,3,0.9189189189189189,0.06526038233355302,0.06526038233355302,-0.025000000000000022,0.85,0.15,0,0.0,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,automatic_top_up,100,4,0.8571428571428571,0.013769363166953541,0.013769363166953541,-0.125,0.75,0.25,0,0.0,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,card_about_to_expire,42,4,0.9473684210526316,0.01065956029313797,0.01065956029313797,-0.025000000000000022,0.9,0.1,0,0.0,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,card_acceptance,100,4,0.7575757575757575,0.024242424242424065,0.024242424242424065,-0.19999999999999996,0.625,0.375,1,0.00036231884057971015,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,card_linking,13,5,0.8405797101449275,0.15307971014492738,0.15307971014492738,-0.09999999999999998,0.725,0.275,0,0.0,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,compromised_card,13,3,0.525,0.004166666666666652,0.004166666666666652,-0.09999999999999998,0.525,0.475,19,0.006884057971014493,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,compromised_card,100,3,0.525,0.01994949494949505,0.01994949494949505,-0.09999999999999998,0.525,0.475,19,0.006884057971014493,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,compromised_card,123,3,0.525,0.01994949494949505,0.01994949494949505,-0.09999999999999998,0.525,0.475,19,0.006884057971014493,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,direct_debit_payment_not_recognised,13,1,0.5894736842105263,0.0,0.0,0.0,0.7,0.3,27,0.009782608695652175,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,direct_debit_payment_not_recognised,123,1,0.6835443037974683,0.0,0.0,0.0,0.675,0.3,12,0.004347826086956522,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,extra_charge_on_statement,42,5,0.6933333333333334,0.01151515151515159,0.01151515151515159,-0.09999999999999998,0.65,0.35,9,0.003260869565217391,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,getting_spare_card,100,1,0.88,0.0,0.0,0.0,0.825,0.175,2,0.0007246376811594203,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,passcode_forgotten,42,3,0.9473684210526316,0.02844950213371278,0.02844950213371278,0.050000000000000044,0.9,0.1,0,0.0,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,pending_card_payment,87,3,0.8285714285714285,0.04596273291925468,0.04596273291925468,0.04999999999999993,0.725,0.275,1,0.00036231884057971015,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,pending_cash_withdrawal,13,4,0.7999999999999999,0.07272727272727264,0.07272727272727264,0.050000000000000044,0.75,0.25,5,0.0018115942028985507,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,pending_cash_withdrawal,42,4,0.7894736842105262,0.16156670746634016,0.16156670746634016,0.07499999999999996,0.75,0.25,6,0.002173913043478261,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,pending_cash_withdrawal,87,4,0.7894736842105262,0.1687840290381124,0.1687840290381124,0.07499999999999996,0.75,0.25,6,0.002173913043478261,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,pending_transfer,13,3,0.6464646464646464,0.03108003108003099,0.03108003108003099,0.10000000000000009,0.8,0.175,25,0.009057971014492754,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,pending_transfer,100,3,0.5762711864406781,0.00730566919929887,0.00730566919929887,0.025000000000000022,0.85,0.15,44,0.015942028985507246,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,receiving_money,13,4,0.88,0.14086956521739125,0.14086956521739125,-0.025000000000000022,0.825,0.175,2,0.0007246376811594203,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,reverted_card_payment?,42,5,0.7469879518072289,0.2707974756167526,0.2707974756167526,0.025000000000000022,0.775,0.225,10,0.0036231884057971015,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,reverted_card_payment?,123,5,0.7209302325581396,0.22093023255813948,0.22093023255813948,-0.025000000000000022,0.775,0.225,15,0.005434782608695652,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,terminate_account,87,1,0.9041095890410958,0.0,0.0,0.0,0.825,0.175,0,0.0,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,terminate_account,100,1,0.9041095890410958,0.0,0.0,0.0,0.825,0.175,0,0.0,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,top_up_limits,123,3,0.9210526315789473,0.007472384665367149,0.007472384665367149,-0.050000000000000044,0.875,0.125,1,0.00036231884057971015,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,top_up_reverted,123,5,0.5434782608695652,0.032529355760076206,0.032529355760076206,-0.25,0.625,0.375,27,0.009782608695652175,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,transaction_charged_twice,100,1,0.9473684210526316,0.0,0.0,0.0,0.9,0.1,0,0.0,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,transfer_fee_charged,87,2,0.7865168539325842,0.10651685393258414,0.10651685393258414,0.025000000000000022,0.875,0.125,14,0.005072463768115942,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,transfer_fee_charged,100,2,0.7865168539325842,0.09263930291217604,0.09263930291217604,0.025000000000000022,0.875,0.125,13,0.004710144927536232,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,transfer_fee_charged,123,2,0.823529411764706,0.1435294117647059,0.1435294117647059,0.025000000000000022,0.875,0.125,10,0.0036231884057971015,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,transfer_not_received_by_recipient,42,5,0.4705882352941177,0.16072908036454026,0.16072908036454026,-0.125,0.7,0.3,51,0.01847826086956522,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,transfer_timing,13,3,0.8157894736842106,0.08851674641148344,0.08851674641148344,-0.025000000000000022,0.775,0.175,4,0.0014492753623188406,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,unable_to_verify_identity,87,5,0.7032967032967032,0.19047619047619035,0.19047619047619035,0.050000000000000044,0.8,0.2,19,0.006884057971014493,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,verify_source_of_funds,87,1,0.9743589743589743,0.0,0.0,0.0,0.95,0.05,0,0.0,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,verify_source_of_funds,123,1,0.9743589743589743,0.0,0.0,0.0,0.95,0.05,0,0.0,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,wrong_amount_of_cash_received,13,5,0.7058823529411765,0.17044928207503474,0.17044928207503474,-0.09999999999999998,0.75,0.25,15,0.005434782608695652,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.10,mahalanobis_diag,wrong_exchange_rate_for_cash_withdrawal,87,2,0.6444444444444445,0.07301587301587309,0.07301587301587309,-0.025000000000000022,0.725,0.275,21,0.007608695652173913,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,Refund_not_showing_up,42,5,0.888888888888889,0.10165484633569744,0.10165484633569744,-0.025000000000000022,0.9,0.05,5,0.0020161290322580645,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,Refund_not_showing_up,87,5,0.8837209302325583,0.09648688767936675,0.09648688767936675,0.02499999999999991,0.95,0.05,8,0.0032258064516129032,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,activate_my_card,87,1,0.9090909090909091,0.0,0.0,0.0,0.875,0.125,2,0.0008064516129032258,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,apple_pay_or_google_pay,87,2,0.9473684210526316,0.026315789473684292,0.026315789473684292,0.025000000000000022,0.9,0.1,0,0.0,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,atm_support,13,3,0.9333333333333333,0.18914728682170545,0.18914728682170545,0.07499999999999996,0.875,0.125,0,0.0,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,atm_support,42,3,0.9333333333333333,0.37192982456140355,0.37192982456140355,0.07499999999999996,0.875,0.125,0,0.0,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,atm_support,123,3,0.9333333333333333,0.3006802721088435,0.3006802721088435,0.09999999999999998,0.875,0.125,0,0.0,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,automatic_top_up,87,2,0.8285714285714285,0.17510608203677513,0.17510608203677513,-0.09999999999999998,0.725,0.275,1,0.0004032258064516129,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,automatic_top_up,100,5,0.8461538461538461,0.19909502262443435,0.19909502262443435,0.0,0.825,0.175,4,0.0016129032258064516,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,balance_not_updated_after_bank_transfer,100,2,0.5517241379310345,0.03743842364532013,0.03743842364532013,-0.09999999999999998,0.8,0.025,40,0.016129032258064516,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,balance_not_updated_after_cheque_or_cash_deposit,87,1,0.8974358974358975,0.0,0.0,0.0,0.875,0.125,3,0.0012096774193548388,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,beneficiary_not_allowed,123,5,0.6304347826086957,0.19453734671125977,0.19453734671125977,-0.125,0.725,0.275,23,0.009274193548387096,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,cancel_transfer,123,4,0.9041095890410958,0.050451052455730006,0.050451052455730006,-0.050000000000000044,0.825,0.175,0,0.0,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,card_about_to_expire,42,4,0.9473684210526316,0.020539152759948776,0.020539152759948776,-0.04999999999999993,0.9,0.1,0,0.0,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,card_acceptance,100,5,0.7272727272727274,0.14607614607614627,0.14607614607614627,-0.25,0.6,0.4,2,0.0008064516129032258,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,card_arrival,42,4,0.7346938775510204,0.26100966702470463,0.26100966702470463,0.0,0.9,0.1,22,0.008870967741935484,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,card_arrival,87,4,0.6923076923076923,0.23947750362844705,0.23947750362844705,0.0,0.9,0.1,27,0.010887096774193548,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,card_linking,13,5,0.8571428571428571,0.3087557603686636,0.3087557603686636,-0.09999999999999998,0.75,0.25,0,0.0,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,card_payment_wrong_exchange_rate,42,3,0.85,0.05430107526881711,0.05430107526881711,-0.07500000000000007,0.85,0.15,6,0.0024193548387096775,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,cash_withdrawal_charge,100,1,0.9156626506024096,0.0,0.0,0.0,0.95,0.05,5,0.0020161290322580645,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,compromised_card,13,3,0.5238095238095238,0.03782821539830894,0.03782821539830894,-0.09999999999999998,0.55,0.45,22,0.008870967741935484,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,compromised_card,100,2,0.619718309859155,0.0702677604086056,0.0702677604086056,-0.07499999999999996,0.55,0.45,8,0.0032258064516129032,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,compromised_card,123,3,0.5301204819277109,0.06583476764199658,0.06583476764199658,-0.09999999999999998,0.55,0.45,21,0.008467741935483872,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,contactless_not_working,123,1,0.935064935064935,0.0,0.0,0.0,0.9,0.075,1,0.0004032258064516129,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,country_support,100,4,0.8918918918918919,0.23280098280098283,0.23280098280098283,0.09999999999999998,0.825,0.175,1,0.0004032258064516129,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,declined_cash_withdrawal,13,3,0.6458333333333333,0.040328746177370034,0.040328746177370034,-0.04999999999999993,0.775,0.175,21,0.008467741935483872,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,declined_transfer,42,2,0.6476190476190476,0.15220620358235037,0.15220620358235037,0.17499999999999993,0.85,0.15,29,0.011693548387096775,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,direct_debit_payment_not_recognised,13,1,0.54,0.0,0.0,0.0,0.675,0.325,33,0.013306451612903225,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,direct_debit_payment_not_recognised,123,1,0.7123287671232875,0.0,0.0,0.0,0.65,0.325,6,0.0024193548387096775,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,exchange_rate,13,2,0.9135802469135802,0.053115130634510455,0.053115130634510455,0.0,0.925,0.075,4,0.0016129032258064516,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,exchange_via_app,87,2,0.8048780487804876,0.26282197401413254,0.26282197401413254,0.09999999999999998,0.825,0.175,9,0.0036290322580645163,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,extra_charge_on_statement,42,5,0.6593406593406592,0.11728458457430413,0.11728458457430413,0.025000000000000022,0.75,0.25,21,0.008467741935483872,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,failed_transfer,13,5,0.7741935483870968,0.25245441795231416,0.25245441795231416,0.0,0.9,0.1,15,0.006048387096774193,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,getting_spare_card,100,4,0.8918918918918919,0.144903940084663,0.144903940084663,0.04999999999999993,0.825,0.175,1,0.0004032258064516129,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,getting_virtual_card,13,5,0.8611111111111113,0.017737617135207717,0.017737617135207717,-0.09999999999999998,0.775,0.225,1,0.0004032258064516129,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
banking77,0.20,euclidean,getting_virtual_card,100,5,0.8611111111111113,0.017737617135207717,0.017737617135207717,-0.09999999999999998,0.775,0.225,1,0.0004032258064516129,class F1 for one Known intent versus all remaining/OOS test samples; global F1-All is reported only at dataset level
