dataset,kir,seed,distance,metric,ce_recon,ce_recon_geometry,geometry_minus_ce_recon
banking77,0.25,87,mahalanobis_diag,false_reject_rate,0.1894736842105263,0.1881578947368421,-0.0013157894736841869
banking77,0.25,87,mahalanobis_diag,auroc,0.9030166742286752,0.903562840290381,0.0005461660617058772
banking77,0.25,87,mahalanobis_diag,aupr_oos,0.958240898227595,0.958114724931506,-0.00012617329608899386
banking77,0.5,100,mahalanobis_diag,oos_f1,0.7532376618830942,0.7605536332179931,0.007315971334898919
banking77,0.5,100,mahalanobis_diag,near_oos_f1,0.1962774957698815,0.1747899159663865,-0.021487579803495
banking77,0.5,100,mahalanobis_diag,id_recall,0.8546052631578948,0.8480263157894736,-0.006578947368421129
banking77,0.5,100,mahalanobis_diag,false_accept_rate,0.3102564102564102,0.2955128205128205,-0.014743589743589691
banking77,0.5,100,mahalanobis_diag,false_reject_rate,0.1453947368421052,0.1519736842105263,0.006578947368421101
banking77,0.5,100,mahalanobis_diag,auroc,0.8625919365721997,0.8659252699055331,0.0033333333333334103
banking77,0.5,100,mahalanobis_diag,aupr_oos,0.8391369950312842,0.8405715665050353,0.001434571473751034
banking77,0.5,123,mahalanobis_diag,oos_f1,0.7118155619596542,0.7274662881476224,0.015650726187968145
banking77,0.5,123,mahalanobis_diag,near_oos_f1,0.1411359724612736,0.1303602058319039,-0.010775766629369687
banking77,0.5,123,mahalanobis_diag,id_recall,0.85,0.8467105263157895,-0.003289473684210509
banking77,0.5,123,mahalanobis_diag,false_accept_rate,0.3666666666666666,0.3429487179487179,-0.02371794871794869
banking77,0.5,123,mahalanobis_diag,false_reject_rate,0.15,0.1532894736842105,0.003289473684210509
banking77,0.5,123,mahalanobis_diag,auroc,0.8373190789473683,0.8497828103913629,0.012463731443994597
banking77,0.5,123,mahalanobis_diag,aupr_oos,0.8119828165137357,0.8260464960440663,0.014063679530330608
banking77,0.5,13,mahalanobis_diag,oos_f1,0.7244934233913971,0.7360281195079086,0.011534696116511478
banking77,0.5,13,mahalanobis_diag,near_oos_f1,0.198019801980198,0.1481481481481481,-0.04987165383204989
