dataset,kir,data_seed,representation,k_name,k_gate,threshold,validation_near_q20_similarity,validation_far_q80_similarity,group_type,group,oos_count,false_accept_count,false_accept_rate,representation_collision_count,representation_collision_rate,boundary_overcoverage_count,boundary_overcoverage_rate,correct_rejection_count,correct_rejection_rate,mean_nearest_known_similarity,mean_gate_score
banking77_oos,50,42,ce_recon,k1,1,1.0,0.4896881614501042,0.775829188995804,similarity_bin,0,623,0,0.0,59,0.09470304975922954,0,0.0,623,1.0,0.31001601948504187,1.8326099121451835
banking77_oos,50,42,ce_recon,k1,1,1.0,0.4896881614501042,0.775829188995804,similarity_bin,1,436,0,0.0,103,0.23623853211009174,0,0.0,436,1.0,0.44596475879616587,1.7326223683418833
banking77_oos,50,42,ce_recon,k1,1,1.0,0.4896881614501042,0.775829188995804,similarity_bin,2,310,0,0.0,81,0.26129032258064516,0,0.0,310,1.0,0.5191356389992307,1.640395662173505
banking77_oos,50,42,ce_recon,k1,1,1.0,0.4896881614501042,0.775829188995804,similarity_bin,3,275,0,0.0,121,0.44,0,0.0,275,1.0,0.570779864975751,1.569695667884567
banking77_oos,50,42,ce_recon,k1,1,1.0,0.4896881614501042,0.775829188995804,similarity_bin,4,235,0,0.0,113,0.4808510638297872,0,0.0,235,1.0,0.6117523628008381,1.4913446663480487
banking77_oos,50,42,ce_recon,k1,1,1.0,0.4896881614501042,0.775829188995804,similarity_bin,5,213,0,0.0,165,0.7746478873239436,0,0.0,213,1.0,0.6543376230045563,1.3821053330456616
banking77_oos,50,42,ce_recon,k1,1,1.0,0.4896881614501042,0.775829188995804,similarity_bin,6,224,0,0.0,181,0.8080357142857143,0,0.0,224,1.0,0.6925499416578588,1.3269982015516775
banking77_oos,50,42,ce_recon,k1,1,1.0,0.4896881614501042,0.775829188995804,similarity_bin,7,248,10,0.04032258064516129,175,0.7056451612903226,0,0.0,238,0.9596774193548387,0.7421523293926041,1.2461728726203252
banking77_oos,50,42,ce_recon,k1,1,1.0,0.4896881614501042,0.775829188995804,similarity_bin,8,242,100,0.4132231404958678,223,0.9214876033057852,5,0.02066115702479339,142,0.5867768595041323,0.8194222254213827,1.0759045673505188
banking77_oos,50,42,ce_recon,k1,1,1.0,0.4896881614501042,0.775829188995804,similarity_bin,9,274,237,0.864963503649635,269,0.9817518248175182,5,0.01824817518248175,37,0.13503649635036497,0.9242326055510781,0.7529228231558163
banking77_oos,50,42,ce_recon,k2,2,1.0,0.4896881614501042,0.775829188995804,similarity_bin,0,623,1,0.0016051364365971107,59,0.09470304975922954,1,0.0016051364365971107,622,0.9983948635634029,0.31001601948504187,1.5441919431640228
banking77_oos,50,42,ce_recon,k2,2,1.0,0.4896881614501042,0.775829188995804,similarity_bin,1,436,17,0.0389908256880734,103,0.23623853211009174,15,0.034403669724770644,419,0.9610091743119266,0.44596475879616587,1.4575214242159678
banking77_oos,50,42,ce_recon,k2,2,1.0,0.4896881614501042,0.775829188995804,similarity_bin,2,310,28,0.09032258064516129,81,0.26129032258064516,25,0.08064516129032258,282,0.9096774193548387,0.5191356389992307,1.3660865938845612
banking77_oos,50,42,ce_recon,k2,2,1.0,0.4896881614501042,0.775829188995804,similarity_bin,3,275,24,0.08727272727272728,121,0.44,20,0.07272727272727272,251,0.9127272727272727,0.570779864975751,1.324321936749933
banking77_oos,50,42,ce_recon,k2,2,1.0,0.4896881614501042,0.775829188995804,similarity_bin,4,235,36,0.15319148936170213,113,0.4808510638297872,23,0.09787234042553192,199,0.8468085106382979,0.6117523628008381,1.2620172762815303
banking77_oos,50,42,ce_recon,k2,2,1.0,0.4896881614501042,0.775829188995804,similarity_bin,5,213,50,0.2347417840375587,165,0.7746478873239436,11,0.051643192488262914,163,0.7652582159624414,0.6543376230045563,1.1934132486259736
banking77_oos,50,42,ce_recon,k2,2,1.0,0.4896881614501042,0.775829188995804,similarity_bin,6,224,39,0.17410714285714285,181,0.8080357142857143,7,0.03125,185,0.8258928571428571,0.6925499416578588,1.2428954643531538
banking77_oos,50,42,ce_recon,k2,2,1.0,0.4896881614501042,0.775829188995804,similarity_bin,7,248,80,0.3225806451612903,175,0.7056451612903226,16,0.06451612903225806,168,0.6774193548387096,0.7421523293926041,1.2021545768477455
banking77_oos,50,42,ce_recon,k2,2,1.0,0.4896881614501042,0.775829188995804,similarity_bin,8,242,90,0.371900826446281,223,0.9214876033057852,3,0.012396694214876033,152,0.628099173553719,0.8194222254213827,1.0923538954473249
banking77_oos,50,42,ce_recon,k2,2,1.0,0.4896881614501042,0.775829188995804,similarity_bin,9,274,187,0.6824817518248175,269,0.9817518248175182,0,0.0,87,0.3175182481751825,0.9242326055510781,0.876330937501325
banking77_oos,50,42,ce_recon,frozen_selected_k,5,1.0,0.4896881614501042,0.775829188995804,similarity_bin,0,623,0,0.0,59,0.09470304975922954,0,0.0,623,1.0,0.31001601948504187,1.910198500462701
banking77_oos,50,42,ce_recon,frozen_selected_k,5,1.0,0.4896881614501042,0.775829188995804,similarity_bin,1,436,6,0.013761467889908258,103,0.23623853211009174,6,0.013761467889908258,430,0.9862385321100917,0.44596475879616587,1.7513658003688168
banking77_oos,50,42,ce_recon,frozen_selected_k,5,1.0,0.4896881614501042,0.775829188995804,similarity_bin,2,310,12,0.03870967741935484,81,0.26129032258064516,10,0.03225806451612903,298,0.9612903225806452,0.5191356389992307,1.644302020257112
banking77_oos,50,42,ce_recon,frozen_selected_k,5,1.0,0.4896881614501042,0.775829188995804,similarity_bin,3,275,17,0.06181818181818182,121,0.44,12,0.04363636363636364,258,0.9381818181818182,0.570779864975751,1.5602899439953224
banking77_oos,50,42,ce_recon,frozen_selected_k,5,1.0,0.4896881614501042,0.775829188995804,similarity_bin,4,235,18,0.07659574468085106,113,0.4808510638297872,12,0.05106382978723404,217,0.9234042553191489,0.6117523628008381,1.512826962761844
banking77_oos,50,42,ce_recon,frozen_selected_k,5,1.0,0.4896881614501042,0.775829188995804,similarity_bin,5,213,19,0.0892018779342723,165,0.7746478873239436,6,0.028169014084507043,194,0.9107981220657277,0.6543376230045563,1.4138449425589237
banking77_oos,50,42,ce_recon,frozen_selected_k,5,1.0,0.4896881614501042,0.775829188995804,similarity_bin,6,224,17,0.07589285714285714,181,0.8080357142857143,5,0.022321428571428572,207,0.9241071428571429,0.6925499416578588,1.4812110647879126
banking77_oos,50,42,ce_recon,frozen_selected_k,5,1.0,0.4896881614501042,0.775829188995804,similarity_bin,7,248,35,0.14112903225806453,175,0.7056451612903226,7,0.028225806451612902,213,0.8588709677419355,0.7421523293926041,1.362207846961015
banking77_oos,50,42,ce_recon,frozen_selected_k,5,1.0,0.4896881614501042,0.775829188995804,similarity_bin,8,242,66,0.2727272727272727,223,0.9214876033057852,3,0.012396694214876033,176,0.7272727272727273,0.8194222254213827,1.225482723994625
banking77_oos,50,42,ce_recon,frozen_selected_k,5,1.0,0.4896881614501042,0.775829188995804,similarity_bin,9,274,162,0.5912408759124088,269,0.9817518248175182,0,0.0,112,0.40875912408759124,0.9242326055510781,0.9571595343049419
banking77_oos,50,87,ce_recon,k1,1,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,0,545,0,0.0,26,0.047706422018348627,0,0.0,545,1.0,0.2768858477274163,1.7520240062851788
banking77_oos,50,87,ce_recon,k1,1,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,1,384,0,0.0,28,0.07291666666666667,0,0.0,384,1.0,0.39930905529488053,1.6768257593391518
banking77_oos,50,87,ce_recon,k1,1,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,2,283,0,0.0,64,0.22614840989399293,0,0.0,283,1.0,0.46769458503725114,1.5867355051772463
banking77_oos,50,87,ce_recon,k1,1,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,3,300,0,0.0,105,0.35,0,0.0,300,1.0,0.5185784052559251,1.5204332974319195
banking77_oos,50,87,ce_recon,k1,1,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,4,310,0,0.0,122,0.3935483870967742,0,0.0,310,1.0,0.5754745144557956,1.4166368756446157
banking77_oos,50,87,ce_recon,k1,1,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,5,297,0,0.0,153,0.5151515151515151,0,0.0,297,1.0,0.6276574330176966,1.3510829322024318
banking77_oos,50,87,ce_recon,k1,1,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,6,210,2,0.009523809523809525,136,0.6476190476190476,0,0.0,208,0.9904761904761905,0.6787582384978448,1.2721970612362878
banking77_oos,50,87,ce_recon,k1,1,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,7,256,41,0.16015625,226,0.8828125,0,0.0,215,0.83984375,0.7460281044715331,1.1585932273176942
banking77_oos,50,87,ce_recon,k1,1,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,8,225,183,0.8133333333333334,215,0.9555555555555556,2,0.008888888888888889,42,0.18666666666666668,0.8400446449239128,0.897091589506014
banking77_oos,50,87,ce_recon,k1,1,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,9,270,270,1.0,264,0.9777777777777777,6,0.022222222222222223,0,0.0,0.9333795603495071,0.6089360148092977
banking77_oos,50,87,ce_recon,k2,2,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,0,545,0,0.0,26,0.047706422018348627,0,0.0,545,1.0,0.2768858477274163,1.5713309608593558
banking77_oos,50,87,ce_recon,k2,2,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,1,384,6,0.015625,28,0.07291666666666667,5,0.013020833333333334,378,0.984375,0.39930905529488053,1.484520105609617
banking77_oos,50,87,ce_recon,k2,2,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,2,283,29,0.10247349823321555,64,0.22614840989399293,15,0.053003533568904596,254,0.8975265017667845,0.46769458503725114,1.3657312694064123
banking77_oos,50,87,ce_recon,k2,2,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,3,300,56,0.18666666666666668,105,0.35,33,0.11,244,0.8133333333333334,0.5185784052559251,1.289480135151748
banking77_oos,50,87,ce_recon,k2,2,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,4,310,87,0.2806451612903226,122,0.3935483870967742,51,0.16451612903225807,223,0.7193548387096774,0.5754745144557956,1.2049761161867314
banking77_oos,50,87,ce_recon,k2,2,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,5,297,89,0.2996632996632997,153,0.5151515151515151,44,0.14814814814814814,208,0.7003367003367004,0.6276574330176966,1.1810064137983833
banking77_oos,50,87,ce_recon,k2,2,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,6,210,67,0.319047619047619,136,0.6476190476190476,35,0.16666666666666666,143,0.680952380952381,0.6787582384978448,1.1618143622612687
banking77_oos,50,87,ce_recon,k2,2,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,7,256,80,0.3125,226,0.8828125,11,0.04296875,176,0.6875,0.7460281044715331,1.1494438279811354
banking77_oos,50,87,ce_recon,k2,2,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,8,225,98,0.43555555555555553,215,0.9555555555555556,0,0.0,127,0.5644444444444444,0.8400446449239128,1.0460142786952866
banking77_oos,50,87,ce_recon,k2,2,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,9,270,219,0.8111111111111111,264,0.9777777777777777,3,0.011111111111111112,51,0.18888888888888888,0.9333795603495071,0.8129369132052551
banking77_oos,50,87,ce_recon,frozen_selected_k,1,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,0,545,0,0.0,26,0.047706422018348627,0,0.0,545,1.0,0.2768858477274163,1.7520240062851788
banking77_oos,50,87,ce_recon,frozen_selected_k,1,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,1,384,0,0.0,28,0.07291666666666667,0,0.0,384,1.0,0.39930905529488053,1.6768257593391518
banking77_oos,50,87,ce_recon,frozen_selected_k,1,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,2,283,0,0.0,64,0.22614840989399293,0,0.0,283,1.0,0.46769458503725114,1.5867355051772463
banking77_oos,50,87,ce_recon,frozen_selected_k,1,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,3,300,0,0.0,105,0.35,0,0.0,300,1.0,0.5185784052559251,1.5204332974319195
banking77_oos,50,87,ce_recon,frozen_selected_k,1,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,4,310,0,0.0,122,0.3935483870967742,0,0.0,310,1.0,0.5754745144557956,1.4166368756446157
banking77_oos,50,87,ce_recon,frozen_selected_k,1,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,5,297,0,0.0,153,0.5151515151515151,0,0.0,297,1.0,0.6276574330176966,1.3510829322024318
banking77_oos,50,87,ce_recon,frozen_selected_k,1,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,6,210,2,0.009523809523809525,136,0.6476190476190476,0,0.0,208,0.9904761904761905,0.6787582384978448,1.2721970612362878
banking77_oos,50,87,ce_recon,frozen_selected_k,1,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,7,256,41,0.16015625,226,0.8828125,0,0.0,215,0.83984375,0.7460281044715331,1.1585932273176942
banking77_oos,50,87,ce_recon,frozen_selected_k,1,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,8,225,183,0.8133333333333334,215,0.9555555555555556,2,0.008888888888888889,42,0.18666666666666668,0.8400446449239128,0.897091589506014
banking77_oos,50,87,ce_recon,frozen_selected_k,1,1.0,0.4431520117292881,0.7895786213888862,similarity_bin,9,270,270,1.0,264,0.9777777777777777,6,0.022222222222222223,0,0.0,0.9333795603495071,0.6089360148092977
stackoverflow,50,13,ce_recon,k1,1,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,0,326,0,0.0,42,0.12883435582822086,0,0.0,326,1.0,0.2972291541239095,1.9365471744312837
stackoverflow,50,13,ce_recon,k1,1,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,1,268,0,0.0,60,0.22388059701492538,0,0.0,268,1.0,0.387411667226388,1.9220511605963497
stackoverflow,50,13,ce_recon,k1,1,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,2,314,0,0.0,78,0.2484076433121019,0,0.0,314,1.0,0.4380898940150232,1.885683438624078
stackoverflow,50,13,ce_recon,k1,1,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,3,349,0,0.0,164,0.4699140401146132,0,0.0,349,1.0,0.4863338945674759,1.8318114515033828
stackoverflow,50,13,ce_recon,k1,1,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,4,286,0,0.0,152,0.5314685314685315,0,0.0,286,1.0,0.5320088014028054,1.7555124922668888
stackoverflow,50,13,ce_recon,k1,1,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,5,308,0,0.0,256,0.8311688311688312,0,0.0,308,1.0,0.5720409369803187,1.680332259501134
stackoverflow,50,13,ce_recon,k1,1,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,6,260,0,0.0,221,0.85,0,0.0,260,1.0,0.6104241937752997,1.616198933723256
stackoverflow,50,13,ce_recon,k1,1,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,7,245,0,0.0,244,0.9959183673469387,0,0.0,245,1.0,0.6514297279794211,1.522283145029607
stackoverflow,50,13,ce_recon,k1,1,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,8,335,0,0.0,335,1.0,0,0.0,335,1.0,0.7056887255324223,1.4101677828336943
stackoverflow,50,13,ce_recon,k1,1,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,9,303,78,0.25742574257425743,303,1.0,0,0.0,225,0.7425742574257426,0.8034344974688875,1.125142470395788
stackoverflow,50,13,ce_recon,k2,2,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,0,326,0,0.0,42,0.12883435582822086,0,0.0,326,1.0,0.2972291541239095,1.344642231873907
stackoverflow,50,13,ce_recon,k2,2,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,1,268,0,0.0,60,0.22388059701492538,0,0.0,268,1.0,0.387411667226388,1.2644470765092306
stackoverflow,50,13,ce_recon,k2,2,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,2,314,10,0.03184713375796178,78,0.2484076433121019,10,0.03184713375796178,304,0.9681528662420382,0.4380898940150232,1.2165756960992817
stackoverflow,50,13,ce_recon,k2,2,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,3,349,15,0.04297994269340974,164,0.4699140401146132,13,0.03724928366762178,334,0.9570200573065902,0.4863338945674759,1.2032557312052499
stackoverflow,50,13,ce_recon,k2,2,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,4,286,23,0.08041958041958042,152,0.5314685314685315,10,0.03496503496503497,263,0.9195804195804196,0.5320088014028054,1.1765790580314996
stackoverflow,50,13,ce_recon,k2,2,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,5,308,28,0.09090909090909091,256,0.8311688311688312,0,0.0,280,0.9090909090909091,0.5720409369803187,1.1636027798612312
stackoverflow,50,13,ce_recon,k2,2,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,6,260,38,0.14615384615384616,221,0.85,0,0.0,222,0.8538461538461538,0.6104241937752997,1.1264699689686832
stackoverflow,50,13,ce_recon,k2,2,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,7,245,65,0.2653061224489796,244,0.9959183673469387,0,0.0,180,0.7346938775510204,0.6514297279794211,1.072513839770314
stackoverflow,50,13,ce_recon,k2,2,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,8,335,151,0.4507462686567164,335,1.0,0,0.0,184,0.5492537313432836,0.7056887255324223,1.010782808035754
stackoverflow,50,13,ce_recon,k2,2,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,9,303,260,0.858085808580858,303,1.0,0,0.0,43,0.1419141914191419,0.8034344974688875,0.8454586754800616
stackoverflow,50,13,ce_recon,frozen_selected_k,2,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,0,326,0,0.0,42,0.12883435582822086,0,0.0,326,1.0,0.2972291541239095,1.344642231873907
stackoverflow,50,13,ce_recon,frozen_selected_k,2,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,1,268,0,0.0,60,0.22388059701492538,0,0.0,268,1.0,0.387411667226388,1.2644470765092306
stackoverflow,50,13,ce_recon,frozen_selected_k,2,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,2,314,10,0.03184713375796178,78,0.2484076433121019,10,0.03184713375796178,304,0.9681528662420382,0.4380898940150232,1.2165756960992817
stackoverflow,50,13,ce_recon,frozen_selected_k,2,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,3,349,15,0.04297994269340974,164,0.4699140401146132,13,0.03724928366762178,334,0.9570200573065902,0.4863338945674759,1.2032557312052499
stackoverflow,50,13,ce_recon,frozen_selected_k,2,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,4,286,23,0.08041958041958042,152,0.5314685314685315,10,0.03496503496503497,263,0.9195804195804196,0.5320088014028054,1.1765790580314996
stackoverflow,50,13,ce_recon,frozen_selected_k,2,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,5,308,28,0.09090909090909091,256,0.8311688311688312,0,0.0,280,0.9090909090909091,0.5720409369803187,1.1636027798612312
stackoverflow,50,13,ce_recon,frozen_selected_k,2,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,6,260,38,0.14615384615384616,221,0.85,0,0.0,222,0.8538461538461538,0.6104241937752997,1.1264699689686832
stackoverflow,50,13,ce_recon,frozen_selected_k,2,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,7,245,65,0.2653061224489796,244,0.9959183673469387,0,0.0,180,0.7346938775510204,0.6514297279794211,1.072513839770314
stackoverflow,50,13,ce_recon,frozen_selected_k,2,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,8,335,151,0.4507462686567164,335,1.0,0,0.0,184,0.5492537313432836,0.7056887255324223,1.010782808035754
stackoverflow,50,13,ce_recon,frozen_selected_k,2,1.0,0.41355548006420906,0.6729763789539398,similarity_bin,9,303,260,0.858085808580858,303,1.0,0,0.0,43,0.1419141914191419,0.8034344974688875,0.8454586754800616
stackoverflow,50,42,ce_recon,k1,1,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,0,277,0,0.0,26,0.09386281588447654,0,0.0,277,1.0,0.3247090883728304,2.0378617787659095
stackoverflow,50,42,ce_recon,k1,1,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,1,315,0,0.0,91,0.28888888888888886,0,0.0,315,1.0,0.4111963630459432,1.907681489361544
stackoverflow,50,42,ce_recon,k1,1,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,2,291,0,0.0,90,0.30927835051546393,0,0.0,291,1.0,0.46098468703889584,1.8595907416060076
stackoverflow,50,42,ce_recon,k1,1,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,3,319,0,0.0,112,0.3510971786833856,0,0.0,319,1.0,0.50438925566522,1.8343079674979226
stackoverflow,50,42,ce_recon,k1,1,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,4,368,0,0.0,201,0.5461956521739131,0,0.0,368,1.0,0.5486158870759646,1.7348850955079131
stackoverflow,50,42,ce_recon,k1,1,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,5,289,0,0.0,169,0.5847750865051903,0,0.0,289,1.0,0.5903822768868836,1.6658447073139657
stackoverflow,50,42,ce_recon,k1,1,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,6,323,0,0.0,207,0.6408668730650154,0,0.0,323,1.0,0.6351284749703691,1.5554213183680061
stackoverflow,50,42,ce_recon,k1,1,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,7,255,0,0.0,192,0.7529411764705882,0,0.0,255,1.0,0.6848162352076796,1.4241536770354908
stackoverflow,50,42,ce_recon,k1,1,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,8,331,0,0.0,301,0.9093655589123867,0,0.0,331,1.0,0.7484457553770041,1.2372067228392511
stackoverflow,50,42,ce_recon,k1,1,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,9,229,120,0.5240174672489083,224,0.9781659388646288,0,0.0,109,0.4759825327510917,0.842615645280199,0.9514506721981072
stackoverflow,50,42,ce_recon,k2,2,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,0,277,11,0.039711191335740074,26,0.09386281588447654,3,0.010830324909747292,266,0.9602888086642599,0.3247090883728304,1.294651856865234
stackoverflow,50,42,ce_recon,k2,2,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,1,315,49,0.15555555555555556,91,0.28888888888888886,13,0.04126984126984127,266,0.8444444444444444,0.4111963630459432,1.1911541970039097
stackoverflow,50,42,ce_recon,k2,2,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,2,291,49,0.16838487972508592,90,0.30927835051546393,20,0.06872852233676977,242,0.8316151202749141,0.46098468703889584,1.160124789867922
stackoverflow,50,42,ce_recon,k2,2,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,3,319,63,0.1974921630094044,112,0.3510971786833856,23,0.07210031347962383,256,0.8025078369905956,0.50438925566522,1.1344126193235677
stackoverflow,50,42,ce_recon,k2,2,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,4,368,120,0.32608695652173914,201,0.5461956521739131,46,0.125,248,0.6739130434782609,0.5486158870759646,1.0915265259331774
stackoverflow,50,42,ce_recon,k2,2,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,5,289,83,0.28719723183391005,169,0.5847750865051903,42,0.1453287197231834,206,0.71280276816609,0.5903822768868836,1.0952011483710626
stackoverflow,50,42,ce_recon,k2,2,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,6,323,121,0.3746130030959752,207,0.6408668730650154,79,0.24458204334365324,202,0.6253869969040248,0.6351284749703691,1.0599318734927676
stackoverflow,50,42,ce_recon,k2,2,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,7,255,89,0.34901960784313724,192,0.7529411764705882,54,0.21176470588235294,166,0.6509803921568628,0.6848162352076796,1.0429395694004537
stackoverflow,50,42,ce_recon,k2,2,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,8,331,180,0.5438066465256798,301,0.9093655589123867,29,0.08761329305135952,151,0.4561933534743202,0.7484457553770041,0.9767471595152389
stackoverflow,50,42,ce_recon,k2,2,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,9,229,211,0.9213973799126638,224,0.9781659388646288,5,0.021834061135371178,18,0.07860262008733625,0.842615645280199,0.815601129126365
stackoverflow,50,42,ce_recon,frozen_selected_k,1,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,0,277,0,0.0,26,0.09386281588447654,0,0.0,277,1.0,0.3247090883728304,2.0378617787659095
stackoverflow,50,42,ce_recon,frozen_selected_k,1,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,1,315,0,0.0,91,0.28888888888888886,0,0.0,315,1.0,0.4111963630459432,1.907681489361544
stackoverflow,50,42,ce_recon,frozen_selected_k,1,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,2,291,0,0.0,90,0.30927835051546393,0,0.0,291,1.0,0.46098468703889584,1.8595907416060076
stackoverflow,50,42,ce_recon,frozen_selected_k,1,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,3,319,0,0.0,112,0.3510971786833856,0,0.0,319,1.0,0.50438925566522,1.8343079674979226
stackoverflow,50,42,ce_recon,frozen_selected_k,1,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,4,368,0,0.0,201,0.5461956521739131,0,0.0,368,1.0,0.5486158870759646,1.7348850955079131
stackoverflow,50,42,ce_recon,frozen_selected_k,1,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,5,289,0,0.0,169,0.5847750865051903,0,0.0,289,1.0,0.5903822768868836,1.6658447073139657
stackoverflow,50,42,ce_recon,frozen_selected_k,1,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,6,323,0,0.0,207,0.6408668730650154,0,0.0,323,1.0,0.6351284749703691,1.5554213183680061
stackoverflow,50,42,ce_recon,frozen_selected_k,1,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,7,255,0,0.0,192,0.7529411764705882,0,0.0,255,1.0,0.6848162352076796,1.4241536770354908
stackoverflow,50,42,ce_recon,frozen_selected_k,1,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,8,331,0,0.0,301,0.9093655589123867,0,0.0,331,1.0,0.7484457553770041,1.2372067228392511
stackoverflow,50,42,ce_recon,frozen_selected_k,1,1.0,0.4375990732418426,0.7104563421906035,similarity_bin,9,229,120,0.5240174672489083,224,0.9781659388646288,0,0.0,109,0.4759825327510917,0.842615645280199,0.9514506721981072
stackoverflow,50,87,ce_recon,k1,1,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,0,341,0,0.0,34,0.09970674486803519,0,0.0,341,1.0,0.3513819095919894,2.2054473645048356
stackoverflow,50,87,ce_recon,k1,1,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,1,276,0,0.0,62,0.2246376811594203,0,0.0,276,1.0,0.4597622892386494,2.0099516338346324
stackoverflow,50,87,ce_recon,k1,1,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,2,289,0,0.0,154,0.532871972318339,0,0.0,289,1.0,0.521314751396432,1.8835836388507257
stackoverflow,50,87,ce_recon,k1,1,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,3,319,0,0.0,211,0.6614420062695925,0,0.0,319,1.0,0.573625476089426,1.7509391656777693
stackoverflow,50,87,ce_recon,k1,1,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,4,340,0,0.0,305,0.8970588235294118,0,0.0,340,1.0,0.6292775040692193,1.6447610280539366
stackoverflow,50,87,ce_recon,k1,1,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,5,269,0,0.0,269,1.0,0,0.0,269,1.0,0.6838753916314885,1.543521447615183
