dataset,representation,kir,seed,distance,metric,k1,k2,k2_minus_k1
banking77,frozen_minilm,0.25,87,mahalanobis_diag,near_oos_f1,0.5129469790382244,0.5569917743830788,0.04404479534485439
banking77,frozen_minilm,0.25,87,mahalanobis_diag,id_recall,0.8171052631578948,0.8026315789473684,-0.014473684210526416
banking77,frozen_minilm,0.25,87,mahalanobis_diag,false_accept_rate,0.1206896551724138,0.1448275862068965,0.02413793103448271
banking77,frozen_minilm,0.25,87,mahalanobis_diag,false_reject_rate,0.1828947368421052,0.1973684210526315,0.014473684210526305
banking77,frozen_minilm,0.25,87,mahalanobis_diag,auroc,0.918516333938294,0.9078125,-0.010703833938293994
banking77,frozen_minilm,0.25,87,mahalanobis_diag,aupr_oos,0.9660947820999632,0.9635521531752989,-0.002542628924664392
banking77,frozen_minilm,0.25,100,mahalanobis_diag,oos_f1,0.9114710450410471,0.9178260869565218,0.006355041915474646
banking77,frozen_minilm,0.25,100,mahalanobis_diag,near_oos_f1,0.5509708737864077,0.6372443487621098,0.08627347497570204
banking77,frozen_minilm,0.25,100,mahalanobis_diag,id_recall,0.825,0.7776315789473685,-0.047368421052631504
banking77,frozen_minilm,0.25,100,mahalanobis_diag,false_accept_rate,0.1146551724137931,0.0900862068965517,-0.0245689655172414
banking77,frozen_minilm,0.25,100,mahalanobis_diag,false_reject_rate,0.175,0.2223684210526315,0.047368421052631504
banking77,frozen_minilm,0.25,100,mahalanobis_diag,auroc,0.9159363656987296,0.9188906533575316,0.002954287658802013
banking77,frozen_minilm,0.25,100,mahalanobis_diag,aupr_oos,0.961606704072764,0.9629005283718044,0.001293824299040347
banking77,frozen_minilm,0.25,123,mahalanobis_diag,oos_f1,0.866635687732342,0.8775741117899978,0.010938424057655771
banking77,frozen_minilm,0.25,123,mahalanobis_diag,near_oos_f1,0.2544910179640718,0.3979460847240051,0.1434550667599333
banking77,frozen_minilm,0.25,123,mahalanobis_diag,id_recall,0.843421052631579,0.7894736842105263,-0.05394736842105263
banking77,frozen_minilm,0.25,123,mahalanobis_diag,false_accept_rate,0.1961206896551724,0.1642241379310345,-0.03189655172413791
banking77,frozen_minilm,0.25,123,mahalanobis_diag,false_reject_rate,0.156578947368421,0.2105263157894736,0.05394736842105258
banking77,frozen_minilm,0.25,123,mahalanobis_diag,auroc,0.8926145644283121,0.8883819192377493,-0.004232645190562767
banking77,frozen_minilm,0.25,123,mahalanobis_diag,aupr_oos,0.9541436705449696,0.953720483372812,-0.00042318717215761303
banking77,frozen_minilm,0.5,13,mahalanobis_diag,oos_f1,0.773972602739726,0.7770360480640854,0.003063445324359426
banking77,frozen_minilm,0.5,13,mahalanobis_diag,near_oos_f1,0.147008547008547,0.2303030303030303,0.08329448329448327
banking77,frozen_minilm,0.5,13,mahalanobis_diag,id_recall,0.8486842105263158,0.8210526315789474,-0.02763157894736845
banking77,frozen_minilm,0.5,13,mahalanobis_diag,false_accept_rate,0.2756410256410256,0.2538461538461538,-0.02179487179487183
banking77,frozen_minilm,0.5,13,mahalanobis_diag,false_reject_rate,0.1513157894736842,0.1789473684210526,0.027631578947368396
banking77,frozen_minilm,0.5,13,mahalanobis_diag,auroc,0.8681954284750337,0.8673878205128205,-0.0008076079622132415
banking77,frozen_minilm,0.5,13,mahalanobis_diag,aupr_oos,0.8498182373414507,0.8418762522553465,-0.00794198508610422
banking77,frozen_minilm,0.5,42,mahalanobis_diag,oos_f1,0.7993366500829188,0.8009123492994461,0.0015756992165273376
banking77,frozen_minilm,0.5,42,mahalanobis_diag,near_oos_f1,0.2158730158730158,0.3181818181818182,0.10230880230880238
banking77,frozen_minilm,0.5,42,mahalanobis_diag,id_recall,0.8355263157894737,0.8157894736842105,-0.019736842105263164
banking77,frozen_minilm,0.5,42,mahalanobis_diag,false_accept_rate,0.2275641025641025,0.2121794871794871,-0.015384615384615413
banking77,frozen_minilm,0.5,42,mahalanobis_diag,false_reject_rate,0.1644736842105263,0.1842105263157894,0.019736842105263108
banking77,frozen_minilm,0.5,42,mahalanobis_diag,auroc,0.8768286099865048,0.8758923751686909,-0.0009362348178139079
banking77,frozen_minilm,0.5,42,mahalanobis_diag,aupr_oos,0.8503524307621577,0.8450135793842253,-0.005338851377932441
banking77,frozen_minilm,0.5,87,mahalanobis_diag,oos_f1,0.8142344107084558,0.8151476251604621,0.0009132144520063168
banking77,frozen_minilm,0.5,87,mahalanobis_diag,near_oos_f1,0.225,0.375,0.15
banking77,frozen_minilm,0.5,87,mahalanobis_diag,id_recall,0.8315789473684211,0.8118421052631579,-0.019736842105263164
banking77,frozen_minilm,0.5,87,mahalanobis_diag,false_accept_rate,0.2006410256410256,0.1858974358974359,-0.014743589743589691
banking77,frozen_minilm,0.5,87,mahalanobis_diag,false_reject_rate,0.1684210526315789,0.1881578947368421,0.01973684210526322
banking77,frozen_minilm,0.5,87,mahalanobis_diag,auroc,0.8862580128205129,0.8861192645074225,-0.0001387483130903533
banking77,frozen_minilm,0.5,87,mahalanobis_diag,aupr_oos,0.8580995580422193,0.857843589541744,-0.00025596850047526765
banking77,frozen_minilm,0.5,100,mahalanobis_diag,oos_f1,0.7850151873101586,0.8024453024453024,0.01743011513514381
banking77,frozen_minilm,0.5,100,mahalanobis_diag,near_oos_f1,0.1319796954314721,0.2485714285714285,0.11659173313995641
banking77,frozen_minilm,0.5,100,mahalanobis_diag,id_recall,0.8421052631578947,0.8019736842105263,-0.04013157894736841
banking77,frozen_minilm,0.5,100,mahalanobis_diag,false_accept_rate,0.2544871794871794,0.2006410256410256,-0.05384615384615382
banking77,frozen_minilm,0.5,100,mahalanobis_diag,false_reject_rate,0.1578947368421052,0.1980263157894737,0.04013157894736849
banking77,frozen_minilm,0.5,100,mahalanobis_diag,auroc,0.871411943319838,0.8834176788124157,0.012005735492577774
banking77,frozen_minilm,0.5,100,mahalanobis_diag,aupr_oos,0.8523515755254054,0.8678105379797039,0.015458962454298453
banking77,frozen_minilm,0.5,123,mahalanobis_diag,oos_f1,0.7698686938493434,0.7545762711864407,-0.01529242266290276
banking77,frozen_minilm,0.5,123,mahalanobis_diag,near_oos_f1,0.1398601398601398,0.1622464898595944,0.022386349999454602
banking77,frozen_minilm,0.5,123,mahalanobis_diag,id_recall,0.8552631578947368,0.8177631578947369,-0.03749999999999998
banking77,frozen_minilm,0.5,123,mahalanobis_diag,false_accept_rate,0.2858974358974359,0.2865384615384615,0.0006410256410256387
banking77,frozen_minilm,0.5,123,mahalanobis_diag,false_reject_rate,0.1447368421052631,0.1822368421052631,0.037500000000000006
banking77,frozen_minilm,0.5,123,mahalanobis_diag,auroc,0.8661192645074224,0.8566523279352227,-0.009466936572199658
banking77,frozen_minilm,0.5,123,mahalanobis_diag,aupr_oos,0.8458697234375155,0.8316358763032478,-0.014233847134267785
banking77,frozen_minilm,0.75,13,mahalanobis_diag,oos_f1,0.582798459563543,0.5717806531115218,-0.011017806452021217
banking77,frozen_minilm,0.75,13,mahalanobis_diag,near_oos_f1,0.016,0.0598591549295774,0.0438591549295774
banking77,frozen_minilm,0.75,13,mahalanobis_diag,id_recall,0.8517241379310345,0.8280172413793103,-0.0237068965517242
banking77,frozen_minilm,0.75,13,mahalanobis_diag,false_accept_rate,0.4026315789473684,0.3894736842105263,-0.01315789473684209
banking77,frozen_minilm,0.75,13,mahalanobis_diag,false_reject_rate,0.1482758620689655,0.1719827586206896,0.023706896551724088
banking77,frozen_minilm,0.75,13,mahalanobis_diag,auroc,0.8305365245009074,0.8222810798548095,-0.008255444646097954
banking77,frozen_minilm,0.75,13,mahalanobis_diag,aupr_oos,0.5717198846903272,0.5692040074385702,-0.0025158772517569483
banking77,frozen_minilm,0.75,42,mahalanobis_diag,oos_f1,0.6482504604051565,0.647787610619469,-0.00046284978568755797
banking77,frozen_minilm,0.75,42,mahalanobis_diag,near_oos_f1,0.1254752851711026,0.1543739279588336,0.028898642787730994
banking77,frozen_minilm,0.75,42,mahalanobis_diag,id_recall,0.8530172413793103,0.8336206896551724,-0.0193965517241379
banking77,frozen_minilm,0.75,42,mahalanobis_diag,false_accept_rate,0.3052631578947368,0.2776315789473684,-0.027631578947368396
banking77,frozen_minilm,0.75,42,mahalanobis_diag,false_reject_rate,0.1469827586206896,0.1663793103448275,0.0193965517241379
banking77,frozen_minilm,0.75,42,mahalanobis_diag,auroc,0.8655024954627948,0.8573553765880219,-0.00814711887477293
banking77,frozen_minilm,0.75,42,mahalanobis_diag,aupr_oos,0.6246403013347436,0.6039009566988682,-0.020739344635875345
banking77,frozen_minilm,0.75,87,mahalanobis_diag,oos_f1,0.6253101736972705,0.642691415313225,0.017381241615954557
banking77,frozen_minilm,0.75,87,mahalanobis_diag,near_oos_f1,0.0353634577603143,0.1077441077441077,0.0723806499837934
banking77,frozen_minilm,0.75,87,mahalanobis_diag,id_recall,0.85,0.8232758620689655,-0.026724137931034453
banking77,frozen_minilm,0.75,87,mahalanobis_diag,false_accept_rate,0.3368421052631579,0.2710526315789474,-0.06578947368421051
banking77,frozen_minilm,0.75,87,mahalanobis_diag,false_reject_rate,0.15,0.1767241379310344,0.026724137931034397
banking77,frozen_minilm,0.75,87,mahalanobis_diag,auroc,0.8446580081669692,0.8605643148820326,0.015906306715063323
banking77,frozen_minilm,0.75,87,mahalanobis_diag,aupr_oos,0.6007758461881284,0.6145113735558644,0.013735527367735978
banking77,frozen_minilm,0.75,100,mahalanobis_diag,oos_f1,0.6064434617814277,0.6242707117852976,0.017827250003869866
banking77,frozen_minilm,0.75,100,mahalanobis_diag,near_oos_f1,0.02,0.0676818950930626,0.0476818950930626
banking77,frozen_minilm,0.75,100,mahalanobis_diag,id_recall,0.8521551724137931,0.819396551724138,-0.03275862068965518
banking77,frozen_minilm,0.75,100,mahalanobis_diag,false_accept_rate,0.3684210526315789,0.2960526315789473,-0.07236842105263164
banking77,frozen_minilm,0.75,100,mahalanobis_diag,false_reject_rate,0.1478448275862069,0.180603448275862,0.0327586206896551
banking77,frozen_minilm,0.75,100,mahalanobis_diag,auroc,0.8365970961887478,0.8480382259528131,0.011441129764065305
banking77,frozen_minilm,0.75,100,mahalanobis_diag,aupr_oos,0.5848990167763781,0.5878462308474891,0.0029472140711109818
banking77,frozen_minilm,0.75,123,mahalanobis_diag,oos_f1,0.6227848101265823,0.6173134328358209,-0.0054713772907614144
banking77,frozen_minilm,0.75,123,mahalanobis_diag,near_oos_f1,0.072289156626506,0.0701754385964912,-0.0021137180300147967
banking77,frozen_minilm,0.75,123,mahalanobis_diag,id_recall,0.8586206896551725,0.8284482758620689,-0.030172413793103536
banking77,frozen_minilm,0.75,123,mahalanobis_diag,false_accept_rate,0.3526315789473684,0.3197368421052631,-0.03289473684210531
banking77,frozen_minilm,0.75,123,mahalanobis_diag,false_reject_rate,0.1413793103448276,0.171551724137931,0.030172413793103398
banking77,frozen_minilm,0.75,123,mahalanobis_diag,auroc,0.8487420598911072,0.8459760662431942,-0.0027659936479129676
banking77,frozen_minilm,0.75,123,mahalanobis_diag,aupr_oos,0.6201264074004333,0.6201087084712797,-1.769892915359783e-05
clinc150,ce_recon,0.25,13,mahalanobis_diag,oos_f1,0.9372596417976048,0.9388111888111887,0.0015515470135839537
clinc150,ce_recon,0.25,13,mahalanobis_diag,near_oos_f1,0.7348242811501597,0.7539969056214544,0.01917262447129464
clinc150,ce_recon,0.25,13,mahalanobis_diag,id_recall,0.7578947368421053,0.7403508771929825,-0.01754385964912275
clinc150,ce_recon,0.25,13,mahalanobis_diag,false_accept_rate,0.0646929824561403,0.0578947368421052,-0.006798245614035102
clinc150,ce_recon,0.25,13,mahalanobis_diag,false_reject_rate,0.2421052631578947,0.2596491228070175,0.017543859649122806
clinc150,ce_recon,0.25,13,mahalanobis_diag,auroc,0.920576138811942,0.929410780240074,0.00883464142813195
clinc150,ce_recon,0.25,13,mahalanobis_diag,aupr_oos,0.9702133595207733,0.9753675971841425,0.005154237663369199
clinc150,ce_recon,0.25,42,mahalanobis_diag,oos_f1,0.9474368700552726,0.9485309886339268,0.0010941185786542684
clinc150,ce_recon,0.25,42,mahalanobis_diag,near_oos_f1,0.7847082494969819,0.7868535524407927,0.0021453029438107674
clinc150,ce_recon,0.25,42,mahalanobis_diag,id_recall,0.7403508771929825,0.6991228070175439,-0.041228070175438614
clinc150,ce_recon,0.25,42,mahalanobis_diag,false_accept_rate,0.0414473684210526,0.0300438596491228,-0.011403508771929801
clinc150,ce_recon,0.25,42,mahalanobis_diag,false_reject_rate,0.2596491228070175,0.3008771929824561,0.04122807017543856
clinc150,ce_recon,0.25,42,mahalanobis_diag,auroc,0.9345531317328408,0.9396602800861804,0.005107148353339586
clinc150,ce_recon,0.25,42,mahalanobis_diag,aupr_oos,0.977840771608878,0.9790410278546244,0.0012002562457464894
clinc150,ce_recon,0.25,87,mahalanobis_diag,oos_f1,0.9395072591289044,0.9403310104529616,0.0008237513240572092
clinc150,ce_recon,0.25,87,mahalanobis_diag,near_oos_f1,0.7414163090128756,0.7469135802469136,0.0054972712340379815
clinc150,ce_recon,0.25,87,mahalanobis_diag,id_recall,0.7710526315789474,0.7315789473684211,-0.03947368421052633
clinc150,ce_recon,0.25,87,mahalanobis_diag,false_accept_rate,0.0633771929824561,0.0530701754385964,-0.010307017543859702
clinc150,ce_recon,0.25,87,mahalanobis_diag,false_reject_rate,0.2289473684210526,0.2684210526315789,0.0394736842105263
clinc150,ce_recon,0.25,87,mahalanobis_diag,auroc,0.9389112034472148,0.931969644506002,-0.006941558941212844
clinc150,ce_recon,0.25,87,mahalanobis_diag,aupr_oos,0.9802400125061864,0.9754097362242264,-0.004830276281959978
clinc150,ce_recon,0.25,100,mahalanobis_diag,oos_f1,0.9521322889469104,0.956315902732946,0.0041836137860356
clinc150,ce_recon,0.25,100,mahalanobis_diag,near_oos_f1,0.8166160081053698,0.8192534381139489,0.002637430008579078
clinc150,ce_recon,0.25,100,mahalanobis_diag,id_recall,0.775438596491228,0.7456140350877193,-0.029824561403508754
clinc150,ce_recon,0.25,100,mahalanobis_diag,false_accept_rate,0.0403508771929824,0.025438596491228,-0.014912280701754401
clinc150,ce_recon,0.25,100,mahalanobis_diag,false_reject_rate,0.2245614035087719,0.2543859649122807,0.02982456140350881
clinc150,ce_recon,0.25,100,mahalanobis_diag,auroc,0.9560228147122192,0.9606532779316712,0.004630463219452041
clinc150,ce_recon,0.25,100,mahalanobis_diag,aupr_oos,0.9845489485196104,0.9861672731112502,0.001618324591639797
clinc150,ce_recon,0.25,123,mahalanobis_diag,oos_f1,0.9502606429192006,0.9500376061029332,-0.0002230368162674523
clinc150,ce_recon,0.25,123,mahalanobis_diag,near_oos_f1,0.7662675689744924,0.7736503219415553,0.007382752967062811
clinc150,ce_recon,0.25,123,mahalanobis_diag,id_recall,0.7605263157894737,0.7140350877192982,-0.04649122807017547
clinc150,ce_recon,0.25,123,mahalanobis_diag,false_accept_rate,0.0405701754385964,0.0304824561403508,-0.010087719298245604
clinc150,ce_recon,0.25,123,mahalanobis_diag,false_reject_rate,0.2394736842105263,0.2859649122807017,0.04649122807017539
clinc150,ce_recon,0.25,123,mahalanobis_diag,auroc,0.9448172514619884,0.9393857725453986,-0.005431478916589794
clinc150,ce_recon,0.25,123,mahalanobis_diag,aupr_oos,0.9778116009792358,0.975434723413369,-0.0023768775658667973
clinc150,ce_recon,0.5,13,mahalanobis_diag,oos_f1,0.8884186768232473,0.8951378307244771,0.006719153901229791
clinc150,ce_recon,0.5,13,mahalanobis_diag,near_oos_f1,0.5783132530120482,0.6209994385176867,0.04268618550563852
clinc150,ce_recon,0.5,13,mahalanobis_diag,id_recall,0.7822222222222223,0.760888888888889,-0.021333333333333315
clinc150,ce_recon,0.5,13,mahalanobis_diag,false_accept_rate,0.0872463768115942,0.0634782608695652,-0.02376811594202899
clinc150,ce_recon,0.5,13,mahalanobis_diag,false_reject_rate,0.2177777777777777,0.2391111111111111,0.0213333333333334
clinc150,ce_recon,0.5,13,mahalanobis_diag,auroc,0.9214267310789048,0.9224207407407408,0.0009940096618359373
clinc150,ce_recon,0.5,13,mahalanobis_diag,aupr_oos,0.9339116469100666,0.9325219670811928,-0.0013896798288737244
clinc150,ce_recon,0.5,42,mahalanobis_diag,oos_f1,0.8880168185003504,0.8935878072222985,0.005570988721948056
clinc150,ce_recon,0.5,42,mahalanobis_diag,near_oos_f1,0.56223942823109,0.5993377483443708,0.03709832011328085
clinc150,ce_recon,0.5,42,mahalanobis_diag,id_recall,0.7702222222222223,0.7426666666666666,-0.027555555555555666
clinc150,ce_recon,0.5,42,mahalanobis_diag,false_accept_rate,0.0817391304347826,0.0568115942028985,-0.02492753623188411
clinc150,ce_recon,0.5,42,mahalanobis_diag,false_reject_rate,0.2297777777777777,0.2573333333333333,0.02755555555555561
clinc150,ce_recon,0.5,42,mahalanobis_diag,auroc,0.9140580998389694,0.922705314009662,0.008647214170692696
clinc150,ce_recon,0.5,42,mahalanobis_diag,aupr_oos,0.9124355475188696,0.9287576954861334,0.016322147967263834
clinc150,ce_recon,0.5,87,mahalanobis_diag,oos_f1,0.8966496308915389,0.9007012622720898,0.004051631380550869
clinc150,ce_recon,0.5,87,mahalanobis_diag,near_oos_f1,0.5916197623514696,0.6316410861865407,0.040021323835071065
clinc150,ce_recon,0.5,87,mahalanobis_diag,id_recall,0.8062222222222222,0.7915555555555556,-0.014666666666666606
clinc150,ce_recon,0.5,87,mahalanobis_diag,false_accept_rate,0.0846376811594202,0.0692753623188405,-0.015362318840579703
clinc150,ce_recon,0.5,87,mahalanobis_diag,false_reject_rate,0.1937777777777777,0.2084444444444444,0.014666666666666717
clinc150,ce_recon,0.5,87,mahalanobis_diag,auroc,0.9195599355877616,0.9315987117552336,0.012038776167471954
clinc150,ce_recon,0.5,87,mahalanobis_diag,aupr_oos,0.92326039060192,0.942622148642282,0.019361758040361998
clinc150,ce_recon,0.5,100,mahalanobis_diag,oos_f1,0.8969422423556059,0.8977398015435502,0.000797559187944219
clinc150,ce_recon,0.5,100,mahalanobis_diag,near_oos_f1,0.595797280593325,0.6248612652608213,0.029063984667496268
clinc150,ce_recon,0.5,100,mahalanobis_diag,id_recall,0.8017777777777778,0.756,-0.045777777777777806
clinc150,ce_recon,0.5,100,mahalanobis_diag,false_accept_rate,0.0817391304347826,0.0559420289855072,-0.025797101449275404
clinc150,ce_recon,0.5,100,mahalanobis_diag,false_reject_rate,0.1982222222222222,0.244,0.045777777777777806
clinc150,ce_recon,0.5,100,mahalanobis_diag,auroc,0.939292624798712,0.9358472141706924,-0.0034454106280196184
clinc150,ce_recon,0.5,100,mahalanobis_diag,aupr_oos,0.9505607041931288,0.9438359941717928,-0.006724710021336011
clinc150,ce_recon,0.5,123,mahalanobis_diag,oos_f1,0.9043068827032268,0.9044551062371488,0.00014822353392196508
clinc150,ce_recon,0.5,123,mahalanobis_diag,near_oos_f1,0.6052478134110787,0.6220735785953178,0.01682576518423906
clinc150,ce_recon,0.5,123,mahalanobis_diag,id_recall,0.7751111111111111,0.7573333333333333,-0.01777777777777778
clinc150,ce_recon,0.5,123,mahalanobis_diag,false_accept_rate,0.0536231884057971,0.0437681159420289,-0.009855072463768197
clinc150,ce_recon,0.5,123,mahalanobis_diag,false_reject_rate,0.2248888888888889,0.2426666666666666,0.017777777777777698
clinc150,ce_recon,0.5,123,mahalanobis_diag,auroc,0.9313328180354268,0.9310991304347828,-0.00023368760064401695
clinc150,ce_recon,0.5,123,mahalanobis_diag,aupr_oos,0.9371280072140232,0.9357657393049053,-0.0013622679091179757
clinc150,ce_recon,0.75,13,mahalanobis_diag,oos_f1,0.8278120184899846,0.8237735849056603,-0.004038433584324319
clinc150,ce_recon,0.75,13,mahalanobis_diag,near_oos_f1,0.4323962516733601,0.44180225281602,0.009406001142659881
clinc150,ce_recon,0.75,13,mahalanobis_diag,id_recall,0.7907738095238095,0.76875,-0.022023809523809446
clinc150,ce_recon,0.75,13,mahalanobis_diag,false_accept_rate,0.0816239316239316,0.067094017094017,-0.014529914529914603
clinc150,ce_recon,0.75,13,mahalanobis_diag,false_reject_rate,0.2092261904761904,0.23125,0.022023809523809612
clinc150,ce_recon,0.75,13,mahalanobis_diag,auroc,0.9247340506715508,0.923348595848596,-0.0013854548229548236
clinc150,ce_recon,0.75,13,mahalanobis_diag,aupr_oos,0.865934451757306,0.8606496243598113,-0.005284827397494696
clinc150,ce_recon,0.75,42,mahalanobis_diag,oos_f1,0.819047619047619,0.810955755602375,-0.00809186344524404
clinc150,ce_recon,0.75,42,mahalanobis_diag,near_oos_f1,0.4027397260273972,0.4154340836012862,0.012694357573888981
clinc150,ce_recon,0.75,42,mahalanobis_diag,id_recall,0.7922619047619047,0.7726190476190476,-0.019642857142857073
clinc150,ce_recon,0.75,42,mahalanobis_diag,false_accept_rate,0.0995726495726495,0.0952991452991453,-0.004273504273504203
clinc150,ce_recon,0.75,42,mahalanobis_diag,false_reject_rate,0.2077380952380952,0.2273809523809523,0.0196428571428571
clinc150,ce_recon,0.75,42,mahalanobis_diag,auroc,0.9108984533984534,0.9128722781847785,0.001973824786325018
clinc150,ce_recon,0.75,42,mahalanobis_diag,aupr_oos,0.8301202138441478,0.8393729887561365,0.009252774911988726
clinc150,ce_recon,0.75,87,mahalanobis_diag,oos_f1,0.8325581395348837,0.8278221208665907,-0.004736018668292985
clinc150,ce_recon,0.75,87,mahalanobis_diag,near_oos_f1,0.4789859906604403,0.4745122718691,-0.0044737187913402865
clinc150,ce_recon,0.75,87,mahalanobis_diag,id_recall,0.8,0.7785714285714286,-0.021428571428571463
clinc150,ce_recon,0.75,87,mahalanobis_diag,false_accept_rate,0.082051282051282,0.0692307692307692,-0.012820512820512789
clinc150,ce_recon,0.75,87,mahalanobis_diag,false_reject_rate,0.2,0.2214285714285714,0.02142857142857138
clinc150,ce_recon,0.75,87,mahalanobis_diag,auroc,0.9183329517704516,0.919189178876679,0.0008562271062273474
clinc150,ce_recon,0.75,87,mahalanobis_diag,aupr_oos,0.8379563065855179,0.8409485494307253,0.0029922428452073824
clinc150,ce_recon,0.75,100,mahalanobis_diag,oos_f1,0.8366346342420082,0.826271186440678,-0.01036344780133025
clinc150,ce_recon,0.75,100,mahalanobis_diag,near_oos_f1,0.4656381486676016,0.4700520833333333,0.0044139346657317
clinc150,ce_recon,0.75,100,mahalanobis_diag,id_recall,0.8136904761904762,0.7895833333333333,-0.024107142857142883
clinc150,ce_recon,0.75,100,mahalanobis_diag,false_accept_rate,0.0884615384615384,0.0833333333333333,-0.005128205128205096
clinc150,ce_recon,0.75,100,mahalanobis_diag,false_reject_rate,0.1863095238095238,0.2104166666666666,0.0241071428571428
clinc150,ce_recon,0.75,100,mahalanobis_diag,auroc,0.9235688848188848,0.9218260327635328,-0.0017428520553519622
clinc150,ce_recon,0.75,100,mahalanobis_diag,aupr_oos,0.8626219471562259,0.8594330081179561,-0.003188939038269778
clinc150,ce_recon,0.75,123,mahalanobis_diag,oos_f1,0.8233679670652814,0.8031739887749177,-0.020193978290363623
clinc150,ce_recon,0.75,123,mahalanobis_diag,near_oos_f1,0.4481099656357388,0.4186649384316267,-0.029445027204112073
clinc150,ce_recon,0.75,123,mahalanobis_diag,id_recall,0.8032738095238096,0.7761904761904762,-0.027083333333333348
clinc150,ce_recon,0.75,123,mahalanobis_diag,false_accept_rate,0.1025641025641025,0.1132478632478632,0.010683760683760701
clinc150,ce_recon,0.75,123,mahalanobis_diag,false_reject_rate,0.1967261904761904,0.2238095238095238,0.027083333333333404
clinc150,ce_recon,0.75,123,mahalanobis_diag,auroc,0.9193378612128612,0.9090860297110296,-0.01025183150183162
clinc150,ce_recon,0.75,123,mahalanobis_diag,aupr_oos,0.8680463536713345,0.8564445428092379,-0.011601810862096662
clinc150,ce_recon_geometry,0.25,13,mahalanobis_diag,oos_f1,0.943692710606722,0.9432114882506528,-0.0004812223560691775
clinc150,ce_recon_geometry,0.25,13,mahalanobis_diag,near_oos_f1,0.7472411981082502,0.7631713554987213,0.0159301573904711
clinc150,ce_recon_geometry,0.25,13,mahalanobis_diag,id_recall,0.7543859649122807,0.7394736842105263,-0.014912280701754432
clinc150,ce_recon_geometry,0.25,13,mahalanobis_diag,false_accept_rate,0.0517543859649122,0.0493421052631578,-0.0024122807017544004
clinc150,ce_recon_geometry,0.25,13,mahalanobis_diag,false_reject_rate,0.2456140350877192,0.2605263157894736,0.014912280701754405
clinc150,ce_recon_geometry,0.25,13,mahalanobis_diag,auroc,0.9269909972299168,0.9347766620498617,0.007785664819944804
clinc150,ce_recon_geometry,0.25,13,mahalanobis_diag,aupr_oos,0.9735202257838,0.9772535477374632,0.00373332195366316
clinc150,ce_recon_geometry,0.25,42,mahalanobis_diag,oos_f1,0.9508196721311476,0.9510024659590436,0.00018279382789598841
clinc150,ce_recon_geometry,0.25,42,mahalanobis_diag,near_oos_f1,0.784,0.7904715605250364,0.0064715605250363906
clinc150,ce_recon_geometry,0.25,42,mahalanobis_diag,id_recall,0.7333333333333334,0.7087719298245614,-0.024561403508772006
clinc150,ce_recon_geometry,0.25,42,mahalanobis_diag,false_accept_rate,0.0333333333333333,0.0274122807017543,-0.005921052631578997
clinc150,ce_recon_geometry,0.25,42,mahalanobis_diag,false_reject_rate,0.2666666666666666,0.2912280701754386,0.024561403508772006
clinc150,ce_recon_geometry,0.25,42,mahalanobis_diag,auroc,0.9377881655894122,0.9419540627885504,0.00416589719913818
clinc150,ce_recon_geometry,0.25,42,mahalanobis_diag,aupr_oos,0.9786588231771456,0.979249528845296,0.0005907056681504486
clinc150,ce_recon_geometry,0.25,87,mahalanobis_diag,oos_f1,0.9425664588119462,0.9398716972925956,-0.0026947615193506635
clinc150,ce_recon_geometry,0.25,87,mahalanobis_diag,near_oos_f1,0.7420382165605095,0.7460398569238631,0.004001640363353598
clinc150,ce_recon_geometry,0.25,87,mahalanobis_diag,id_recall,0.7605263157894737,0.7236842105263157,-0.03684210526315801
clinc150,ce_recon_geometry,0.25,87,mahalanobis_diag,false_accept_rate,0.0552631578947368,0.0521929824561403,-0.0030701754385965008
clinc150,ce_recon_geometry,0.25,87,mahalanobis_diag,false_reject_rate,0.2394736842105263,0.2763157894736842,0.03684210526315787
clinc150,ce_recon_geometry,0.25,87,mahalanobis_diag,auroc,0.9437423053247151,0.9337380732533088,-0.010004232071406327
clinc150,ce_recon_geometry,0.25,87,mahalanobis_diag,aupr_oos,0.9823972268414364,0.9770241063009634,-0.005373120540473009
clinc150,ce_recon_geometry,0.25,100,mahalanobis_diag,oos_f1,0.9596548004314994,0.9577796828118302,-0.0018751176196691866
clinc150,ce_recon_geometry,0.25,100,mahalanobis_diag,near_oos_f1,0.8248248248248248,0.8198154443904808,-0.005009380434343957
clinc150,ce_recon_geometry,0.25,100,mahalanobis_diag,id_recall,0.7701754385964912,0.7342105263157894,-0.035964912280701755
clinc150,ce_recon_geometry,0.25,100,mahalanobis_diag,false_accept_rate,0.0245614035087719,0.0199561403508771,-0.0046052631578948
clinc150,ce_recon_geometry,0.25,100,mahalanobis_diag,false_reject_rate,0.2298245614035087,0.2657894736842105,0.03596491228070181
clinc150,ce_recon_geometry,0.25,100,mahalanobis_diag,auroc,0.9597258771929824,0.963571868267159,0.0038459910741766024
clinc150,ce_recon_geometry,0.25,100,mahalanobis_diag,aupr_oos,0.9865986764183524,0.9877709656234992,0.0011722892051467815
clinc150,ce_recon_geometry,0.25,123,mahalanobis_diag,oos_f1,0.951277609354699,0.950809130854142,-0.00046847850055697915
clinc150,ce_recon_geometry,0.25,123,mahalanobis_diag,near_oos_f1,0.7705761316872428,0.7774509803921569,0.0068748487049140605
clinc150,ce_recon_geometry,0.25,123,mahalanobis_diag,id_recall,0.7517543859649123,0.706140350877193,-0.04561403508771933
