dataset,representation,kir,seed,distance,metric,k1,k2,k2_minus_k1
banking77,ce_recon,0.25,123,mahalanobis_diag,oos_f1,0.8619888475836431,0.8795098706603132,0.017521023076670028
banking77,ce_recon,0.25,123,mahalanobis_diag,near_oos_f1,0.3686382393397524,0.4617314930991217,0.09309325375936928
banking77,ce_recon,0.25,123,mahalanobis_diag,id_recall,0.8302631578947368,0.8039473684210526,-0.02631578947368418
banking77,ce_recon,0.25,123,mahalanobis_diag,false_accept_rate,0.2004310344827586,0.1646551724137931,-0.03577586206896549
banking77,ce_recon,0.25,123,mahalanobis_diag,false_reject_rate,0.1697368421052631,0.1960526315789473,0.02631578947368421
banking77,ce_recon,0.25,123,mahalanobis_diag,auroc,0.8896319192377495,0.8938191923774955,0.004187273139745984
banking77,ce_recon,0.25,123,mahalanobis_diag,aupr_oos,0.951992526366088,0.955997047331918,0.0040045209658300385
banking77,ce_recon,0.5,13,mahalanobis_diag,oos_f1,0.7244934233913971,0.7644628099173554,0.03996938652595827
banking77,ce_recon,0.5,13,mahalanobis_diag,near_oos_f1,0.198019801980198,0.3095975232198142,0.1115777212396162
banking77,ce_recon,0.5,13,mahalanobis_diag,id_recall,0.8460526315789474,0.8460526315789474,0.0
banking77,ce_recon,0.5,13,mahalanobis_diag,false_accept_rate,0.3467948717948718,0.2884615384615384,-0.058333333333333404
banking77,ce_recon,0.5,13,mahalanobis_diag,false_reject_rate,0.1539473684210526,0.1539473684210526,0.0
banking77,ce_recon,0.5,13,mahalanobis_diag,auroc,0.8425624156545211,0.8670027834008097,0.02444036774628866
banking77,ce_recon,0.5,13,mahalanobis_diag,aupr_oos,0.8217804846778136,0.8457348373745746,0.02395435269676094
banking77,ce_recon,0.5,42,mahalanobis_diag,oos_f1,0.7018544935805991,0.7070849488896722,0.005230455309073068
banking77,ce_recon,0.5,42,mahalanobis_diag,near_oos_f1,0.2453987730061349,0.2713864306784661,0.02598765767233116
banking77,ce_recon,0.5,42,mahalanobis_diag,id_recall,0.8289473684210527,0.8197368421052631,-0.009210526315789558
banking77,ce_recon,0.5,42,mahalanobis_diag,false_accept_rate,0.3692307692307692,0.357051282051282,-0.012179487179487192
banking77,ce_recon,0.5,42,mahalanobis_diag,false_reject_rate,0.1710526315789473,0.1802631578947368,0.009210526315789502
banking77,ce_recon,0.5,42,mahalanobis_diag,auroc,0.83711580634278,0.8372427462887989,0.00012693994601886693
banking77,ce_recon,0.5,42,mahalanobis_diag,aupr_oos,0.8051241066426459,0.8166298505836151,0.01150574394096926
banking77,ce_recon,0.5,87,mahalanobis_diag,oos_f1,0.7364016736401674,0.7302357836338419,-0.006165890006325503
banking77,ce_recon,0.5,87,mahalanobis_diag,near_oos_f1,0.2565687789799072,0.3531073446327684,0.09653856565286117
banking77,ce_recon,0.5,87,mahalanobis_diag,id_recall,0.8342105263157895,0.8217105263157894,-0.012500000000000067
banking77,ce_recon,0.5,87,mahalanobis_diag,false_accept_rate,0.3230769230769231,0.325,0.0019230769230769162
banking77,ce_recon,0.5,87,mahalanobis_diag,false_reject_rate,0.1657894736842105,0.1782894736842105,0.012500000000000011
banking77,ce_recon,0.5,87,mahalanobis_diag,auroc,0.8571849696356274,0.8483396592442645,-0.008845310391362937
banking77,ce_recon,0.5,87,mahalanobis_diag,aupr_oos,0.8308599597453027,0.8138428338864366,-0.017017125858866056
banking77,ce_recon,0.5,100,mahalanobis_diag,oos_f1,0.7532376618830942,0.7797283868830739,0.02649072499997973
banking77,ce_recon,0.5,100,mahalanobis_diag,near_oos_f1,0.1962774957698815,0.2631578947368421,0.0668803989669606
banking77,ce_recon,0.5,100,mahalanobis_diag,id_recall,0.8546052631578948,0.8144736842105263,-0.04013157894736841
banking77,ce_recon,0.5,100,mahalanobis_diag,false_accept_rate,0.3102564102564102,0.2455128205128205,-0.06474358974358971
banking77,ce_recon,0.5,100,mahalanobis_diag,false_reject_rate,0.1453947368421052,0.1855263157894736,0.04013157894736841
banking77,ce_recon,0.5,100,mahalanobis_diag,auroc,0.8625919365721997,0.873170124831309,0.010578188259109278
banking77,ce_recon,0.5,100,mahalanobis_diag,aupr_oos,0.8391369950312842,0.8496561348701233,0.010519139838839009
banking77,ce_recon,0.5,123,mahalanobis_diag,oos_f1,0.7118155619596542,0.7349355625217694,0.02312000056211516
banking77,ce_recon,0.5,123,mahalanobis_diag,near_oos_f1,0.1411359724612736,0.3019431988041853,0.1608072263429117
banking77,ce_recon,0.5,123,mahalanobis_diag,id_recall,0.85,0.8315789473684211,-0.018421052631578894
banking77,ce_recon,0.5,123,mahalanobis_diag,false_accept_rate,0.3666666666666666,0.3237179487179487,-0.04294871794871791
banking77,ce_recon,0.5,123,mahalanobis_diag,false_reject_rate,0.15,0.1684210526315789,0.018421052631578894
banking77,ce_recon,0.5,123,mahalanobis_diag,auroc,0.8373190789473683,0.8397912449392712,0.0024721659919028083
banking77,ce_recon,0.5,123,mahalanobis_diag,aupr_oos,0.8119828165137357,0.8082021944702376,-0.0037806220434981608
banking77,ce_recon,0.75,13,mahalanobis_diag,oos_f1,0.5385130609511052,0.5103817816476892,-0.028131279303415968
banking77,ce_recon,0.75,13,mahalanobis_diag,near_oos_f1,0.0484848484848484,0.0872865275142315,0.03880167902938309
banking77,ce_recon,0.75,13,mahalanobis_diag,id_recall,0.8573275862068965,0.8482758620689655,-0.009051724137930983
banking77,ce_recon,0.75,13,mahalanobis_diag,false_accept_rate,0.4710526315789474,0.4986842105263158,0.027631578947368396
banking77,ce_recon,0.75,13,mahalanobis_diag,false_reject_rate,0.1426724137931034,0.1517241379310344,0.009051724137931011
banking77,ce_recon,0.75,13,mahalanobis_diag,auroc,0.7938997277676951,0.8062976406533575,0.012397912885662388
banking77,ce_recon,0.75,13,mahalanobis_diag,aupr_oos,0.5229891648841167,0.5254133618325635,0.002424196948446755
banking77,ce_recon,0.75,42,mahalanobis_diag,oos_f1,0.5443629086057371,0.5583554376657824,0.013992529060045333
banking77,ce_recon,0.75,42,mahalanobis_diag,near_oos_f1,0.1351351351351351,0.1682600382409178,0.0331249031057827
banking77,ce_recon,0.75,42,mahalanobis_diag,id_recall,0.8573275862068965,0.8590517241379311,0.0017241379310345417
banking77,ce_recon,0.75,42,mahalanobis_diag,false_accept_rate,0.4631578947368421,0.4460526315789473,-0.01710526315789479
banking77,ce_recon,0.75,42,mahalanobis_diag,false_reject_rate,0.1426724137931034,0.1409482758620689,-0.0017241379310344862
banking77,ce_recon,0.75,42,mahalanobis_diag,auroc,0.8108552631578948,0.8197980943738656,0.008942831215970837
banking77,ce_recon,0.75,42,mahalanobis_diag,aupr_oos,0.5346303974024511,0.5356040773002038,0.0009736798977526551
banking77,ce_recon,0.75,87,mahalanobis_diag,oos_f1,0.504394861392833,0.5415304120340092,0.03713555064117624
banking77,ce_recon,0.75,87,mahalanobis_diag,near_oos_f1,0.0393700787401574,0.057471264367816,0.018101185627658598
banking77,ce_recon,0.75,87,mahalanobis_diag,id_recall,0.8508620689655173,0.8469827586206897,-0.00387931034482758
banking77,ce_recon,0.75,87,mahalanobis_diag,false_accept_rate,0.5092105263157894,0.4552631578947368,-0.05394736842105263
banking77,ce_recon,0.75,87,mahalanobis_diag,false_reject_rate,0.1491379310344827,0.1530172413793103,0.003879310344827608
banking77,ce_recon,0.75,87,mahalanobis_diag,auroc,0.7905467332123411,0.8141061705989112,0.02355943738657007
banking77,ce_recon,0.75,87,mahalanobis_diag,aupr_oos,0.5242680420251343,0.5229641868431614,-0.0013038551819729571
banking77,ce_recon,0.75,100,mahalanobis_diag,oos_f1,0.5065381968341363,0.5029940119760479,-0.003544184858088384
banking77,ce_recon,0.75,100,mahalanobis_diag,near_oos_f1,0.0609756097560975,0.074487895716946,0.013512285960848504
banking77,ce_recon,0.75,100,mahalanobis_diag,id_recall,0.8599137931034483,0.8426724137931034,-0.017241379310344862
banking77,ce_recon,0.75,100,mahalanobis_diag,false_accept_rate,0.5157894736842106,0.5026315789473684,-0.013157894736842146
banking77,ce_recon,0.75,100,mahalanobis_diag,false_reject_rate,0.1400862068965517,0.1573275862068965,0.01724137931034478
banking77,ce_recon,0.75,100,mahalanobis_diag,auroc,0.791940222323049,0.7860475272232306,-0.005892695099818379
banking77,ce_recon,0.75,100,mahalanobis_diag,aupr_oos,0.5297005365675989,0.4958089579951824,-0.03389157857241648
banking77,ce_recon,0.75,123,mahalanobis_diag,oos_f1,0.5066480055983205,0.519217801753203,0.012569796154882518
banking77,ce_recon,0.75,123,mahalanobis_diag,near_oos_f1,0.0426439232409381,0.0896686159844054,0.047024692743467295
banking77,ce_recon,0.75,123,mahalanobis_diag,id_recall,0.8676724137931034,0.8543103448275862,-0.013362068965517282
banking77,ce_recon,0.75,123,mahalanobis_diag,false_accept_rate,0.5236842105263158,0.4934210526315789,-0.030263157894736825
banking77,ce_recon,0.75,123,mahalanobis_diag,false_reject_rate,0.1323275862068965,0.1456896551724138,0.01336206896551731
banking77,ce_recon,0.75,123,mahalanobis_diag,auroc,0.7916214836660616,0.7785390199637023,-0.013082463702359215
banking77,ce_recon,0.75,123,mahalanobis_diag,aupr_oos,0.494487199458866,0.4832786969279102,-0.011208502530955788
banking77,ce_recon_geometry,0.25,13,mahalanobis_diag,oos_f1,0.8808598216327465,0.8852459016393442,0.004386080006597792
banking77,ce_recon_geometry,0.25,13,mahalanobis_diag,near_oos_f1,0.4884910485933504,0.571773220747889,0.08328217215453865
banking77,ce_recon_geometry,0.25,13,mahalanobis_diag,id_recall,0.8328947368421052,0.8315789473684211,-0.001315789473684159
banking77,ce_recon_geometry,0.25,13,mahalanobis_diag,false_accept_rate,0.1698275862068965,0.1620689655172413,-0.007758620689655216
banking77,ce_recon_geometry,0.25,13,mahalanobis_diag,false_reject_rate,0.1671052631578947,0.1684210526315789,0.0013157894736841869
banking77,ce_recon_geometry,0.25,13,mahalanobis_diag,auroc,0.9064660843920146,0.9078958711433756,0.001429786751360962
banking77,ce_recon_geometry,0.25,13,mahalanobis_diag,aupr_oos,0.960301425565599,0.9602686878268684,-3.2737738730692634e-05
banking77,ce_recon_geometry,0.25,42,mahalanobis_diag,oos_f1,0.8768631047924788,0.8949853834045424,0.018122278612063614
banking77,ce_recon_geometry,0.25,42,mahalanobis_diag,near_oos_f1,0.4080536912751678,0.5394896719319563,0.13143598065678852
banking77,ce_recon_geometry,0.25,42,mahalanobis_diag,id_recall,0.8302631578947368,0.8197368421052631,-0.010526315789473717
banking77,ce_recon_geometry,0.25,42,mahalanobis_diag,false_accept_rate,0.1758620689655172,0.1422413793103448,-0.0336206896551724
banking77,ce_recon_geometry,0.25,42,mahalanobis_diag,false_reject_rate,0.1697368421052631,0.1802631578947368,0.01052631578947369
banking77,ce_recon_geometry,0.25,42,mahalanobis_diag,auroc,0.8977705308529945,0.9115908575317604,0.01382032667876587
banking77,ce_recon_geometry,0.25,42,mahalanobis_diag,aupr_oos,0.9540355764174632,0.9613409540097744,0.007305377592311202
banking77,ce_recon_geometry,0.25,87,mahalanobis_diag,oos_f1,0.889790398918188,0.8876379193875253,-0.0021524795306626654
banking77,ce_recon_geometry,0.25,87,mahalanobis_diag,near_oos_f1,0.4495530012771392,0.5586854460093896,0.10913244473225042
banking77,ce_recon_geometry,0.25,87,mahalanobis_diag,id_recall,0.8118421052631579,0.8026315789473684,-0.009210526315789558
banking77,ce_recon_geometry,0.25,87,mahalanobis_diag,false_accept_rate,0.1491379310344827,0.1504310344827586,0.0012931034482759063
banking77,ce_recon_geometry,0.25,87,mahalanobis_diag,false_reject_rate,0.1881578947368421,0.1973684210526315,0.009210526315789391
banking77,ce_recon_geometry,0.25,87,mahalanobis_diag,auroc,0.903562840290381,0.9066997504537204,0.0031369101633393903
banking77,ce_recon_geometry,0.25,87,mahalanobis_diag,aupr_oos,0.958114724931506,0.9602138520565872,0.0020991271250812016
banking77,ce_recon_geometry,0.25,100,mahalanobis_diag,oos_f1,0.8874773139745916,0.9052164261931188,0.017739112218527198
banking77,ce_recon_geometry,0.25,100,mahalanobis_diag,near_oos_f1,0.5006289308176101,0.5928489042675894,0.09221997344997934
banking77,ce_recon_geometry,0.25,100,mahalanobis_diag,id_recall,0.8263157894736842,0.8078947368421052,-0.018421052631579005
banking77,ce_recon_geometry,0.25,100,mahalanobis_diag,false_accept_rate,0.1568965517241379,0.1211206896551724,-0.035775862068965505
banking77,ce_recon_geometry,0.25,100,mahalanobis_diag,false_reject_rate,0.1736842105263158,0.1921052631578947,0.018421052631578894
banking77,ce_recon_geometry,0.25,100,mahalanobis_diag,auroc,0.9077971869328494,0.9117025862068966,0.0039053992740472054
banking77,ce_recon_geometry,0.25,100,mahalanobis_diag,aupr_oos,0.958423687404116,0.9586314573070768,0.000207769902960786
banking77,ce_recon_geometry,0.25,123,mahalanobis_diag,oos_f1,0.8663573085846867,0.8780709736123748,0.011713665027688114
banking77,ce_recon_geometry,0.25,123,mahalanobis_diag,near_oos_f1,0.3418079096045198,0.441890166028097,0.10008225642357721
banking77,ce_recon_geometry,0.25,123,mahalanobis_diag,id_recall,0.8381578947368421,0.8078947368421052,-0.03026315789473688
banking77,ce_recon_geometry,0.25,123,mahalanobis_diag,false_accept_rate,0.1952586206896551,0.168103448275862,-0.027155172413793116
banking77,ce_recon_geometry,0.25,123,mahalanobis_diag,false_reject_rate,0.1618421052631579,0.1921052631578947,0.030263157894736797
banking77,ce_recon_geometry,0.25,123,mahalanobis_diag,auroc,0.8908773820326679,0.8967802858439201,0.005902903811252247
banking77,ce_recon_geometry,0.25,123,mahalanobis_diag,aupr_oos,0.9511624437315364,0.9575645022481084,0.006402058516572051
banking77,ce_recon_geometry,0.5,13,mahalanobis_diag,oos_f1,0.7360281195079086,0.7731888964116452,0.03716077690373665
banking77,ce_recon_geometry,0.5,13,mahalanobis_diag,near_oos_f1,0.1481481481481481,0.2565687789799072,0.1084206308317591
banking77,ce_recon_geometry,0.5,13,mahalanobis_diag,id_recall,0.843421052631579,0.8342105263157895,-0.009210526315789447
banking77,ce_recon_geometry,0.5,13,mahalanobis_diag,false_accept_rate,0.3288461538461538,0.2679487179487179,-0.0608974358974359
banking77,ce_recon_geometry,0.5,13,mahalanobis_diag,false_reject_rate,0.156578947368421,0.1657894736842105,0.009210526315789475
banking77,ce_recon_geometry,0.5,13,mahalanobis_diag,auroc,0.8518522267206479,0.8706785593792173,0.018826332658569478
banking77,ce_recon_geometry,0.5,13,mahalanobis_diag,aupr_oos,0.8309154266577485,0.8456468105337278,0.014731383875979276
banking77,ce_recon_geometry,0.5,42,mahalanobis_diag,oos_f1,0.7524820267031839,0.7536527353041115,0.0011707086009276058
banking77,ce_recon_geometry,0.5,42,mahalanobis_diag,near_oos_f1,0.2365591397849462,0.2940320232896652,0.05747288350471902
banking77,ce_recon_geometry,0.5,42,mahalanobis_diag,id_recall,0.8276315789473684,0.8197368421052631,-0.007894736842105288
banking77,ce_recon_geometry,0.5,42,mahalanobis_diag,false_accept_rate,0.2955128205128205,0.2891025641025641,-0.006410256410256443
banking77,ce_recon_geometry,0.5,42,mahalanobis_diag,false_reject_rate,0.1723684210526316,0.1802631578947368,0.007894736842105204
banking77,ce_recon_geometry,0.5,42,mahalanobis_diag,auroc,0.8589258603238867,0.8599464406207827,0.001020580296896001
banking77,ce_recon_geometry,0.5,42,mahalanobis_diag,aupr_oos,0.8277749229365117,0.8347258764781589,0.006950953541647209
banking77,ce_recon_geometry,0.5,87,mahalanobis_diag,oos_f1,0.7512899896800825,0.7404078810922917,-0.010882108587790817
banking77,ce_recon_geometry,0.5,87,mahalanobis_diag,near_oos_f1,0.2085308056872037,0.3092783505154639,0.10074754482826018
banking77,ce_recon_geometry,0.5,87,mahalanobis_diag,id_recall,0.8322368421052632,0.8276315789473684,-0.004605263157894779
banking77,ce_recon_geometry,0.5,87,mahalanobis_diag,false_accept_rate,0.3,0.3134615384615384,0.013461538461538414
banking77,ce_recon_geometry,0.5,87,mahalanobis_diag,false_reject_rate,0.1677631578947368,0.1723684210526316,0.004605263157894779
banking77,ce_recon_geometry,0.5,87,mahalanobis_diag,auroc,0.8660370276653172,0.8551100708502024,-0.010926956815114797
banking77,ce_recon_geometry,0.5,87,mahalanobis_diag,aupr_oos,0.839021838355431,0.8204328616769144,-0.018588976678516556
banking77,ce_recon_geometry,0.5,100,mahalanobis_diag,oos_f1,0.7605536332179931,0.7908496732026143,0.03029603998462127
banking77,ce_recon_geometry,0.5,100,mahalanobis_diag,near_oos_f1,0.1747899159663865,0.28,0.10521008403361354
banking77,ce_recon_geometry,0.5,100,mahalanobis_diag,id_recall,0.8480263157894736,0.8092105263157895,-0.03881578947368414
banking77,ce_recon_geometry,0.5,100,mahalanobis_diag,false_accept_rate,0.2955128205128205,0.2243589743589743,-0.0711538461538462
banking77,ce_recon_geometry,0.5,100,mahalanobis_diag,false_reject_rate,0.1519736842105263,0.1907894736842105,0.03881578947368422
banking77,ce_recon_geometry,0.5,100,mahalanobis_diag,auroc,0.8659252699055331,0.8747022604588393,0.008776990553306163
banking77,ce_recon_geometry,0.5,100,mahalanobis_diag,aupr_oos,0.8405715665050353,0.850960919889431,0.010389353384395728
banking77,ce_recon_geometry,0.5,123,mahalanobis_diag,oos_f1,0.7274662881476224,0.7206506364922206,-0.0068156516554017665
banking77,ce_recon_geometry,0.5,123,mahalanobis_diag,near_oos_f1,0.1303602058319039,0.1666666666666666,0.03630646083476269
banking77,ce_recon_geometry,0.5,123,mahalanobis_diag,id_recall,0.8467105263157895,0.8361842105263158,-0.010526315789473717
banking77,ce_recon_geometry,0.5,123,mahalanobis_diag,false_accept_rate,0.3429487179487179,0.3467948717948718,0.003846153846153888
banking77,ce_recon_geometry,0.5,123,mahalanobis_diag,false_reject_rate,0.1532894736842105,0.1638157894736842,0.01052631578947369
banking77,ce_recon_geometry,0.5,123,mahalanobis_diag,auroc,0.8497828103913629,0.8428070175438596,-0.0069757928475033815
banking77,ce_recon_geometry,0.5,123,mahalanobis_diag,aupr_oos,0.8260464960440663,0.8150037780210662,-0.011042718023000164
banking77,ce_recon_geometry,0.75,13,mahalanobis_diag,oos_f1,0.5233644859813084,0.5118110236220472,-0.011553462359261135
banking77,ce_recon_geometry,0.75,13,mahalanobis_diag,near_oos_f1,0.0277227722772277,0.0518518518518518,0.024129079574624103
banking77,ce_recon_geometry,0.75,13,mahalanobis_diag,id_recall,0.8508620689655173,0.8387931034482758,-0.012068965517241459
banking77,ce_recon_geometry,0.75,13,mahalanobis_diag,false_accept_rate,0.4842105263157895,0.4868421052631579,0.0026315789473684292
banking77,ce_recon_geometry,0.75,13,mahalanobis_diag,false_reject_rate,0.1491379310344827,0.1612068965517241,0.012068965517241403
banking77,ce_recon_geometry,0.75,13,mahalanobis_diag,auroc,0.799323389292196,0.8034686932849364,0.004145303992740379
banking77,ce_recon_geometry,0.75,13,mahalanobis_diag,aupr_oos,0.5307430194554054,0.5296526640213299,-0.0010903554340754296
banking77,ce_recon_geometry,0.75,42,mahalanobis_diag,oos_f1,0.5810635538261998,0.5873944119558154,0.006330858129615646
banking77,ce_recon_geometry,0.75,42,mahalanobis_diag,near_oos_f1,0.1307692307692307,0.1252446183953033,-0.005524612373927401
banking77,ce_recon_geometry,0.75,42,mahalanobis_diag,id_recall,0.8560344827586207,0.8590517241379311,0.0030172413793103647
banking77,ce_recon_geometry,0.75,42,mahalanobis_diag,false_accept_rate,0.4105263157894737,0.4052631578947368,-0.0052631578947368585
banking77,ce_recon_geometry,0.75,42,mahalanobis_diag,false_reject_rate,0.1439655172413793,0.1409482758620689,-0.0030172413793103925
banking77,ce_recon_geometry,0.75,42,mahalanobis_diag,auroc,0.8396920372050817,0.847087114337568,0.007395077132486327
banking77,ce_recon_geometry,0.75,42,mahalanobis_diag,aupr_oos,0.5747940306544634,0.5651498524688563,-0.009644178185607144
banking77,ce_recon_geometry,0.75,87,mahalanobis_diag,oos_f1,0.5542483660130719,0.5943573667711599,0.04010900075808799
banking77,ce_recon_geometry,0.75,87,mahalanobis_diag,near_oos_f1,0.0238095238095238,0.0714285714285714,0.047619047619047596
banking77,ce_recon_geometry,0.75,87,mahalanobis_diag,id_recall,0.8508620689655173,0.844396551724138,-0.006465517241379337
banking77,ce_recon_geometry,0.75,87,mahalanobis_diag,false_accept_rate,0.4421052631578947,0.3763157894736842,-0.06578947368421051
banking77,ce_recon_geometry,0.75,87,mahalanobis_diag,false_reject_rate,0.1491379310344827,0.155603448275862,0.006465517241379309
banking77,ce_recon_geometry,0.75,87,mahalanobis_diag,auroc,0.8177194872958258,0.8349427177858437,0.01722323049001795
banking77,ce_recon_geometry,0.75,87,mahalanobis_diag,aupr_oos,0.5583959267250762,0.5596636133313743,0.0012676866062980574
banking77,ce_recon_geometry,0.75,100,mahalanobis_diag,oos_f1,0.572554169402495,0.5532451165721487,-0.01930905283034634
banking77,ce_recon_geometry,0.75,100,mahalanobis_diag,near_oos_f1,0.0528455284552845,0.0714285714285714,0.018583042973286897
banking77,ce_recon_geometry,0.75,100,mahalanobis_diag,id_recall,0.8590517241379311,0.8327586206896551,-0.026293103448275956
banking77,ce_recon_geometry,0.75,100,mahalanobis_diag,false_accept_rate,0.4263157894736842,0.4223684210526315,-0.003947368421052699
banking77,ce_recon_geometry,0.75,100,mahalanobis_diag,false_reject_rate,0.1409482758620689,0.1672413793103448,0.0262931034482759
banking77,ce_recon_geometry,0.75,100,mahalanobis_diag,auroc,0.8193999546279491,0.8133495916515426,-0.006050362976406487
banking77,ce_recon_geometry,0.75,100,mahalanobis_diag,aupr_oos,0.5669779237884315,0.5420819439262204,-0.024895979862211037
banking77,ce_recon_geometry,0.75,123,mahalanobis_diag,oos_f1,0.561707805203469,0.5429141716566867,-0.018793633546782318
banking77,ce_recon_geometry,0.75,123,mahalanobis_diag,near_oos_f1,0.0252100840336134,0.052,0.026789915966386597
banking77,ce_recon_geometry,0.75,123,mahalanobis_diag,id_recall,0.8629310344827587,0.8556034482758621,-0.0073275862068965525
banking77,ce_recon_geometry,0.75,123,mahalanobis_diag,false_accept_rate,0.4460526315789473,0.4631578947368421,0.01710526315789479
banking77,ce_recon_geometry,0.75,123,mahalanobis_diag,false_reject_rate,0.1370689655172413,0.1443965517241379,0.007327586206896608
banking77,ce_recon_geometry,0.75,123,mahalanobis_diag,auroc,0.8125079401088928,0.8064961433756807,-0.006011796733212171
banking77,ce_recon_geometry,0.75,123,mahalanobis_diag,aupr_oos,0.5371822424737581,0.5702384957105587,0.033056253236800615
banking77,frozen_minilm,0.25,13,mahalanobis_diag,oos_f1,0.8895941963273634,0.8808007279344859,-0.008793468392877424
banking77,frozen_minilm,0.25,13,mahalanobis_diag,near_oos_f1,0.4415243101182654,0.5721040189125296,0.13057970879426423
banking77,frozen_minilm,0.25,13,mahalanobis_diag,id_recall,0.8302631578947368,0.8157894736842105,-0.014473684210526305
banking77,frozen_minilm,0.25,13,mahalanobis_diag,false_accept_rate,0.1543103448275862,0.1655172413793103,0.011206896551724077
banking77,frozen_minilm,0.25,13,mahalanobis_diag,false_reject_rate,0.1697368421052631,0.1842105263157894,0.014473684210526305
banking77,frozen_minilm,0.25,13,mahalanobis_diag,auroc,0.911461547186933,0.9029514519056262,-0.008510095281306751
banking77,frozen_minilm,0.25,13,mahalanobis_diag,aupr_oos,0.9632987574174235,0.9591883606285287,-0.004110396788894799
banking77,frozen_minilm,0.25,42,mahalanobis_diag,oos_f1,0.8845276129621178,0.8951866846603689,0.010659071698251088
banking77,frozen_minilm,0.25,42,mahalanobis_diag,near_oos_f1,0.4193548387096774,0.5454545454545454,0.12609970674486803
banking77,frozen_minilm,0.25,42,mahalanobis_diag,id_recall,0.8368421052631578,0.8210526315789474,-0.015789473684210464
banking77,frozen_minilm,0.25,42,mahalanobis_diag,false_accept_rate,0.1646551724137931,0.1422413793103448,-0.022413793103448293
banking77,frozen_minilm,0.25,42,mahalanobis_diag,false_reject_rate,0.1631578947368421,0.1789473684210526,0.015789473684210492
banking77,frozen_minilm,0.25,42,mahalanobis_diag,auroc,0.907635549001815,0.9138912205081672,0.006255671506352201
banking77,frozen_minilm,0.25,42,mahalanobis_diag,aupr_oos,0.9605283530961284,0.9609373492181164,0.0004089961219879701
banking77,frozen_minilm,0.25,87,mahalanobis_diag,oos_f1,0.9068681929317626,0.8908845981140547,-0.015983594817707836
