dataset,kir,data_seed,representation,k_name,k_gate,threshold,validation_near_q20_similarity,validation_far_q80_similarity,group_type,group,oos_count,false_accept_count,false_accept_rate,representation_collision_count,representation_collision_rate,boundary_overcoverage_count,boundary_overcoverage_rate,correct_rejection_count,correct_rejection_rate,mean_nearest_known_similarity,mean_gate_score
clinc150,50,42,ce_recon,k1,1,1.0,0.49211090175484,0.8385388988266331,bucket,medium,1972,0,0.0,235,0.1191683569979716,0,0.0,1972,1.0,0.6537035005623444,2.438989366602125
clinc150,50,42,ce_recon,k1,1,1.0,0.49211090175484,0.8385388988266331,bucket,far,722,0,0.0,36,0.04986149584487535,0,0.0,722,1.0,0.42047519206768785,2.983592289149577
clinc150,50,42,ce_recon,k2,2,1.0,0.49211090175484,0.8385388988266331,bucket,all,3250,109,0.03353846153846154,668,0.20553846153846153,7,0.0021538461538461538,3141,0.9664615384615385,0.6455989103661883,1.9323264548915131
clinc150,50,42,ce_recon,k2,2,1.0,0.49211090175484,0.8385388988266331,bucket,near,556,96,0.17266187050359713,397,0.7140287769784173,1,0.0017985611510791368,460,0.8273381294964028,0.909190767820681,1.363081053277254
clinc150,50,42,ce_recon,k2,2,1.0,0.49211090175484,0.8385388988266331,bucket,medium,1972,13,0.006592292089249493,235,0.1191683569979716,6,0.0030425963488843813,1959,0.9934077079107505,0.6537035005623444,2.008159853621194
clinc150,50,42,ce_recon,k2,2,1.0,0.49211090175484,0.8385388988266331,bucket,far,722,0,0.0,36,0.04986149584487535,0,0.0,722,1.0,0.42047519206768785,2.163568810850789
clinc150,50,42,ce_recon,frozen_selected_k,1,1.0,0.49211090175484,0.8385388988266331,bucket,all,3250,129,0.03969230769230769,668,0.20553846153846153,1,0.0003076923076923077,3121,0.9603076923076923,0.6455989103661883,2.3664831724807356
clinc150,50,42,ce_recon,frozen_selected_k,1,1.0,0.49211090175484,0.8385388988266331,bucket,near,556,129,0.23201438848920863,397,0.7140287769784173,1,0.0017985611510791368,427,0.7679856115107914,0.909190767820681,1.3079669907500124
clinc150,50,42,ce_recon,frozen_selected_k,1,1.0,0.49211090175484,0.8385388988266331,bucket,medium,1972,0,0.0,235,0.1191683569979716,0,0.0,1972,1.0,0.6537035005623444,2.438989366602125
clinc150,50,42,ce_recon,frozen_selected_k,1,1.0,0.49211090175484,0.8385388988266331,bucket,far,722,0,0.0,36,0.04986149584487535,0,0.0,722,1.0,0.42047519206768785,2.983592289149577
clinc150,50,87,ce_recon,k1,1,1.0,0.4987189012863967,0.8417227715162399,bucket,all,3250,69,0.02123076923076923,727,0.2236923076923077,0,0.0,3181,0.9787692307692307,0.636203371857269,2.5322836624002827
clinc150,50,87,ce_recon,k1,1,1.0,0.4987189012863967,0.8417227715162399,bucket,near,477,69,0.14465408805031446,329,0.689727463312369,0,0.0,408,0.8553459119496856,0.9066462306696034,1.4755483531357716
clinc150,50,87,ce_recon,k1,1,1.0,0.4987189012863967,0.8417227715162399,bucket,medium,1955,0,0.0,366,0.18721227621483377,0,0.0,1955,1.0,0.6600197996237381,2.5267626553587954
clinc150,50,87,ce_recon,k1,1,1.0,0.4987189012863967,0.8417227715162399,bucket,far,818,0,0.0,32,0.039119804400977995,0,0.0,818,1.0,0.4215794599539311,3.1616923559030696
clinc150,50,87,ce_recon,k2,2,1.0,0.4987189012863967,0.8417227715162399,bucket,all,3250,82,0.02523076923076923,727,0.2236923076923077,16,0.004923076923076923,3168,0.9747692307692307,0.636203371857269,2.143005453872299
clinc150,50,87,ce_recon,k2,2,1.0,0.4987189012863967,0.8417227715162399,bucket,near,477,81,0.16981132075471697,329,0.689727463312369,16,0.033542976939203356,396,0.8301886792452831,0.9066462306696034,1.496694440604226
clinc150,50,87,ce_recon,k2,2,1.0,0.4987189012863967,0.8417227715162399,bucket,medium,1955,1,0.0005115089514066496,366,0.18721227621483377,0,0.0,1954,0.9994884910485934,0.6600197996237381,2.1630464877306568
clinc150,50,87,ce_recon,k2,2,1.0,0.4987189012863967,0.8417227715162399,bucket,far,818,0,0.0,32,0.039119804400977995,0,0.0,818,1.0,0.4215794599539311,2.471990945480835
