dataset,representation,effective_rank,pairwise_distance_correlation,knn_neighborhood_preservation,representation_collision_rate
banking77,ce_recon,222.85320998449023,0.810352857541405,0.7339866666666667,0.5476494563109807
banking77,ce_recon_geometry,223.97012775577676,0.9105477822604303,0.7636800000000001,0.5399625001938977
banking77,frozen_minilm,231.0484795686271,1.0,1.0,0.5068990336140972
clinc150,ce_recon,251.90964378327624,0.7244233254524155,0.7146622222222222,0.22445421711096764
clinc150,ce_recon_geometry,258.63593300549513,0.8103130857570541,0.7354133333333334,0.21358405862296018
clinc150,frozen_minilm,285.43739682824213,1.0,1.0,0.1968887291621845
stackoverflow,ce_recon,161.79420477186187,0.6646700102271978,0.26745333333333327,0.7346296296296296
stackoverflow,ce_recon_geometry,191.58802615144987,0.7007721648656803,0.3224933333333333,0.7395037037037038
stackoverflow,frozen_minilm,286.7832692814634,1.0,1.0,0.6145407407407407
