dataset,kir,n_seeds_trainable,n_seeds_mogb,trainable_oos_f1,mogb_oos_f1,delta_oos_f1_pp,trainable_f1_all,mogb_f1_all,delta_f1_all_pp,trainable_known_recall,mogb_known_recall,delta_known_recall_pp,trainable_false_accept_rate,mogb_false_accept_rate,delta_false_accept_rate_pp
clinc150,0.25,5,5,0.9516427437131567,0.9238361040438375,2.7806639669319178,0.7968993956538231,0.5224035964713533,27.44957991824698,0.7363157894736843,0.37105263157894736,36.52631578947369,0.03236842105263154,0.006578947368420999,2.578947368421054
clinc150,0.5,5,5,0.9043941395821135,0.8131951016346013,9.119903794751217,0.8181661694793956,0.44953800389890197,36.86281655804936,0.7444444444444445,0.3157333333333333,42.87111111111111,0.036927536231884016,0.00904347826086952,2.7884057971014493
clinc150,0.75,5,5,0.828493223497581,0.6593154230507091,16.91778004468719,0.8291245798894671,0.4179709109786164,41.11536689108507,0.7511904761904762,0.29196428571428573,45.922619047619044,0.040170940170940125,0.00829059829059824,3.188034188034189
banking77,0.25,5,5,0.9165382964914104,0.9029919725157672,1.3546323975643149,0.7851015718978599,0.5587572321670984,22.634433973076153,0.8184210526315789,0.3997368421052631,41.86842105263158,0.10327586206896547,0.01499999999999994,8.827586206896552
banking77,0.5,5,5,0.8356406184886493,0.7499368546965275,8.570376379212185,0.8167355797722488,0.48600815327809965,33.07274264941491,0.8221052631578948,0.33407894736842103,48.80263157894738,0.15743589743589742,0.01089743589743584,14.653846153846159
banking77,0.75,5,5,0.6865343253584566,0.4763444315858617,21.01898937725949,0.8413111725848881,0.42392825044969384,41.73829221351942,0.8241379310344827,0.2876724137931034,53.646551724137936,0.1960526315789473,0.00763157894736838,18.842105263157894
stackoverflow,0.25,5,5,0.9547969095009252,0.8944000569448456,6.039685255607963,0.8763726851882936,0.540703865522772,33.56688196655215,0.8429333333333332,0.3261333333333333,51.67999999999999,0.038488888888888836,0.00937777777777774,2.9111111111111097
stackoverflow,0.5,5,5,0.8767066651336372,0.729199427573284,14.750723756035311,0.8655077750537566,0.43298039378929865,43.2527381264458,0.8389333333333333,0.2709333333333333,56.800000000000004,0.09339999999999998,0.00793333333333328,8.54666666666667
stackoverflow,0.75,5,5,0.7630378449085173,0.4558840331344417,30.715381177407565,0.87280021593395,0.33093232311807846,54.18678928158715,0.8411555555555555,0.21173333333333327,62.942222222222235,0.08799999999999997,0.006666666666666619,8.133333333333335
