dataset,seed,split,k,radius_lambda,threshold,acceptance_mode,oos_f1,known_f1,accuracy,known_recall,false_accept_rate,false_reject_rate,auroc,aupr_oos
banking77_oos,13,val,1,0.25,0.2,nearest_sphere,0.648534300392868,0.0,0.4798747763864043,0.0,0.0,1.0,0.8905087671358016,0.8815163287282866
banking77_oos,13,test,1,0.25,0.2,nearest_sphere,0.7710843373493976,0.0,0.6274509803921569,0.0,0.0,1.0,0.9238880037006578,0.9558461349586722
banking77_oos,13,val,1,0.25,0.3,nearest_sphere,0.648534300392868,0.0,0.4798747763864043,0.0,0.0,1.0,0.8905087671358016,0.8815163287282866
banking77_oos,13,test,1,0.25,0.3,nearest_sphere,0.7710843373493976,0.0,0.6274509803921569,0.0,0.0,1.0,0.9238880037006578,0.9558461349586722
banking77_oos,13,val,1,0.25,0.4,nearest_sphere,0.648534300392868,0.0,0.4798747763864043,0.0,0.0,1.0,0.8905087671358016,0.8815163287282866
banking77_oos,13,test,1,0.25,0.4,nearest_sphere,0.7710843373493976,0.0,0.6274509803921569,0.0,0.0,1.0,0.9238880037006578,0.9558461349586722
banking77_oos,13,val,1,0.25,0.5,nearest_sphere,0.648534300392868,0.0,0.4798747763864043,0.0,0.0,1.0,0.8905087671358016,0.8815163287282866
banking77_oos,13,test,1,0.25,0.5,nearest_sphere,0.7710843373493976,0.0,0.6274509803921569,0.0,0.0,1.0,0.9238880037006578,0.9558461349586722
banking77_oos,13,val,1,0.25,0.6,nearest_sphere,0.6497123826824099,0.010836464738461109,0.48255813953488375,0.005159071367153913,0.0,0.9948409286328461,0.8905087671358016,0.8815163287282866
banking77_oos,13,test,1,0.25,0.6,nearest_sphere,0.7728301886792452,0.0172897178748449,0.6308823529411764,0.009868421052631578,0.0,0.9901315789473685,0.9238880037006578,0.9558461349586722
banking77_oos,13,val,1,0.25,0.7,nearest_sphere,0.6605052372150338,0.09263481077436557,0.5071556350626119,0.05331040412725709,0.0009319664492078285,0.9466895958727429,0.8905087671358016,0.8815163287282866
banking77_oos,13,test,1,0.25,0.7,nearest_sphere,0.780033582659136,0.09041808590105871,0.645343137254902,0.05526315789473684,0.001953125,0.9447368421052632,0.9238880037006578,0.9558461349586722
banking77_oos,13,val,1,0.25,0.75,nearest_sphere,0.6746532156368222,0.18834150213552342,0.5380143112701252,0.11521926053310404,0.0027958993476234857,0.884780739466896,0.8905087671358016,0.8815163287282866
banking77_oos,13,test,1,0.25,0.75,nearest_sphere,0.7888631090487239,0.17178381183067246,0.6634803921568627,0.10855263157894737,0.00390625,0.8914473684210527,0.9238880037006578,0.9558461349586722
banking77_oos,13,val,1,0.25,0.8,nearest_sphere,0.6904607397793641,0.2928187856388672,0.5720035778175313,0.1874462596732588,0.008387698042870456,0.8125537403267412,0.8905087671358016,0.8815163287282866
banking77_oos,13,test,1,0.25,0.8,nearest_sphere,0.8025336500395883,0.2901681686540908,0.6906862745098039,0.19671052631578947,0.01015625,0.8032894736842106,0.9238880037006578,0.9558461349586722
banking77_oos,13,val,1,0.25,0.85,nearest_sphere,0.7110662630339725,0.3943816193293232,0.6113595706618963,0.2751504729148753,0.014911463187325256,0.7248495270851246,0.8905087671358016,0.8815163287282866
banking77_oos,13,test,1,0.25,0.85,nearest_sphere,0.8193085453359426,0.412333867191633,0.7225490196078431,0.3026315789473684,0.01875,0.6973684210526315,0.9238880037006578,0.9558461349586722
banking77_oos,13,val,1,0.25,0.9,nearest_sphere,0.7428369296073576,0.5301392636344158,0.6694991055456172,0.39466895958727427,0.021435228331780055,0.6053310404127257,0.8905087671358016,0.8815163287282866
banking77_oos,13,test,1,0.25,0.9,nearest_sphere,0.8438718426852009,0.5478434707696319,0.7644607843137254,0.4407894736842105,0.027734375,0.5592105263157895,0.9238880037006578,0.9558461349586722
banking77_oos,13,val,1,0.25,0.95,nearest_sphere,0.7791714177118966,0.6492986054533846,0.7271914132379249,0.5417024935511608,0.04473438956197577,0.4582975064488392,0.8905087671358016,0.8815163287282866
banking77_oos,13,test,1,0.25,0.95,nearest_sphere,0.8633802816901408,0.6434775183266087,0.796813725490196,0.5605263157894737,0.0421875,0.4394736842105263,0.9238880037006578,0.9558461349586722
banking77_oos,13,val,1,0.25,1.0,nearest_sphere,0.8088415882112158,0.7280343969551325,0.7719141323792487,0.6715391229578676,0.07921714818266543,0.3284608770421324,0.8905087671358016,0.8815163287282866
banking77_oos,13,test,1,0.25,1.0,nearest_sphere,0.8822450476889215,0.7132728928228812,0.825,0.6796052631578947,0.060546875,0.3203947368421053,0.9238880037006578,0.9558461349586722
banking77_oos,13,val,1,0.25,1.05,nearest_sphere,0.8132925229558373,0.7568896193690889,0.7839892665474061,0.7558039552880481,0.13327120223671948,0.24419604471195186,0.8905087671358016,0.8815163287282866
banking77_oos,13,test,1,0.25,1.05,nearest_sphere,0.8918918918918919,0.745854638458637,0.8377450980392157,0.7690789473684211,0.084765625,0.23092105263157894,0.9238880037006578,0.9558461349586722
