dataset,seed,k,radius_lambda,threshold,acceptance_mode,split,full_pipeline_evaluation_mode,direct_pipeline_verified,oos_f1,f1_all,known_macro_f1,overall_accuracy,known_recall,false_accept_rate,false_reject_rate,router_error_rate,expert_error_rate,stage_count_correct_oos_rejection,stage_count_oos_accepted_by_gate,stage_count_known_rejected_by_gate,stage_count_known_wrong_domain,stage_count_known_wrong_expert,stage_count_correct_known_prediction,selected_by_validation,paper_known_f1,paper_accuracy
banking77_oos,13,1,0.25,1.05,nearest_sphere,test,direct_pipeline,True,0.8918918918918919,0.7178651527935457,0.7655388735046326,0.8267156862745098,0.7690789473684211,0.084765625,0.23092105263157894,0.0,0.11890504704875962,2343,217,351,0,139,1030,True,70.28,77.84
banking77_oos,42,1,0.25,1.05,nearest_sphere,test,direct_pipeline,True,0.8846880907372401,0.6921000057732049,0.7378209776404371,0.8137254901960784,0.743421052631579,0.0859375,0.2565789473684211,0.0,0.13274336283185842,2340,220,390,0,150,980,True,70.28,77.84
banking77_oos,87,1,0.25,1.05,nearest_sphere,test,direct_pipeline,True,0.8803206718839474,0.7043570526511964,0.7580764223281647,0.8132352941176471,0.7546052631578948,0.09921875,0.24539473684210528,0.0,0.11769834350479512,2306,254,373,0,135,1012,True,70.28,77.84
