dataset,kir,method,method_label,oos_f1,f1_all,f1_k,known_recall,false_accept_rate,false_reject_rate,accuracy,auroc,aupr_oos,oos_f1_std,f1_all_std,f1_k_std,known_recall_std,false_accept_rate_std,false_reject_rate_std,accuracy_std,auroc_std,aupr_oos_std,n_seeds,dataset_label,oos_f1_pct,f1_all_pct,f1_k_pct,known_recall_pct,false_accept_rate_pct,false_reject_rate_pct,accuracy_pct,auroc_pct,aupr_oos_pct
banking77,0.5,ours_partition_mogb_boundary,S2C partition + MOGB boundary,0.7885946611939285,0.656780700176241,0.6533119117284072,0.5325,0.0524358974358973,0.4674999999999999,0.7361038961038961,0.8464349696356275,0.8202411325534655,0.0085797589949226,0.0089036447804177,0.0089557547104225,0.0121541490014783,0.0163266600705664,0.0121541490014783,0.0087161871074855,0.0166102618896072,0.0199523512667995,5,Banking77,78.85946611939285,65.67807001762411,65.33119117284072,53.25,5.24358974358973,46.74999999999999,73.61038961038962,84.64349696356275,82.02411325534655
banking77,0.5,random_partition,S2C Random K=2,0.7162208519261768,0.7472005675171391,0.7480158231905856,0.8596052631578948,0.365,0.1403947368421051,0.7205194805194806,0.8556884278002699,0.8304466815067443,0.0266833601056732,0.0168560697258921,0.0167262071378153,0.0072904711458921,0.0407608643245763,0.0072904711458921,0.0200910811869827,0.0118790213864915,0.0114696003051765,5,Banking77,71.62208519261767,74.72005675171391,74.80158231905855,85.96052631578948,36.5,14.03947368421051,72.05194805194806,85.56884278002698,83.04466815067443
banking77,0.5,single_centroid,S2C Frozen K=1,0.7242801509490058,0.7451394438761987,0.7456883726374406,0.8501315789473685,0.3484615384615384,0.1498684210526315,0.7238961038961038,0.85260754048583,0.827576850284049,0.0276733097416231,0.0165786076727643,0.0164100507474245,0.0105098555514294,0.0436147175818391,0.0105098555514294,0.0211632531890922,0.0102615431735664,0.0076461047118987,5,Banking77,72.42801509490057,74.51394438761987,74.56883726374406,85.01315789473685,34.84615384615384,14.98684210526315,72.38961038961038,85.260754048583,82.75768502840491
banking77,0.5,trainable_k1,S2C Trainable K=1,0.8356406184886493,0.8167355797722488,0.816238078753396,0.8221052631578948,0.1574358974358974,0.1778947368421052,0.8216883116883118,0.9014173414304992,0.8863032438146086,0.0182511445458114,0.0104830552152985,0.0103370998388801,0.0048030821706431,0.0343460557420522,0.0048030821706431,0.0152638844883759,0.0111158505138441,0.0109311705481196,5,Banking77,83.56406184886494,81.67355797722487,81.62380787533961,82.21052631578948,15.74358974358974,17.78947368421052,82.16883116883118,90.14173414304992,88.63032438146085
banking77,0.75,fixed_k2,S2C Frozen K=2,0.5931096142882415,0.802629197197889,0.8062416037997796,0.8313793103448276,0.3607894736842105,0.1686206896551723,0.745,0.8322200544464609,0.5835320552322394,0.0257286994878703,0.0078061211995344,0.0077223476109264,0.0037502477127855,0.0402059276786223,0.0037502477127855,0.0102532652591067,0.0154589943329414,0.0271234538860802,5,Banking77,59.31096142882415,80.26291971978891,80.62416037997797,83.13793103448276,36.07894736842105,16.86206896551723,74.5,83.22200544464609,58.35320552322394
banking77,0.75,mogb_minilm,MOGB-MiniLM,0.4763444315858617,0.4239282504496938,0.4230245231887255,0.2876724137931034,0.0076315789473683,0.7123275862068965,0.4599350649350649,0.7977400181488203,0.4766882118952923,0.0041037737354307,0.0169529579508606,0.0171765278779685,0.012201397797159,0.0037678476482306,0.012201397797159,0.0091590673151429,0.0202512122731348,0.0327883510400622,5,Banking77,47.63444315858617,42.39282504496938,42.302452318872554,28.767241379310338,0.76315789473683,71.23275862068965,45.993506493506494,79.77400181488204,47.66882118952923
banking77,0.75,mogb_partition_ours_boundary,MOGB partition + S2C boundary,0.5313316683894659,0.5860713489392462,0.5870151365349321,0.4586206896551724,0.0405263157894736,0.5413793103448276,0.5781818181818181,0.8104557622504537,0.5045400009976453,0.0059187255203253,0.0238483139653777,0.0241814422677159,0.0243563089561838,0.0193022324430444,0.0243563089561838,0.0142882966969327,0.0174055682831623,0.0357077793606357,5,Banking77,53.133166838946586,58.607134893924616,58.70151365349321,45.86206896551724,4.05263157894736,54.137931034482754,57.81818181818181,81.04557622504537,50.45400009976453
banking77,0.75,ours_partition_mogb_boundary,S2C partition + MOGB boundary,0.5507101160126237,0.6567440305693095,0.658572201509942,0.535603448275862,0.0813157894736841,0.4643965517241379,0.6157142857142858,0.8209998865698729,0.5610762868450603,0.0047867738393309,0.0057218830391524,0.0057609897435184,0.0055668566520561,0.011635626826018,0.0055668566520562,0.0049962036523821,0.0135947997595874,0.0220141051558121,5,Banking77,55.07101160126236,65.67440305693096,65.8572201509942,53.560344827586206,8.13157894736841,46.439655172413794,61.57142857142858,82.09998865698729,56.107628684506025
banking77,0.75,random_partition,S2C Random K=2,0.5337882516266328,0.7889339625187208,0.7933330264996189,0.8727586206896552,0.493157894736842,0.1272413793103448,0.7253246753246753,0.8201661751361161,0.5540039774819296,0.0424054215894103,0.007869675694657,0.0078160333675772,0.0051218795784527,0.0556331598640082,0.0051218795784527,0.0120502230908413,0.0160387699331553,0.0268429546568434,5,Banking77,53.378825162663276,78.89339625187208,79.3333026499619,87.27586206896551,49.315789473684205,12.724137931034479,72.53246753246752,82.0166175136116,55.400397748192965
banking77,0.75,single_centroid,S2C Frozen K=1,0.5366071713978288,0.7821185401081376,0.786351494741074,0.8641379310344828,0.48,0.1358620689655172,0.7202597402597403,0.817510775862069,0.5494501046486522,0.0416721897052739,0.0089500348710679,0.0086981570035772,0.0052117755173074,0.0545172086481063,0.0052117755173075,0.0140936767884551,0.016750193763312,0.0238092111535477,5,Banking77,53.660717139782875,78.21185401081377,78.63514947410741,86.41379310344828,48.0,13.586206896551719,72.02597402597402,81.7510775862069,54.94501046486522
banking77,0.75,trainable_k1,S2C Trainable K=1,0.6865343253584566,0.8413111725848881,0.8439797389163782,0.8241379310344827,0.1960526315789473,0.1758620689655172,0.7968831168831169,0.8890411751361162,0.6985107098502167,0.0270845400899598,0.0077123704045817,0.0074778817530542,0.0040549326987557,0.0458076189092874,0.0040549326987557,0.0120711997770735,0.0169866885668533,0.0332460166018058,5,Banking77,68.65343253584567,84.13111725848881,84.39797389163782,82.41379310344827,19.605263157894733,17.58620689655172,79.68831168831169,88.90411751361162,69.85107098502166
clinc150,0.25,fixed_k2,S2C Frozen K=2,0.9447183904938934,0.7801346791980823,0.775803528900824,0.7435087719298246,0.0472807017543859,0.2564912280701754,0.9096491228070176,0.934487650046168,0.9767689785502252,0.0079811869695283,0.0196064573336054,0.0199152422893698,0.0065231552430099,0.0148505559493135,0.0065231552430099,0.0125331201726436,0.0091915353697636,0.0035092473538444,5,CLINC150,94.47183904938935,78.01346791980824,77.58035289008241,74.35087719298245,4.7280701754385905,25.649122807017537,90.96491228070175,93.4487650046168,97.67689785502252
clinc150,0.25,mogb_minilm,MOGB-MiniLM,0.9238361040438376,0.5224035964713533,0.5118395831141827,0.3710526315789473,0.0065789473684209,0.6289473684210527,0.8688771929824561,0.9060657894736842,0.963469654341278,0.0029534277865939,0.0327612309049043,0.033546947063194,0.02669320009597,0.0021764729431227,0.02669320009597,0.0055041325866055,0.0145681164569546,0.0073279914789024,5,CLINC150,92.38361040438376,52.24035964713533,51.183958311418266,37.10526315789473,0.65789473684209,62.89473684210527,86.88771929824561,90.60657894736842,96.3469654341278
clinc150,0.25,mogb_partition_ours_boundary,MOGB partition + S2C boundary,0.9413139384002536,0.7016229766010627,0.6953153197116103,0.6017543859649124,0.0223684210526315,0.3982456140350877,0.901719298245614,0.9274617189904586,0.9735223875851312,0.0049827390436359,0.034783684884718,0.0355777106832116,0.0440478418658378,0.0061383925448589,0.0440478418658378,0.0085869979805664,0.0172200970674791,0.0066079340328773,5,CLINC150,94.13139384002535,70.16229766010626,69.53153197116103,60.17543859649124,2.23684210526315,39.82456140350877,90.1719298245614,92.74617189904586,97.35223875851312
clinc150,0.25,ours_partition_mogb_boundary,S2C partition + MOGB boundary,0.9263775447547196,0.5666949810733997,0.557229650450207,0.4189473684210526,0.011798245614035,0.5810526315789474,0.8740350877192983,0.9017829332102184,0.9630424548868696,0.0034878261475231,0.018075093608092,0.0184765360736023,0.0131958516850118,0.0057925463669579,0.0131958516850117,0.0058173174145926,0.0131891085462566,0.0054608759198262,5,CLINC150,92.63775447547195,56.66949810733997,55.7229650450207,41.89473684210526,1.1798245614035001,58.10526315789474,87.40350877192982,90.17829332102184,96.30424548868696
clinc150,0.25,random_partition,S2C Random K=2,0.9423997495237098,0.7878036270153732,0.7837353080019959,0.7884210526315789,0.0617105263157894,0.211578947368421,0.9067017543859648,0.94371837488458,0.9825638454444808,0.0094484933717178,0.025447662176897,0.0258734002667356,0.0157699684591187,0.0150228101931808,0.0157699684591187,0.0144858534699919,0.0118019566441925,0.0034526331400473,5,CLINC150,94.23997495237097,78.78036270153731,78.37353080019959,78.84210526315789,6.171052631578941,21.1578947368421,90.67017543859647,94.371837488458,98.25638454444808
clinc150,0.25,single_centroid,S2C Frozen K=1,0.9420722511346672,0.7843899282129962,0.7802403933992681,0.7794736842105263,0.0603508771929824,0.2205263157894736,0.9060350877192984,0.9434849953831947,0.9825040382245194,0.0074094488417197,0.0187781396027039,0.019084397230511,0.0105555150571869,0.0132029564644777,0.0105555150571869,0.0113823014677876,0.0106728804614081,0.0033960507649191,5,CLINC150,94.20722511346672,78.43899282129962,78.02403933992682,77.94736842105263,6.0350877192982395,22.05263157894736,90.60350877192984,94.34849953831947,98.25040382245194
clinc150,0.25,trainable_k1,S2C Trainable K=1,0.9516427437131568,0.7968993956538231,0.7928272022838406,0.7363157894736843,0.0323684210526315,0.2636842105263158,0.920842105263158,0.9588536088027084,0.9876229578269168,0.0064938312442989,0.0194597107460005,0.0198013532244106,0.0083586871926818,0.011023527540387,0.0083586871926818,0.0103340630606424,0.0120657915867423,0.0044161408209342,5,CLINC150,95.16427437131568,79.6899395653823,79.28272022838406,73.63157894736842,3.23684210526315,26.36842105263158,92.0842105263158,95.88536088027084,98.76229578269168
clinc150,0.5,fixed_k2,S2C Frozen K=2,0.892005798496586,0.8009431390043901,0.7997289702111607,0.7513777777777777,0.0644057971014492,0.2486222222222222,0.856561403508772,0.924975458937198,0.9370482791886308,0.0026452264822166,0.0099865931048649,0.0100984080398306,0.0131190183312361,0.0059310609271787,0.013119018331236,0.0044531693369707,0.0027687500462942,0.0035668588920184,5,CLINC150,89.2005798496586,80.094313900439,79.97289702111607,75.13777777777777,6.440579710144919,24.86222222222222,85.6561403508772,92.4975458937198,93.70482791886307
clinc150,0.5,mogb_minilm,MOGB-MiniLM,0.8131951016346013,0.4495380038989019,0.4446892425957592,0.3157333333333333,0.0090434782608695,0.6842666666666666,0.7237894736842105,0.8764096876006441,0.8832486853189302,0.0029937394053626,0.017795263450771,0.0179936853620809,0.0136936499656854,0.0015255301295003,0.0136936499656854,0.0057689695389555,0.0076631744470653,0.0081901260266588,5,CLINC150,81.31951016346012,44.95380038989019,44.46892425957592,31.57333333333333,0.90434782608695,68.42666666666666,72.37894736842105,87.64096876006441,88.32486853189302
clinc150,0.5,mogb_partition_ours_boundary,MOGB partition + S2C boundary,0.8555543863002324,0.645981713026754,0.6431874107164409,0.5334222222222222,0.0249855072463767,0.4665777777777777,0.7985263157894738,0.9052768824476652,0.9196825244395654,0.0041913194834265,0.0217267434825714,0.0219645803509541,0.0189773093879226,0.0032497394592867,0.0189773093879226,0.0072818642065027,0.0086433133537901,0.0096881534689542,5,CLINC150,85.55543863002325,64.5981713026754,64.3187410716441,53.342222222222226,2.49855072463767,46.65777777777777,79.85263157894738,90.52768824476652,91.96825244395654
clinc150,0.5,ours_partition_mogb_boundary,S2C partition + MOGB boundary,0.8332324302971947,0.5640931010016157,0.5605045766110079,0.4223999999999999,0.0168695652173912,0.5776,0.7591578947368421,0.8898238711755233,0.9015743601911356,0.0029511509584679,0.0157105684486213,0.0158840742690441,0.0150607002280114,0.0026911291335501,0.0150607002280114,0.0054659752282135,0.0059101137872556,0.0042776143146253,5,CLINC150,83.32324302971948,56.40931010016157,56.05045766110079,42.23999999999999,1.6869565217391198,57.76,75.91578947368421,88.98238711755234,90.15743601911356
clinc150,0.5,random_partition,S2C Random K=2,0.8906911053121688,0.8075070935100765,0.8063979733527151,0.7947555555555555,0.089623188405797,0.2052444444444444,0.8555438596491228,0.9302566698872786,0.9465447968241728,0.0050278119459267,0.0093188733137041,0.0094277376365864,0.0142582876051824,0.0035464333725641,0.0142582876051824,0.0047507916756147,0.005012555387611,0.0069809278593605,5,CLINC150,89.06911053121688,80.75070935100766,80.63979733527151,79.47555555555556,8.9623188405797,20.52444444444444,85.55438596491229,93.02566698872786,94.65447968241727
clinc150,0.5,single_centroid,S2C Frozen K=1,0.8894333056826393,0.8026933913946113,0.8015368592041044,0.7875555555555556,0.0881739130434782,0.2124444444444443,0.8531578947368421,0.9289202705314008,0.9453136430594408,0.0050275226580105,0.0108231848970633,0.0109396395655719,0.0137992663966755,0.0042173664026357,0.0137992663966755,0.0058830816270551,0.0051741366111416,0.00723553361943,5,CLINC150,88.94333056826393,80.26933913946112,80.15368592041044,78.75555555555556,8.81739130434782,21.24444444444443,85.3157894736842,92.89202705314008,94.53136430594408
clinc150,0.5,trainable_k1,S2C Trainable K=1,0.9043941395821136,0.8181661694793956,0.8170164632113595,0.7444444444444445,0.036927536231884,0.2555555555555555,0.8734035087719298,0.953267375201288,0.9649131913639692,0.0044419633205515,0.0092034101426469,0.0092787776517131,0.0033847880470506,0.0075712675013764,0.0033847880470506,0.0064610488587048,0.005488248090117,0.0067695009838479,5,CLINC150,90.43941395821136,81.81661694793956,81.70164632113594,74.44444444444444,3.6927536231884,25.555555555555546,87.34035087719299,95.3267375201288,96.49131913639692
clinc150,0.75,fixed_k2,S2C Frozen K=2,0.8150384507030115,0.8143458841089413,0.814339700478637,0.7580357142857143,0.0732478632478632,0.2419642857142857,0.8151929824561404,0.9182304385429386,0.8623213163626969,0.0063049409980155,0.006901508299221,0.0069167853788693,0.0094935344688908,0.0049524733695104,0.0094935344688908,0.0064443542303786,0.0034028459311515,0.0043821619027897,5,CLINC150,81.50384507030115,81.43458841089412,81.4339700478637,75.80357142857143,7.32478632478632,24.19642857142857,81.51929824561404,91.82304385429386,86.2321316362697
clinc150,0.75,mogb_minilm,MOGB-MiniLM,0.6593154230507091,0.4179709109786164,0.415816049263687,0.2919642857142857,0.0082905982905982,0.7080357142857142,0.5781754385964912,0.8643049450549449,0.7520503201772899,0.004187552090302,0.0155277839034988,0.0156301686859794,0.0121569275389881,0.0033595288900912,0.0121569275389881,0.0074758254077964,0.0118092606865723,0.0158842417049182,5,CLINC150,65.9315423050709,41.79709109786164,41.5816049263687,29.19642857142857,0.82905982905982,70.80357142857142,57.81754385964912,86.4304945054945,75.205032017729
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + S2C boundary,0.7197434059711283,0.5960139307329898,0.5949092032755063,0.4808928571428572,0.0188888888888888,0.5191071428571428,0.6826666666666668,0.8967573768823769,0.8257099119541585,0.0059448223178597,0.0233065684628908,0.0234617704801903,0.0203813643844649,0.0042884354544622,0.0203813643844649,0.0107034798724005,0.010832451294774,0.0206577681666057,5,CLINC150,71.97434059711283,59.60139307329898,59.49092032755063,48.089285714285715,1.88888888888888,51.91071428571428,68.26666666666668,89.67573768823769,82.57099119541586
clinc150,0.75,ours_partition_mogb_boundary,S2C partition + MOGB boundary,0.7004044722488025,0.5692900146575266,0.5681193498576044,0.4284523809523809,0.0188034188034187,0.571547619047619,0.6508771929824562,0.8802616758241758,0.7930407784196932,0.0038559130111527,0.0121637965734143,0.0122385822864216,0.0124833363986445,0.0028507829196851,0.0124833363986445,0.0068105434890462,0.0083418039810558,0.0102165383367286,5,CLINC150,70.04044722488025,56.92900146575266,56.81193498576044,42.845238095238095,1.8803418803418699,57.1547619047619,65.08771929824562,88.02616758241759,79.30407784196932
clinc150,0.75,random_partition,S2C Random K=2,0.8220513451445486,0.823453472957717,0.8234659919560489,0.8004761904761905,0.1022222222222221,0.1995238095238095,0.8222105263157895,0.9227625152625152,0.8812826362736683,0.0093849976785896,0.0087689904398034,0.008780939354811,0.0094739206721659,0.0093987951971443,0.009473920672166,0.0089753604100677,0.0044377797096929,0.0089948496870236,5,CLINC150,82.20513451445485,82.3453472957717,82.34659919560488,80.04761904761905,10.22222222222221,19.95238095238095,82.22105263157896,92.27625152625151,88.12826362736683
clinc150,0.75,single_centroid,S2C Frozen K=1,0.8174656812211403,0.8174095805265577,0.8174090796274989,0.7907142857142857,0.101025641025641,0.2092857142857142,0.8170877192982455,0.9199905118030118,0.8747476986909115,0.0079549703815199,0.007305773913153,0.0073148585814602,0.0100452490998709,0.0056581583906542,0.0100452490998709,0.0076215905596719,0.0043580247521388,0.0091665153348464,5,CLINC150,81.74656812211403,81.74095805265577,81.74090796274989,79.07142857142857,10.1025641025641,20.92857142857142,81.70877192982455,91.99905118030118,87.47476986909115
clinc150,0.75,trainable_k1,S2C Trainable K=1,0.828493223497581,0.8291245798894671,0.8291302170001089,0.7511904761904762,0.0401709401709401,0.2488095238095237,0.8305964912280702,0.9500434472934473,0.9244287014099976,0.0050766239448751,0.0076688267230221,0.0076971513271866,0.0086693521807318,0.0039745887260124,0.0086693521807318,0.0063420506658493,0.0041670849764899,0.0097834062833609,5,CLINC150,82.8493223497581,82.91245798894671,82.91302170001089,75.11904761904762,4.01709401709401,24.88095238095237,83.05964912280702,95.00434472934472,92.44287014099976
stackoverflow,0.25,fixed_k2,S2C Frozen K=2,0.8666146611474034,0.767990693403829,0.748265899855114,0.8521333333333333,0.194711111111111,0.1478666666666666,0.8107666666666666,0.9027892444444444,0.9442456955268907,0.0479814268953338,0.0444941057534056,0.0441041504984691,0.0154804536252799,0.0830995832765769,0.0154804536252799,0.0614332971604161,0.0214742091645744,0.0143648795452538,5,StackOverflow,86.66146611474034,76.7990693403829,74.8265899855114,85.21333333333332,19.4711111111111,14.786666666666658,81.07666666666667,90.27892444444444,94.42456955268908
stackoverflow,0.25,mogb_minilm,MOGB-MiniLM,0.8944000569448456,0.540703865522772,0.4699646272383573,0.3261333333333333,0.0093777777777777,0.6738666666666667,0.8243333333333334,0.8672337777777779,0.92560379566686,0.0059496551710989,0.0463381978530513,0.0545602285063898,0.0484868825330911,0.0053849355487505,0.0484868825330911,0.01103466759304,0.0219799709165515,0.0163485352185254,5,StackOverflow,89.44000569448455,54.070386552277206,46.996462723835734,32.61333333333333,0.93777777777777,67.38666666666667,82.43333333333334,86.72337777777778,92.560379566686
stackoverflow,0.25,mogb_partition_ours_boundary,MOGB partition + S2C boundary,0.9259960799998362,0.7345093038010513,0.6962119485612942,0.5910666666666666,0.020311111111111,0.4089333333333333,0.8820333333333334,0.9164517333333332,0.9603337045725686,0.0053355385844987,0.0390757926203032,0.0463688892075754,0.0507578127538564,0.0123524376561625,0.0507578127538564,0.0087847721781627,0.0075890878244445,0.0084148936552142,5,StackOverflow,92.59960799998362,73.45093038010513,69.62119485612942,59.10666666666666,2.0311111111111,40.89333333333333,88.20333333333335,91.64517333333332,96.03337045725686
stackoverflow,0.25,ours_partition_mogb_boundary,S2C partition + MOGB boundary,0.9063585472441908,0.6905304844967872,0.6473648719473064,0.5414666666666667,0.0443555555555555,0.4585333333333333,0.8501,0.8315969481481481,0.8999522662047736,0.0150888582827615,0.0350031808970065,0.0390286753736642,0.0226391990435468,0.025441581595374,0.0226391990435468,0.0234042375080525,0.0481939879547285,0.0366396131871287,5,StackOverflow,90.63585472441909,69.05304844967873,64.73648719473064,54.14666666666667,4.43555555555555,45.85333333333333,85.00999999999999,83.15969481481481,89.99522662047737
stackoverflow,0.25,random_partition,S2C Random K=2,0.8911014170392451,0.8086454974094963,0.7921543134835465,0.8609333333333333,0.1568444444444444,0.1390666666666666,0.842,0.9205399703703704,0.9557569260950344,0.0411703671523575,0.0305804733397344,0.0288757768891133,0.0189185388207205,0.073286415967982,0.0189185388207205,0.0555642770931908,0.0149602218510137,0.0120168989380287,5,StackOverflow,89.11014170392451,80.86454974094963,79.21543134835464,86.09333333333333,15.68444444444444,13.90666666666666,84.2,92.05399703703704,95.57569260950343
stackoverflow,0.25,single_centroid,S2C Frozen K=1,0.8948207530022316,0.8101159547533475,0.7931749951035708,0.8561333333333334,0.1495555555555555,0.1438666666666666,0.8465666666666667,0.9199174814814814,0.9547420553298818,0.0376559780719465,0.0289571260440996,0.0276464193520867,0.0182415886247759,0.067646138101151,0.0182415886247759,0.0514332901274391,0.0142006486449351,0.0119383629137043,5,StackOverflow,89.48207530022316,81.01159547533476,79.31749951035708,85.61333333333334,14.95555555555555,14.38666666666666,84.65666666666667,91.99174814814815,95.47420553298818
stackoverflow,0.25,trainable_k1,S2C Trainable K=1,0.9547969095009252,0.8763726851882936,0.8606878403257671,0.8429333333333332,0.0384888888888888,0.1570666666666666,0.9304666666666666,0.9529569185185184,0.97729782543531,0.0121014663289031,0.0237117042851742,0.0260603416311937,0.005899152481501,0.0213913562790392,0.005899152481501,0.01758566335273,0.0160860841301921,0.0091285791422888,5,StackOverflow,95.47969095009252,87.63726851882936,86.0687840325767,84.29333333333332,3.8488888888888804,15.70666666666666,93.04666666666665,95.29569185185184,97.729782543531
stackoverflow,0.5,fixed_k2,S2C Frozen K=2,0.6352945072329976,0.7275883031957765,0.7368176827920545,0.8688666666666667,0.4716666666666667,0.1311333333333333,0.6692666666666667,0.8259930444444444,0.7638740861715021,0.043018765630415,0.0233592333048186,0.0244035947787261,0.0128010416242845,0.05844940832321,0.0128010416242845,0.0274576947320783,0.0101332637740058,0.0093717697995502,5,StackOverflow,63.52945072329976,72.75883031957765,73.68176827920546,86.88666666666667,47.16666666666667,13.11333333333333,66.92666666666666,82.59930444444444,76.38740861715021
