dataset,kir,method,method_label,selected_balls_mean,selected_balls_std,selected_intents_mean,selected_intents_std,median_ball_size_mean,median_ball_size_std,tiny_support_lt20_ratio_mean,tiny_support_lt20_ratio_std,zero_test_assignment_ratio_mean,zero_test_assignment_ratio_std,oos_assignment_gini_mean,oos_assignment_gini_std,false_accept_gini_mean,false_accept_gini_std,known_false_reject_gini_mean,known_false_reject_gini_std,top1_false_accept_share_mean,top1_false_accept_share_std,top10pct_false_accept_share_mean,top10pct_false_accept_share_std,top10pct_known_false_reject_share_mean,top10pct_known_false_reject_share_std,oos_f1_mean,oos_f1_std,f1_all_mean,f1_all_std,known_recall_mean,known_recall_std,false_accept_rate_mean,false_accept_rate_std,false_reject_rate_mean,false_reject_rate_std,trainable_minus_mogb_oos_f1_mean,trainable_minus_mogb_oos_f1_std,trainable_minus_mogb_f1_all_mean,trainable_minus_mogb_f1_all_std,dataset_label,oos_f1_mean_pct,f1_all_mean_pct,known_recall_mean_pct,false_accept_rate_mean_pct,false_reject_rate_mean_pct,tiny_support_lt20_ratio_mean_pct
banking77,0.25,mogb_minilm,MOGB-MiniLM,43.4,5.683308895353129,19.0,0.0,24.5,5.634713834792322,0.400595238095238,0.1102071026698135,0.0,0.0,0.5189655478112009,0.0528884934806822,0.9236180925149472,0.0195538222203292,0.3187406912306144,0.0109471209746645,0.5736918878223226,0.0944906531259211,0.9045219273480144,0.0749607310799003,0.2197087750763714,0.0188147736827268,0.9029919725157672,0.0043455454827409,0.5587572321670984,0.0297745362262481,0.3997368421052631,0.0226262233565281,0.015,0.0064106870491648,0.6002631578947368,0.0226262233565281,0.0135463239756431,0.0171499012520774,0.2263443397307614,0.031336586339136,Banking77,90.29919725157673,55.87572321670984,39.97368421052631,1.5,60.026315789473685,40.0595238095238
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + S2C boundary,43.4,5.683308895353129,19.0,0.0,24.5,5.634713834792322,0.400595238095238,0.1102071026698135,0.0261879432624113,0.0349037331095204,0.777400866436083,0.0409978452986939,0.8780046159189616,0.0452966780323087,0.5488171851039565,0.0576090064929161,0.4353522655396469,0.0594503557199455,0.8011854393427494,0.1024269384398524,0.3727146983391682,0.0523844096940544,0.9205598966754222,0.0045096055461324,0.7114966831111289,0.0303286030173708,0.616842105263158,0.0324896105277328,0.0401724137931034,0.0047354979196456,0.3831578947368421,0.0324896105277328,-0.0040216001840117,0.0149059786273607,0.0736048887867309,0.0246557243689831,Banking77,92.05598966754222,71.14966831111289,61.684210526315795,4.01724137931034,38.315789473684205,40.0595238095238
banking77,0.5,mogb_minilm,MOGB-MiniLM,95.0,8.336666000266533,38.0,0.0,18.4,0.8944271909999162,0.5438673136165691,0.0271581464145741,0.0,0.0,0.6011998194239789,0.0196612992032803,0.9495567484484524,0.0192966510160093,0.3459442087705209,0.0140285881017748,0.346189679885332,0.1672384323409085,1.0,0.0,0.2487157697328427,0.0153969475706375,0.7499368546965275,0.0064068342139424,0.4860081532780996,0.0250795118417385,0.3340789473684211,0.0213911921709164,0.0108974358974358,0.0049029033784546,0.6659210526315789,0.0213911921709163,0.0857037637921218,0.0176643798412001,0.330727426494149,0.0234723961013788,Banking77,74.99368546965275,48.60081532780996,33.40789473684211,1.0897435897435799,66.59210526315789,54.38673136165691
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + S2C boundary,95.0,8.336666000266533,38.0,0.0,18.4,0.8944271909999162,0.5438673136165691,0.0271581464145741,0.0335074836978078,0.0219246729182093,0.8487704021842385,0.0041366636773882,0.9398188240535792,0.0216750793241026,0.6307438169696156,0.0277891577219158,0.328980072961205,0.1715024366390775,0.9723899632578876,0.0203511040432692,0.4554378817196857,0.022430303697261,0.7939747596576892,0.0077973318096271,0.6480972658162543,0.0197653736428704,0.5218421052631579,0.0201996184243053,0.0349999999999999,0.0087023805187411,0.4781578947368421,0.0201996184243053,0.0416658588309601,0.0158066019729364,0.1686383139559944,0.0185776223168292,Banking77,79.39747596576892,64.80972658162543,52.18421052631579,3.49999999999999,47.81578947368421,54.38673136165691
banking77,0.75,mogb_minilm,MOGB-MiniLM,141.4,11.545561917897285,57.0,1.2247448713915896,17.3,1.2041594578792296,0.5767753670732194,0.033840437801251,0.0,0.0,0.6976164943346566,0.0279963591875167,0.9764908802558564,0.0116273064096269,0.3547367065798922,0.0307258548555638,0.4466666666666666,0.1834847859269717,1.0,0.0,0.2453125257198646,0.0222757212712995,0.4763444315858617,0.0041037737354307,0.4239282504496938,0.0169529579508606,0.2876724137931035,0.012201397797159,0.0076315789473684,0.0037678476482306,0.7123275862068965,0.012201397797159,0.2101898937725948,0.027763709488211,0.417382922135194,0.0183861447787454,Banking77,47.63444315858617,42.39282504496938,28.76724137931035,0.76315789473684,71.23275862068965,57.67753670732194
banking77,0.75,mogb_partition_ours_boundary,MOGB partition + S2C boundary,141.4,11.545561917897285,57.0,1.2247448713915896,17.3,1.2041594578792296,0.5767753670732194,0.033840437801251,0.0395841626860371,0.0225712218057327,0.8742000167871721,0.0210353743487732,0.9741941403967608,0.0059357730000295,0.6546854895783383,0.0238419451195847,0.4623316042043092,0.1478781258913667,1.0,0.0,0.4769401783073846,0.0550454728775642,0.5313316683894659,0.0059187255203253,0.5860713489392462,0.0238483139653777,0.4586206896551724,0.0243563089561838,0.0405263157894736,0.0193022324430444,0.5413793103448276,0.0243563089561838,0.1552026569689907,0.0277053755814739,0.2552398236456417,0.0234030902532433,Banking77,53.133166838946586,58.607134893924616,45.86206896551724,4.05263157894736,54.137931034482754,57.67753670732194
clinc150,0.25,mogb_minilm,MOGB-MiniLM,66.8,6.180614856144977,38.0,0.0,39.9,13.566502865514016,0.3240656062530297,0.0397234339452541,0.003030303030303,0.0067759635681811,0.577936805878933,0.0359056369902471,0.9341863543849336,0.0266837239693933,0.3689743368366297,0.026564179001309,0.4083883309421329,0.1163457637999863,0.9520803443328552,0.0548660914758942,0.2322425448019749,0.0139384769264142,0.9238361040438378,0.0029534277865939,0.5224035964713533,0.0327612309049043,0.3710526315789473,0.02669320009597,0.006578947368421,0.0021764729431227,0.6289473684210527,0.02669320009597,0.0278066396693189,0.0051249423911319,0.2744957991824698,0.0269480885327556,CLINC150,92.38361040438377,52.24035964713533,37.10526315789473,0.6578947368421,62.89473684210527,32.40656062530297
clinc150,0.25,mogb_partition_ours_boundary,MOGB partition + S2C boundary,66.8,6.180614856144977,38.0,0.0,39.9,13.566502865514016,0.3240656062530297,0.0397234339452541,0.1060296770353046,0.0449942842131465,0.920985450378101,0.0132372681438579,0.8952041928912864,0.0390073608736244,0.6350199682788376,0.0185873818658813,0.3164613686898577,0.1570385229776767,0.8618598526916278,0.0758951910811395,0.4548208541964064,0.0351695755232543,0.9413139384002536,0.004982739043636,0.7016229766010627,0.034783684884718,0.6017543859649124,0.0440478418658378,0.0223684210526315,0.0061383925448589,0.3982456140350877,0.0440478418658378,0.010328805312903,0.0043600511957553,0.0952764190527604,0.0301112781400907,CLINC150,94.13139384002535,70.16229766010626,60.17543859649124,2.23684210526315,39.82456140350877,32.40656062530297
clinc150,0.5,mogb_minilm,MOGB-MiniLM,135.2,9.418067742376882,74.4,0.5477225575051684,29.4,4.774934554525329,0.3512791719778043,0.0280309275586954,0.0043874803287287,0.004025524096287,0.6036329802696784,0.0115791863617503,0.9604262321287962,0.0184637827204011,0.3695544924891131,0.0117390858487829,0.3826418229644036,0.1279321930042793,1.0,0.0,0.2292848541709812,0.0038073964133812,0.8131951016346013,0.0029937394053626,0.4495380038989019,0.017795263450771,0.3157333333333333,0.0136936499656854,0.0090434782608695,0.0015255301295003,0.6842666666666666,0.0136936499656854,0.091199037947512,0.0026488079063496,0.3686281655804936,0.0114096934691701,CLINC150,81.31951016346012,44.95380038989019,31.57333333333333,0.90434782608695,68.42666666666666,35.12791719778043
clinc150,0.5,mogb_partition_ours_boundary,MOGB partition + S2C boundary,135.2,9.418067742376882,74.4,0.5477225575051684,29.4,4.774934554525329,0.3512791719778043,0.0280309275586954,0.122288468052504,0.0161294457524825,0.9374694946282144,0.0161589418464735,0.940361895773358,0.0146570350722449,0.7067287141902525,0.02422447508069,0.299670951021162,0.1148216011519694,0.947779175036559,0.0298020897439541,0.535933860314848,0.0384906025187214,0.8555543863002324,0.0041913194834265,0.645981713026754,0.0217267434825714,0.5334222222222222,0.0189773093879226,0.0249855072463768,0.0032497394592867,0.4665777777777777,0.0189773093879226,0.048839753281881,0.0015476565346521,0.1721844564526416,0.0129954544617344,CLINC150,85.55543863002325,64.5981713026754,53.342222222222226,2.4985507246376804,46.65777777777777,35.12791719778043
clinc150,0.75,mogb_minilm,MOGB-MiniLM,207.4,4.722287581247039,110.4,0.8944271909999153,23.9,0.8944271909999159,0.4088036496095484,0.0081880338563247,0.0057656319608693,0.0040659352674626,0.6536003684369203,0.0319701098204123,0.9767603339459804,0.0062001469492231,0.3874518524232982,0.0181876786863203,0.3657142857142857,0.1246605367913462,1.0,0.0,0.247528877591228,0.0116569331878535,0.6593154230507091,0.004187552090302,0.4179709109786165,0.0155277839034988,0.2919642857142857,0.0121569275389881,0.0082905982905982,0.0033595288900912,0.7080357142857142,0.0121569275389881,0.169177800446872,0.002399465614104,0.4111536689108506,0.0107161166332976,CLINC150,65.9315423050709,41.79709109786165,29.19642857142857,0.82905982905982,70.80357142857142,40.88036496095484
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + S2C boundary,207.4,4.722287581247039,110.4,0.8944271909999153,23.9,0.8944271909999159,0.4088036496095484,0.0081880338563247,0.1349251350422059,0.0107020811512202,0.9443297630715426,0.0137834178227242,0.964076689267804,0.0070326601200727,0.7109933788524826,0.0200639078675902,0.2547431807137273,0.049745473388856,1.0,0.0,0.5505355641735082,0.0291943069140494,0.7197434059711283,0.0059448223178597,0.5960139307329898,0.0233065684628908,0.4808928571428572,0.0203813643844649,0.0188888888888888,0.0042884354544622,0.5191071428571428,0.0203813643844649,0.1087498175264527,0.0040129786828074,0.2331106491564773,0.0190568074405241,CLINC150,71.97434059711283,59.60139307329898,48.089285714285715,1.88888888888888,51.91071428571428,40.88036496095484
stackoverflow,0.25,mogb_minilm,MOGB-MiniLM,37.4,6.730527468185536,5.0,0.0,20.2,2.4899799195977463,0.4653944570754915,0.0573277602305128,0.0,0.0,0.6358574134656318,0.1182568435583681,0.8680229558707359,0.0589230279107976,0.3895152846736696,0.0372534196655712,0.4418873668188737,0.2062412214177561,0.7800152207001523,0.1268465883166845,0.3374105168580835,0.0393896846885943,0.8944000569448456,0.0059496551710989,0.540703865522772,0.0463381978530513,0.3261333333333333,0.0484868825330911,0.0093777777777777,0.0053849355487505,0.6738666666666667,0.0484868825330911,0.0603968525560796,0.0130987201658324,0.3356688196655215,0.0513545133657352,StackOverflow,89.44000569448455,54.070386552277206,32.61333333333333,0.93777777777777,67.38666666666667,46.53944570754915
