protocol_version,experiment,dataset,kir,seed,method,representation,threshold_selection,embedding_reused_within_matrix,run_id,oos_f1,oos_precision,oos_recall,known_recall,false_accept_rate,false_reject_rate,auroc,aupr_oos,fpr95,known_macro_f1,f1_all,accuracy,combined_oos_f1,combined_auroc,combined_false_accept_rate,heldout_intent_oos_f1,heldout_intent_auroc,heldout_intent_false_accept_rate,native_oos_f1,native_auroc,native_false_accept_rate
protocol_v2_textoir_v1,native_baselines_v1,stackoverflow,0.25,13,knn,frozen_minilm,known_only_conformal_alpha_0.05,True,protocol_v2_textoir_v1__stackoverflow__kir_0.25__seed_13__repr_frozen_minilm__baseline_knn,0.7412317039491854,0.9788475565280816,0.5964444444444444,0.9613333333333334,0.40355555555555556,0.03866666666666667,0.9340786666666667,0.9709859318324309,0.2673333333333333,0.589785408415359,0.6150264576709966,0.676,0.7412317039491854,0.9340786666666667,0.40355555555555556,0.7412317039491854,0.9340786666666667,0.40355555555555556,,,
protocol_v2_textoir_v1,native_baselines_v1,stackoverflow,0.25,13,lof,frozen_minilm,known_only_conformal_alpha_0.05,True,protocol_v2_textoir_v1__stackoverflow__kir_0.25__seed_13__repr_frozen_minilm__baseline_lof,0.36627282491944146,0.9419889502762431,0.22733333333333333,0.958,0.7726666666666666,0.042,0.8145885185185185,0.9119861253692618,0.59,0.45170674235892017,0.43746775611900707,0.3965,0.36627282491944146,0.8145885185185185,0.7726666666666666,0.36627282491944146,0.8145885185185185,0.7726666666666666,,,
protocol_v2_textoir_v1,native_baselines_v1,stackoverflow,0.25,13,msp,frozen_minilm,known_only_conformal_alpha_0.05,True,protocol_v2_textoir_v1__stackoverflow__kir_0.25__seed_13__repr_frozen_minilm__baseline_msp,0.6090409285277948,0.9736328125,0.4431111111111111,0.964,0.5568888888888889,0.036,0.9208035555555555,0.9614909404378444,0.24,0.5912369447856519,0.5942042754093424,0.5673333333333334,0.6090409285277948,0.9208035555555555,0.5568888888888889,0.6090409285277948,0.9208035555555555,0.5568888888888889,,,
protocol_v2_textoir_v1,native_baselines_v1,stackoverflow,0.25,42,energy,frozen_minilm,known_only_conformal_alpha_0.05,True,protocol_v2_textoir_v1__stackoverflow__kir_0.25__seed_42__repr_frozen_minilm__baseline_energy,0.6077533577533577,0.9702729044834308,0.4424444444444444,0.9593333333333334,0.5575555555555556,0.04066666666666666,0.9338616296296297,0.9652217362328439,0.18933333333333333,0.6341360279583909,0.6297389162575521,0.5616666666666666,0.6077533577533577,0.9338616296296297,0.5575555555555556,0.6077533577533577,0.9338616296296297,0.5575555555555556,,,
protocol_v2_textoir_v1,native_baselines_v1,stackoverflow,0.25,42,knn,frozen_minilm,known_only_conformal_alpha_0.05,True,protocol_v2_textoir_v1__stackoverflow__kir_0.25__seed_42__repr_frozen_minilm__baseline_knn,0.8144116122343183,0.9769900497512438,0.6982222222222222,0.9506666666666667,0.30177777777777776,0.04933333333333333,0.9422484444444444,0.9763688644423338,0.25066666666666665,0.6269832080839699,0.6582212754423614,0.7441666666666666,0.8144116122343183,0.9422484444444444,0.30177777777777776,0.8144116122343183,0.9422484444444444,0.30177777777777776,,,
protocol_v2_textoir_v1,native_baselines_v1,stackoverflow,0.25,42,lof,frozen_minilm,known_only_conformal_alpha_0.05,True,protocol_v2_textoir_v1__stackoverflow__kir_0.25__seed_42__repr_frozen_minilm__baseline_lof,0.5341654664746359,0.9542595769010863,0.3708888888888889,0.9466666666666667,0.6291111111111111,0.05333333333333334,0.8541219259259258,0.9343047023422759,0.482,0.4851087067929181,0.4932848334065378,0.495,0.5341654664746359,0.8541219259259258,0.6291111111111111,0.5341654664746359,0.8541219259259258,0.6291111111111111,,,
protocol_v2_textoir_v1,native_baselines_v1,stackoverflow,0.25,42,msp,frozen_minilm,known_only_conformal_alpha_0.05,True,protocol_v2_textoir_v1__stackoverflow__kir_0.25__seed_42__repr_frozen_minilm__baseline_msp,0.5097397282697659,0.9676817899316346,0.346,0.9653333333333334,0.654,0.034666666666666665,0.9217961481481483,0.9589491264158359,0.20933333333333334,0.6357873495348249,0.6147794126573151,0.49033333333333334,0.5097397282697659,0.9217961481481483,0.654,0.5097397282697659,0.9217961481481483,0.654,,,
protocol_v2_textoir_v1,native_baselines_v1,stackoverflow,0.25,87,energy,frozen_minilm,known_only_conformal_alpha_0.05,True,protocol_v2_textoir_v1__stackoverflow__kir_0.25__seed_87__repr_frozen_minilm__baseline_energy,0.7374655647382921,0.9699275362318841,0.5948888888888889,0.9446666666666667,0.4051111111111111,0.05533333333333333,0.9294542222222223,0.9634761852038332,0.22266666666666668,0.6428679934898884,0.6586342553646224,0.6765,0.7374655647382921,0.9294542222222223,0.4051111111111111,0.7374655647382921,0.9294542222222223,0.4051111111111111,,,
protocol_v2_textoir_v1,native_baselines_v1,stackoverflow,0.25,87,knn,frozen_minilm,known_only_conformal_alpha_0.05,True,protocol_v2_textoir_v1__stackoverflow__kir_0.25__seed_87__repr_frozen_minilm__baseline_knn,0.8201235203293875,0.9740220048899756,0.7082222222222222,0.9433333333333334,0.2917777777777778,0.056666666666666664,0.9431056296296296,0.9765512194859048,0.22333333333333333,0.6473134690494271,0.6761151442627539,0.7541666666666667,0.8201235203293875,0.9431056296296296,0.2917777777777778,0.8201235203293875,0.9431056296296296,0.2917777777777778,,,
protocol_v2_textoir_v1,native_baselines_v1,stackoverflow,0.25,87,lof,frozen_minilm,known_only_conformal_alpha_0.05,True,protocol_v2_textoir_v1__stackoverflow__kir_0.25__seed_87__repr_frozen_minilm__baseline_lof,0.6087617888652267,0.9648023143683703,0.44466666666666665,0.9513333333333334,0.5553333333333333,0.048666666666666664,0.8868504444444445,0.9488428547848485,0.44066666666666665,0.5409038859467327,0.5522135364331483,0.556,0.6087617888652267,0.8868504444444445,0.5553333333333333,0.6087617888652267,0.8868504444444445,0.5553333333333333,,,
protocol_v2_textoir_v1,native_baselines_v1,stackoverflow,0.25,87,msp,frozen_minilm,known_only_conformal_alpha_0.05,True,protocol_v2_textoir_v1__stackoverflow__kir_0.25__seed_87__repr_frozen_minilm__baseline_msp,0.6178247734138973,0.964622641509434,0.45444444444444443,0.95,0.5455555555555556,0.05,0.9219047407407408,0.9600891713792314,0.23466666666666666,0.5831587218124871,0.5889363970793888,0.5731666666666667,0.6178247734138973,0.9219047407407408,0.5455555555555556,0.6178247734138973,0.9219047407407408,0.5455555555555556,,,
protocol_v2_textoir_v1,native_baselines_v1,stackoverflow,0.25,100,energy,frozen_minilm,known_only_conformal_alpha_0.05,True,protocol_v2_textoir_v1__stackoverflow__kir_0.25__seed_100__repr_frozen_minilm__baseline_energy,0.713923337091319,0.9757318952234206,0.5628888888888889,0.958,0.4371111111111111,0.042,0.9396697777777778,0.9684034033296562,0.19,0.6485326237226379,0.6594310759507515,0.6578333333333334,0.713923337091319,0.9396697777777778,0.4371111111111111,0.713923337091319,0.9396697777777778,0.4371111111111111,,,
protocol_v2_textoir_v1,native_baselines_v1,stackoverflow,0.25,100,knn,frozen_minilm,known_only_conformal_alpha_0.05,True,protocol_v2_textoir_v1__stackoverflow__kir_0.25__seed_100__repr_frozen_minilm__baseline_knn,0.8678359683794467,0.9769187986651835,0.7806666666666666,0.9446666666666667,0.21933333333333332,0.05533333333333333,0.9567877037037037,0.9821364946774878,0.18066666666666667,0.7186412133216368,0.7435070058312717,0.8138333333333333,0.8678359683794467,0.9567877037037037,0.21933333333333332,0.8678359683794467,0.9567877037037037,0.21933333333333332,,,
protocol_v2_textoir_v1,native_baselines_v1,stackoverflow,0.25,100,lof,frozen_minilm,known_only_conformal_alpha_0.05,True,protocol_v2_textoir_v1__stackoverflow__kir_0.25__seed_100__repr_frozen_minilm__baseline_lof,0.5959347089621189,0.9704112337011033,0.43,0.9606666666666667,0.57,0.03933333333333333,0.8864862962962963,0.9502129034294873,0.45666666666666667,0.5624172447138959,0.5680034887552664,0.5531666666666667,0.5959347089621189,0.8864862962962963,0.57,0.5959347089621189,0.8864862962962963,0.57,,,
protocol_v2_textoir_v1,native_baselines_v1,stackoverflow,0.25,100,msp,frozen_minilm,known_only_conformal_alpha_0.05,True,protocol_v2_textoir_v1__stackoverflow__kir_0.25__seed_100__repr_frozen_minilm__baseline_msp,0.6884255930984903,0.9751527494908351,0.532,0.9593333333333334,0.468,0.04066666666666666,0.9373853333333333,0.9678966767181907,0.20066666666666666,0.6463921797158735,0.6533977486129763,0.6351666666666667,0.6884255930984903,0.9373853333333333,0.468,0.6884255930984903,0.9373853333333333,0.468,,,
protocol_v2_textoir_v1,native_baselines_v1,stackoverflow,0.25,123,energy,frozen_minilm,known_only_conformal_alpha_0.05,True,protocol_v2_textoir_v1__stackoverflow__kir_0.25__seed_123__repr_frozen_minilm__baseline_energy,0.6613255644573925,0.959830866807611,0.5044444444444445,0.9366666666666666,0.4955555555555556,0.06333333333333334,0.9170868148148148,0.9576996436437357,0.24866666666666667,0.66118068322279,0.6612048300952237,0.6093333333333333,0.6613255644573925,0.9170868148148148,0.4955555555555556,0.6613255644573925,0.9170868148148148,0.4955555555555556,,,
protocol_v2_textoir_v1,native_baselines_v1,stackoverflow,0.25,123,knn,frozen_minilm,known_only_conformal_alpha_0.05,True,protocol_v2_textoir_v1__stackoverflow__kir_0.25__seed_123__repr_frozen_minilm__baseline_knn,0.7547991831177672,0.974340949033392,0.616,0.9513333333333334,0.384,0.048666666666666664,0.9374659259259259,0.9718103307014082,0.208,0.620397697656488,0.6427979452333679,0.6945,0.7547991831177672,0.9374659259259259,0.384,0.7547991831177672,0.9374659259259259,0.384,,,
protocol_v2_textoir_v1,native_baselines_v1,stackoverflow,0.25,123,lof,frozen_minilm,known_only_conformal_alpha_0.05,True,protocol_v2_textoir_v1__stackoverflow__kir_0.25__seed_123__repr_frozen_minilm__baseline_lof,0.5257400257400258,0.9522144522144522,0.3631111111111111,0.9453333333333334,0.6368888888888888,0.05466666666666667,0.8515288888888889,0.930483711804742,0.49133333333333334,0.5411684521043763,0.5385970477103178,0.5015,0.5257400257400258,0.8515288888888889,0.6368888888888888,0.5257400257400258,0.8515288888888889,0.6368888888888888,,,
protocol_v2_textoir_v1,native_baselines_v1,stackoverflow,0.25,123,msp,frozen_minilm,known_only_conformal_alpha_0.05,True,protocol_v2_textoir_v1__stackoverflow__kir_0.25__seed_123__repr_frozen_minilm__baseline_msp,0.6008859019398197,0.9609184171958964,0.4371111111111111,0.9466666666666667,0.5628888888888889,0.05333333333333334,0.9121705185185186,0.9541259158891585,0.25933333333333336,0.6462566227161133,0.6386948359200644,0.5611666666666667,0.6008859019398197,0.9121705185185186,0.5628888888888889,0.6008859019398197,0.9121705185185186,0.5628888888888889,,,
protocol_v2_textoir_v1,native_baselines_v1,stackoverflow,0.5,13,energy,frozen_minilm,known_only_conformal_alpha_0.05,True,protocol_v2_textoir_v1__stackoverflow__kir_0.50__seed_13__repr_frozen_minilm__baseline_energy,0.3983614951356887,0.8587196467991169,0.25933333333333336,0.9573333333333334,0.7406666666666667,0.042666666666666665,0.8810601111111112,0.8331347968765054,0.35533333333333333,0.7283205741373756,0.6983242942281312,0.5866666666666667,0.3983614951356887,0.8810601111111112,0.7406666666666667,0.3983614951356887,0.8810601111111112,0.7406666666666667,,,
protocol_v2_textoir_v1,native_baselines_v1,stackoverflow,0.5,13,knn,frozen_minilm,known_only_conformal_alpha_0.05,True,protocol_v2_textoir_v1__stackoverflow__kir_0.50__seed_13__repr_frozen_minilm__baseline_knn,0.4776774823127592,0.8908098271155596,0.3263333333333333,0.96,0.6736666666666666,0.04,0.8819826111111111,0.8496700773377611,0.341,0.6870397195835058,0.668006788922529,0.605,0.4776774823127592,0.8819826111111111,0.6736666666666666,0.4776774823127592,0.8819826111111111,0.6736666666666666,,,
protocol_v2_textoir_v1,native_baselines_v1,stackoverflow,0.5,13,lof,frozen_minilm,known_only_conformal_alpha_0.05,True,protocol_v2_textoir_v1__stackoverflow__kir_0.50__seed_13__repr_frozen_minilm__baseline_lof,0.31312314739962277,0.8171589310829818,0.19366666666666665,0.9566666666666667,0.8063333333333333,0.043333333333333335,0.7830837222222221,0.741197352251354,0.6326666666666667,0.6551582604620522,0.6240641592745586,0.5321666666666667,0.31312314739962277,0.7830837222222221,0.8063333333333333,0.31312314739962277,0.7830837222222221,0.8063333333333333,,,
protocol_v2_textoir_v1,native_baselines_v1,stackoverflow,0.5,13,msp,frozen_minilm,known_only_conformal_alpha_0.05,True,protocol_v2_textoir_v1__stackoverflow__kir_0.50__seed_13__repr_frozen_minilm__baseline_msp,0.48083454633672973,0.8832442067736186,0.3303333333333333,0.9563333333333334,0.6696666666666666,0.043666666666666666,0.8844338888888889,0.8433184040424098,0.366,0.7458201595315954,0.7217305583320622,0.6221666666666666,0.48083454633672973,0.8844338888888889,0.6696666666666666,0.48083454633672973,0.8844338888888889,0.6696666666666666,,,
