index,dataset,kir,method,oos_f1_mean,oos_f1_std,oos_f1_count,oos_precision_mean,oos_precision_std,oos_precision_count,oos_recall_mean,oos_recall_std,oos_recall_count,known_macro_f1_mean,known_macro_f1_std,known_macro_f1_count,f1_all_mean,f1_all_std,f1_all_count,accuracy_mean,accuracy_std,accuracy_count,known_recall_mean,known_recall_std,known_recall_count,false_accept_rate_mean,false_accept_rate_std,false_accept_rate_count,false_reject_rate_mean,false_reject_rate_std,false_reject_rate_count,auroc_mean,auroc_std,auroc_count,aupr_oos_mean,aupr_oos_std,aupr_oos_count,fpr95_mean,fpr95_std,fpr95_count,heldout_intent_oos_f1_mean,heldout_intent_oos_f1_std,heldout_intent_oos_f1_count,native_oos_f1_mean,native_oos_f1_std,native_oos_f1_count
10,banking77,0.75,lof,0.37136507588682066,0.030107291573873842,5,0.6909573708756895,0.016232009322059364,5,0.2544736842105263,0.0276566302480237,5,0.831917668881412,0.0023793243299705244,5,0.8241116927289613,0.0024506434299658127,5,0.745,0.004747370578294623,5,0.9627586206896552,0.0038745181128007444,5,0.7455263157894737,0.027656630248023714,5,0.037241379310344824,0.0038745181128007297,5,0.8377869782214156,0.00562585902708918,5,0.5930981348438567,0.011199257486170486,5,0.5220689655172415,0.021638617931122216,5,0.37136507588682066,0.030107291573873842,5,,,0
11,banking77,0.75,msp,0.5965229612836549,0.026615859836030313,5,0.7097715913447017,0.011050825329513953,5,0.515,0.03473285463557145,5,0.8574434504429573,0.006282239280595294,5,0.8530210692707658,0.006527003329447693,5,0.7952597402597402,0.009293317203505175,5,0.9311206896551724,0.0031142054945152682,5,0.485,0.03473285463557141,5,0.0688793103448276,0.003114205494515252,5,0.8754419237749547,0.015671796094582947,5,0.6821952848147954,0.023298529029374942,5,0.46775862068965524,0.11002546727133618,5,0.5965229612836549,0.026615859836030313,5,,,0
12,clinc150,0.25,energy,0.8950070413559711,0.01965019085357736,5,0.9876398764980554,0.0024644452481266837,5,0.8186842105263159,0.03165439330604878,5,0.7449118749064519,0.027979485979267252,5,0.748760468917978,0.027759291848499602,5,0.8447368421052632,0.025309107822094088,5,0.9591228070175438,0.007662269404183354,5,0.1813157894736842,0.03165439330604873,5,0.04087719298245614,0.007662269404183321,5,0.964695213911973,0.007173517891675615,5,0.9900840001477492,0.0022061703009953696,5,0.17017543859649123,0.04308973365198293,5,0.8655406913488097,0.026803169435242996,5,0.9516184710530494,0.006639263173380574,5
13,clinc150,0.25,knn,0.7751904172600389,0.016514808872929755,5,0.9852833351399042,0.004884243008169467,5,0.6392543859649124,0.023297793967562697,5,0.5916906129093373,0.018344791182327156,5,0.5963957360978168,0.018218193760454467,5,0.6966315789473685,0.016829033670089488,5,0.961578947368421,0.013438527781419395,5,0.36074561403508776,0.023297793967562715,5,0.038421052631578946,0.013438527781419327,5,0.9330260080024623,0.010672221794325204,5,0.9809509473932263,0.003077044529651281,5,0.3163157894736842,0.061929451815388364,5,0.7027334939695578,0.022194546660938876,5,0.9247650384464039,0.004745067654713887,5
14,clinc150,0.25,lof,0.6777174840063731,0.10846922796400603,5,0.9818462498184439,0.002614457429931373,5,0.5258333333333334,0.12655384260047875,5,0.5554468870893101,0.06917863609141753,5,0.5585820306000041,0.0701597540738168,5,0.6058245614035087,0.10005472494587683,5,0.9617543859649123,0.007712317417660851,5,0.4741666666666666,0.12655384260047875,5,0.038245614035087715,0.0077123174176607955,5,0.9184855147737766,0.015576437356472668,5,0.9726943047748978,0.007018006116598875,5,0.3470175438596491,0.07281917040826111,5,0.631056479462891,0.1249659141369129,5,0.7756980620192536,0.07747143732654886,5
15,clinc150,0.25,msp,0.9037048556837881,0.014856335193888941,5,0.9868477481422178,0.002557571242117963,5,0.8337280701754386,0.024173292465787588,5,0.7614858367176665,0.022279518299850892,5,0.7651324782296183,0.02208297414011748,5,0.8566666666666667,0.019422645301499203,5,0.9556140350877194,0.008335641416283884,5,0.1662719298245614,0.024173292465787605,5,0.0443859649122807,0.008335641416283932,5,0.9662575023084026,0.0063032335246881056,5,0.990419761482574,0.0017480737468104576,5,0.1610526315789474,0.04172249261080115,5,0.8795540312010977,0.021563577058087247,5,0.9461359490589929,0.004566444076021258,5
16,clinc150,0.5,energy,0.8429151037679435,0.013810174126983248,5,0.9645001065998651,0.003586075852778086,5,0.7488115942028986,0.022408627977979666,5,0.8175657959204562,0.004473462153118233,5,0.8178993394447651,0.0044963216774724455,5,0.820561403508772,0.01000415426175924,5,0.9576888888888888,0.005002715312090791,5,0.25118840579710144,0.02240862797797966,5,0.04231111111111111,0.00500271531209074,5,0.9514069951690821,0.002192131543231298,5,0.9664689079617128,0.0027123191673228114,5,0.23573333333333335,0.022329961049984543,5,0.7796918807370398,0.020507564147928987,5,0.9111467851466063,0.01082916583236404,5
17,clinc150,0.5,knn,0.7394145644483034,0.030138846256317586,5,0.9560115973205241,0.002918719328110039,5,0.6036521739130435,0.04030267755503895,5,0.7173512644889878,0.01691751806833256,5,0.7176415710673998,0.016982854409402177,5,0.7167719298245614,0.02271865473585701,5,0.9574222222222222,0.00377647036199965,5,0.3963478260869565,0.04030267755503894,5,0.042577777777777784,0.003776470361999644,5,0.921179078904992,0.0059213518435926055,5,0.945231496406282,0.003960398392086565,5,0.3547555555555556,0.0436669776635801,5,0.6141659665837278,0.045983688506750164,5,0.8902013155584727,0.015807576711921477,5
18,clinc150,0.5,lof,0.6603309318126476,0.053001301608257424,5,0.9522979320394696,0.005607620372088971,5,0.5072463768115941,0.059531532490256965,5,0.6938253023013943,0.021216387532653366,5,0.6933845869002265,0.02151624972290944,5,0.6583859649122807,0.033975667066310805,5,0.9613333333333334,0.003797334997918881,5,0.49275362318840576,0.05953153249025698,5,0.03866666666666667,0.003797334997918902,5,0.9106862737520128,0.006801807296707896,5,0.9278866907728363,0.00938400313119208,5,0.3589333333333333,0.017654013638004944,5,0.5864904506504601,0.0732821857652897,5,0.7496409234278673,0.03583010255651389,5
19,clinc150,0.5,msp,0.8557878516545563,0.011808326045095668,5,0.9630197683163804,0.004367732267598473,5,0.7702608695652173,0.01985940923758062,5,0.8332755840932562,0.00949319557118227,5,0.8335717981401153,0.009479311067981356,5,0.8352982456140351,0.010844177398081392,5,0.9545777777777777,0.006169618912936514,5,0.2297391304347826,0.01985940923758057,5,0.04542222222222222,0.006169618912936536,5,0.9525042447665056,0.0024835720714899588,5,0.9670744247033278,0.002747245574871707,5,0.23804444444444445,0.030446228658179857,5,0.8036388427001843,0.02178835747109247,5,0.9049449277924989,0.009335845075736513,5
20,clinc150,0.75,energy,0.7955678296833057,0.014209040867174063,5,0.9255446851892529,0.004739953492128002,5,0.6979487179487179,0.023896112236063395,5,0.8640954226221336,0.003936490907157984,5,0.8634889837465687,0.003964549647920174,5,0.8322105263157894,0.007515859910885887,5,0.9608333333333334,0.0038781943164909317,5,0.30205128205128207,0.0238961122360634,5,0.03916666666666667,0.003878194316490932,5,0.9454128764753765,0.0015931843990587692,5,0.9252442154474835,0.002816788525523227,5,0.25571428571428567,0.021298380965369915,5,0.6462470569297122,0.025377347975992653,5,0.8700652396779684,0.004421270531791209,5
21,clinc150,0.75,knn,0.7184472740929675,0.0116221903306872,5,0.9080738658418694,0.0057059320891990365,5,0.5944444444444444,0.015015150504923814,5,0.784684543567477,0.008629578076066935,5,0.7840983730411539,0.008601972916171523,5,0.7573333333333333,0.007855066019644684,5,0.9580952380952381,0.0027065339391403745,5,0.40555555555555556,0.015015150504923807,5,0.0419047619047619,0.002706533939140394,5,0.9120517144892146,0.0039908675188907025,5,0.8788409014669248,0.011604531181499777,5,0.3960714285714285,0.024676729366393393,5,0.4754427669276523,0.024123041549010682,5,0.8500365039974389,0.011033192689563877,5
22,clinc150,0.75,lof,0.6138775664830687,0.028511580794810292,5,0.9020831157016088,0.008269323296662436,5,0.46572649572649566,0.03153631892288756,5,0.7649969492881786,0.012065008990929271,5,0.7636596096173369,0.01220687387238951,5,0.7056491228070175,0.016742854486674532,5,0.9648809523809524,0.0026868259055457806,5,0.5342735042735043,0.031536318922887586,5,0.03511904761904762,0.002686825905545801,5,0.9044742826617826,0.0035177163894792567,5,0.8505836922943448,0.009144262586862724,5,0.38916666666666666,0.025177938188592198,5,0.47747573113574715,0.04396225720788881,5,0.6897732831570466,0.018319670393040974,5
23,clinc150,0.75,msp,0.8155270754853253,0.014968404904646872,5,0.9221937795870069,0.004032768060043011,5,0.7313675213675214,0.02566700962625679,5,0.8768315386487142,0.006104721278272412,5,0.8762890212755868,0.00616040090764195,5,0.8480000000000001,0.009497695367699996,5,0.9569642857142858,0.003726779962499735,5,0.26863247863247863,0.025667009626256777,5,0.04303571428571429,0.003726779962499646,5,0.9488943833943834,0.0030695181463683096,5,0.9262512934769254,0.004115731331993792,5,0.2361904761904762,0.01959386928911237,5,0.6990896763499105,0.029567613700424853,5,0.8626622576824712,0.008494859690187834,5
24,stackoverflow,0.25,energy,0.676154072959049,0.0508316582346643,5,0.9698689679637343,0.00610507775824364,5,0.5208444444444444,0.059411808278851154,5,0.6386811434418045,0.020402236953047836,5,0.6449266316946786,0.020931816582949146,5,0.6227,0.04539753419637582,5,0.9516,0.010388027296417326,5,0.4791555555555556,0.05941180827885114,5,0.0484,0.010388027296417314,5,0.9289031111111111,0.008664989882109777,5,0.9636609090235477,0.0038898263167037902,5,0.21413333333333334,0.024986218423585255,5,0.676154072959049,0.0508316582346643,5,,,0
25,stackoverflow,0.25,knn,0.799680397602021,0.051746219626872945,5,0.9762238717735754,0.0020215890771721006,5,0.6799111111111111,0.07473254369028096,5,0.6406241993053762,0.04824720581374615,5,0.6671335656881503,0.0482192211655333,5,0.7365333333333333,0.05425766714893332,5,0.9502666666666666,0.007127411872482152,5,0.32008888888888887,0.07473254369028098,5,0.04973333333333333,0.007127411872482184,5,0.942737274074074,0.008668157337835426,5,0.9755705682279132,0.0044684622917593305,5,0.22599999999999998,0.03428961618008838,5,0.799680397602021,0.051746219626872945,5,,,0
26,stackoverflow,0.25,lof,0.5261749629922898,0.09659158483289954,5,0.9567353054922509,0.01113698773405819,5,0.36719999999999997,0.08593302014137105,5,0.5162610063833686,0.046086249239483616,5,0.5179133324848555,0.05289470092859241,5,0.5004333333333333,0.06461666881609492,5,0.9524000000000001,0.006775773838544987,5,0.6327999999999999,0.08593302014137108,5,0.047599999999999996,0.0067757738385450204,5,0.8587152148148147,0.029927959428096132,5,0.9351660595461231,0.01559998320431639,5,0.4921333333333333,0.05828359784517237,5,0.5261749629922898,0.09659158483289954,5,,,0
27,stackoverflow,0.25,msp,0.6051833850499536,0.0637022576579973,5,0.96840168212556,0.005994586773114728,5,0.44253333333333333,0.06613353494592926,5,0.6205663637129901,0.030895740306806096,5,0.6180025339358174,0.027850397281165288,5,0.5654333333333333,0.05144017560882414,5,0.9570666666666666,0.008361286450727014,5,0.5574666666666668,0.06613353494592925,5,0.04293333333333334,0.008361286450727015,5,0.9228120592592592,0.009103736814935376,5,0.9605103661680522,0.004972303023231839,5,0.22880000000000003,0.023783280775461674,5,0.6051833850499536,0.0637022576579973,5,,,0
28,stackoverflow,0.5,energy,0.470807959639881,0.07392291725977333,5,0.876913595312033,0.029978884263481914,5,0.3238,0.06587471273392984,5,0.7298491644703586,0.015049690712869983,5,0.7062999640312243,0.01923211656582876,5,0.6183333333333334,0.03491358379389509,5,0.9561333333333334,0.005718391382198325,5,0.6762,0.06587471273392986,5,0.043866666666666665,0.00571839138219832,5,0.8877330444444445,0.018083122540775206,5,0.8482697902737062,0.02781089180098298,5,0.34086666666666665,0.06120938562744189,5,0.470807959639881,0.07392291725977333,5,,,0
29,stackoverflow,0.5,knn,0.6133428843335412,0.0968139652396932,5,0.8997463207000868,0.01595644535884995,5,0.4711333333333333,0.10491864573192997,5,0.7079849636373428,0.037283779772108235,5,0.699381138246088,0.04131936596490454,5,0.6675666666666666,0.055280295866711064,5,0.9486666666666667,0.007982620009885366,5,0.5288666666666667,0.10491864573192992,5,0.05133333333333333,0.007982620009885363,5,0.8944077444444444,0.01708187966812481,5,0.8740002838237245,0.024514513959286117,5,0.3566666666666667,0.03627671429443412,5,0.6133428843335412,0.0968139652396932,5,,,0
30,stackoverflow,0.5,lof,0.34762740077758314,0.024111261035675135,5,0.8324129062897393,0.012294225563713037,5,0.21986666666666665,0.01837359216073136,5,0.6486551332800344,0.021429566352079255,5,0.6212889757798117,0.018941268356277928,5,0.5387333333333333,0.012812537262818448,5,0.9559333333333333,0.001534781924429528,5,0.7801333333333333,0.018373592160731398,5,0.044066666666666664,0.0015347819244295117,5,0.8024769222222222,0.020131330366265944,5,0.7651328371716677,0.01843654442986459,5,0.6192,0.07685831119664288,5,0.34762740077758314,0.024111261035675135,5,,,0
31,stackoverflow,0.5,msp,0.534809719243383,0.07155316680534672,5,0.8883194295663428,0.021009655489891768,5,0.385,0.0726280478419552,5,0.7485263799412124,0.01771409416619703,5,0.729097592605046,0.02173767585328207,5,0.6498333333333333,0.03929023062062913,5,0.9528000000000001,0.004425933674253264,5,0.615,0.07262804784195522,5,0.047200000000000006,0.004425933674253255,5,0.8888658222222222,0.02129017646341167,5,0.854119542192888,0.026558119248527523,5,0.3529333333333333,0.07091011524771655,5,0.534809719243383,0.07155316680534672,5,,,0
32,stackoverflow,0.75,energy,0.3428568638453588,0.07644265256273856,5,0.6373440470744898,0.06167442917866219,5,0.236,0.06493586579592718,5,0.8167078774781554,0.01067490734799452,5,0.7870921891261057,0.01328066278270101,5,0.7263333333333334,0.016578935765335236,5,0.9568,0.0017398737005389602,5,0.764,0.0649358657959272,5,0.0432,0.0017398737005389674,5,0.8637345777777778,0.024882948522924563,5,0.5980980266843038,0.046463072068152,5,0.38693333333333335,0.09886621462897087,5,0.3428568638453588,0.07644265256273856,5,,,0
33,stackoverflow,0.75,knn,0.47959036192189036,0.08941465785833388,5,0.6973639894423354,0.047558342440395994,5,0.36879999999999996,0.09303332736175782,5,0.7511434723935109,0.01631609003023976,5,0.7341714029890346,0.01642803032563778,5,0.6985333333333333,0.020867771536244313,5,0.9483555555555556,0.001495672770707853,5,0.6312,0.0930333273617578,5,0.05164444444444445,0.0014956727707078998,5,0.8589655555555555,0.01593353175212644,5,0.6365759360659184,0.062212249314142466,5,0.45533333333333337,0.03330257840460798,5,0.47959036192189036,0.08941465785833388,5,,,0
34,stackoverflow,0.75,lof,0.3238334087911623,0.14107218085167206,5,0.5795653670406482,0.170541490541909,5,0.22773333333333334,0.10572774260124705,5,0.7272060342025768,0.016086625687701604,5,0.7019952451143634,0.016927764117510544,5,0.6555,0.021975681003226177,5,0.954,0.00379733499791889,5,0.7722666666666667,0.10572774260124705,5,0.046,0.0037973349979189036,5,0.798524237037037,0.0588757706497147,5,0.524109223606277,0.09425438064814055,5,0.6108888888888889,0.06571487232312363,5,0.3238334087911623,0.14107218085167206,5,,,0
35,stackoverflow,0.75,msp,0.4161204887517168,0.0349631980305829,5,0.6808295545074878,0.026859427578796048,5,0.3,0.031562988170042175,5,0.8270497892382046,0.008575425928047064,5,0.8013667079577992,0.008647811681281238,5,0.7436666666666667,0.008637772346566625,5,0.9533777777777779,0.002456535752077409,5,0.7,0.031562988170042154,5,0.04662222222222222,0.002456535752077417,5,0.8649353185185185,0.01837766381847722,5,0.6226007387129648,0.02901893353464273,5,0.41493333333333327,0.08989395673119592,5,0.4161204887517168,0.0349631980305829,5,,,0
