dataset,kir,method,metric,n_seeds,mean_trainable_minus_baseline,ci95_low,ci95_high,wins,ties,losses,bootstrap_seed,bootstrap_samples
banking77,0.5,lof,aupr_oos,5,0.04700528122570733,0.03944326411804291,0.05549403020657691,5,0,0,20260725,10000
banking77,0.5,msp,oos_f1,5,0.18126312666718764,0.16558528046163923,0.2005594978377554,5,0,0,20260725,10000
banking77,0.5,msp,f1_all,5,0.048481093675746934,0.04079559121909415,0.058029013096055994,5,0,0,20260725,10000
banking77,0.5,msp,known_recall,5,-0.11499999999999999,-0.12223684210526316,-0.10907894736842103,0,0,5,20260725,10000
banking77,0.5,msp,false_accept_rate,5,-0.3261538461538461,-0.35589743589743594,-0.3021794871794872,0,0,5,20260725,10000
banking77,0.5,msp,auroc,5,0.016225624156545205,0.005093792172739442,0.026275303643724723,4,0,1,20260725,10000
banking77,0.5,msp,aupr_oos,5,0.015451428182400728,0.006111242562227837,0.023013296417886166,4,0,1,20260725,10000
banking77,0.75,energy,oos_f1,5,0.20259553153503554,0.17694489737318214,0.22003493614747308,5,0,0,20260725,10000
banking77,0.75,energy,f1_all,5,0.014974184863126072,0.009833858859600707,0.020114510866651437,5,0,0,20260725,10000
banking77,0.75,energy,known_recall,5,-0.10879310344827584,-0.11767241379310342,-0.09844827586206892,0,0,5,20260725,10000
banking77,0.75,energy,false_accept_rate,5,-0.41763157894736846,-0.4344736842105264,-0.3960526315789474,0,0,5,20260725,10000
banking77,0.75,energy,auroc,5,0.05906658348457346,0.044199863883847446,0.0766989564428312,5,0,0,20260725,10000
banking77,0.75,energy,aupr_oos,5,0.08813650535323872,0.07343844214238733,0.10405085116090604,5,0,0,20260725,10000
banking77,0.75,knn,oos_f1,5,0.19473248227797454,0.157896448189562,0.21991845013565053,5,0,0,20260725,10000
banking77,0.75,knn,f1_all,5,0.01189096134934937,0.0026568387123231617,0.02112508398637558,5,0,0,20260725,10000
banking77,0.75,knn,known_recall,5,-0.11310344827586202,-0.11733189655172406,-0.10896551724137926,0,0,5,20260725,10000
banking77,0.75,knn,false_accept_rate,5,-0.4147368421052632,-0.4536842105263158,-0.3697368421052632,0,0,5,20260725,10000
