epoch,train_loss,validation_known_f1
1,0.16248019721548437,0.9712639207552184
2,0.11877255047024307,0.9759598149399026
3,0.08596938239189528,0.9826234233624748
4,0.06643991825818005,0.9820370906736252
5,0.05198416334845252,0.9826180837193167
6,0.0411168037582252,0.9825812624604157
7,0.03519590353687941,0.9825483252079664
8,0.030368624981177057,0.982592380245782
9,0.025879826238852436,0.9846265682799701
