epoch,train_loss,validation_known_f1
1,0.21259273354496275,0.9495907981096944
2,0.15354864137513297,0.9624274445272941
3,0.10937046297958919,0.9659594434602405
4,0.08603562518954277,0.9654263905323435
5,0.06849952472107751,0.9671906369237206
6,0.057761166095733646,0.9682077870865299
7,0.05002360342868737,0.9667174955254991
8,0.042420695434723585,0.9681271524776035
9,0.039147189695920265,0.9700302669749827
