epoch,train_loss,validation_known_f1
1,0.15898710703950816,0.9609612415249935
2,0.12022847821146755,0.9725678555995897
3,0.09049376378120003,0.9739628296056035
4,0.06896633967378382,0.9706071641679607
5,0.0554620362186836,0.9698130779149974
6,0.04693495469578242,0.9712942858020328
7,0.03699939221270004,0.9732680804923691
8,0.033844693705944694,0.971903483885154
9,0.030084135768524672,0.9699803713616294
