epoch,train_loss,validation_known_f1
1,0.2116017255612782,0.948376589390752
2,0.15275534344570976,0.964352209655707
3,0.1115049161868436,0.9713245255373142
4,0.08675391463296754,0.972264210786144
5,0.07163891155804906,0.9744685019705346
6,0.058152173310518265,0.9756316565178845
7,0.05034084174249853,0.9766518893791619
8,0.0439350716237511,0.9744072799928816
9,0.04065652986722333,0.976315185403446
