epoch,train_loss,validation_known_f1
1,0.19399617748601097,0.9509195467800929
2,0.1468287677850042,0.9624016132969894
3,0.10564536501254354,0.9659035982686637
4,0.08377797541873795,0.9677171844502928
5,0.06660385070102555,0.9703205558806168
6,0.05618406742811203,0.9684380056531988
7,0.049072491505316326,0.9685101685578675
8,0.04171350408877645,0.9711005733909703
9,0.03512761734426022,0.9702090213100395
