epoch,train_loss,validation_known_f1
1,0.1539755394776999,0.9588999756923452
2,0.11575432967836574,0.9665228672231609
3,0.08102625179088722,0.9671981683866928
4,0.06304563073662378,0.9685690092027971
5,0.050150770046827144,0.9679613243542474
6,0.043195485674097374,0.9678667144340083
7,0.03678131000912291,0.9688019036309928
8,0.031419885897282826,0.9686141623337792
9,0.02762392089086569,0.9690365935519154
