dataset,kir,method,state,count_mean,count_std,rate_all_mean,rate_all_std,rate_known_mean,rate_oos_mean,n_seeds
clinc150,0.75,ADB,known_rejected,284.4,5.727128425310543,0.04989473684210526,0.0010047593728615004,0.08464285714285714,,5
clinc150,0.75,ADB,known_wrong,62.4,13.049904214207857,0.010947368421052631,0.002289456879685589,0.018571428571428572,,5
clinc150,0.75,ADB,oos_correct_rejected,1930.8,53.88135113376427,0.3387368421052631,0.009452868619958641,,0.8251282051282051,5
clinc150,0.75,ADB,oos_false_accept,409.2,53.88135113376428,0.07178947368421053,0.009452868619958648,,0.17487179487179488,5
clinc150,0.75,Trainable-K1,known_correct,2488.4,33.29113996245847,0.43656140350877193,0.005840550870606768,0.7405952380952381,,5
clinc150,0.75,Trainable-K1,known_rejected,836.0,29.12902332725903,0.14666666666666667,0.005110354969694553,0.2488095238095238,,5
clinc150,0.75,Trainable-K1,known_wrong,35.6,11.058933040759403,0.006245614035087719,0.0019401636913612987,0.010595238095238095,,5
clinc150,0.75,Trainable-K1,oos_correct_rejected,2246.0,9.300537618869138,0.39403508771929824,0.0016316732664682805,,0.9598290598290597,5
clinc150,0.75,Trainable-K1,oos_false_accept,94.0,9.300537618869138,0.01649122807017544,0.0016316732664682695,,0.040170940170940174,5
stackoverflow,0.25,ADB,known_correct,1246.2,31.027407239406884,0.2077,0.00517123453990116,0.8308,,5
stackoverflow,0.25,ADB,known_rejected,247.2,29.693433617552554,0.0412,0.004948905602925427,0.1648,,5
stackoverflow,0.25,ADB,known_wrong,6.6,1.816590212458495,0.0011,0.00030276503540974917,0.0044,,5
stackoverflow,0.25,ADB,oos_correct_rejected,4138.6,123.21241820530906,0.6897666666666666,0.020535403034218132,,0.9196888888888889,5
stackoverflow,0.25,ADB,oos_false_accept,361.4,123.21241820530916,0.060233333333333326,0.02053540303421819,,0.08031111111111111,5
stackoverflow,0.25,Trainable-K1,known_correct,1256.0,9.565563234854515,0.20933333333333332,0.0015942605391424099,0.8373333333333333,,5
stackoverflow,0.25,Trainable-K1,known_rejected,235.6,8.848728722251577,0.039266666666666665,0.0014747881203752606,0.15706666666666666,,5
stackoverflow,0.25,Trainable-K1,known_wrong,8.4,4.560701700396552,0.0014,0.0007601169500660921,0.0056,,5
stackoverflow,0.25,Trainable-K1,oos_correct_rejected,4326.8,96.26110325567643,0.7211333333333333,0.016043517209279424,,0.961511111111111,5
stackoverflow,0.25,Trainable-K1,oos_false_accept,173.2,96.26110325567643,0.02886666666666667,0.016043517209279406,,0.03848888888888889,5
stackoverflow,0.5,ADB,known_correct,2425.8,41.829415487190325,0.4043,0.006971569247865054,0.8086,,5
stackoverflow,0.5,ADB,known_rejected,558.8,39.97123966053591,0.09313333333333333,0.006661873276755983,0.18626666666666666,,5
stackoverflow,0.5,ADB,known_wrong,15.4,2.701851217221259,0.0025666666666666667,0.0004503085362035434,0.0051333333333333335,,5
stackoverflow,0.5,ADB,oos_correct_rejected,2752.0,54.101755978895916,0.4586666666666666,0.009016959329815983,,0.9173333333333332,5
stackoverflow,0.5,ADB,oos_false_accept,248.0,54.101755978895916,0.04133333333333333,0.009016959329815985,,0.08266666666666667,5
stackoverflow,0.5,Trainable-K1,known_correct,2489.0,15.652475842498532,0.41483333333333333,0.002608745973749763,0.8296666666666667,,5
stackoverflow,0.5,Trainable-K1,known_rejected,483.2,10.709808588392232,0.08053333333333333,0.001784968098065371,0.16106666666666666,,5
stackoverflow,0.5,Trainable-K1,known_wrong,27.8,9.093954035511725,0.004633333333333334,0.0015156590059186208,0.009266666666666668,,5
stackoverflow,0.5,Trainable-K1,oos_correct_rejected,2719.8,97.83506528847418,0.45330000000000004,0.01630584421474569,,0.9066000000000001,5
stackoverflow,0.5,Trainable-K1,oos_false_accept,280.2,97.83506528847415,0.046700000000000005,0.016305844214745693,,0.09340000000000001,5
