dataset,kir,method,method_label,intent,known_count_mean,known_false_reject_rate_mean,oos_false_accept_rate_mean,trainable_known_fr,trainable_oos_fa,delta_known_fr_vs_trainable,delta_oos_fa_vs_trainable
banking77,0.5,mogb_minilm,MOGB-MiniLM,top_up_by_bank_transfer_charge,40.0,0.7749999999999999,0.0012820512820512,0.1875,0.0041666666666666,0.5874999999999999,-0.0028846153846153995
banking77,0.5,mogb_minilm,MOGB-MiniLM,top_up_by_card_charge,40.0,0.75,0.0,0.0875,0.0006410256410256,0.6625,-0.0006410256410256
banking77,0.5,mogb_minilm,MOGB-MiniLM,top_up_by_cash_or_cheque,40.0,0.725,0.0,0.15,0.0009615384615384,0.575,-0.0009615384615384
banking77,0.5,mogb_minilm,MOGB-MiniLM,top_up_failed,40.0,0.575,0.0006410256410256,0.15,0.0121794871794871,0.42499999999999993,-0.0115384615384615
banking77,0.5,mogb_minilm,MOGB-MiniLM,top_up_limits,40.0,0.425,0.0006410256410256,0.15,0.0019230769230769,0.275,-0.0012820512820513
banking77,0.5,mogb_minilm,MOGB-MiniLM,top_up_reverted,40.0,0.6499999999999999,0.0048076923076923,0.175,0.0256410256410256,0.4749999999999999,-0.020833333333333297
banking77,0.5,mogb_minilm,MOGB-MiniLM,topping_up_by_card,40.0,0.88125,0.0003205128205128,0.25625,0.0163461538461538,0.625,-0.016025641025641
banking77,0.5,mogb_minilm,MOGB-MiniLM,transaction_charged_twice,40.0,0.75,0.0,0.125,0.0003205128205128,0.625,-0.0003205128205128
banking77,0.5,mogb_minilm,MOGB-MiniLM,transfer_fee_charged,40.0,0.66875,0.0,0.11875,0.0032051282051282,0.5499999999999999,-0.0032051282051282
banking77,0.5,mogb_minilm,MOGB-MiniLM,transfer_into_account,40.0,0.6083333333333333,0.0,0.2416666666666667,0.0012820512820512,0.3666666666666666,-0.0012820512820512
banking77,0.5,mogb_minilm,MOGB-MiniLM,transfer_not_received_by_recipient,40.0,0.95,0.0,0.225,0.0269230769230769,0.725,-0.0269230769230769
banking77,0.5,mogb_minilm,MOGB-MiniLM,transfer_timing,40.0,0.7625,0.0,0.25,0.0054487179487179,0.5125,-0.0054487179487179
banking77,0.5,mogb_minilm,MOGB-MiniLM,unable_to_verify_identity,40.0,0.65,0.0006410256410256,0.2166666666666666,0.0061965811965811,0.43333333333333346,-0.0055555555555555
banking77,0.5,mogb_minilm,MOGB-MiniLM,verify_my_identity,40.0,0.55,0.0,0.13125,0.0036858974358974,0.41875000000000007,-0.0036858974358974
banking77,0.5,mogb_minilm,MOGB-MiniLM,verify_source_of_funds,40.0,0.525,0.0,0.04375,0.0,0.48125,0.0
banking77,0.5,mogb_minilm,MOGB-MiniLM,verify_top_up,40.0,0.4375,0.0,0.05,0.0,0.3875,0.0
banking77,0.5,mogb_minilm,MOGB-MiniLM,virtual_card_not_working,40.0,0.6416666666666667,0.0,0.3,0.0027777777777777,0.34166666666666673,-0.0027777777777777
banking77,0.5,mogb_minilm,MOGB-MiniLM,visa_or_mastercard,40.0,0.5125,0.0,0.23125,0.0,0.28124999999999994,0.0
banking77,0.5,mogb_minilm,MOGB-MiniLM,why_verify_identity,40.0,0.5666666666666667,0.0006410256410256,0.0499999999999999,0.0155982905982905,0.5166666666666667,-0.014957264957264899
banking77,0.5,mogb_minilm,MOGB-MiniLM,wrong_amount_of_cash_received,40.0,0.5875,0.0025641025641025,0.1875,0.0157051282051282,0.4,-0.013141025641025702
banking77,0.5,mogb_minilm,MOGB-MiniLM,wrong_exchange_rate_for_cash_withdrawal,40.0,0.76,0.0007692307692307,0.215,0.0024358974358974,0.545,-0.0016666666666667
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,Refund_not_showing_up,40.0,0.1625,0.0064102564102564,0.10625,0.0051282051282051,0.05625000000000001,0.0012820512820513
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,activate_my_card,40.0,0.2125,0.0,0.15,0.0,0.0625,0.0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,age_limit,40.0,0.175,0.0,0.15,0.0,0.024999999999999994,0.0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,apple_pay_or_google_pay,40.0,0.4375,0.0,0.125,0.0,0.3125,0.0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,atm_support,40.0,0.375,0.0,0.13125,0.0,0.24375,0.0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,automatic_top_up,40.0,0.3916666666666666,0.0,0.15,0.0002136752136752,0.2416666666666666,-0.0002136752136752
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,balance_not_updated_after_bank_transfer,40.0,0.7375,0.0016025641025641,0.0625,0.019551282051282,0.675,-0.0179487179487179
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,balance_not_updated_after_cheque_or_cash_deposit,40.0,0.45,0.0,0.2125,0.0,0.23750000000000002,0.0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,beneficiary_not_allowed,40.0,0.5625,0.0041666666666666,0.2625,0.0124999999999999,0.3,-0.0083333333333333
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,cancel_transfer,40.0,0.35,0.0002136752136752,0.1833333333333333,0.0002136752136752,0.16666666666666669,0.0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,card_about_to_expire,40.0,0.4,0.0,0.0875,0.0,0.3125,0.0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,card_acceptance,40.0,0.675,0.0,0.25,0.0044871794871794,0.42500000000000004,-0.0044871794871794
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,card_arrival,40.0,0.525,0.0012820512820512,0.1083333333333333,0.0042735042735042,0.41666666666666674,-0.002991452991453
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,card_delivery_estimate,40.0,0.6499999999999999,0.0019230769230769,0.2,0.0057692307692307,0.4499999999999999,-0.0038461538461538004
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,card_linking,40.0,0.4625,0.0,0.2125,0.0019230769230769,0.25,-0.0019230769230769
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,card_not_working,40.0,0.375,0.0,0.05,0.0038461538461538,0.325,-0.0038461538461538
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,card_payment_fee_charged,40.0,0.5499999999999999,0.0,0.1666666666666666,0.0021367521367521,0.3833333333333333,-0.0021367521367521
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,card_payment_not_recognised,40.0,0.85,0.0004273504273504,0.25,0.0044871794871794,0.6,-0.004059829059829
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,card_payment_wrong_exchange_rate,40.0,0.49375,0.0,0.09375,0.0,0.4,0.0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,card_swallowed,40.0,0.5,0.0,0.225,0.0003205128205128,0.275,-0.0003205128205128
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,cash_withdrawal_charge,40.0,0.3375,0.0,0.1125,0.0,0.22500000000000003,0.0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,cash_withdrawal_not_recognised,40.0,0.65,0.0006410256410256,0.15,0.016025641025641,0.5,-0.0153846153846154
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,change_pin,40.0,0.2416666666666666,0.0,0.1666666666666666,0.0,0.07500000000000001,0.0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,compromised_card,40.0,0.7666666666666666,0.0004273504273504,0.4166666666666667,0.0083333333333333,0.3499999999999999,-0.0079059829059829
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,contactless_not_working,40.0,0.575,0.0,0.2125,0.0003205128205128,0.36249999999999993,-0.0003205128205128
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,country_support,40.0,0.425,0.0,0.25,0.0016025641025641,0.175,-0.0016025641025641
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,declined_card_payment,40.0,0.55,0.0003205128205128,0.1375,0.0060897435897435,0.41250000000000003,-0.005769230769230699
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,declined_cash_withdrawal,40.0,0.5874999999999999,0.0003205128205128,0.1124999999999999,0.0118589743589743,0.475,-0.0115384615384615
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,declined_transfer,40.0,0.4166666666666667,0.0006410256410256,0.2833333333333333,0.0128205128205128,0.13333333333333336,-0.012179487179487199
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,direct_debit_payment_not_recognised,40.0,0.5333333333333333,0.0,0.2583333333333333,0.0008547008547008,0.275,-0.0008547008547008
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,disposable_card_limits,40.0,0.275,0.0022435897435897,0.2125,0.0025641025641025,0.06250000000000003,-0.00032051282051279986
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,edit_personal_details,40.0,0.3,0.0,0.1583333333333333,0.0,0.1416666666666667,0.0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,exchange_charge,40.0,0.425,0.0,0.15,0.0,0.275,0.0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,exchange_rate,40.0,0.425,0.0006410256410256,0.10625,0.0009615384615384,0.31875,-0.00032051282051279997
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,exchange_via_app,40.0,0.5125,0.0006410256410256,0.3,0.0028846153846153,0.21249999999999997,-0.0022435897435897
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,extra_charge_on_statement,40.0,0.65,0.0,0.25,0.0032051282051282,0.4,-0.0032051282051282
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,failed_transfer,40.0,0.275,0.0006410256410256,0.15,0.0032051282051282,0.12500000000000003,-0.0025641025641025997
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,fiat_currency_support,40.0,0.58125,0.0011217948717948,0.1875,0.0115384615384615,0.39375000000000004,-0.010416666666666699
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,get_disposable_virtual_card,40.0,0.35,0.0004273504273504,0.2083333333333333,0.0021367521367521,0.1416666666666667,-0.0017094017094017
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,get_physical_card,40.0,0.575,0.0006410256410256,0.15,0.0038461538461538,0.42499999999999993,-0.0032051282051282
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,getting_spare_card,40.0,0.5625,0.0,0.2,0.0,0.3625,0.0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,getting_virtual_card,40.0,0.375,0.0,0.1624999999999999,0.0003205128205128,0.2125000000000001,-0.0003205128205128
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,lost_or_stolen_card,40.0,0.6875,0.0,0.225,0.0032051282051282,0.4625,-0.0032051282051282
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,lost_or_stolen_phone,40.0,0.5750000000000001,0.0,0.2833333333333333,0.0,0.29166666666666674,0.0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,order_physical_card,40.0,0.75,0.0,0.0666666666666666,0.0023504273504273,0.6833333333333333,-0.0023504273504273
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,passcode_forgotten,40.0,0.25,0.0,0.1166666666666666,0.0,0.13333333333333341,0.0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,pending_card_payment,40.0,0.5125,0.0,0.2625,0.0,0.24999999999999994,0.0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,pending_cash_withdrawal,40.0,0.44375,0.0003205128205128,0.24375,0.0014423076923076,0.19999999999999998,-0.0011217948717948
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,pending_transfer,40.0,0.51875,0.0014423076923076,0.125,0.007051282051282,0.39375000000000004,-0.0056089743589744
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,pin_blocked,40.0,0.525,0.0,0.275,0.0009615384615384,0.25,-0.0009615384615384
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,receiving_money,40.0,0.5833333333333334,0.0,0.1749999999999999,0.0053418803418803,0.40833333333333344,-0.0053418803418803
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,reverted_card_payment?,40.0,0.5333333333333333,0.0017094017094017,0.1666666666666666,0.0085470085470085,0.3666666666666667,-0.0068376068376067994
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,supported_cards_and_currencies,40.0,0.925,0.0,0.175,0.0051282051282051,0.75,-0.0051282051282051
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,terminate_account,40.0,0.225,0.0,0.175,0.0,0.05000000000000002,0.0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,top_up_by_bank_transfer_charge,40.0,0.65,0.0022435897435897,0.1875,0.0041666666666666,0.4625,-0.0019230769230768998
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,top_up_by_card_charge,40.0,0.5625,0.0,0.0875,0.0006410256410256,0.475,-0.0006410256410256
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,top_up_by_cash_or_cheque,40.0,0.6,0.0,0.15,0.0009615384615384,0.44999999999999996,-0.0009615384615384
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,top_up_failed,40.0,0.425,0.0032051282051282,0.15,0.0121794871794871,0.275,-0.0089743589743589
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,top_up_limits,40.0,0.2,0.0019230769230769,0.15,0.0019230769230769,0.05000000000000002,0.0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,top_up_reverted,40.0,0.4,0.0169871794871794,0.175,0.0256410256410256,0.22500000000000003,-0.0086538461538462
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,topping_up_by_card,40.0,0.83125,0.0003205128205128,0.25625,0.0163461538461538,0.5750000000000001,-0.016025641025641
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,transaction_charged_twice,40.0,0.5125,0.0,0.125,0.0003205128205128,0.38749999999999996,-0.0003205128205128
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,transfer_fee_charged,40.0,0.4875,0.0,0.11875,0.0032051282051282,0.36875,-0.0032051282051282
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,transfer_into_account,40.0,0.475,0.0,0.2416666666666667,0.0012820512820512,0.23333333333333328,-0.0012820512820512
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,transfer_not_received_by_recipient,40.0,0.925,0.0,0.225,0.0269230769230769,0.7000000000000001,-0.0269230769230769
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,transfer_timing,40.0,0.6,0.0003205128205128,0.25,0.0054487179487179,0.35,-0.0051282051282051
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,unable_to_verify_identity,40.0,0.4666666666666667,0.001068376068376,0.2166666666666666,0.0061965811965811,0.2500000000000001,-0.0051282051282051
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,verify_my_identity,40.0,0.3,0.0012820512820512,0.13125,0.0036858974358974,0.16874999999999998,-0.0024038461538462
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,verify_source_of_funds,40.0,0.23125,0.0,0.04375,0.0,0.1875,0.0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,verify_top_up,40.0,0.175,0.0,0.05,0.0,0.12499999999999999,0.0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,virtual_card_not_working,40.0,0.4583333333333333,0.0004273504273504,0.3,0.0027777777777777,0.15833333333333333,-0.0023504273504273
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,visa_or_mastercard,40.0,0.325,0.0,0.23125,0.0,0.09375,0.0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,why_verify_identity,40.0,0.3,0.0051282051282051,0.0499999999999999,0.0155982905982905,0.2500000000000001,-0.0104700854700854
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,wrong_amount_of_cash_received,40.0,0.45,0.0054487179487179,0.1875,0.0157051282051282,0.2625,-0.010256410256410302
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,wrong_exchange_rate_for_cash_withdrawal,40.0,0.58,0.0019230769230769,0.215,0.0024358974358974,0.365,-0.0005128205128205
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,Refund_not_showing_up,40.0,0.4,0.0019230769230769,0.10625,0.0051282051282051,0.29375,-0.0032051282051282
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,activate_my_card,40.0,0.3,0.0,0.15,0.0,0.15,0.0
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,age_limit,40.0,0.425,0.0,0.15,0.0,0.275,0.0
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,apple_pay_or_google_pay,40.0,0.375,0.0,0.125,0.0,0.25,0.0
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,atm_support,40.0,0.35,0.0,0.13125,0.0,0.21874999999999997,0.0
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,automatic_top_up,40.0,0.6,0.0,0.15,0.0002136752136752,0.44999999999999996,-0.0002136752136752
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,balance_not_updated_after_bank_transfer,40.0,0.375,0.0032051282051282,0.0625,0.019551282051282,0.3125,-0.0163461538461538
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,balance_not_updated_after_cheque_or_cash_deposit,40.0,0.55,0.0,0.2125,0.0,0.3375,0.0
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,beneficiary_not_allowed,40.0,0.375,0.0092948717948717,0.2625,0.0124999999999999,0.11249999999999999,-0.0032051282051282007
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,cancel_transfer,40.0,0.4000000000000001,0.0,0.1833333333333333,0.0002136752136752,0.21666666666666679,-0.0002136752136752
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,card_about_to_expire,40.0,0.45,0.0,0.0875,0.0,0.36250000000000004,0.0
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,card_acceptance,40.0,0.475,0.0,0.25,0.0044871794871794,0.22499999999999998,-0.0044871794871794
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,card_arrival,40.0,0.4666666666666666,0.0006410256410256,0.1083333333333333,0.0042735042735042,0.35833333333333334,-0.0036324786324786
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,card_delivery_estimate,40.0,0.575,0.0022435897435897,0.2,0.0057692307692307,0.37499999999999994,-0.003525641025641
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,card_linking,40.0,0.475,0.0012820512820512,0.2125,0.0019230769230769,0.26249999999999996,-0.0006410256410256999
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,card_not_working,40.0,0.425,0.0032051282051282,0.05,0.0038461538461538,0.375,-0.0006410256410256002
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,card_payment_fee_charged,40.0,0.55,0.0021367521367521,0.1666666666666666,0.0021367521367521,0.3833333333333334,0.0
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,card_payment_not_recognised,40.0,0.4666666666666666,0.004059829059829,0.25,0.0044871794871794,0.21666666666666662,-0.0004273504273503998
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,card_payment_wrong_exchange_rate,40.0,0.45,0.0,0.09375,0.0,0.35625,0.0
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,card_swallowed,40.0,0.55,0.0,0.225,0.0003205128205128,0.32500000000000007,-0.0003205128205128
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,cash_withdrawal_charge,40.0,0.5,0.0,0.1125,0.0,0.3875,0.0
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,cash_withdrawal_not_recognised,40.0,0.575,0.0,0.15,0.016025641025641,0.42499999999999993,-0.016025641025641
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,change_pin,40.0,0.55,0.0,0.1666666666666666,0.0,0.3833333333333334,0.0
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,compromised_card,40.0,0.6750000000000002,0.0053418803418803,0.4166666666666667,0.0083333333333333,0.25833333333333347,-0.002991452991453
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,contactless_not_working,40.0,0.575,0.0041666666666666,0.2125,0.0003205128205128,0.36249999999999993,0.0038461538461538
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,country_support,40.0,0.35,0.0,0.25,0.0016025641025641,0.09999999999999998,-0.0016025641025641
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,declined_card_payment,40.0,0.4875,0.0003205128205128,0.1375,0.0060897435897435,0.35,-0.005769230769230699
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,declined_cash_withdrawal,40.0,0.5,0.0016025641025641,0.1124999999999999,0.0118589743589743,0.38750000000000007,-0.0102564102564102
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,declined_transfer,40.0,0.35,0.0012820512820512,0.2833333333333333,0.0128205128205128,0.06666666666666665,-0.0115384615384616
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,direct_debit_payment_not_recognised,40.0,0.425,0.0029914529914529,0.2583333333333333,0.0008547008547008,0.16666666666666669,0.0021367521367521
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,disposable_card_limits,40.0,0.5,0.0003205128205128,0.2125,0.0025641025641025,0.2875,-0.0022435897435897
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,edit_personal_details,40.0,0.6,0.0,0.1583333333333333,0.0,0.44166666666666665,0.0
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,exchange_charge,40.0,0.35,0.0,0.15,0.0,0.19999999999999998,0.0
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,exchange_rate,40.0,0.425,0.0006410256410256,0.10625,0.0009615384615384,0.31875,-0.00032051282051279997
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,exchange_via_app,40.0,0.425,0.0006410256410256,0.3,0.0028846153846153,0.125,-0.0022435897435897
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,extra_charge_on_statement,40.0,0.5625,0.0009615384615384,0.25,0.0032051282051282,0.3125,-0.0022435897435898
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,failed_transfer,40.0,0.35,0.0006410256410256,0.15,0.0032051282051282,0.19999999999999998,-0.0025641025641025997
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,fiat_currency_support,40.0,0.5375000000000001,0.0016025641025641,0.1875,0.0115384615384615,0.3500000000000001,-0.009935897435897399
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,get_disposable_virtual_card,40.0,0.4916666666666667,0.0,0.2083333333333333,0.0021367521367521,0.28333333333333344,-0.0021367521367521
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,get_physical_card,40.0,0.5,0.0006410256410256,0.15,0.0038461538461538,0.35,-0.0032051282051282
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,getting_spare_card,40.0,0.45,0.0,0.2,0.0,0.25,0.0
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,getting_virtual_card,40.0,0.475,0.0,0.1624999999999999,0.0003205128205128,0.3125000000000001,-0.0003205128205128
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,lost_or_stolen_card,40.0,0.525,0.0,0.225,0.0032051282051282,0.30000000000000004,-0.0032051282051282
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,lost_or_stolen_phone,40.0,0.55,0.0,0.2833333333333333,0.0,0.2666666666666667,0.0
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,order_physical_card,40.0,0.6,0.001068376068376,0.0666666666666666,0.0023504273504273,0.5333333333333334,-0.0012820512820513
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,passcode_forgotten,40.0,0.3,0.0,0.1166666666666666,0.0,0.1833333333333334,0.0
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,pending_card_payment,40.0,0.5874999999999999,0.0,0.2625,0.0,0.3249999999999999,0.0
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,pending_cash_withdrawal,40.0,0.475,0.0,0.24375,0.0014423076923076,0.23124999999999998,-0.0014423076923076
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,pending_transfer,40.0,0.4875,0.0072115384615384,0.125,0.007051282051282,0.3625,0.00016025641025640015
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,pin_blocked,40.0,0.5625,0.0,0.275,0.0009615384615384,0.2875,-0.0009615384615384
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,receiving_money,40.0,0.425,0.0,0.1749999999999999,0.0053418803418803,0.2500000000000001,-0.0053418803418803
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,reverted_card_payment?,40.0,0.3333333333333333,0.0021367521367521,0.1666666666666666,0.0085470085470085,0.1666666666666667,-0.0064102564102564
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,supported_cards_and_currencies,40.0,0.4,0.0019230769230769,0.175,0.0051282051282051,0.22500000000000003,-0.0032051282051282
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,terminate_account,40.0,0.55,0.0,0.175,0.0,0.37500000000000006,0.0
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,top_up_by_bank_transfer_charge,40.0,0.475,0.0032051282051282,0.1875,0.0041666666666666,0.2875,-0.0009615384615384
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,top_up_by_card_charge,40.0,0.425,0.0,0.0875,0.0006410256410256,0.3375,-0.0006410256410256
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,top_up_by_cash_or_cheque,40.0,0.4,0.0006410256410256,0.15,0.0009615384615384,0.25,-0.00032051282051279997
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,top_up_failed,40.0,0.35,0.0057692307692307,0.15,0.0121794871794871,0.19999999999999998,-0.0064102564102564
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,top_up_limits,40.0,0.4,0.0,0.15,0.0019230769230769,0.25,-0.0019230769230769
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,top_up_reverted,40.0,0.65,0.0089743589743589,0.175,0.0256410256410256,0.47500000000000003,-0.016666666666666698
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,topping_up_by_card,40.0,0.5,0.0036858974358974,0.25625,0.0163461538461538,0.24375000000000002,-0.012660256410256398
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,transaction_charged_twice,40.0,0.475,0.0,0.125,0.0003205128205128,0.35,-0.0003205128205128
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,transfer_fee_charged,40.0,0.39375,0.0,0.11875,0.0032051282051282,0.275,-0.0032051282051282
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,transfer_into_account,40.0,0.4666666666666666,0.0,0.2416666666666667,0.0012820512820512,0.22499999999999992,-0.0012820512820512
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,transfer_not_received_by_recipient,40.0,0.575,0.0083333333333333,0.225,0.0269230769230769,0.35,-0.0185897435897436
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,transfer_timing,40.0,0.55,0.0041666666666666,0.25,0.0054487179487179,0.30000000000000004,-0.0012820512820513
