dataset,kir,method,method_label,intent,known_count_mean,known_false_reject_rate_mean,oos_false_accept_rate_mean,rank,method_oos_fa_total,oos_fa_share_of_method_total
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + ours,reminder_update,30.0,0.76,0.0018803418803418,4,0.024757834757833285,0.07594936708860886
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + ours,user_name,30.0,0.7333333333333334,0.0016025641025641,5,0.024757834757833285,0.06472957422324885
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + ours,pto_used,30.0,0.5,0.0014245014245014,6,0.024757834757833285,0.05753739930955364
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + ours,damaged_card,30.0,0.5666666666666667,0.0012820512820512,7,0.024757834757833285,0.05178365937859586
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + ours,shopping_list_update,30.0,0.8,0.0011111111111111,8,0.024757834757833285,0.044879171461452164
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + ours,timezone,30.0,0.5833333333333333,0.001068376068376,9,0.024757834757833285,0.04315304948216321
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + ours,time,30.0,0.6666666666666666,0.0008547008547008,10,0.024757834757833285,0.03452243958573057
clinc150,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,change_ai_name,30.0,0.6166666666666667,0.0034188034188034,1,0.024821937321935786,0.1377331420373105
clinc150,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,change_user_name,30.0,0.5666666666666667,0.0017094017094017,2,0.024821937321935786,0.06886657101865525
clinc150,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,user_name,30.0,0.425,0.0017094017094017,3,0.024821937321935786,0.06886657101865525
clinc150,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,reminder_update,30.0,0.7733333333333334,0.0015384615384615,4,0.024821937321935786,0.06197991391678852
clinc150,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,what_is_your_name,30.0,0.5666666666666667,0.0012820512820512,5,0.024821937321935786,0.05164992826398842
clinc150,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,todo_list_update,30.0,0.5,0.0012820512820512,6,0.024821937321935786,0.05164992826398842
clinc150,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,todo_list,30.0,0.3555555555555555,0.0011396011396011,7,0.024821937321935786,0.04591104734576883
clinc150,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,damaged_card,30.0,0.5666666666666667,0.001068376068376,8,0.024821937321935786,0.04304160688665701
clinc150,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,play_music,30.0,0.7666666666666667,0.0009971509971509,9,0.024821937321935786,0.0401721664275452
clinc150,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,pto_used,30.0,0.3333333333333333,0.0009971509971509,10,0.024821937321935786,0.0401721664275452
clinc150,0.75,random_partition,Random K=2,goodbye,30.0,0.1,0.0068376068376068,1,0.14205128205127784,0.048134777376655793
clinc150,0.75,random_partition,Random K=2,balance,30.0,0.2333333333333333,0.0056980056980056,2,0.14205128205127784,0.04011231448054603
clinc150,0.75,random_partition,Random K=2,change_ai_name,30.0,0.1916666666666666,0.0052350427350427,3,0.14205128205127784,0.03685318892900205
clinc150,0.75,random_partition,Random K=2,todo_list_update,30.0,0.1666666666666666,0.0052350427350427,4,0.14205128205127784,0.03685318892900205
clinc150,0.75,random_partition,Random K=2,reminder_update,30.0,0.1066666666666666,0.0052136752136752,5,0.14205128205127784,0.036702767749700146
clinc150,0.75,random_partition,Random K=2,pto_used,30.0,0.2222222222222222,0.0042735042735042,6,0.14205128205127784,0.030084235860409522
clinc150,0.75,random_partition,Random K=2,order,30.0,0.4583333333333333,0.0041666666666666,7,0.14205128205127784,0.029332129963899316
clinc150,0.75,random_partition,Random K=2,play_music,30.0,0.3777777777777777,0.0038461538461538,8,0.14205128205127784,0.02707581227436871
clinc150,0.75,random_partition,Random K=2,time,30.0,0.1444444444444444,0.0038461538461538,9,0.14205128205127784,0.02707581227436871
clinc150,0.75,random_partition,Random K=2,smart_home,30.0,0.3222222222222222,0.0035612535612535,10,0.14205128205127784,0.02507019655034127
clinc150,0.75,trainable_k1,Trainable K=1,change_ai_name,30.0,0.3166666666666666,0.003525641025641,1,0.056103988603985896,0.06284118319157297
clinc150,0.75,trainable_k1,Trainable K=1,user_name,30.0,0.225,0.0034188034188034,2,0.056103988603985896,0.06093690491304057
clinc150,0.75,trainable_k1,Trainable K=1,what_is_your_name,30.0,0.1777777777777777,0.0032763532763532,3,0.056103988603985896,0.0583978672083295
clinc150,0.75,trainable_k1,Trainable K=1,pto_used,30.0,0.2111111111111111,0.0028490028490028,4,0.056103988603985896,0.05078075409419988
clinc150,0.75,trainable_k1,Trainable K=1,todo_list,30.0,0.0777777777777777,0.0028490028490028,5,0.056103988603985896,0.05078075409419988
clinc150,0.75,trainable_k1,Trainable K=1,todo_list_update,30.0,0.2916666666666666,0.0025641025641025,6,0.056103988603985896,0.04570267868477953
clinc150,0.75,trainable_k1,Trainable K=1,play_music,30.0,0.4888888888888889,0.0021367521367521,7,0.056103988603985896,0.03808556557064991
clinc150,0.75,trainable_k1,Trainable K=1,change_user_name,30.0,0.2888888888888889,0.0021367521367521,8,0.056103988603985896,0.03808556557064991
clinc150,0.75,trainable_k1,Trainable K=1,reminder_update,30.0,0.2066666666666666,0.002051282051282,9,0.056103988603985896,0.036562142947823624
clinc150,0.75,trainable_k1,Trainable K=1,balance,30.0,0.2888888888888889,0.0018518518518518,10,0.056103988603985896,0.033007490161229565
stackoverflow,0.25,fixed_k2,Frozen K=2,sharepoint,300.0,0.1666666666666666,0.1995555555555555,1,0.7416481481481476,0.2690703887737523
stackoverflow,0.25,fixed_k2,Frozen K=2,drupal,300.0,0.1733333333333333,0.1431111111111111,2,0.7416481481481476,0.19296361956603175
stackoverflow,0.25,fixed_k2,Frozen K=2,scala,300.0,0.17,0.1224444444444444,3,0.7416481481481476,0.16509775524981904
stackoverflow,0.25,fixed_k2,Frozen K=2,osx,300.0,0.14,0.1157777777777777,4,0.7416481481481476,0.15610876676071814
stackoverflow,0.25,fixed_k2,Frozen K=2,wordpress,300.0,0.2366666666666666,0.0615555555555555,5,0.7416481481481476,0.08299832704936452
stackoverflow,0.25,fixed_k2,Frozen K=2,ajax,300.0,0.16,0.055,6,0.7416481481481476,0.07415915503508208
stackoverflow,0.25,fixed_k2,Frozen K=2,bash,300.0,0.1666666666666666,0.014,7,0.7416481481481476,0.0188768758271118
stackoverflow,0.25,fixed_k2,Frozen K=2,apache,300.0,0.1444444444444444,0.0103703703703703,8,0.7416481481481476,0.013982870983045684
stackoverflow,0.25,fixed_k2,Frozen K=2,visual-studio,300.0,0.2066666666666666,0.0084444444444444,9,0.7416481481481476,0.011386052086194361
stackoverflow,0.25,fixed_k2,Frozen K=2,oracle,300.0,0.15,0.0055555555555555,10,0.7416481481481476,0.007490823740917307
stackoverflow,0.25,mogb_minilm,MOGB-MiniLM,wordpress,300.0,0.7766666666666666,0.0126666666666666,1,0.0358148148148144,0.35367114788004367
stackoverflow,0.25,mogb_minilm,MOGB-MiniLM,osx,300.0,0.7666666666666667,0.0126666666666666,2,0.0358148148148144,0.35367114788004367
stackoverflow,0.25,mogb_minilm,MOGB-MiniLM,drupal,300.0,0.8683333333333334,0.0052222222222222,3,0.0358148148148144,0.14581178903826375
stackoverflow,0.25,mogb_minilm,MOGB-MiniLM,ajax,300.0,0.675,0.0015555555555555,4,0.0358148148148144,0.043433298862460175
stackoverflow,0.25,mogb_minilm,MOGB-MiniLM,sharepoint,300.0,0.99,0.0011111111111111,5,0.0358148148148144,0.031023784901758066
stackoverflow,0.25,mogb_minilm,MOGB-MiniLM,apache,300.0,0.7222222222222222,0.001037037037037,6,0.0358148148148144,0.02895553257497345
stackoverflow,0.25,mogb_minilm,MOGB-MiniLM,excel,300.0,0.6016666666666667,0.0008888888888888,7,0.0358148148148144,0.02481902792140422
stackoverflow,0.25,mogb_minilm,MOGB-MiniLM,oracle,300.0,0.67,0.0003333333333333,8,0.0358148148148144,0.009307135470526582
stackoverflow,0.25,mogb_minilm,MOGB-MiniLM,svn,300.0,0.5608333333333333,0.0003333333333333,9,0.0358148148148144,0.009307135470526582
stackoverflow,0.25,mogb_minilm,MOGB-MiniLM,visual-studio,300.0,0.7333333333333333,0.0,10,0.0358148148148144,0.0
stackoverflow,0.25,mogb_partition_ours_boundary,MOGB partition + ours,wordpress,300.0,0.5833333333333334,0.032,1,0.07820370370370319,0.40918778119820304
stackoverflow,0.25,mogb_partition_ours_boundary,MOGB partition + ours,osx,300.0,0.53,0.0237777777777777,2,0.07820370370370319,0.30404925408477484
stackoverflow,0.25,mogb_partition_ours_boundary,MOGB partition + ours,drupal,300.0,0.7716666666666667,0.0118888888888888,3,0.07820370370370319,0.15202462704238678
stackoverflow,0.25,mogb_partition_ours_boundary,MOGB partition + ours,ajax,300.0,0.3816666666666666,0.0022222222222222,4,0.07820370370370319,0.028415818138763815
stackoverflow,0.25,mogb_partition_ours_boundary,MOGB partition + ours,excel,300.0,0.2866666666666666,0.0022222222222222,5,0.07820370370370319,0.028415818138763815
stackoverflow,0.25,mogb_partition_ours_boundary,MOGB partition + ours,apache,300.0,0.4633333333333333,0.0021481481481481,6,0.07820370370370319,0.02746862420080468
stackoverflow,0.25,mogb_partition_ours_boundary,MOGB partition + ours,oracle,300.0,0.3349999999999999,0.0012222222222222,7,0.07820370370370319,0.015628699976319972
stackoverflow,0.25,mogb_partition_ours_boundary,MOGB partition + ours,qt,300.0,0.2633333333333333,0.0008888888888888,8,0.07820370370370319,0.011366327255504502
stackoverflow,0.25,mogb_partition_ours_boundary,MOGB partition + ours,svn,300.0,0.2675,0.0005,9,0.07820370370370319,0.0063935590812219225
stackoverflow,0.25,mogb_partition_ours_boundary,MOGB partition + ours,sharepoint,300.0,0.9833333333333332,0.0004444444444444,10,0.07820370370370319,0.005683163627752251
stackoverflow,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,sharepoint,300.0,0.5233333333333333,0.0464444444444444,1,0.171166666666666,0.27134047387212024
stackoverflow,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,scala,300.0,0.5133333333333333,0.0408888888888888,2,0.171166666666666,0.23888347938980892
stackoverflow,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,drupal,300.0,0.6266666666666667,0.0316666666666666,3,0.171166666666666,0.1850048685491727
stackoverflow,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,osx,300.0,0.46,0.0255555555555555,4,0.171166666666666,0.14930217461863057
stackoverflow,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,ajax,300.0,0.4883333333333333,0.0113333333333333,5,0.171166666666666,0.06621226874391438
stackoverflow,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,wordpress,300.0,0.53,0.0084444444444444,6,0.171166666666666,0.049334631613112565
stackoverflow,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,apache,300.0,0.4255555555555555,0.0024444444444444,7,0.171166666666666,0.01428107757221661
stackoverflow,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,bash,300.0,0.47,0.0013333333333333,8,0.171166666666666,0.007789678675754461
stackoverflow,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,excel,300.0,0.4816666666666667,0.001,9,0.171166666666666,0.005842259006815992
stackoverflow,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,visual-studio,300.0,0.4266666666666667,0.0006666666666666,10,0.171166666666666,0.003894839337876938
stackoverflow,0.25,random_partition,Random K=2,sharepoint,300.0,0.1233333333333333,0.2355555555555555,1,0.5776111111111104,0.4078099451764936
stackoverflow,0.25,random_partition,Random K=2,drupal,300.0,0.1699999999999999,0.1629999999999999,2,0.5776111111111104,0.282196787534866
stackoverflow,0.25,random_partition,Random K=2,wordpress,300.0,0.1866666666666666,0.0722222222222222,3,0.5776111111111104,0.12503606809656642
stackoverflow,0.25,random_partition,Random K=2,osx,300.0,0.1333333333333333,0.062,4,0.5776111111111104,0.10733865538136014
stackoverflow,0.25,random_partition,Random K=2,apache,300.0,0.1377777777777777,0.0135555555555555,5,0.5776111111111104,0.023468308165816996
stackoverflow,0.25,random_partition,Random K=2,bash,300.0,0.13,0.0071111111111111,6,0.5776111111111104,0.012311243627969603
stackoverflow,0.25,random_partition,Random K=2,ajax,300.0,0.125,0.0065555555555555,7,0.5776111111111104,0.0113494277195344
stackoverflow,0.25,random_partition,Random K=2,visual-studio,300.0,0.1766666666666666,0.0044444444444444,8,0.5776111111111104,0.007694527267480937
stackoverflow,0.25,random_partition,Random K=2,oracle,300.0,0.1583333333333333,0.0043333333333333,9,0.5776111111111104,0.0075021640857939305
stackoverflow,0.25,random_partition,Random K=2,scala,300.0,0.1833333333333333,0.0033333333333333,10,0.5776111111111104,0.005770895450610702
stackoverflow,0.25,trainable_k1,Trainable K=1,osx,300.0,0.1633333333333333,0.0517777777777777,1,0.1378333333333326,0.37565497783152096
stackoverflow,0.25,trainable_k1,Trainable K=1,sharepoint,300.0,0.15,0.0253333333333333,2,0.1378333333333326,0.18379685610640945
stackoverflow,0.25,trainable_k1,Trainable K=1,drupal,300.0,0.15,0.0208888888888888,3,0.1378333333333326,0.15155179363160032
stackoverflow,0.25,trainable_k1,Trainable K=1,apache,300.0,0.1755555555555555,0.0086666666666666,4,0.1378333333333326,0.06287787182587651
stackoverflow,0.25,trainable_k1,Trainable K=1,wordpress,300.0,0.1633333333333333,0.0086666666666666,5,0.1378333333333326,0.06287787182587651
stackoverflow,0.25,trainable_k1,Trainable K=1,ajax,300.0,0.1699999999999999,0.0068888888888888,6,0.1378333333333326,0.049979846835952864
stackoverflow,0.25,trainable_k1,Trainable K=1,bash,300.0,0.1533333333333333,0.004,7,0.1378333333333326,0.029020556227327843
stackoverflow,0.25,trainable_k1,Trainable K=1,oracle,300.0,0.1649999999999999,0.0036666666666666,8,0.1378333333333326,0.026602176541716704
stackoverflow,0.25,trainable_k1,Trainable K=1,excel,300.0,0.1466666666666666,0.0026666666666666,9,0.1378333333333326,0.019347037484884744
stackoverflow,0.25,trainable_k1,Trainable K=1,visual-studio,300.0,0.2133333333333333,0.0022222222222222,10,0.1378333333333326,0.016122531237404196
stackoverflow,0.5,fixed_k2,Frozen K=2,cocoa,300.0,0.19,0.1786666666666666,1,1.0528333333333324,0.1697008073452589
stackoverflow,0.5,fixed_k2,Frozen K=2,sharepoint,300.0,0.1733333333333333,0.1566666666666666,2,1.0528333333333324,0.14880481241095464
stackoverflow,0.5,fixed_k2,Frozen K=2,osx,300.0,0.14,0.1213333333333333,3,1.0528333333333324,0.11524457812252659
stackoverflow,0.5,fixed_k2,Frozen K=2,spring,300.0,0.1433333333333333,0.1141666666666666,4,1.0528333333333324,0.10843754946968501
stackoverflow,0.5,fixed_k2,Frozen K=2,scala,300.0,0.1525,0.1123333333333333,5,1.0528333333333324,0.10669621655849301
stackoverflow,0.5,fixed_k2,Frozen K=2,drupal,300.0,0.15,0.1088333333333333,6,1.0528333333333324,0.10337185372803552
stackoverflow,0.5,fixed_k2,Frozen K=2,magento,300.0,0.2,0.085,7,1.0528333333333324,0.08073452588253925
stackoverflow,0.5,fixed_k2,Frozen K=2,haskell,300.0,0.19,0.0616666666666666,8,1.0528333333333324,0.05857210701282253
stackoverflow,0.5,fixed_k2,Frozen K=2,ajax,300.0,0.1511111111111111,0.0348888888888888,9,1.0528333333333324,0.03313809297662387
stackoverflow,0.5,fixed_k2,Frozen K=2,wordpress,300.0,0.1716666666666666,0.0338333333333333,10,1.0528333333333324,0.03213550736108912
stackoverflow,0.5,mogb_minilm,MOGB-MiniLM,osx,300.0,0.79,0.0041111111111111,1,0.01599999999999943,0.2569444444444529
stackoverflow,0.5,mogb_minilm,MOGB-MiniLM,cocoa,300.0,0.7,0.0036666666666666,2,0.01599999999999943,0.22916666666667063
stackoverflow,0.5,mogb_minilm,MOGB-MiniLM,hibernate,300.0,0.6177777777777779,0.0024444444444444,3,0.01599999999999943,0.15277777777778043
stackoverflow,0.5,mogb_minilm,MOGB-MiniLM,spring,300.0,0.6116666666666666,0.0021666666666666,4,0.01599999999999943,0.13541666666666732
stackoverflow,0.5,mogb_minilm,MOGB-MiniLM,ajax,300.0,0.7077777777777777,0.001,5,0.01599999999999943,0.06250000000000222
stackoverflow,0.5,mogb_minilm,MOGB-MiniLM,apache,300.0,0.7324999999999999,0.0009166666666666,6,0.01599999999999943,0.057291666666664534
stackoverflow,0.5,mogb_minilm,MOGB-MiniLM,svn,300.0,0.6133333333333333,0.0004166666666666,7,0.01599999999999943,0.026041666666663427
stackoverflow,0.5,mogb_minilm,MOGB-MiniLM,qt,300.0,0.6000000000000001,0.0003333333333333,8,0.01599999999999943,0.02083333333333199
stackoverflow,0.5,mogb_minilm,MOGB-MiniLM,excel,300.0,0.76,0.00025,9,0.01599999999999943,0.015625000000000555
stackoverflow,0.5,mogb_minilm,MOGB-MiniLM,drupal,300.0,0.95,0.0001666666666666,10,0.01599999999999943,0.01041666666666287
stackoverflow,0.5,mogb_partition_ours_boundary,MOGB partition + ours,osx,300.0,0.5833333333333334,0.0118888888888888,1,0.03622222222222183,0.3282208588957066
stackoverflow,0.5,mogb_partition_ours_boundary,MOGB partition + ours,cocoa,300.0,0.4566666666666666,0.007,2,0.03622222222222183,0.1932515337423334
stackoverflow,0.5,mogb_partition_ours_boundary,MOGB partition + ours,hibernate,300.0,0.2822222222222222,0.0052222222222222,3,0.03622222222222183,0.14417177914110524
stackoverflow,0.5,mogb_partition_ours_boundary,MOGB partition + ours,spring,300.0,0.3166666666666666,0.0045,4,0.03622222222222183,0.12423312883435716
stackoverflow,0.5,mogb_partition_ours_boundary,MOGB partition + ours,apache,300.0,0.5225,0.0021666666666666,5,0.03622222222222183,0.059815950920244214
stackoverflow,0.5,mogb_partition_ours_boundary,MOGB partition + ours,ajax,300.0,0.47,0.0017777777777777,6,0.03622222222222183,0.04907975460122538
stackoverflow,0.5,mogb_partition_ours_boundary,MOGB partition + ours,excel,300.0,0.48,0.0010833333333333,7,0.03622222222222183,0.029907975460122107
stackoverflow,0.5,mogb_partition_ours_boundary,MOGB partition + ours,qt,300.0,0.285,0.0008333333333333,8,0.03622222222222183,0.023006134969324483
stackoverflow,0.5,mogb_partition_ours_boundary,MOGB partition + ours,visual-studio,300.0,0.4466666666666666,0.0006666666666666,9,0.03622222222222183,0.01840490797545848
stackoverflow,0.5,mogb_partition_ours_boundary,MOGB partition + ours,oracle,300.0,0.4575,0.0005,10,0.03622222222222183,0.013803680981595241
stackoverflow,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,spring,300.0,0.5266666666666666,0.0683333333333333,1,0.3338333333333328,0.20469296055916147
stackoverflow,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,cocoa,300.0,0.4966666666666666,0.058,2,0.3338333333333328,0.17373939091362983
stackoverflow,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,sharepoint,300.0,0.5166666666666667,0.0474444444444444,3,0.3338333333333328,0.1421201531036779
stackoverflow,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,scala,300.0,0.5075000000000001,0.0456666666666666,4,0.3338333333333328,0.13679480778831754
stackoverflow,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,osx,300.0,0.4666666666666666,0.0356666666666666,5,0.3338333333333328,0.10683974038941584
stackoverflow,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,drupal,300.0,0.6016666666666667,0.0258333333333333,6,0.3338333333333328,0.07738392411382927
stackoverflow,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,magento,300.0,0.5666666666666667,0.017,7,0.3338333333333328,0.05092361457813288
stackoverflow,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,ajax,300.0,0.4711111111111111,0.0107777777777777,8,0.3338333333333328,0.03228490597437159
stackoverflow,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,haskell,300.0,0.55,0.0083333333333333,9,0.3338333333333328,0.024962556165751312
stackoverflow,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,wordpress,300.0,0.49,0.0055,10,0.3338333333333328,0.01647528706939593
stackoverflow,0.5,random_partition,Random K=2,sharepoint,300.0,0.1288888888888889,0.2065555555555555,1,0.6801111111111104,0.30370854435549766
stackoverflow,0.5,random_partition,Random K=2,drupal,300.0,0.165,0.1246666666666666,2,0.6801111111111104,0.18330338180035952
stackoverflow,0.5,random_partition,Random K=2,magento,300.0,0.1333333333333333,0.098,3,0.6801111111111104,0.1440941022708709
stackoverflow,0.5,random_partition,Random K=2,osx,300.0,0.1244444444444444,0.0723333333333333,4,0.6801111111111104,0.10635517072373801
stackoverflow,0.5,random_partition,Random K=2,cocoa,300.0,0.1433333333333333,0.054,5,0.6801111111111104,0.07939879104721459
stackoverflow,0.5,random_partition,Random K=2,wordpress,300.0,0.1266666666666666,0.0393333333333333,6,0.6801111111111104,0.05783368730599576
stackoverflow,0.5,random_partition,Random K=2,spring,300.0,0.0933333333333333,0.0305,7,0.6801111111111104,0.04484561346185268
stackoverflow,0.5,random_partition,Random K=2,apache,300.0,0.1258333333333333,0.0161666666666666,8,0.6801111111111104,0.023770625714752417
stackoverflow,0.5,random_partition,Random K=2,hibernate,300.0,0.0911111111111111,0.0093333333333333,9,0.6801111111111104,0.01372324783532099
stackoverflow,0.5,random_partition,Random K=2,ajax,300.0,0.0855555555555555,0.0065555555555555,10,0.6801111111111104,0.009638947884332554
stackoverflow,0.5,trainable_k1,Trainable K=1,osx,300.0,0.1622222222222222,0.0721111111111111,1,0.1875555555555549,0.38447867298578325
stackoverflow,0.5,trainable_k1,Trainable K=1,cocoa,300.0,0.2166666666666666,0.0323333333333333,2,0.1875555555555549,0.17239336492891036
stackoverflow,0.5,trainable_k1,Trainable K=1,spring,300.0,0.1266666666666666,0.0255,3,0.1875555555555549,0.1359597156398109
stackoverflow,0.5,trainable_k1,Trainable K=1,sharepoint,300.0,0.1566666666666666,0.0137777777777777,4,0.1875555555555549,0.07345971563981027
stackoverflow,0.5,trainable_k1,Trainable K=1,hibernate,300.0,0.1244444444444444,0.0083333333333333,5,0.1875555555555549,0.04443127962085306
stackoverflow,0.5,trainable_k1,Trainable K=1,apache,300.0,0.1733333333333333,0.0080833333333333,6,0.1875555555555549,0.043098341232227465
stackoverflow,0.5,trainable_k1,Trainable K=1,drupal,300.0,0.1483333333333333,0.0073333333333333,7,0.1875555555555549,0.03909952606635067
stackoverflow,0.5,trainable_k1,Trainable K=1,ajax,300.0,0.1822222222222222,0.0056666666666666,8,0.1875555555555549,0.030213270142179848
stackoverflow,0.5,trainable_k1,Trainable K=1,bash,300.0,0.1533333333333333,0.003,9,0.1875555555555549,0.015995260663507167
stackoverflow,0.5,trainable_k1,Trainable K=1,visual-studio,300.0,0.2016666666666666,0.0025,10,0.1875555555555549,0.013329383886255972
stackoverflow,0.75,fixed_k2,Frozen K=2,scala,300.0,0.1375,0.1753333333333333,1,0.829566666666666,0.21135532607385396
stackoverflow,0.75,fixed_k2,Frozen K=2,spring,300.0,0.1355555555555555,0.1515555555555555,2,0.829566666666666,0.18269243647955433
stackoverflow,0.75,fixed_k2,Frozen K=2,cocoa,300.0,0.1641666666666666,0.109,3,0.829566666666666,0.13139390042994345
stackoverflow,0.75,fixed_k2,Frozen K=2,sharepoint,300.0,0.1644444444444444,0.0915555555555555,4,0.829566666666666,0.11036551881169555
stackoverflow,0.75,fixed_k2,Frozen K=2,osx,300.0,0.1091666666666666,0.0703333333333333,5,0.829566666666666,0.08478322015510109
stackoverflow,0.75,fixed_k2,Frozen K=2,drupal,300.0,0.1093333333333333,0.0624,6,0.829566666666666,0.07521999437457312
stackoverflow,0.75,fixed_k2,Frozen K=2,magento,300.0,0.1453333333333333,0.0396,7,0.829566666666666,0.0477357656607868
stackoverflow,0.75,fixed_k2,Frozen K=2,matlab,300.0,0.1577777777777778,0.0282222222222222,8,0.829566666666666,0.03402043905117799
stackoverflow,0.75,fixed_k2,Frozen K=2,ajax,300.0,0.1408333333333333,0.0223333333333333,9,0.829566666666666,0.02692168602081406
stackoverflow,0.75,fixed_k2,Frozen K=2,wordpress,300.0,0.1477777777777777,0.0215555555555555,10,0.829566666666666,0.02598411486586031
stackoverflow,0.75,mogb_minilm,MOGB-MiniLM,osx,300.0,0.9275,0.0026666666666666,1,0.009377777777777499,0.28436018957346104
stackoverflow,0.75,mogb_minilm,MOGB-MiniLM,spring,300.0,0.668888888888889,0.002,2,0.009377777777777499,0.21327014218010112
stackoverflow,0.75,mogb_minilm,MOGB-MiniLM,hibernate,300.0,0.6444444444444445,0.002,3,0.009377777777777499,0.21327014218010112
stackoverflow,0.75,mogb_minilm,MOGB-MiniLM,cocoa,300.0,0.89,0.0008333333333333,4,0.009377777777777499,0.08886255924170525
stackoverflow,0.75,mogb_minilm,MOGB-MiniLM,apache,300.0,0.7883333333333333,0.0006666666666666,5,0.009377777777777499,0.07109004739335993
stackoverflow,0.75,mogb_minilm,MOGB-MiniLM,ajax,300.0,0.7858333333333334,0.0005,6,0.009377777777777499,0.05331753554502528
stackoverflow,0.75,mogb_minilm,MOGB-MiniLM,visual-studio,300.0,0.7988888888888889,0.0002222222222222,7,0.009377777777777499,0.023696682464453313
stackoverflow,0.75,mogb_minilm,MOGB-MiniLM,qt,300.0,0.648888888888889,0.0002222222222222,8,0.009377777777777499,0.023696682464453313
stackoverflow,0.75,mogb_minilm,MOGB-MiniLM,magento,300.0,0.9853333333333334,0.0001333333333333,9,0.009377777777777499,0.014218009478669854
stackoverflow,0.75,mogb_minilm,MOGB-MiniLM,excel,300.0,0.7326666666666666,0.0001333333333333,10,0.009377777777777499,0.014218009478669854
stackoverflow,0.75,mogb_partition_ours_boundary,MOGB partition + ours,hibernate,300.0,0.3311111111111111,0.0064444444444444,1,0.0252666666666662,0.2550571679859308
stackoverflow,0.75,mogb_partition_ours_boundary,MOGB partition + ours,spring,300.0,0.3622222222222222,0.0051111111111111,2,0.0252666666666662,0.2022867194371185
stackoverflow,0.75,mogb_partition_ours_boundary,MOGB partition + ours,osx,300.0,0.8841666666666668,0.0046666666666666,3,0.0252666666666662,0.1846965699208451
stackoverflow,0.75,mogb_partition_ours_boundary,MOGB partition + ours,cocoa,300.0,0.8200000000000001,0.0023333333333333,4,0.0252666666666662,0.09234828496042255
stackoverflow,0.75,mogb_partition_ours_boundary,MOGB partition + ours,apache,300.0,0.6091666666666666,0.0015,5,0.0252666666666662,0.05936675461741534
stackoverflow,0.75,mogb_partition_ours_boundary,MOGB partition + ours,excel,300.0,0.4613333333333333,0.0013333333333333,6,0.0252666666666662,0.05277044854881231
stackoverflow,0.75,mogb_partition_ours_boundary,MOGB partition + ours,visual-studio,300.0,0.5822222222222222,0.0011111111111111,7,0.0252666666666662,0.04397537379067759
stackoverflow,0.75,mogb_partition_ours_boundary,MOGB partition + ours,ajax,300.0,0.5783333333333334,0.0008333333333333,8,0.0252666666666662,0.0329815303430072
stackoverflow,0.75,mogb_partition_ours_boundary,MOGB partition + ours,qt,300.0,0.33,0.0006666666666666,9,0.0252666666666662,0.02638522427440418
stackoverflow,0.75,mogb_partition_ours_boundary,MOGB partition + ours,oracle,300.0,0.5273333333333333,0.0004,10,0.0252666666666662,0.015831134564644092
stackoverflow,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,spring,300.0,0.5222222222222221,0.092,1,0.32223333333333287,0.2855073962966798
stackoverflow,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,scala,300.0,0.4991666666666666,0.083,2,0.32223333333333287,0.2575773249198307
stackoverflow,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,cocoa,300.0,0.4975,0.0368333333333333,3,0.32223333333333287,0.11430640322747498
