dataset,kir,method_label,layer,status,directly_comparable,source,n_seeds,oos_f1_mean,f1_all_mean,f1_k_mean,known_recall_mean,false_accept_rate_mean,false_reject_rate_mean,accuracy_mean,auroc_mean,aupr_oos_mean
clinc150,0.5,Ours,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,91.96,,79.95,,,,86.78,,
clinc150,0.75,ADB,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,84.85,,88.97,,,,86.99,,
clinc150,0.75,DA-ADB,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,86.0,,88.43,,,,87.39,,
clinc150,0.75,DOC,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,83.87,,87.91,,,,85.93,,
clinc150,0.75,DeepUnk,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,82.67,,86.57,,,,84.61,,
clinc150,0.75,KNNCL,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,82.05,,86.14,,,,84.12,,
clinc150,0.75,MSP,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,63.86,,83.65,,,,76.19,,
clinc150,0.75,OpenMax,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,75.18,,71.14,,,,75.36,,
clinc150,0.75,Ours,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,87.1,,66.32,,,,79.83,,
stackoverflow,0.25,ADB,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,90.96,,77.62,,,,86.75,,
stackoverflow,0.25,DA-ADB,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,92.65,,80.87,,,,89.07,,
stackoverflow,0.25,DOC,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,62.5,,56.3,,,,57.75,,
stackoverflow,0.25,DeepUnk,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,36.87,,47.39,,,,40.03,,
stackoverflow,0.25,KNNCL,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,15.26,,41.79,,,,28.65,,
stackoverflow,0.25,MSP,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,11.66,,42.66,,,,27.91,,
stackoverflow,0.25,OpenMax,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,34.52,,47.51,,,,38.97,,
stackoverflow,0.25,Ours,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,94.47,,73.61,,,,91.04,,
stackoverflow,0.5,ADB,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,87.7,,85.32,,,,86.49,,
stackoverflow,0.5,DA-ADB,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,88.86,,86.71,,,,87.78,,
stackoverflow,0.5,DOC,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,71.18,,77.37,,,,73.88,,
stackoverflow,0.5,DeepUnk,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,35.8,,67.67,,,,55.46,,
stackoverflow,0.5,KNNCL,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,8.5,,61.5,,,,45.38,,
stackoverflow,0.5,MSP,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,26.94,,66.28,,,,53.23,,
stackoverflow,0.5,OpenMax,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,46.11,,69.88,,,,60.27,,
stackoverflow,0.5,Ours,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,89.71,,75.48,,,,85.54,,
stackoverflow,0.75,ADB,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,74.1,,86.91,,,,82.89,,
stackoverflow,0.75,DA-ADB,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,74.55,,87.66,,,,83.56,,
stackoverflow,0.75,DOC,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,65.32,,85.64,,,,80.55,,
stackoverflow,0.75,DeepUnk,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,34.38,,80.51,,,,71.56,,
stackoverflow,0.75,KNNCL,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,7.19,,76.16,,,,65.01,,
stackoverflow,0.75,MSP,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,37.86,,81.42,,,,73.2,,
stackoverflow,0.75,OpenMax,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,49.69,,82.98,,,,75.78,,
stackoverflow,0.75,Ours,historical_fulltex_cascade,historical_contract,False,results/analysis/historical_sota_comparison_v1/fulltex_main_results.csv,,75.57,,80.18,,,,81.32,,
