dataset,seed,split,intent,is_known,count,accepted_count,rejected_count,near_boundary_count,median_score
banking77_oos,42,val,Refund_not_showing_up,False,33,2,31,4,0.8360491069791427
banking77_oos,42,val,activate_my_card,True,32,29,3,1,0.45701778328451054
banking77_oos,42,val,age_limit,False,22,0,22,0,1.1157421140482349
banking77_oos,42,val,apple_pay_or_google_pay,True,26,18,8,4,0.6375140711266836
banking77_oos,42,val,atm_support,False,18,0,18,0,0.9259505138630466
banking77_oos,42,val,automatic_top_up,False,26,0,26,0,0.9167022923830089
banking77_oos,42,val,balance_not_updated_after_bank_transfer,False,35,5,30,6,0.8229288607446512
banking77_oos,42,val,balance_not_updated_after_cheque_or_cash_deposit,True,37,17,20,5,0.7283842160590098
banking77_oos,42,val,beneficiary_not_allowed,True,32,18,14,6,0.656978785683398
banking77_oos,42,val,cancel_transfer,True,32,22,10,1,0.6210574206504902
banking77_oos,42,val,card_about_to_expire,True,26,16,10,7,0.664952418155667
banking77_oos,42,val,card_acceptance,False,12,0,12,0,0.9134627979488337
banking77_oos,42,val,card_arrival,False,31,0,31,1,0.8403128709631489
banking77_oos,42,val,card_delivery_estimate,False,23,0,23,0,0.9535259447326999
banking77_oos,42,val,card_linking,False,28,0,28,0,0.886200813786203
banking77_oos,42,val,card_not_working,False,23,0,23,0,0.9166948533415341
banking77_oos,42,val,card_payment_fee_charged,False,38,1,37,7,0.825203228599747
banking77_oos,42,val,card_payment_not_recognised,False,34,2,32,5,0.8236406800464391
banking77_oos,42,val,card_payment_wrong_exchange_rate,True,34,21,13,5,0.6348430883593631
banking77_oos,42,val,card_swallowed,False,13,0,13,0,0.8328818073474731
banking77_oos,42,val,cash_withdrawal_charge,True,36,21,15,9,0.6864240484373825
banking77_oos,42,val,cash_withdrawal_not_recognised,True,32,12,20,7,0.7183736618453533
banking77_oos,42,val,change_pin,False,25,0,25,0,0.8947372060210068
banking77_oos,42,val,compromised_card,False,18,1,17,2,0.819248167345362
banking77_oos,42,val,contactless_not_working,False,7,0,7,0,1.0197963554757008
banking77_oos,42,val,country_support,True,26,13,13,5,0.7006475634599285
banking77_oos,42,val,declined_card_payment,False,31,5,26,8,0.7862370592817155
banking77_oos,42,val,declined_cash_withdrawal,False,35,0,35,0,0.844088437310792
banking77_oos,42,val,declined_transfer,True,27,19,8,8,0.6446724298223246
banking77_oos,42,val,direct_debit_payment_not_recognised,False,37,0,37,0,1.0052584561887883
banking77_oos,42,val,disposable_card_limits,True,25,20,5,4,0.5842667722385138
banking77_oos,42,val,edit_personal_details,False,25,0,25,0,0.88295708535996
banking77_oos,42,val,exchange_charge,False,25,0,25,1,0.9917114575265581
banking77_oos,42,val,exchange_rate,False,23,0,23,0,0.888859787026971
banking77_oos,42,val,exchange_via_app,False,24,0,24,0,0.9505932369208692
banking77_oos,42,val,extra_charge_on_statement,False,34,0,34,0,1.0110780707274258
banking77_oos,42,val,failed_transfer,True,28,13,15,9,0.706067044382084
banking77_oos,42,val,fiat_currency_support,True,26,14,12,6,0.6915614420914864
banking77_oos,42,val,get_disposable_virtual_card,False,20,3,17,1,0.7953354206275938
banking77_oos,42,val,get_physical_card,False,22,0,22,0,0.9768530168883747
banking77_oos,42,val,getting_spare_card,False,26,0,26,0,0.9191459114033865
banking77_oos,42,val,getting_virtual_card,False,20,0,20,0,0.9551782821494517
banking77_oos,42,val,lost_or_stolen_card,False,17,2,15,4,0.8323429092442554
banking77_oos,42,val,lost_or_stolen_phone,True,25,9,16,0,0.7786752552766601
banking77_oos,42,val,oos,False,200,0,200,0,1.2638947465449806
banking77_oos,42,val,order_physical_card,False,24,0,24,0,0.8703086183908444
banking77_oos,42,val,passcode_forgotten,False,21,0,21,0,1.046631247245465
banking77_oos,42,val,pending_card_payment,True,32,26,6,3,0.5588168593292986
banking77_oos,42,val,pending_cash_withdrawal,False,29,1,28,6,0.8080576030581396
banking77_oos,42,val,pending_top_up,True,30,21,9,4,0.6358733824087557
banking77_oos,42,val,pending_transfer,False,30,1,29,8,0.7930458513222769
banking77_oos,42,val,pin_blocked,False,23,0,23,0,0.9311816494306783
banking77_oos,42,val,receiving_money,False,19,2,17,0,0.9769934633346996
banking77_oos,42,val,request_refund,True,34,22,12,5,0.6528169735969149
banking77_oos,42,val,reverted_card_payment?,True,33,18,15,5,0.675640347474621
banking77_oos,42,val,supported_cards_and_currencies,False,26,0,26,1,0.8786444298142252
banking77_oos,42,val,terminate_account,False,22,1,21,1,0.9709895585053548
banking77_oos,42,val,top_up_by_bank_transfer_charge,False,23,1,22,1,0.8499202051867798
banking77_oos,42,val,top_up_by_card_charge,False,23,0,23,0,0.8530391835908476
banking77_oos,42,val,top_up_by_cash_or_cheque,False,23,0,23,0,0.9171787870727353
banking77_oos,42,val,top_up_failed,False,29,6,23,5,0.7531165066566096
banking77_oos,42,val,top_up_limits,False,20,0,20,0,0.857932752838826
banking77_oos,42,val,top_up_reverted,True,30,19,11,5,0.6690162871783862
