index,dataset,gate_variant,oos_f1_mean,oos_f1_std,f1_all_mean,f1_all_std,f1_k_mean,f1_k_std,accuracy_mean,accuracy_std,known_recall_mean,known_recall_std,false_accept_rate_mean,false_accept_rate_std,false_reject_rate_mean,false_reject_rate_std,auroc_mean,auroc_std,aupr_oos_mean,aupr_oos_std
0,banking77,frozen_k1,0.7958478878437002,0.020356372262735515,0.7434305240888612,0.013798453337661689,0.8042198140075568,0.001276591597545848,0.7632034632034633,0.017291310837612553,0.8385964912280702,0.008956393796781592,0.23461538461538464,0.03799395259676267,0.16140350877192983,0.008956393796781648,0.877094017094017,0.009034216568630926,0.8527567420486092,0.004634717112064479
1,banking77,trainable_k1,0.8476968183476892,0.007122469721089224,0.7747678529512143,0.006315818963696917,0.8025984194827261,0.0015906458891127423,0.8091991341991341,0.006560798513518488,0.8190789473684211,0.0017406258625425413,0.1346153846153846,0.012229989761755716,0.18092105263157895,0.0017406258625424992,0.9080357343679712,0.006431324491320066,0.8922386315593206,0.007273137783153509
2,clinc150,frozen_k1,0.8931395421673352,0.007893645962754095,0.7707426857937149,0.015446745571604002,0.7959480671332475,0.013829718674511946,0.8476023391812865,0.010284253822227677,0.7559999999999999,0.022191089302790973,0.06473429951690822,0.004061420204248063,0.244,0.02219108930279097,0.9251476972624798,0.0013383970560069392,0.9361726238533733,0.0015620414954372569
3,clinc150,trainable_k1,0.9043025833372952,0.006248719696386619,0.7859252408997751,0.010474852972484582,0.7954036234435842,0.005454566156592791,0.8623976608187135,0.008461768043141056,0.7426666666666666,0.0032049344670790473,0.036135265700483095,0.010572097055687176,0.25733333333333336,0.003204934467079111,0.9513123778851315,0.006073446334924924,0.9618995379320204,0.006847737972599093
4,stackoverflow,frozen_k1,0.7728960941964712,0.051025312049939,0.7654809084393239,0.025436872338384684,0.7793310029611052,0.011742245510410117,0.7610555555555556,0.03834794407546271,0.8371111111111111,0.0015396007178389527,0.2654444444444444,0.07740322512182073,0.1628888888888889,0.0015396007178389926,0.8819071851851851,0.022880042705955277,0.8468439295787179,0.04056370895291228
5,stackoverflow,trainable_k1,0.8670909818700716,0.009628993510880545,0.8325072680014021,0.007544576136202586,0.7955011265336797,0.008197189625931002,0.8467222222222223,0.007726817178094957,0.8392222222222222,0.0038920621973637963,0.11144444444444446,0.020180665481080138,0.16077777777777777,0.0038920621973637794,0.9175099999999999,0.010667169120689093,0.8877708242406266,0.024782637624767505
