protocol,dataset,dataset_label,kir,seed,method,method_label,oos_f1,known_recall,false_accept_rate,auroc,aupr_oos,known_count,oos_count,oos_sources,metrics_path,predictions_path
h1_v19,stackoverflow,StackOverflow,0.75,42,trainable_k1,Trainable K=1,0.784524449220849,0.8301046537519483,0.02601734489659773,0.9463934168834298,0.8207156062769201,4491,1499,heldout_oos_test:1499,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir75_seed42/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir75_seed42/trainable_k1/predictions.jsonl
h1_v19,stackoverflow,StackOverflow,0.75,87,frozen_k1,Frozen K=1,0.6682677874512158,0.8395281549076341,0.2565130260521042,0.8738462160614722,0.6542427006325328,4493,1497,heldout_oos_test:1497,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir75_seed87/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir75_seed87/frozen_k1/predictions.jsonl
h1_v19,stackoverflow,StackOverflow,0.75,87,trainable_k1,Trainable K=1,0.7304643261608154,0.8341865123525484,0.13827655310621242,0.8968653234951244,0.6340560126275422,4493,1497,heldout_oos_test:1497,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir75_seed87/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir75_seed87/trainable_k1/predictions.jsonl
h1_v19,banking77_oos,BANKING77-OOS,0.25,13,frozen_k1,Frozen K=1,0.9249815770081061,0.9020833333333333,0.12833333333333333,0.9435775462962963,0.991392416310518,480,3600,id-oos_test:1080;ood-oos_test:1000;test:1520,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir25_seed13/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir25_seed13/frozen_k1/predictions.jsonl
h1_v19,banking77_oos,BANKING77-OOS,0.25,13,trainable_k1,Trainable K=1,0.9271873165002936,0.8875,0.12277777777777778,0.9405005787037037,0.990990846143067,480,3600,id-oos_test:1080;ood-oos_test:1000;test:1520,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir25_seed13/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir25_seed13/trainable_k1/predictions.jsonl
h1_v19,banking77_oos,BANKING77-OOS,0.25,42,frozen_k1,Frozen K=1,0.9113322441705035,0.8645833333333334,0.14777777777777779,0.9363616898148148,0.9899570194630314,480,3600,id-oos_test:1080;ood-oos_test:1000;test:1520,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir25_seed42/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir25_seed42/frozen_k1/predictions.jsonl
h1_v19,banking77_oos,BANKING77-OOS,0.25,42,trainable_k1,Trainable K=1,0.9359492210040392,0.8166666666666667,0.09888888888888889,0.9394247685185185,0.9907151655924009,480,3600,id-oos_test:1080;ood-oos_test:1000;test:1520,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir25_seed42/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir25_seed42/trainable_k1/predictions.jsonl
h1_v19,banking77_oos,BANKING77-OOS,0.25,87,frozen_k1,Frozen K=1,0.911025716819391,0.825,0.1438888888888889,0.9174050925925927,0.9868392948605708,480,3600,id-oos_test:1080;ood-oos_test:1000;test:1520,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir25_seed87/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir25_seed87/frozen_k1/predictions.jsonl
h1_v19,banking77_oos,BANKING77-OOS,0.25,87,trainable_k1,Trainable K=1,0.9142099056603774,0.8270833333333334,0.1386111111111111,0.9186035879629629,0.9870485724829907,480,3600,id-oos_test:1080;ood-oos_test:1000;test:1520,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir25_seed87/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir25_seed87/trainable_k1/predictions.jsonl
h1_v19,banking77_oos,BANKING77-OOS,0.5,13,frozen_k1,Frozen K=1,0.8329039381670961,0.909,0.26525974025974025,0.9120743506493507,0.9686352987206025,1000,3080,id-oos_test:1080;ood-oos_test:1000;test:1000,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir50_seed13/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir50_seed13/frozen_k1/predictions.jsonl
h1_v19,banking77_oos,BANKING77-OOS,0.5,13,trainable_k1,Trainable K=1,0.8840529247910863,0.875,0.17564935064935064,0.9194792207792208,0.9719525200048673,1000,3080,id-oos_test:1080;ood-oos_test:1000;test:1000,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir50_seed13/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir50_seed13/trainable_k1/predictions.jsonl
h1_v19,banking77_oos,BANKING77-OOS,0.5,42,frozen_k1,Frozen K=1,0.8615603341034299,0.877,0.21298701298701297,0.9132051948051949,0.968195046791366,1000,3080,id-oos_test:1080;ood-oos_test:1000;test:1000,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir50_seed42/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir50_seed42/frozen_k1/predictions.jsonl
h1_v19,banking77_oos,BANKING77-OOS,0.5,42,trainable_k1,Trainable K=1,0.8768404642300364,0.838,0.17824675324675324,0.9113032467532468,0.9681171537302224,1000,3080,id-oos_test:1080;ood-oos_test:1000;test:1000,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir50_seed42/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir50_seed42/trainable_k1/predictions.jsonl
h1_v19,banking77_oos,BANKING77-OOS,0.5,87,frozen_k1,Frozen K=1,0.8502155172413793,0.879,0.2314935064935065,0.9088487012987013,0.9670200006811454,1000,3080,id-oos_test:1080;ood-oos_test:1000;test:1000,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir50_seed87/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir50_seed87/frozen_k1/predictions.jsonl
h1_v19,banking77_oos,BANKING77-OOS,0.5,87,trainable_k1,Trainable K=1,0.8932305055698372,0.851,0.1538961038961039,0.9154564935064935,0.9699967957956219,1000,3080,id-oos_test:1080;ood-oos_test:1000;test:1000,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir50_seed87/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir50_seed87/trainable_k1/predictions.jsonl
h1_v19,banking77_oos,BANKING77-OOS,0.75,13,frozen_k1,Frozen K=1,0.828695652173913,0.9118421052631579,0.25546875,0.9177796052631578,0.952064977261191,1520,2560,id-oos_test:1080;ood-oos_test:1000;test:480,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir75_seed13/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir75_seed13/frozen_k1/predictions.jsonl
h1_v19,banking77_oos,BANKING77-OOS,0.75,13,trainable_k1,Trainable K=1,0.8698334361505243,0.8763157894736842,0.173828125,0.9218929893092105,0.9550321678233844,1520,2560,id-oos_test:1080;ood-oos_test:1000;test:480,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir75_seed13/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir75_seed13/trainable_k1/predictions.jsonl
h1_v19,banking77_oos,BANKING77-OOS,0.75,42,frozen_k1,Frozen K=1,0.8597228055438891,0.8980263157894737,0.200390625,0.9246070620888157,0.955889417594797,1520,2560,id-oos_test:1080;ood-oos_test:1000;test:480,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir75_seed42/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir75_seed42/frozen_k1/predictions.jsonl
h1_v19,banking77_oos,BANKING77-OOS,0.75,42,trainable_k1,Trainable K=1,0.8681790312691601,0.8625,0.1703125,0.9181566097861842,0.9525944055654714,1520,2560,id-oos_test:1080;ood-oos_test:1000;test:480,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir75_seed42/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir75_seed42/trainable_k1/predictions.jsonl
h1_v19,banking77_oos,BANKING77-OOS,0.75,87,frozen_k1,Frozen K=1,0.81808349556565,0.8868421052631579,0.261328125,0.9036037726151317,0.943176175943202,1520,2560,id-oos_test:1080;ood-oos_test:1000;test:480,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir75_seed87/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir75_seed87/frozen_k1/predictions.jsonl
h1_v19,banking77_oos,BANKING77-OOS,0.75,87,trainable_k1,Trainable K=1,0.860135551447936,0.8585526315789473,0.18203125,0.9091280324835527,0.947154035802699,1520,2560,id-oos_test:1080;ood-oos_test:1000;test:480,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir75_seed87/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/banking77_oos/kir75_seed87/trainable_k1/predictions.jsonl
