protocol,dataset,dataset_label,kir,seed,method,method_label,oos_f1,known_recall,false_accept_rate,auroc,aupr_oos,known_count,oos_count,oos_sources,metrics_path,predictions_path
h1_v19,clinc150,CLINC150,0.25,13,frozen_k1,Frozen K=1,0.9420421100294317,0.725438596491228,0.04564220183486239,0.9439059230645421,0.9802647462029327,1140,4360,oos_test:1000;test:3360,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir25_seed13/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir25_seed13/frozen_k1/predictions.jsonl
h1_v19,clinc150,CLINC150,0.25,13,trainable_k1,Trainable K=1,0.9540011191941802,0.725438596491228,0.022477064220183487,0.9609146145179461,0.9875655879765147,1140,4360,oos_test:1000;test:3360,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir25_seed13/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir25_seed13/trainable_k1/predictions.jsonl
h1_v19,clinc150,CLINC150,0.25,42,frozen_k1,Frozen K=1,0.9468228931951329,0.724561403508772,0.036238532110091745,0.9201106550780621,0.9642448574138467,1140,4360,oos_test:1000;test:3360,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir25_seed42/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir25_seed42/frozen_k1/predictions.jsonl
h1_v19,clinc150,CLINC150,0.25,42,trainable_k1,Trainable K=1,0.9520723941459055,0.7105263157894737,0.022706422018348625,0.9600436584580717,0.9870898606723317,1140,4360,oos_test:1000;test:3360,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir25_seed42/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir25_seed42/trainable_k1/predictions.jsonl
h1_v19,clinc150,CLINC150,0.25,87,frozen_k1,Frozen K=1,0.9399382221713762,0.7605263157894737,0.05779816513761468,0.934389385160148,0.9741567954197174,1140,4360,oos_test:1000;test:3360,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir25_seed87/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir25_seed87/frozen_k1/predictions.jsonl
h1_v19,clinc150,CLINC150,0.25,87,trainable_k1,Trainable K=1,0.9468423443889141,0.7578947368421053,0.044036697247706424,0.9588914373088684,0.987947615592465,1140,4360,oos_test:1000;test:3360,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir25_seed87/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir25_seed87/trainable_k1/predictions.jsonl
h1_v19,clinc150,CLINC150,0.5,13,frozen_k1,Frozen K=1,0.8695907290597037,0.732,0.088,0.8995440683760684,0.9051685429093342,2250,3250,oos_test:1000;test:2250,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir50_seed13/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir50_seed13/frozen_k1/predictions.jsonl
h1_v19,clinc150,CLINC150,0.5,13,trainable_k1,Trainable K=1,0.8862948551664505,0.727111111111111,0.05384615384615385,0.9336146324786325,0.9462438088420746,2250,3250,oos_test:1000;test:2250,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir50_seed13/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir50_seed13/trainable_k1/predictions.jsonl
h1_v19,clinc150,CLINC150,0.5,42,frozen_k1,Frozen K=1,0.8816362053959965,0.731111111111111,0.06492307692307692,0.9029470085470086,0.9027013186660016,2250,3250,oos_test:1000;test:2250,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir50_seed42/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir50_seed42/frozen_k1/predictions.jsonl
h1_v19,clinc150,CLINC150,0.5,42,trainable_k1,Trainable K=1,0.8956248212753789,0.728,0.036307692307692305,0.9420987350427351,0.9517879270200577,2250,3250,oos_test:1000;test:2250,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir50_seed42/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir50_seed42/trainable_k1/predictions.jsonl
h1_v19,clinc150,CLINC150,0.5,87,frozen_k1,Frozen K=1,0.8895027624309392,0.7471111111111111,0.05876923076923077,0.9109910427350428,0.9060497723851522,2250,3250,oos_test:1000;test:2250,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir50_seed87/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir50_seed87/frozen_k1/predictions.jsonl
h1_v19,clinc150,CLINC150,0.5,87,trainable_k1,Trainable K=1,0.9030033050725679,0.748,0.03323076923076923,0.9463395555555556,0.951321760909854,2250,3250,oos_test:1000;test:2250,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir50_seed87/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir50_seed87/trainable_k1/predictions.jsonl
h1_v19,clinc150,CLINC150,0.75,13,frozen_k1,Frozen K=1,0.7911200807265388,0.7455357142857143,0.08411214953271028,0.9017113095238095,0.8184769774034475,3360,2140,oos_test:1000;test:1140,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir75_seed13/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir75_seed13/frozen_k1/predictions.jsonl
h1_v19,clinc150,CLINC150,0.75,13,trainable_k1,Trainable K=1,0.8118617439120188,0.7366071428571428,0.03411214953271028,0.9490976858032932,0.9116473281412413,3360,2140,oos_test:1000;test:1140,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir75_seed13/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir75_seed13/trainable_k1/predictions.jsonl
h1_v19,clinc150,CLINC150,0.75,42,frozen_k1,Frozen K=1,0.7998397114806652,0.7455357142857143,0.06728971962616823,0.9112424899866488,0.8277727500512735,3360,2140,oos_test:1000;test:1140,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir75_seed42/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir75_seed42/frozen_k1/predictions.jsonl
h1_v19,clinc150,CLINC150,0.75,42,trainable_k1,Trainable K=1,0.8133123276880662,0.7401785714285714,0.035046728971962614,0.9458939697374276,0.9072021940975634,3360,2140,oos_test:1000;test:1140,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir75_seed42/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir75_seed42/trainable_k1/predictions.jsonl
h1_v19,clinc150,CLINC150,0.75,87,frozen_k1,Frozen K=1,0.7776862906545904,0.7532738095238095,0.11728971962616823,0.8872858255451714,0.8005526975970244,3360,2140,oos_test:1000;test:1140,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir75_seed87/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir75_seed87/frozen_k1/predictions.jsonl
h1_v19,clinc150,CLINC150,0.75,87,trainable_k1,Trainable K=1,0.7987271280827367,0.7380952380952381,0.0616822429906542,0.9312264964396973,0.890510079946826,3360,2140,oos_test:1000;test:1140,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir75_seed87/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/clinc150/kir75_seed87/trainable_k1/predictions.jsonl
h1_v19,stackoverflow,StackOverflow,0.25,13,frozen_k1,Frozen K=1,0.9614035087719298,0.8371161548731643,0.02404274265360641,0.949469877913799,0.9749215888996583,1498,4492,heldout_oos_test:4492,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir25_seed13/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir25_seed13/frozen_k1/predictions.jsonl
h1_v19,stackoverflow,StackOverflow,0.25,13,trainable_k1,Trainable K=1,0.9619975906253423,0.835113484646195,0.02226179875333927,0.9582326747328287,0.9810738791818845,1498,4492,heldout_oos_test:4492,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir25_seed13/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir25_seed13/trainable_k1/predictions.jsonl
h1_v19,stackoverflow,StackOverflow,0.25,42,frozen_k1,Frozen K=1,0.9127318238707475,0.8096192384769539,0.10727798798130425,0.9260950865303572,0.9671825422928235,1497,4493,heldout_oos_test:4493,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir25_seed42/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir25_seed42/frozen_k1/predictions.jsonl
h1_v19,stackoverflow,StackOverflow,0.25,42,trainable_k1,Trainable K=1,0.9598596183373547,0.8336673346693386,0.026040507456042732,0.9533868538323028,0.9777343459122634,1497,4493,heldout_oos_test:4493,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir25_seed42/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir25_seed42/trainable_k1/predictions.jsonl
h1_v19,stackoverflow,StackOverflow,0.25,87,frozen_k1,Frozen K=1,0.9414268115130474,0.8454849498327759,0.06496106785317018,0.9376515712367142,0.967114997984021,1495,4495,heldout_oos_test:4495,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir25_seed87/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir25_seed87/frozen_k1/predictions.jsonl
h1_v19,stackoverflow,StackOverflow,0.25,87,trainable_k1,Trainable K=1,0.9394380387327885,0.8381270903010034,0.06651835372636263,0.944794550615511,0.974078938508554,1495,4495,heldout_oos_test:4495,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir25_seed87/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir25_seed87/trainable_k1/predictions.jsonl
h1_v19,stackoverflow,StackOverflow,0.5,13,frozen_k1,Frozen K=1,0.7662360644133782,0.835781041388518,0.2768871075484302,0.882464194075735,0.8409754767124513,2996,2994,heldout_oos_test:2994,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir50_seed13/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir50_seed13/frozen_k1/predictions.jsonl
h1_v19,stackoverflow,StackOverflow,0.5,13,trainable_k1,Trainable K=1,0.8877534727766246,0.8367823765020027,0.07147628590514363,0.9319238164803126,0.9031680036622918,2996,2994,heldout_oos_test:2994,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir50_seed13/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir50_seed13/trainable_k1/predictions.jsonl
h1_v19,stackoverflow,StackOverflow,0.5,42,frozen_k1,Frozen K=1,0.8435800230756552,0.8292682926829268,0.14614614614614616,0.9133610723988272,0.8881453969656059,2993,2997,heldout_oos_test:2997,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir50_seed42/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir50_seed42/frozen_k1/predictions.jsonl
h1_v19,stackoverflow,StackOverflow,0.5,42,trainable_k1,Trainable K=1,0.9149367878882473,0.8399599064483796,0.022022022022022022,0.9550686670633213,0.9407479559814084,2993,2997,heldout_oos_test:2997,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir50_seed42/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir50_seed42/trainable_k1/predictions.jsonl
h1_v19,stackoverflow,StackOverflow,0.5,87,frozen_k1,Frozen K=1,0.7608426270136307,0.8316633266533067,0.2827102803738318,0.8666166333557189,0.800674678934526,2994,2996,heldout_oos_test:2996,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir50_seed87/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir50_seed87/frozen_k1/predictions.jsonl
h1_v19,stackoverflow,StackOverflow,0.5,87,trainable_k1,Trainable K=1,0.8608255832925437,0.8346693386773547,0.11949265687583445,0.9093899860245634,0.8732336556647512,2994,2996,heldout_oos_test:2996,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir50_seed87/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir50_seed87/trainable_k1/predictions.jsonl
h1_v19,stackoverflow,StackOverflow,0.75,13,frozen_k1,Frozen K=1,0.5695280329426671,0.8309953239812959,0.400266844563042,0.8496796424366038,0.5602002685238029,4491,1499,heldout_oos_test:1499,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir75_seed13/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir75_seed13/frozen_k1/predictions.jsonl
h1_v19,stackoverflow,StackOverflow,0.75,13,trainable_k1,Trainable K=1,0.7398554752640356,0.8289913159652639,0.11207471647765177,0.9111332144683706,0.702504992927427,4491,1499,heldout_oos_test:1499,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir75_seed13/trainable_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir75_seed13/trainable_k1/predictions.jsonl
h1_v19,stackoverflow,StackOverflow,0.75,42,frozen_k1,Frozen K=1,0.6562217535402229,0.837230015586729,0.2735156771180787,0.8820678938486269,0.6448694540108084,4491,1499,heldout_oos_test:1499,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir75_seed42/frozen_k1/metrics.json,/home/bo/bo01/llmpy311/artifacts/s2c/runs/historical_protocol_v2/minilm_k1/stackoverflow/kir75_seed42/frozen_k1/predictions.jsonl
